,what,market,other,than,harrogate,",",cheltenham,",",bath,",",inner,london,",",hastings,and,brighton,is,overinflated,?
in,0.30808621644973755,0.27003997564315796,0.39989137649536133,0.3270052373409271,0.18553614616394043,0.5201468467712402,0.23282000422477722,0.5201468467712402,0.2252107709646225,0.5201468467712402,0.22538623213768005,0.2785358726978302,0.5201468467712402,0.30078795552253723,0.4954058527946472,0.3261612057685852,0.5394441485404968,0.3204985558986664,0.20430970191955566
terms,0.23885610699653625,0.20738965272903442,0.30724385380744934,0.27334874868392944,0.15131251513957977,0.26854002475738525,0.1258855015039444,0.26854002475738525,0.07572390139102936,0.26854002475738525,0.09431592375040054,0.07886156439781189,0.26854002475738525,0.13188600540161133,0.26477551460266113,0.15215365588665009,0.27452221512794495,0.22148694097995758,0.23466452956199646
of,0.33290785551071167,0.1694333702325821,0.38583824038505554,0.33036211133003235,0.17222554981708527,0.4946078956127167,0.15026050806045532,0.4946078956127167,0.22312796115875244,0.4946078956127167,0.2847692370414734,0.2159106284379959,0.4946078956127167,0.27719053626060486,0.5116966962814331,0.23402844369411469,0.4854315221309662,0.31124773621559143,0.1826142966747284
housing,0.14871764183044434,0.31252264976501465,0.22860877215862274,0.20358778536319733,0.3497673273086548,0.22575080394744873,0.32145851850509644,0.22575080394744873,0.18910664319992065,0.22575080394744873,0.2641930878162384,0.23610341548919678,0.22575080394744873,0.20490646362304688,0.29145196080207825,0.32626280188560486,0.19461371004581451,0.3241499364376068,0.11872038245201111
stock,0.13911938667297363,0.4188719391822815,0.2168700248003006,0.1829553246498108,0.2111259251832962,0.24178752303123474,0.18843455612659454,0.24178752303123474,0.16559872031211853,0.24178752303123474,0.10014630109071732,0.2419702559709549,0.24178752303123474,0.15477067232131958,0.1762690395116806,0.16884933412075043,0.1890118271112442,0.23256224393844604,0.14784406125545502
",",0.3087472915649414,0.2499394416809082,0.4446498453617096,0.3371901512145996,0.2635239362716675,1.0000001192092896,0.2890751361846924,1.0000001192092896,0.20873615145683289,1.0000001192092896,0.20530863106250763,0.2571207880973816,1.0000001192092896,0.3139784038066864,0.6633074283599854,0.3057807683944702,0.4691906273365021,0.29291221499443054,0.31091248989105225
the,0.42745697498321533,0.2041238248348236,0.44152235984802246,0.3227543234825134,0.19138553738594055,0.4933079481124878,0.18594567477703094,0.4933079481124878,0.1741502583026886,0.4933079481124878,0.2790820598602295,0.27034124732017517,0.4933079481124878,0.29055723547935486,0.5171257257461548,0.28520357608795166,0.5823672413825989,0.3665742874145508,0.22068053483963013
authority,0.23046736419200897,0.24295413494110107,0.17613668739795685,0.19159960746765137,0.34121173620224,0.22133024036884308,0.2337358593940735,0.22133024036884308,0.1444580852985382,0.22133024036884308,0.21402287483215332,0.2740686535835266,0.22133024036884308,0.2630924582481384,0.22905389964580536,0.22793032228946686,0.20664075016975403,0.21081610023975372,0.18404170870780945
is,0.28837618231773376,0.2463478147983551,0.25895947217941284,0.2839990258216858,0.22963382303714752,0.4691906273365021,0.14674296975135803,0.4691906273365021,0.20806662738323212,0.4691906273365021,0.21686768531799316,0.15162920951843262,0.4691906273365021,0.2278415411710739,0.3859752118587494,0.2081446796655655,1.0,0.23913128674030304,0.22961433231830597
one,0.376489520072937,0.19177107512950897,0.45956575870513916,0.43810948729515076,0.147756889462471,0.3696635365486145,0.1524324119091034,0.3696635365486145,0.1298641711473465,0.3696635365486145,0.12945523858070374,0.19502635300159454,0.3696635365486145,0.14919164776802063,0.42438167333602905,0.21370738744735718,0.4544198513031006,0.2429516464471817,0.2673267424106598
of,0.33290785551071167,0.1694333702325821,0.38583824038505554,0.33036211133003235,0.17222554981708527,0.4946078956127167,0.15026050806045532,0.4946078956127167,0.22312796115875244,0.4946078956127167,0.2847692370414734,0.2159106284379959,0.4946078956127167,0.27719053626060486,0.5116966962814331,0.23402844369411469,0.4854315221309662,0.31124773621559143,0.1826142966747284
few,0.2780759632587433,0.1860819309949875,0.4267403483390808,0.35175758600234985,0.14524732530117035,0.32531002163887024,0.20303310453891754,0.32531002163887024,0.13392338156700134,0.32531002163887024,0.11398323625326157,0.16124020516872406,0.32531002163887024,0.13565291464328766,0.39845648407936096,0.20547592639923096,0.22223958373069763,0.2749229371547699,0.2334265559911728
authorities,0.23251837491989136,0.23859041929244995,0.281681627035141,0.19729429483413696,0.31244876980781555,0.24295401573181152,0.21189278364181519,0.24295401573181152,0.13752731680870056,0.24295401573181152,0.16018065810203552,0.27347931265830994,0.24295401573181152,0.23194721341133118,0.2857656180858612,0.2516710162162781,0.17750932276248932,0.28495752811431885,0.17285770177841187
to,0.455847829580307,0.23798635601997375,0.4193183183670044,0.3192550539970398,0.23854225873947144,0.44245919585227966,0.21319538354873657,0.44245919585227966,0.2037869095802307,0.44245919585227966,0.14904558658599854,0.2021344155073166,0.44245919585227966,0.20888087153434753,0.48971283435821533,0.21157550811767578,0.42745086550712585,0.30477461218833923,0.29463258385658264
see,0.44941186904907227,0.16518181562423706,0.3834840953350067,0.32709839940071106,0.16541965305805206,0.35306161642074585,0.16433529555797577,0.35306161642074585,0.21992486715316772,0.35306161642074585,0.18559113144874573,0.18121054768562317,0.35306161642074585,0.16454912722110748,0.367068350315094,0.19040755927562714,0.30759111046791077,0.20543761551380157,0.42005208134651184
the,0.42745697498321533,0.2041238248348236,0.44152235984802246,0.3227543234825134,0.19138553738594055,0.4933079481124878,0.18594567477703094,0.4933079481124878,0.1741502583026886,0.4933079481124878,0.2790820598602295,0.27034124732017517,0.4933079481124878,0.29055723547935486,0.5171257257461548,0.28520357608795166,0.5823672413825989,0.3665742874145508,0.22068053483963013
proportion,0.21334725618362427,0.22654809057712555,0.34944432973861694,0.3676738440990448,0.09510383754968643,0.23342293500900269,0.14002437889575958,0.23342293500900269,0.08887842297554016,0.23342293500900269,0.20004789531230927,0.13911542296409607,0.23342293500900269,0.1307731717824936,0.2984730005264282,0.17520718276500702,0.267301470041275,0.30104687809944153,0.16980072855949402
of,0.33290785551071167,0.1694333702325821,0.38583824038505554,0.33036211133003235,0.17222554981708527,0.4946078956127167,0.15026050806045532,0.4946078956127167,0.22312796115875244,0.4946078956127167,0.2847692370414734,0.2159106284379959,0.4946078956127167,0.27719053626060486,0.5116966962814331,0.23402844369411469,0.4854315221309662,0.31124773621559143,0.1826142966747284
detached,0.14088524878025055,0.13894464075565338,0.21416322886943817,0.13901473581790924,0.17083564400672913,0.15830671787261963,0.16659288108348846,0.15830671787261963,0.1979246437549591,0.15830671787261963,0.2362428456544876,0.14028005301952362,0.15830671787261963,0.10603980720043182,0.19073612987995148,0.22706826031208038,0.11884669959545135,0.30318495631217957,0.1312139630317688
homes,0.1709814965724945,0.21927422285079956,0.27724623680114746,0.27103176712989807,0.2363555133342743,0.2378510683774948,0.23016302287578583,0.2378510683774948,0.2340487688779831,0.2378510683774948,0.2491491436958313,0.18345998227596283,0.2378510683774948,0.14027030766010284,0.3257494568824768,0.27869707345962524,0.1548708975315094,0.24095433950424194,0.12707971036434174
rise,0.23887591063976288,0.18306975066661835,0.2268836498260498,0.2648017704486847,0.16661719977855682,0.2350703477859497,0.16089580953121185,0.2350703477859497,0.14491701126098633,0.2350703477859497,0.20456421375274658,0.1586371660232544,0.2350703477859497,0.12550336122512817,0.2639505863189697,0.13827437162399292,0.1640702784061432,0.2642989754676819,0.10799103230237961
in,0.30808621644973755,0.27003997564315796,0.39989137649536133,0.3270052373409271,0.18553614616394043,0.5201468467712402,0.23282000422477722,0.5201468467712402,0.2252107709646225,0.5201468467712402,0.22538623213768005,0.2785358726978302,0.5201468467712402,0.30078795552253723,0.4954058527946472,0.3261612057685852,0.5394441485404968,0.3204985558986664,0.20430970191955566
the,0.42745697498321533,0.2041238248348236,0.44152235984802246,0.3227543234825134,0.19138553738594055,0.4933079481124878,0.18594567477703094,0.4933079481124878,0.1741502583026886,0.4933079481124878,0.2790820598602295,0.27034124732017517,0.4933079481124878,0.29055723547935486,0.5171257257461548,0.28520357608795166,0.5823672413825989,0.3665742874145508,0.22068053483963013
