,what,does,warsaw,host,many,of,?
thanks,0.38777562975883484,0.2536432445049286,0.13939103484153748,0.16112472116947174,0.2102011889219284,0.1487227827310562,0.5687435865402222
to,0.455847829580307,0.4391997456550598,0.1953994333744049,0.18300798535346985,0.40243685245513916,0.41548454761505127,0.29463258385658264
numerous,0.1867249608039856,0.1270207166671753,0.16080217063426971,0.18409600853919983,0.6216120719909668,0.3024154603481293,0.0875130444765091
musical,0.22908931970596313,0.13262666761875153,0.18828555941581726,0.11884848028421402,0.224236398935318,0.2380346953868866,0.187048077583313
venues,0.14964675903320312,0.1572117805480957,0.1466691792011261,0.34513741731643677,0.3103237748146057,0.23005232214927673,0.1424274891614914
",",0.3087472915649414,0.28617382049560547,0.25300899147987366,0.26840344071388245,0.40610817074775696,0.4946078956127167,0.31091248989105225
including,0.18328791856765747,0.20252716541290283,0.11240771412849426,0.18043753504753113,0.6119236350059509,0.44195112586021423,0.1633303165435791
the,0.42745697498321533,0.35928019881248474,0.23137180507183075,0.26909032464027405,0.4335206151008606,0.733189046382904,0.22068053483963013
teatr,0.09525590389966965,0.1326969861984253,0.28753340244293213,0.18357320129871368,0.1552225798368454,0.1547166109085083,0.17024710774421692
wielki,0.1911606341600418,0.1773921549320221,0.48728057742118835,0.10042758285999298,0.18895922601222992,0.2029358297586441,0.18371832370758057
",",0.3087472915649414,0.28617382049560547,0.25300899147987366,0.26840344071388245,0.40610817074775696,0.4946078956127167,0.31091248989105225
the,0.42745697498321533,0.35928019881248474,0.23137180507183075,0.26909032464027405,0.4335206151008606,0.733189046382904,0.22068053483963013
polish,0.08233486860990524,0.12843264639377594,0.6311136484146118,0.03715124726295471,0.20127539336681366,0.16866981983184814,0.14012759923934937
national,0.16882304847240448,0.16890141367912292,0.19670157134532928,0.14052994549274445,0.21160955727100372,0.3314673602581024,0.15643028914928436
opera,0.19126243889331818,0.13972099125385284,0.1750211864709854,0.13888441026210785,0.15530535578727722,0.2148524820804596,0.12079104036092758
",",0.3087472915649414,0.28617382049560547,0.25300899147987366,0.26840344071388245,0.40610817074775696,0.4946078956127167,0.31091248989105225
the,0.42745697498321533,0.35928019881248474,0.23137180507183075,0.26909032464027405,0.4335206151008606,0.733189046382904,0.22068053483963013
chamber,0.1224752739071846,0.08126108348369598,0.13069839775562286,0.12886449694633484,0.21531830728054047,0.24295011162757874,0.04307165369391441
opera,0.19126243889331818,0.13972099125385284,0.1750211864709854,0.13888441026210785,0.15530535578727722,0.2148524820804596,0.12079104036092758
",",0.3087472915649414,0.28617382049560547,0.25300899147987366,0.26840344071388245,0.40610817074775696,0.4946078956127167,0.31091248989105225
the,0.42745697498321533,0.35928019881248474,0.23137180507183075,0.26909032464027405,0.4335206151008606,0.733189046382904,0.22068053483963013
national,0.16882304847240448,0.16890141367912292,0.19670157134532928,0.14052994549274445,0.21160955727100372,0.3314673602581024,0.15643028914928436
philharmonic,0.15309064090251923,0.11785059422254562,0.31292885541915894,0.15949271619319916,0.19382569193840027,0.2278154194355011,0.13191483914852142
hall,0.10849796235561371,0.119517482817173,0.23401500284671783,0.15719807147979736,0.19989803433418274,0.23551815748214722,0.13520537316799164
and,0.31309178471565247,0.3461615741252899,0.2083624005317688,0.2797408998012543,0.5296266674995422,0.5116966962814331,0.20544172823429108
the,0.42745697498321533,0.35928019881248474,0.23137180507183075,0.26909032464027405,0.4335206151008606,0.733189046382904,0.22068053483963013
national,0.16882304847240448,0.16890141367912292,0.19670157134532928,0.14052994549274445,0.21160955727100372,0.3314673602581024,0.15643028914928436
theatre,0.12211663275957108,0.13945266604423523,0.26380211114883423,0.15878698229789734,0.22114235162734985,0.19807180762290955,0.1159285232424736
",",0.3087472915649414,0.28617382049560547,0.25300899147987366,0.26840344071388245,0.40610817074775696,0.4946078956127167,0.31091248989105225
as,0.31749409437179565,0.31202155351638794,0.14492812752723694,0.19779783487319946,0.4070141911506653,0.3886612355709076,0.27043893933296204
well,0.4154493808746338,0.3239245116710663,0.13796460628509521,0.2458348125219345,0.5438802242279053,0.3343164324760437,0.24815571308135986
as,0.31749409437179565,0.31202155351638794,0.14492812752723694,0.19779783487319946,0.4070141911506653,0.3886612355709076,0.27043893933296204
the,0.42745697498321533,0.35928019881248474,0.23137180507183075,0.26909032464027405,0.4335206151008606,0.733189046382904,0.22068053483963013
roma,0.14927782118320465,0.04656064510345459,0.2600455582141876,0.13058163225650787,0.208787739276886,0.13172538578510284,0.20083442330360413
and,0.31309178471565247,0.3461615741252899,0.2083624005317688,0.2797408998012543,0.5296266674995422,0.5116966962814331,0.20544172823429108
buffo,0.20947417616844177,0.14007791876792908,0.19684134423732758,0.09422784298658371,0.26853853464126587,0.2210400402545929,0.18601961433887482
music,0.23070453107357025,0.13985829055309296,0.17352351546287537,0.15650323033332825,0.27833521366119385,0.25892743468284607,0.18264494836330414
theatres,0.13976961374282837,0.1392633616924286,0.27332907915115356,0.13775746524333954,0.34619441628456116,0.20605787634849548,0.10397201776504517
and,0.31309178471565247,0.3461615741252899,0.2083624005317688,0.2797408998012543,0.5296266674995422,0.5116966962814331,0.20544172823429108
the,0.42745697498321533,0.35928019881248474,0.23137180507183075,0.26909032464027405,0.4335206151008606,0.733189046382904,0.22068053483963013
congress,0.16679982841014862,0.18782062828540802,0.22240714728832245,0.16512766480445862,0.17146539688110352,0.2447044849395752,0.2020287960767746
hall,0.10849796235561371,0.119517482817173,0.23401500284671783,0.15719807147979736,0.19989803433418274,0.23551815748214722,0.13520537316799164
in,0.30808621644973755,0.214483380317688,0.22642600536346436,0.21661671996116638,0.41474202275276184,0.5696388483047485,0.20430970191955566
the,0.42745697498321533,0.35928019881248474,0.23137180507183075,0.26909032464027405,0.4335206151008606,0.733189046382904,0.22068053483963013
