,how,would,the,capabilities,approach,achieve,it,'s,goal,?
its,0.22449488937854767,0.27556702494621277,0.559237003326416,0.2535708546638489,0.29110926389694214,0.25646090507507324,0.5786119699478149,0.03202139586210251,0.15909408032894135,0.15103481709957123
goal,0.20538218319416046,0.3103758990764618,0.2443244755268097,0.2761124074459076,0.28066596388816833,0.3848608732223511,0.1903461366891861,0.0441170372068882,1.0000001192092896,0.1964566856622696
is,0.22544461488723755,0.33626067638397217,0.5823672413825989,0.13866184651851654,0.2353363335132599,0.18980827927589417,0.6328473687171936,0.02396530658006668,0.20883920788764954,0.22961433231830597
to,0.44169697165489197,0.5965728163719177,0.535392165184021,0.30316877365112305,0.33169451355934143,0.3419070541858673,0.513711154460907,0.03782717138528824,0.37094977498054504,0.29463258385658264
“,-0.07636628299951553,-0.07102277129888535,-0.004561804234981537,-0.08671193569898605,-0.022829392924904823,-0.06732293218374252,-0.03867692872881889,-0.07081892341375351,-0.013237313367426395,-0.043535903096199036
wid,0.19577781856060028,0.21037697792053223,0.27113085985183716,0.2614971995353699,0.14314715564250946,0.15638048946857452,0.17898574471473694,-0.07022454589605331,0.17343716323375702,0.2873041331768036
[,0.03530287742614746,0.004482490010559559,0.07130392640829086,0.14262808859348297,0.12552239000797272,0.08417749404907227,0.008456743322312832,0.01083834283053875,0.03788110613822937,0.011015460826456547
en,0.16310663521289825,0.20237921178340912,0.1751408874988556,0.08349055796861649,0.16079995036125183,0.07548344135284424,0.2166237086057663,-0.03989270329475403,0.1630462110042572,0.3125995695590973
],0.06738625466823578,-0.011652976274490356,-0.04779602214694023,0.013741934671998024,-0.051512833684682846,0.016169171780347824,-0.07210399955511093,-0.10493394732475281,0.005298541858792305,-0.0022520492784678936
people,0.2932034730911255,0.3082716464996338,0.36838498711586,0.1782916635274887,0.20873238146305084,0.16258637607097626,0.3940119743347168,0.023582622408866882,0.20475320518016815,0.23739641904830933
’,0.0033065308816730976,0.01236837636679411,-0.04090067744255066,-0.0365038700401783,0.03423800319433212,0.010382377542555332,-0.05892043933272362,-0.1203070729970932,-0.0076379673555493355,0.045561522245407104
s,0.3008496165275574,0.33980855345726013,0.46610721945762634,0.1609041839838028,0.17509806156158447,0.1690422147512436,0.3516581058502197,0.05719660595059395,0.19974298775196075,0.25130221247673035
choices,0.43315252661705017,0.39199119806289673,0.26494893431663513,0.3772680461406708,0.2724106013774872,0.26386046409606934,0.20992298424243927,0.0012308057630434632,0.2752814292907715,0.34390366077423096
and,0.33647966384887695,0.34921059012413025,0.5171257257461548,0.2930736839771271,0.2348477989435196,0.23828470706939697,0.40957894921302795,0.06895173341035843,0.20885969698429108,0.20544172823429108
the,0.33890387415885925,0.4133751392364502,1.0,0.2042628526687622,0.1999826431274414,0.23965083062648773,0.6251175999641418,-0.01540423184633255,0.2443244755268097,0.22068053483963013
level,0.27169108390808105,0.24920408427715302,0.31442487239837646,0.2986676096916199,0.14071118831634521,0.3474005460739136,0.2690049707889557,-0.0019135585753247142,0.22425006330013275,0.20528386533260345
of,0.2480744868516922,0.3353942930698395,0.733189046382904,0.18993353843688965,0.20773443579673767,0.24381192028522491,0.38761502504348755,-0.03817026689648628,0.1838325709104538,0.1826142966747284
their,0.3316696584224701,0.4112042188644409,0.516537070274353,0.34684044122695923,0.17286263406276703,0.3192746937274933,0.3067983090877533,-0.005530759692192078,0.2400694042444229,0.1898253709077835
achieved,0.15523116290569305,0.21964813768863678,0.2821090817451477,0.36347925662994385,0.2312147170305252,0.8052071928977966,0.19999560713768005,0.03898480162024498,0.35003116726875305,0.17008265852928162
well-being,0.2898111045360565,0.40347418189048767,0.4274795949459076,0.36090266704559326,0.2410271316766739,0.29788389801979065,0.3358263075351715,0.03015005588531494,0.2381143420934677,0.27211615443229675
”,0.0009246314875781536,0.0007608123705722392,-0.13169695436954498,0.08938466012477875,-0.045133426785469055,-0.0022336242254823446,-0.10021798312664032,-0.026802171021699905,0.024959241971373558,0.014230710454285145
through,0.2704794108867645,0.25157630443573,0.44071322679519653,0.23233555257320404,0.1882571130990982,0.25505661964416504,0.3374522924423218,-0.020649312064051628,0.20255209505558014,0.16913433372974396
increasing,0.3017575442790985,0.3102613389492035,0.34958165884017944,0.3747677505016327,0.2526222765445709,0.40189996361732483,0.22851604223251343,-0.002984076738357544,0.190754234790802,0.0681626945734024
functionings,0.2997945547103882,0.2617762088775635,0.25570741295814514,0.48321688175201416,0.24438348412513733,0.28122442960739136,0.2656348645687103,-0.032503385096788406,0.16694225370883942,0.20903807878494263
(,0.1676948219537735,0.21630488336086273,0.33289089798927307,0.16435016691684723,0.11552673578262329,0.12767936289310455,0.2745298147201538,0.0012731997994706035,0.13172009587287903,0.40561532974243164
the,0.33890387415885925,0.4133751392364502,1.0,0.2042628526687622,0.1999826431274414,0.23965083062648773,0.6251175999641418,-0.01540423184633255,0.2443244755268097,0.22068053483963013
things,0.6059117913246155,0.40523865818977356,0.30825191736221313,0.3496960699558258,0.2556322515010834,0.2941109836101532,0.38758355379104614,0.05455666407942772,0.1795811951160431,0.36181706190109253
a,0.29312583804130554,0.398599237203598,0.5829201340675354,0.22750458121299744,0.2336270660161972,0.2424013465642929,0.5452592968940735,0.04866964742541313,0.20853768289089203,0.23916715383529663
person,0.37843647599220276,0.3100294768810272,0.3487054407596588,0.23281067609786987,0.12999071180820465,0.2705432176589966,0.35048896074295044,-0.016232607886195183,0.22993741929531097,0.324093222618103
values,0.27992549538612366,0.2839398980140686,0.23992402851581573,0.3823873996734619,0.2690354585647583,0.33838409185409546,0.22828373312950134,0.03487493842840195,0.1812387853860855,0.23432563245296478
doing,0.43684718012809753,0.4219750463962555,0.29305580258369446,0.32135850191116333,0.21404986083507538,0.29709020256996155,0.3171647787094116,-0.003558715106919408,0.24283118546009064,0.4119948446750641
),0.17939934134483337,0.2093871831893921,0.3456730246543884,0.16189293563365936,0.10722437500953674,0.1478099375963211,0.28560304641723633,0.021107977256178856,0.13925226032733917,0.42300865054130554
",",0.22659391164779663,0.32586824893951416,0.4933079481124878,0.21266590058803558,0.3155236542224884,0.17202849686145782,0.48329564929008484,-0.0016132977325469255,0.2145523726940155,0.31091248989105225
capabilities,0.27462485432624817,0.29866182804107666,0.2042628526687622,1.0000001192092896,0.22072456777095795,0.40988442301750183,0.19356858730316162,0.03689200058579445,0.2761124074459076,0.20460444688796997
(,0.1676948219537735,0.21630488336086273,0.33289089798927307,0.16435016691684723,0.11552673578262329,0.12767936289310455,0.2745298147201538,0.0012731997994706035,0.13172009587287903,0.40561532974243164
the,0.33890387415885925,0.4133751392364502,1.0,0.2042628526687622,0.1999826431274414,0.23965083062648773,0.6251175999641418,-0.01540423184633255,0.2443244755268097,0.22068053483963013
freedom,0.1381973922252655,0.23276929557323456,0.24307598173618317,0.2771829068660736,0.1560359001159668,0.25202807784080505,0.1772974133491516,-0.022717459127306938,0.25871121883392334,0.1626027375459671
to,0.44169697165489197,0.5965728163719177,0.535392165184021,0.30316877365112305,0.33169451355934143,0.3419070541858673,0.513711154460907,0.03782717138528824,0.37094977498054504,0.29463258385658264
enjoy,0.25453895330429077,0.24521934986114502,0.19656315445899963,0.28586533665657043,0.179839089512825,0.3037535548210144,0.2426883727312088,0.03015332669019699,0.13985231518745422,0.22365233302116394
functionings,0.2997945547103882,0.2617762088775635,0.25570741295814514,0.48321688175201416,0.24438348412513733,0.28122442960739136,0.2656348645687103,-0.032503385096788406,0.16694225370883942,0.20903807878494263
),0.17939934134483337,0.2093871831893921,0.3456730246543884,0.16189293563365936,0.10722437500953674,0.1478099375963211,0.28560304641723633,0.021107977256178856,0.13925226032733917,0.42300865054130554
and,0.33647966384887695,0.34921059012413025,0.5171257257461548,0.2930736839771271,0.2348477989435196,0.23828470706939697,0.40957894921302795,0.06895173341035843,0.20885969698429108,0.20544172823429108
agency,0.12983733415603638,0.15764431655406952,0.24253644049167633,0.14917264878749847,0.18504942953586578,0.09381577372550964,0.16144485771656036,-0.003614572109654546,0.1355379968881607,0.18185843527317047
(,0.1676948219537735,0.21630488336086273,0.33289089798927307,0.16435016691684723,0.11552673578262329,0.12767936289310455,0.2745298147201538,0.0012731997994706035,0.13172009587287903,0.40561532974243164
the,0.33890387415885925,0.4133751392364502,1.0,0.2042628526687622,0.1999826431274414,0.23965083062648773,0.6251175999641418,-0.01540423184633255,0.2443244755268097,0.22068053483963013
ability,0.41328999400138855,0.33901113271713257,0.24997951090335846,0.5803990960121155,0.22638767957687378,0.3755760192871094,0.22021424770355225,0.014099662192165852,0.2682897746562958,0.1955445408821106
to,0.44169697165489197,0.5965728163719177,0.535392165184021,0.30316877365112305,0.33169451355934143,0.3419070541858673,0.513711154460907,0.03782717138528824,0.37094977498054504,0.29463258385658264
pursue,0.18568037450313568,0.3047308027744293,0.21766875684261322,0.2313913255929947,0.2872593104839325,0.42265504598617554,0.16750997304916382,0.06272278726100922,0.2765425741672516,0.1284760683774948
valued,0.21998196840286255,0.2851198613643646,0.13255152106285095,0.22194284200668335,0.17319267988204956,0.25981253385543823,0.1940515786409378,0.03409304469823837,0.10747396945953369,0.20130088925361633
goals,0.11521609872579575,0.17994597554206848,0.11426310986280441,0.22322209179401398,0.20676615834236145,0.277398943901062,0.08433914929628372,0.06642255187034607,0.6627928614616394,0.16318443417549133
),0.17939934134483337,0.2093871831893921,0.3456730246543884,0.16189293563365936,0.10722437500953674,0.1478099375963211,0.28560304641723633,0.021107977256178856,0.13925226032733917,0.42300865054130554
.,0.3287222981452942,0.35067233443260193,0.5934505462646484,0.21693669259548187,0.21207883954048157,0.18454299867153168,0.5593622326850891,-0.003708066651597619,0.19919876754283905,0.4130953550338745
