,after,its,re-opening,",",which,types,of,movies,did,the,tower,theatre,show,?
[,0.08769132196903229,0.0550503171980381,0.1652364879846573,0.08049847930669785,0.07771235704421997,0.09239009767770767,0.010817250236868858,0.2546508014202118,0.030549485236406326,0.07130392640829086,0.2828088700771332,0.2158535122871399,0.1936832070350647,0.011015460826456547
citation,0.15851110219955444,0.1777532696723938,0.22450952231884003,0.23433831334114075,0.26387810707092285,0.09590060263872147,0.22959956526756287,0.12679900228977203,0.18243058025836945,0.2536581754684448,0.14951801300048828,0.14591437578201294,0.19603215157985687,0.3382055461406708
needed,0.22900624573230743,0.2430330067873001,0.33145871758461,0.29017356038093567,0.3787943422794342,0.24605664610862732,0.27215874195098877,0.13329748809337616,0.40049824118614197,0.3064746856689453,0.1384580433368683,0.11415226012468338,0.25215256214141846,0.2863257825374603
],-0.0015920652076601982,-0.045774105936288834,-0.069737508893013,-0.10209845006465912,-0.0305959302932024,0.02709726057946682,-0.035044461488723755,0.01995551586151123,0.024806415662169456,-0.04779602214694023,-0.030640671029686928,-0.11134324222803116,0.03207634016871452,-0.0022520492784678936
after,1.0,0.29879069328308105,0.31546977162361145,0.38860568404197693,0.3217443823814392,0.13196104764938354,0.3867455720901489,0.1627330631017685,0.30330467224121094,0.4565047025680542,0.1414790153503418,0.22347170114517212,0.21172942221164703,0.16608688235282898
decades,0.32755306363105774,0.24910488724708557,0.2083883136510849,0.2549861669540405,0.2706610858440399,0.24663332104682922,0.22400543093681335,0.2852827310562134,0.2064380794763565,0.3027496635913849,0.14305377006530762,0.15476872026920319,0.2342928946018219,0.06808225065469742
of,0.3867455720901489,0.48690423369407654,0.2999635934829712,0.4946078956127167,0.5011631846427917,0.2447618544101715,1.0,0.24151790142059326,0.2513895630836487,0.733189046382904,0.2271278351545334,0.19807180762290955,0.21383242309093475,0.1826142966747284
neglect,0.2670445740222931,0.11108113080263138,0.18099097907543182,0.14891798794269562,0.22647707164287567,0.17047061026096344,0.2650386095046997,0.16964924335479736,0.20673979818820953,0.17477023601531982,0.1629677265882492,0.17777763307094574,0.1748562604188919,0.12670749425888062
and,0.3765919506549835,0.3841775357723236,0.31814631819725037,0.6633074283599854,0.506277859210968,0.3014242649078369,0.5116966962814331,0.29474765062332153,0.34479495882987976,0.5171257257461548,0.23948386311531067,0.2638216018676758,0.3455478549003601,0.20544172823429108
suburban,0.16747304797172546,0.17706315219402313,0.2348368763923645,0.22812874615192413,0.19335126876831055,0.16292411088943481,0.21280841529369354,0.2111378312110901,0.15297935903072357,0.18317672610282898,0.19529980421066284,0.21392083168029785,0.11819807440042496,0.06536495685577393
flight,0.190263569355011,0.23097534477710724,0.274003803730011,0.23669111728668213,0.20524488389492035,0.0903521478176117,0.2070007622241974,0.1500241607427597,0.1307949423789978,0.2498224973678589,0.23441082239151,0.14175359904766083,0.17648562788963318,0.20568472146987915
",",0.38860568404197693,0.33157986402511597,0.31752657890319824,1.0000001192092896,0.3658004403114319,0.24108222126960754,0.4946078956127167,0.2767058312892914,0.3015086054801941,0.4933079481124878,0.20524810254573822,0.29216358065605164,0.31928569078445435,0.31091248989105225
the,0.4565047025680542,0.559237003326416,0.4103478789329529,0.4933079481124878,0.6521818041801453,0.23509301245212555,0.733189046382904,0.25992661714553833,0.34736719727516174,1.0,0.2398453801870346,0.25594043731689453,0.319829523563385,0.22068053483963013
neighborhood,0.1767500787973404,0.22303783893585205,0.19684113562107086,0.21194669604301453,0.1964341700077057,0.0644635409116745,0.15683332085609436,0.2216465026140213,0.09432718902826309,0.20152483880519867,0.2610515058040619,0.27236202359199524,0.17206189036369324,0.048473283648490906
revival,0.19270198047161102,0.26118358969688416,0.37035462260246277,0.2530691921710968,0.2771584987640381,0.15343669056892395,0.2109367549419403,0.22308644652366638,0.12113826721906662,0.30452626943588257,0.1820371299982071,0.3677014112472534,0.26577329635620117,0.09967152029275894
followed,0.3994644284248352,0.20418477058410645,0.3082956373691559,0.3097211718559265,0.3234761655330658,0.1497955322265625,0.3060508966445923,0.22884167730808258,0.2675115466117859,0.3567860722541809,0.11539521813392639,0.19196084141731262,0.26399073004722595,0.20567169785499573
the,0.4565047025680542,0.559237003326416,0.4103478789329529,0.4933079481124878,0.6521818041801453,0.23509301245212555,0.733189046382904,0.25992661714553833,0.34736719727516174,1.0,0.2398453801870346,0.25594043731689453,0.319829523563385,0.22068053483963013
re-opening,0.31546977162361145,0.2858838737010956,1.0,0.31752657890319824,0.39724844694137573,0.17966453731060028,0.2999635934829712,0.16517695784568787,0.26502132415771484,0.4103478789329529,0.24247127771377563,0.2538011372089386,0.25663280487060547,0.2549934983253479
of,0.3867455720901489,0.48690423369407654,0.2999635934829712,0.4946078956127167,0.5011631846427917,0.2447618544101715,1.0,0.24151790142059326,0.2513895630836487,0.733189046382904,0.2271278351545334,0.19807180762290955,0.21383242309093475,0.1826142966747284
the,0.4565047025680542,0.559237003326416,0.4103478789329529,0.4933079481124878,0.6521818041801453,0.23509301245212555,0.733189046382904,0.25992661714553833,0.34736719727516174,1.0,0.2398453801870346,0.25594043731689453,0.319829523563385,0.22068053483963013
tower,0.1414790153503418,0.1954134702682495,0.24247127771377563,0.20524810254573822,0.2040041834115982,0.053444840013980865,0.2271278351545334,0.15430337190628052,0.15308253467082977,0.2398453801870346,1.0,0.19530144333839417,0.19524681568145752,0.10395228117704391
theatre,0.22347170114517212,0.1463027447462082,0.2538011372089386,0.29216358065605164,0.17380180954933167,0.07840391248464584,0.19807180762290955,0.32921767234802246,0.17782776057720184,0.25594043731689453,0.19530144333839417,1.0,0.22537696361541748,0.1159285232424736
in,0.44050168991088867,0.3793783485889435,0.30080240964889526,0.5201468467712402,0.4840516746044159,0.18516337871551514,0.5696388483047485,0.2999236583709717,0.2593238651752472,0.6662389636039734,0.22630389034748077,0.26776230335235596,0.27595704793930054,0.20430970191955566
the,0.4565047025680542,0.559237003326416,0.4103478789329529,0.4933079481124878,0.6521818041801453,0.23509301245212555,0.733189046382904,0.25992661714553833,0.34736719727516174,1.0,0.2398453801870346,0.25594043731689453,0.319829523563385,0.22068053483963013
late,0.32546740770339966,0.21946582198143005,0.30342552065849304,0.3051932752132416,0.2546604573726654,0.15949282050132751,0.21690747141838074,0.2483988255262375,0.27609187364578247,0.31481194496154785,0.10788892954587936,0.2401682734489441,0.296935498714447,0.11339222639799118
1970s,-0.014865546487271786,-0.011291023343801498,0.00991390272974968,0.06473266333341599,0.005460713058710098,0.03825973719358444,0.060115184634923935,0.029349971562623978,0.08396200090646744,0.004102230537682772,0.07616723328828812,0.03133690357208252,0.03411072492599487,0.03861190751194954
",",0.38860568404197693,0.33157986402511597,0.31752657890319824,1.0000001192092896,0.3658004403114319,0.24108222126960754,0.4946078956127167,0.2767058312892914,0.3015086054801941,0.4933079481124878,0.20524810254573822,0.29216358065605164,0.31928569078445435,0.31091248989105225
which,0.3217443823814392,0.5154205560684204,0.39724844694137573,0.3658004403114319,1.0,0.4006623923778534,0.5011631846427917,0.24260784685611725,0.2750149369239807,0.6521818041801453,0.2040041834115982,0.17380180954933167,0.32096749544143677,0.25814583897590637
at,0.3622083067893982,0.2685394287109375,0.2742252051830292,0.38314947485923767,0.3286694884300232,0.17783881723880768,0.42558613419532776,0.17376434803009033,0.28390252590179443,0.457212895154953,0.18812096118927002,0.29836171865463257,0.2018483579158783,0.21978627145290375
that,0.373811811208725,0.416561484336853,0.3565588593482971,0.4137537479400635,0.6894589066505432,0.3146487772464752,0.41498205065727234,0.21671190857887268,0.47518548369407654,0.5473989248275757,0.18911580741405487,0.12473657727241516,0.3486354649066925,0.32716336846351624
time,0.40345117449760437,0.2819722294807434,0.29185137152671814,0.3029961884021759,0.325231671333313,0.20990289747714996,0.35127586126327515,0.21465082466602325,0.3567926585674286,0.43061500787734985,0.11462981253862381,0.09434151649475098,0.19633352756500244,0.27391523122787476
showed,0.2768227458000183,0.2199733555316925,0.29070794582366943,0.2312069833278656,0.2747635841369629,0.15855377912521362,0.31843405961990356,0.15559399127960205,0.36768215894699097,0.3101346790790558,0.09989748895168304,0.130809485912323,0.4906870722770691,0.17389845848083496
second,0.3736267685890198,0.23407325148582458,0.27235957980155945,0.29927265644073486,0.336174339056015,0.029658827930688858,0.353416383266449,0.14652545750141144,0.20727969706058502,0.4620301127433777,0.16714012622833252,0.18554408848285675,0.19166497886180878,0.17239587008953094
and,0.3765919506549835,0.3841775357723236,0.31814631819725037,0.6633074283599854,0.506277859210968,0.3014242649078369,0.5116966962814331,0.29474765062332153,0.34479495882987976,0.5171257257461548,0.23948386311531067,0.2638216018676758,0.3455478549003601,0.20544172823429108
