,what,was,tesla,'s,father,afraid,would,happen,to,him,in,school,?
after,0.21973377466201782,0.49306565523147583,0.0752151682972908,-0.055672239512205124,0.31013625860214233,0.2428698092699051,0.31067174673080444,0.26518890261650085,0.37890323996543884,0.41209572553634644,0.44050168991088867,0.2316942811012268,0.16608688235282898
his,0.26976513862609863,0.4405253231525421,0.1580733060836792,0.047556519508361816,0.5241755247116089,0.3072761595249176,0.292866975069046,0.17983320355415344,0.3715193271636963,0.6629161238670349,0.3598145842552185,0.25444892048835754,0.18075084686279297
father,0.21527598798274994,0.3492507338523865,0.08892767131328583,0.029256420210003853,1.0,0.2598608732223511,0.23147040605545044,0.13696782290935516,0.2544635832309723,0.47097480297088623,0.25954100489616394,0.32179898023605347,0.14826634526252747
's,0.02692362666130066,0.008974763564765453,0.06449045985937119,0.9999999403953552,0.029256420210003853,0.022845575585961342,0.036968596279621124,-0.047381747514009476,0.03782717138528824,0.004161491058766842,-0.037580832839012146,-0.017113132402300835,-0.023395681753754616
death,0.2267695665359497,0.28516459465026855,0.11229380965232849,0.07207932323217392,0.3316188156604767,0.23147284984588623,0.2342657893896103,0.17941024899482727,0.19568277895450592,0.28298714756965637,0.18743370473384857,0.10682740062475204,0.21149799227714539
in,0.30808621644973755,0.45514053106307983,0.17097744345664978,-0.037580832839012146,0.25954100489616394,0.21618527173995972,0.30461156368255615,0.2613373398780823,0.45010748505592346,0.2284061461687088,1.0,0.26157811284065247,0.20430970191955566
1879,-0.07866717875003815,0.086683489382267,-0.045758847147226334,-0.04066148400306702,0.011265365406870842,-0.11727707087993622,-0.04737955331802368,-0.111054927110672,-0.0397687628865242,-0.04321448877453804,0.031225789338350296,-0.01024723332375288,0.057432834059000015
",",0.3087472915649414,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.30597206950187683,0.293405681848526,0.32586824893951416,0.25441640615463257,0.44245919585227966,0.31121695041656494,0.5201468467712402,0.27141863107681274,0.31091248989105225
tesla,0.23221199214458466,0.16455206274986267,0.9999999403953552,0.06449045985937119,0.08892767131328583,0.0703803300857544,0.14290116727352142,0.11328577250242233,0.17548894882202148,0.14682093262672424,0.17097744345664978,0.16295383870601654,0.10250775516033173
found,0.1796332150697708,0.18447895348072052,0.052854783833026886,0.005866709165275097,0.1294899880886078,0.23018209636211395,0.2187115103006363,0.1536330133676529,0.25225648283958435,0.10259538888931274,0.39141854643821716,0.1281358003616333,0.16790300607681274
a,0.3320399522781372,0.4508470594882965,0.2211925983428955,0.04866964742541313,0.22525158524513245,0.2199300229549408,0.398599237203598,0.27358970046043396,0.45503583550453186,0.32137390971183777,0.539380669593811,0.2245093584060669,0.23916715383529663
package,0.18274888396263123,0.2084856778383255,0.2518737316131592,0.026113996282219887,0.1534537822008133,0.0655965507030487,0.2550957202911377,0.10667584091424942,0.26714250445365906,0.2079746425151825,0.18921826779842377,0.18917325139045715,0.17711099982261658
of,0.33290785551071167,0.4069072902202606,0.18837453424930573,-0.03817026689648628,0.22142449021339417,0.1671176254749298,0.3353942930698395,0.23650258779525757,0.41548454761505127,0.2764812409877777,0.5696388483047485,0.2391800880432129,0.1826142966747284
letters,0.1743541657924652,0.16712252795696259,0.14245650172233582,0.06331107020378113,0.1963963508605957,0.19699780642986298,0.1968226581811905,0.07738978415727615,0.18536488711833954,0.19416072964668274,0.1873265951871872,0.10138405859470367,0.18739263713359833
from,0.2737620174884796,0.31171464920043945,0.10324860364198685,-0.01936490088701248,0.19987469911575317,0.17523883283138275,0.26231399178504944,0.17724910378456116,0.4069952368736267,0.2413332462310791,0.4274188280105591,0.1915854513645172,0.19969791173934937
his,0.26976513862609863,0.4405253231525421,0.1580733060836792,0.047556519508361816,0.5241755247116089,0.3072761595249176,0.292866975069046,0.17983320355415344,0.3715193271636963,0.6629161238670349,0.3598145842552185,0.25444892048835754,0.18075084686279297
professors,0.22102440893650055,0.22603502869606018,0.24538925290107727,0.012047018855810165,0.2899918556213379,0.2529844045639038,0.20546257495880127,0.12437102198600769,0.2334405928850174,0.26416000723838806,0.21676266193389893,0.3791688084602356,0.14217308163642883
to,0.455847829580307,0.3636345863342285,0.17548894882202148,0.03782717138528824,0.2544635832309723,0.3083421587944031,0.5965728163719177,0.25324898958206177,1.0,0.4702378511428833,0.45010748505592346,0.24496325850486755,0.29463258385658264
his,0.26976513862609863,0.4405253231525421,0.1580733060836792,0.047556519508361816,0.5241755247116089,0.3072761595249176,0.292866975069046,0.17983320355415344,0.3715193271636963,0.6629161238670349,0.3598145842552185,0.25444892048835754,0.18075084686279297
father,0.21527598798274994,0.3492507338523865,0.08892767131328583,0.029256420210003853,1.0,0.2598608732223511,0.23147040605545044,0.13696782290935516,0.2544635832309723,0.47097480297088623,0.25954100489616394,0.32179898023605347,0.14826634526252747
",",0.3087472915649414,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.30597206950187683,0.293405681848526,0.32586824893951416,0.25441640615463257,0.44245919585227966,0.31121695041656494,0.5201468467712402,0.27141863107681274,0.31091248989105225
warning,0.30626335740089417,0.14190545678138733,0.09770417213439941,-0.05218609794974327,0.00529388478025794,0.23867109417915344,0.2728242874145508,0.2515830099582672,0.24417491257190704,0.20135438442230225,0.14445917308330536,0.1561717838048935,0.29772210121154785
that,0.6297725439071655,0.33670201897621155,0.22102725505828857,0.04397977516055107,0.2571857273578644,0.4023357927799225,0.5895259380340576,0.45222777128219604,0.5436353087425232,0.4159553349018097,0.435920387506485,0.2190830111503601,0.32716336846351624
unless,0.4516109526157379,0.20415489375591278,0.09945283830165863,0.009498829022049904,0.1088874414563179,0.3257099986076355,0.4696676433086395,0.3237698972225189,0.45781534910202026,0.31481948494911194,0.24363665282726288,0.114456906914711,0.37169966101646423
he,0.3114890456199646,0.5410010814666748,0.12373391538858414,0.024063590914011,0.4997532367706299,0.2746971547603607,0.27278512716293335,0.2564277946949005,0.385390967130661,0.6241704225540161,0.41690486669540405,0.3274155557155609,0.2089974731206894
