,how,many,2015,season,interceptions,did,the,panthers,',defense,get,?
the,0.33890387415885925,0.4335206151008606,0.1466771513223648,0.2507155239582062,0.22331646084785461,0.34736719727516174,1.0,0.2602776288986206,0.474788099527359,0.2604767382144928,0.29667025804519653,0.22068053483963013
panthers,0.1117783859372139,0.14744015038013458,0.03439202532172203,0.3867887854576111,0.3591367304325104,0.189295694231987,0.2602776288986206,0.9999999403953552,0.22155213356018066,0.17159238457679749,0.18990887701511383,0.16608978807926178
defense,0.14550013840198517,0.1536635160446167,0.04832323640584946,0.14785458147525787,0.39709994196891785,0.14361093938350677,0.2604767382144928,0.17159238457679749,0.17893536388874054,1.0,0.19434700906276703,0.21935760974884033
gave,0.19802825152873993,0.21511444449424744,0.11969757825136185,0.1721908450126648,0.18933241069316864,0.4154756963253021,0.32555076479911804,0.12951630353927612,0.18915043771266937,0.2083331048488617,0.3037407696247101,0.1910865753889084
up,0.2819872200489044,0.2688518464565277,-0.024453550577163696,0.19640566408634186,0.18509647250175476,0.21613863110542297,0.38423117995262146,0.22487294673919678,0.21741549670696259,0.15267865359783173,0.3791064918041229,0.1819818764925003
just,0.41178324818611145,0.3534678518772125,-0.09268549829721451,0.20322486758232117,0.21537598967552185,0.38283270597457886,0.40061673521995544,0.2082705944776535,0.3815663754940033,0.17800398170948029,0.3952488899230957,0.4144178032875061
308,0.20550771057605743,0.3341686427593231,0.0761684775352478,0.19347968697547913,0.13802878558635712,0.11333061009645462,0.4175225496292114,0.13859032094478607,0.2365482747554779,0.1068197563290596,0.24464862048625946,0.2011851817369461
points,0.22446410357952118,0.17477619647979736,-0.008890319615602493,0.3222469091415405,0.4051841199398041,0.2069225311279297,0.2560983896255493,0.2312498390674591,0.16432560980319977,0.2177487164735794,0.2435666173696518,0.11006313562393188
",",0.22659391164779663,0.40610817074775696,0.06568983197212219,0.2232367992401123,0.23110148310661316,0.3015086054801941,0.4933079481124878,0.2494642585515976,0.5178600549697876,0.21538467705249786,0.2926318049430847,0.31091248989105225
ranking,0.21406538784503937,0.24067576229572296,0.07888562232255936,0.18517830967903137,0.1562930792570114,0.23125748336315155,0.3187980651855469,0.22720327973365784,0.2156294882297516,0.13975165784358978,0.1562618911266327,0.18589437007904053
sixth,0.08715979754924774,0.10471410304307938,0.1779688149690628,0.26065927743911743,0.1441226452589035,0.16302378475666046,0.36289259791374207,0.1922350972890854,0.200593501329422,0.15053518116474152,0.12984172999858856,0.11620894819498062
in,0.2601168751716614,0.41474202275276184,0.0891268327832222,0.2184021919965744,0.19061775505542755,0.2593238651752472,0.6662389636039734,0.2115829735994339,0.4158826768398285,0.20235490798950195,0.24899829924106598,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.1466771513223648,0.2507155239582062,0.22331646084785461,0.34736719727516174,1.0,0.2602776288986206,0.474788099527359,0.2604767382144928,0.29667025804519653,0.22068053483963013
league,0.04579940438270569,0.15746146440505981,0.026950879022479057,0.41418924927711487,0.3232666850090027,0.17557655274868011,0.2724147439002991,0.38784167170524597,0.16685627400875092,0.19486981630325317,0.1671721339225769,0.15941482782363892
",",0.22659391164779663,0.40610817074775696,0.06568983197212219,0.2232367992401123,0.23110148310661316,0.3015086054801941,0.4933079481124878,0.2494642585515976,0.5178600549697876,0.21538467705249786,0.2926318049430847,0.31091248989105225
while,0.2918691337108612,0.3748262822628021,-0.013383761048316956,0.21403980255126953,0.2573724389076233,0.3330625295639038,0.39804592728614807,0.19775532186031342,0.1912580281496048,0.17814886569976807,0.3326869010925293,0.21076419949531555
also,0.43506327271461487,0.6258217096328735,-0.004504992160946131,0.23262320458889008,0.2419721782207489,0.39334940910339355,0.6021018624305725,0.2513844072818756,0.4253612458705902,0.2160360962152481,0.3570755124092102,0.21848613023757935
leading,0.18543758988380432,0.2955435812473297,0.04016697034239769,0.1614891141653061,0.2840934991836548,0.20311816036701202,0.3809107840061188,0.2612805962562561,0.13829252123832703,0.18134483695030212,0.21151919662952423,0.1360926628112793
the,0.33890387415885925,0.4335206151008606,0.1466771513223648,0.2507155239582062,0.22331646084785461,0.34736719727516174,1.0,0.2602776288986206,0.474788099527359,0.2604767382144928,0.29667025804519653,0.22068053483963013
nfl,0.09207417815923691,0.09887322783470154,-0.006650217808783054,0.3929455280303955,0.4601666331291199,0.16524574160575867,0.15305201709270477,0.4153780937194824,0.15978126227855682,0.20811912417411804,0.13559606671333313,0.10610254108905792
