,which,pharmacists,are,likely,to,seek,additional,education,following,pharmacy,school,?
because,0.5717213749885559,0.2642272412776947,0.43093472719192505,0.49932339787483215,0.5166091918945312,0.25603315234184265,0.16240745782852173,0.1714891642332077,0.23990561068058014,0.13680867850780487,0.1697605699300766,0.2528740465641022
of,0.5011631846427917,0.20506609976291656,0.39081433415412903,0.2704482078552246,0.41548454761505127,0.2027195245027542,0.2518594264984131,0.3015166223049164,0.3576679527759552,0.18226979672908783,0.2391800880432129,0.1826142966747284
the,0.6521818041801453,0.24311043322086334,0.40399202704429626,0.28129076957702637,0.535392165184021,0.24523614346981049,0.2539002597332001,0.23982903361320496,0.39779382944107056,0.1938311904668808,0.22953221201896667,0.22068053483963013
complexity,0.2941568195819855,0.2204584926366806,0.27680158615112305,0.3169838488101959,0.28336837887763977,0.17230305075645447,0.2768506705760956,0.282193660736084,0.22010910511016846,0.20098595321178436,0.16266414523124695,0.23062916100025177
of,0.5011631846427917,0.20506609976291656,0.39081433415412903,0.2704482078552246,0.41548454761505127,0.2027195245027542,0.2518594264984131,0.3015166223049164,0.3576679527759552,0.18226979672908783,0.2391800880432129,0.1826142966747284
medications,0.322510302066803,0.47439247369766235,0.3704794943332672,0.3765547573566437,0.2922739088535309,0.23538289964199066,0.2149820625782013,0.29626330733299255,0.16827607154846191,0.45502305030822754,0.18017889559268951,0.22114922106266022
including,0.41826364398002625,0.13650915026664734,0.45025435090065,0.21582677960395813,0.24006329476833344,0.15710650384426117,0.34996917843818665,0.2133607566356659,0.2551604211330414,0.0715557336807251,0.20512917637825012,0.1633303165435791
specific,0.4594242572784424,0.2563647925853729,0.35680872201919556,0.3320325016975403,0.3962339460849762,0.2438885122537613,0.3354249894618988,0.17731095850467682,0.22557826340198517,0.19813117384910583,0.06811220943927765,0.30923372507095337
indications,0.35661670565605164,0.23766760528087616,0.35205158591270447,0.4008149206638336,0.2605403959751129,0.20042751729488373,0.31550106406211853,0.2148686796426773,0.255010724067688,0.22289368510246277,0.10514695197343826,0.23636196553707123
",",0.3658004403114319,0.22197484970092773,0.4062570035457611,0.22176046669483185,0.44245919585227966,0.2198648303747177,0.30316734313964844,0.2718683183193207,0.27101513743400574,0.19815339148044586,0.27141863107681274,0.31091248989105225
effectiveness,0.3087126314640045,0.2971203923225403,0.29457181692123413,0.3583665192127228,0.31169798970222473,0.34994155168533325,0.2606261968612671,0.3531624972820282,0.17161405086517334,0.22868004441261292,0.20762473344802856,0.2115587443113327
of,0.5011631846427917,0.20506609976291656,0.39081433415412903,0.2704482078552246,0.41548454761505127,0.2027195245027542,0.2518594264984131,0.3015166223049164,0.3576679527759552,0.18226979672908783,0.2391800880432129,0.1826142966747284
treatment,0.26306241750717163,0.36347252130508423,0.21270906925201416,0.2336488962173462,0.28204283118247986,0.2648830711841583,0.19133561849594116,0.2991722822189331,0.17502504587173462,0.29999321699142456,0.19091157615184784,0.20314443111419678
regimens,0.18390819430351257,0.24385762214660645,0.22230589389801025,0.17061899602413177,0.2500956952571869,0.18907073140144348,0.1489766389131546,0.19004029035568237,0.15449699759483337,0.15917016565799713,0.14624516665935516,0.11638890951871872
",",0.3658004403114319,0.22197484970092773,0.4062570035457611,0.22176046669483185,0.44245919585227966,0.2198648303747177,0.30316734313964844,0.2718683183193207,0.27101513743400574,0.19815339148044586,0.27141863107681274,0.31091248989105225
safety,0.25007596611976624,0.197278693318367,0.21447233855724335,0.18889003992080688,0.254177987575531,0.22601483762264252,0.2675323188304901,0.3311268389225006,0.1735881119966507,0.18943549692630768,0.21324437856674194,0.1443338692188263
of,0.5011631846427917,0.20506609976291656,0.39081433415412903,0.2704482078552246,0.41548454761505127,0.2027195245027542,0.2518594264984131,0.3015166223049164,0.3576679527759552,0.18226979672908783,0.2391800880432129,0.1826142966747284
medications,0.322510302066803,0.47439247369766235,0.3704794943332672,0.3765547573566437,0.2922739088535309,0.23538289964199066,0.2149820625782013,0.29626330733299255,0.16827607154846191,0.45502305030822754,0.18017889559268951,0.22114922106266022
(,0.2589828372001648,0.14513295888900757,0.23263892531394958,0.16842779517173767,0.30882009863853455,0.10537290573120117,0.2718348205089569,0.1691931039094925,0.1340836137533188,0.20144130289554596,0.16600246727466583,0.40561532974243164
i.e.,-0.03866169974207878,0.05535605922341347,-0.08130159974098206,-0.06669826805591583,-0.003404579358175397,0.030344707891345024,-0.05618555471301079,0.07674860954284668,0.06854221969842911,0.04919217899441719,0.02513684704899788,-0.022609230130910873
",",0.3658004403114319,0.22197484970092773,0.4062570035457611,0.22176046669483185,0.44245919585227966,0.2198648303747177,0.30316734313964844,0.2718683183193207,0.27101513743400574,0.19815339148044586,0.27141863107681274,0.31091248989105225
drug,0.21505209803581238,0.41105008125305176,0.18132726848125458,0.24642501771450043,0.2615036964416504,0.17656482756137848,0.15120035409927368,0.2036052942276001,0.17716936767101288,0.4301481544971466,0.12704138457775116,0.12584024667739868
interactions,0.3650512099266052,0.2476145178079605,0.34146612882614136,0.27139025926589966,0.24682006239891052,0.21520964801311493,0.21952494978904724,0.2183329313993454,0.12905298173427582,0.21499624848365784,0.09687133878469467,0.21664206683635712
),0.2758678197860718,0.1354888379573822,0.2373749315738678,0.19010677933692932,0.31236231327056885,0.08450372517108917,0.26055774092674255,0.19257274270057678,0.14027400314807892,0.19700509309768677,0.18641386926174164,0.42300865054130554
and,0.506277859210968,0.26810887455940247,0.48576638102531433,0.3069725036621094,0.48971283435821533,0.2554384469985962,0.3180832266807556,0.308173805475235,0.2696467339992523,0.21655313670635223,0.2752758264541626,0.20544172823429108
patient,0.2509036362171173,0.348532497882843,0.2341679036617279,0.30873191356658936,0.2912805676460266,0.20454688370227814,0.24713918566703796,0.19029107689857483,0.14638812839984894,0.28659823536872864,0.11093518137931824,0.24355199933052063
compliance,0.2756049335002899,0.28755179047584534,0.22997058928012848,0.2756156027317047,0.3058551251888275,0.22631491720676422,0.2937432825565338,0.2899899482727051,0.1965806484222412,0.30300086736679077,0.144676074385643,0.2679688334465027
issues,0.24184490740299225,0.16518281400203705,0.2136288285255432,0.275137722492218,0.27458062767982483,0.2605268657207489,0.2488795816898346,0.26119673252105713,0.17934103310108185,0.16822734475135803,0.1355769783258438,0.320565789937973
(,0.2589828372001648,0.14513295888900757,0.23263892531394958,0.16842779517173767,0.30882009863853455,0.10537290573120117,0.2718348205089569,0.1691931039094925,0.1340836137533188,0.20144130289554596,0.16600246727466583,0.40561532974243164
