,besides,britain,and,north,america,",",where,else,did,huguenot,refugees,settle,?
it,0.35843175649642944,0.24028480052947998,0.40957894921302795,0.33463054895401,0.311389297246933,0.48329564929008484,0.36972272396087646,0.2946394979953766,0.2993364930152893,0.15500883758068085,0.14388905465602875,0.231658935546875,0.25732165575027466
precipitated,0.11128578335046768,0.06015991419553757,0.20444968342781067,0.1345411241054535,0.06980103999376297,0.2303168624639511,0.13150224089622498,0.12537077069282532,0.10891927778720856,0.2063610851764679,0.160074844956398,0.09255006164312363,0.18507228791713715
civil,0.13044196367263794,0.22954292595386505,0.25259146094322205,0.2387736737728119,0.1901659220457077,0.24795588850975037,0.13912323117256165,0.1195359006524086,0.17288750410079956,0.2631206512451172,0.27734437584877014,0.2301335334777832,0.1494513899087906
bloodshed,0.18199801445007324,0.29641544818878174,0.33597612380981445,0.15611277520656586,0.1840967983007431,0.2963673174381256,0.1948918253183365,0.15264634788036346,0.26103755831718445,0.34021133184432983,0.3876815736293793,0.23926740884780884,0.17700253427028656
",",0.340058833360672,0.26227492094039917,0.6633074283599854,0.31834840774536133,0.253568559885025,1.0000001192092896,0.3149496018886566,0.2643522322177887,0.3015086054801941,0.24752236902713776,0.18526069819927216,0.27913352847099304,0.31091248989105225
ruined,0.20392370223999023,0.22400476038455963,0.28420740365982056,0.19194936752319336,0.18779881298542023,0.2262810468673706,0.20056475698947906,0.18233329057693481,0.2867976129055023,0.2661566436290741,0.25584855675697327,0.2266129106283188,0.06953594088554382
commerce,0.2283683717250824,0.20244227349758148,0.24256257712841034,0.21674208343029022,0.19899384677410126,0.25410452485084534,0.17658182978630066,0.15811656415462494,0.1370212733745575,0.2309809774160385,0.18755878508090973,0.16335490345954895,0.09677373617887497
",",0.340058833360672,0.26227492094039917,0.6633074283599854,0.31834840774536133,0.253568559885025,1.0000001192092896,0.3149496018886566,0.2643522322177887,0.3015086054801941,0.24752236902713776,0.18526069819927216,0.27913352847099304,0.31091248989105225
and,0.3610946238040924,0.3187123239040375,1.0,0.2776443064212799,0.2647855281829834,0.6633074283599854,0.43859338760375977,0.2664144039154053,0.34479495882987976,0.2762077748775482,0.21498335897922516,0.25108152627944946,0.20544172823429108
resulted,0.148521289229393,0.2185017168521881,0.28832435607910156,0.1688208431005478,0.16877909004688263,0.21903154253959656,0.1775568425655365,0.12530753016471863,0.27626562118530273,0.26131048798561096,0.2963576018810272,0.17991161346435547,0.1391388475894928
in,0.3447916507720947,0.26246872544288635,0.4954058527946472,0.39050599932670593,0.3098583221435547,0.5201468467712402,0.5344807505607605,0.22759012877941132,0.2593238651752472,0.26198551058769226,0.23372824490070343,0.2407265156507492,0.20430970191955566
the,0.367077499628067,0.29784059524536133,0.5171257257461548,0.36298373341560364,0.37090015411376953,0.4933079481124878,0.5003893971443176,0.19370581209659576,0.34736719727516174,0.29557526111602783,0.2474880963563919,0.2943725883960724,0.22068053483963013
illegal,0.15740114450454712,0.20520032942295074,0.2925715148448944,0.11093118041753769,0.19147458672523499,0.20470735430717468,0.23095205426216125,0.31797996163368225,0.31023070216178894,0.17641675472259521,0.30392932891845703,0.1401967853307724,0.1562941074371338
flight,0.08676595985889435,0.1214851588010788,0.1828005611896515,0.18431659042835236,0.19649244844913483,0.23669111728668213,0.15130078792572021,0.12918449938297272,0.1307949423789978,0.1540922373533249,0.15218405425548553,0.17904752492904663,0.20568472146987915
from,0.30681347846984863,0.22005745768547058,0.3601827025413513,0.3180590271949768,0.1968681514263153,0.39760664105415344,0.3713873624801636,0.17752891778945923,0.20248863101005554,0.1858682930469513,0.20087158679962158,0.19305722415447235,0.19969791173934937
the,0.367077499628067,0.29784059524536133,0.5171257257461548,0.36298373341560364,0.37090015411376953,0.4933079481124878,0.5003893971443176,0.19370581209659576,0.34736719727516174,0.29557526111602783,0.2474880963563919,0.2943725883960724,0.22068053483963013
country,0.17024384438991547,0.32054251432418823,0.30884742736816406,0.2221440225839615,0.29616448283195496,0.27878350019454956,0.2450796216726303,0.19790273904800415,0.24348343908786774,0.20042119920253754,0.2713487148284912,0.1806248426437378,0.12647280097007751
of,0.3665722906589508,0.28899943828582764,0.5116966962814331,0.3604778051376343,0.28803038597106934,0.4946078956127167,0.38066378235816956,0.1318979412317276,0.2513895630836487,0.29061198234558105,0.1848231703042984,0.2614152729511261,0.1826142966747284
hundreds,0.2858195900917053,0.24139855802059174,0.3448633551597595,0.19909346103668213,0.21499738097190857,0.3072117567062378,0.31176847219467163,0.19025613367557526,0.18506792187690735,0.27160438895225525,0.29857659339904785,0.1922905296087265,0.17484495043754578
of,0.3665722906589508,0.28899943828582764,0.5116966962814331,0.3604778051376343,0.28803038597106934,0.4946078956127167,0.38066378235816956,0.1318979412317276,0.2513895630836487,0.29061198234558105,0.1848231703042984,0.2614152729511261,0.1826142966747284
thousands,0.2644541263580322,0.2156701683998108,0.2946740686893463,0.1750171184539795,0.2109908014535904,0.2317916750907898,0.3188665807247162,0.1537099927663803,0.17608793079853058,0.22957634925842285,0.3447660207748413,0.20178014039993286,0.15520451962947845
of,0.3665722906589508,0.28899943828582764,0.5116966962814331,0.3604778051376343,0.28803038597106934,0.4946078956127167,0.38066378235816956,0.1318979412317276,0.2513895630836487,0.29061198234558105,0.1848231703042984,0.2614152729511261,0.1826142966747284
protestants,0.10270288586616516,0.27223002910614014,0.26846030354499817,0.21506428718566895,0.1833036094903946,0.2839384078979492,0.20052272081375122,0.16379262506961823,0.24385884404182434,0.5046939253807068,0.3057663142681122,0.30257800221443176,0.15855816006660461
",",0.340058833360672,0.26227492094039917,0.6633074283599854,0.31834840774536133,0.253568559885025,1.0000001192092896,0.3149496018886566,0.2643522322177887,0.3015086054801941,0.24752236902713776,0.18526069819927216,0.27913352847099304,0.31091248989105225
many,0.44715598225593567,0.31913602352142334,0.5296266674995422,0.20274685323238373,0.30219417810440063,0.40610817074775696,0.4338301420211792,0.19813893735408783,0.375588983297348,0.24653638899326324,0.2406860738992691,0.20620310306549072,0.2124512493610382
of,0.3665722906589508,0.28899943828582764,0.5116966962814331,0.3604778051376343,0.28803038597106934,0.4946078956127167,0.38066378235816956,0.1318979412317276,0.2513895630836487,0.29061198234558105,0.1848231703042984,0.2614152729511261,0.1826142966747284
whom,0.15951742231845856,0.11073807626962662,0.3148667514324188,0.1147625520825386,0.12332264333963394,0.25587570667266846,0.3098810315132141,0.22993223369121552,0.3024649918079376,0.3511159121990204,0.2706224024295807,0.16987618803977966,0.222135990858078
became,0.210537850856781,0.25080493092536926,0.31226563453674316,0.21296916902065277,0.2067197561264038,0.2798398435115814,0.1668500453233719,0.06555793434381485,0.3632316589355469,0.22422295808792114,0.14708934724330902,0.19395789504051208,0.11374033987522125
intellectuals,0.1902080923318863,0.24970169365406036,0.30705001950263977,0.15219347178936005,0.23015199601650238,0.25412702560424805,0.14704419672489166,0.16637538373470306,0.22567184269428253,0.3418879806995392,0.277603417634964,0.16202448308467865,0.1231645792722702
",",0.340058833360672,0.26227492094039917,0.6633074283599854,0.31834840774536133,0.253568559885025,1.0000001192092896,0.3149496018886566,0.2643522322177887,0.3015086054801941,0.24752236902713776,0.18526069819927216,0.27913352847099304,0.31091248989105225
doctors,0.18476001918315887,0.15711112320423126,0.22853690385818481,0.08748078346252441,0.16440118849277496,0.18616431951522827,0.254182904958725,0.14622724056243896,0.28996434807777405,0.1693813055753708,0.23710393905639648,0.12058892846107483,0.19305896759033203
and,0.3610946238040924,0.3187123239040375,1.0,0.2776443064212799,0.2647855281829834,0.6633074283599854,0.43859338760375977,0.2664144039154053,0.34479495882987976,0.2762077748775482,0.21498335897922516,0.25108152627944946,0.20544172823429108
business,0.14109641313552856,0.16139203310012817,0.33353009819984436,0.1941557675600052,0.2509913146495819,0.2952407896518707,0.21156923472881317,0.18392802774906158,0.24531014263629913,0.20070606470108032,0.16362373530864716,0.1819819211959839,0.1545659303665161
leaders,0.14557552337646484,0.2663098871707916,0.2407902181148529,0.19242297112941742,0.20390166342258453,0.21003474295139313,0.19268913567066193,0.14683495461940765,0.25974467396736145,0.31777268648147583,0.33922210335731506,0.2574794590473175,0.13927052915096283
in,0.3447916507720947,0.26246872544288635,0.4954058527946472,0.39050599932670593,0.3098583221435547,0.5201468467712402,0.5344807505607605,0.22759012877941132,0.2593238651752472,0.26198551058769226,0.23372824490070343,0.2407265156507492,0.20430970191955566
britain,0.14282771944999695,1.0000001192092896,0.3187123239040375,0.2739139497280121,0.41778844594955444,0.26227492094039917,0.17394061386585236,0.13370822370052338,0.23567047715187073,0.32227766513824463,0.18238550424575806,0.23337750136852264,0.1268460750579834
as,0.4068778455257416,0.27051201462745667,0.49487000703811646,0.22670356929302216,0.22265762090682983,0.48816442489624023,0.35409465432167053,0.24226929247379303,0.3596470057964325,0.15821954607963562,0.16622169315814972,0.1659889966249466,0.27043893933296204
well,0.47571900486946106,0.27900227904319763,0.5258845686912537,0.2249448150396347,0.28345465660095215,0.4331948161125183,0.4122413992881775,0.2520524561405182,0.4341743588447571,0.21486397087574005,0.17645131051540375,0.17277006804943085,0.24815571308135986
as,0.4068778455257416,0.27051201462745667,0.49487000703811646,0.22670356929302216,0.22265762090682983,0.48816442489624023,0.35409465432167053,0.24226929247379303,0.3596470057964325,0.15821954607963562,0.16622169315814972,0.1659889966249466,0.27043893933296204
holland,0.126290962100029,0.29609161615371704,0.23447595536708832,0.3367198705673218,0.2677983343601227,0.27110108733177185,0.162776380777359,0.11080154031515121,0.15115892887115479,0.3498513996601105,0.19136662781238556,0.1525602489709854,0.14312024414539337
",",0.340058833360672,0.26227492094039917,0.6633074283599854,0.31834840774536133,0.253568559885025,1.0000001192092896,0.3149496018886566,0.2643522322177887,0.3015086054801941,0.24752236902713776,0.18526069819927216,0.27913352847099304,0.31091248989105225
prussia,0.09549152106046677,0.40804484486579895,0.28832048177719116,0.20671337842941284,0.1917557716369629,0.26496633887290955,0.12945537269115448,0.2002824991941452,0.1611667275428772,0.3745366632938385,0.20347252488136292,0.1699012964963913,0.09988865256309509
",",0.340058833360672,0.26227492094039917,0.6633074283599854,0.31834840774536133,0.253568559885025,1.0000001192092896,0.3149496018886566,0.2643522322177887,0.3015086054801941,0.24752236902713776,0.18526069819927216,0.27913352847099304,0.31091248989105225
and,0.3610946238040924,0.3187123239040375,1.0,0.2776443064212799,0.2647855281829834,0.6633074283599854,0.43859338760375977,0.2664144039154053,0.34479495882987976,0.2762077748775482,0.21498335897922516,0.25108152627944946,0.20544172823429108
