,what,year,did,the,league,begin,having,schedules,with,16,games,in,them,?
despite,0.1825345903635025,0.18577145040035248,0.38115930557250977,0.3172689974308014,0.14739231765270233,0.18128043413162231,0.40618690848350525,0.178320050239563,0.3652958273887634,-0.021789932623505592,0.14836600422859192,0.27473363280296326,0.27581748366355896,0.14350546896457672
waiving,0.33251965045928955,0.2502298653125763,0.27735698223114014,0.3694417178630829,0.2143351137638092,0.25807860493659973,0.4432648718357086,0.23401705920696259,0.3537750542163849,0.09368946403265,0.2463677078485489,0.3322989046573639,0.43488943576812744,0.242996484041214
longtime,0.10752114653587341,0.2827005982398987,0.14097586274147034,0.2717287242412567,0.21749761700630188,0.13947589695453644,0.2156195342540741,0.14695528149604797,0.2981507182121277,-0.014399020001292229,0.1988455355167389,0.21562570333480835,0.1700868010520935,0.07657656818628311
running,0.2357972115278244,0.10273336619138718,0.23744943737983704,0.28883472084999084,0.1772279441356659,0.20008982717990875,0.3082962930202484,0.3046605587005615,0.21426565945148468,0.050675783306360245,0.20172636210918427,0.2874506413936615,0.2411871999502182,0.15679655969142914
back,0.2965294420719147,0.19452595710754395,0.2601068317890167,0.3612101674079895,0.17276912927627563,0.2536363899707794,0.26835376024246216,0.1455606371164322,0.3237067759037018,0.0012179361656308174,0.1759859025478363,0.25397348403930664,0.42330202460289,0.2397768795490265
deangelo,0.1812259703874588,0.22597002983093262,0.16390806436538696,0.2024650275707245,0.17648369073867798,0.16146434843540192,0.1343647688627243,0.1376054584980011,0.1877048760652542,0.005036127287894487,0.16194871068000793,0.24543344974517822,0.2160017490386963,0.18370559811592102
williams,0.12967023253440857,0.17435216903686523,0.19792766869068146,0.20852252840995789,0.2111024558544159,0.16950686275959015,0.2578165829181671,0.15380075573921204,0.23569823801517487,0.09532024711370468,0.1935352087020874,0.16579249501228333,0.1923198103904724,0.1924409717321396
and,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.211333766579628,0.2599445581436157,0.36825746297836304,0.24806241691112518,0.5477725267410278,0.0019370252266526222,0.23353584110736847,0.4954058527946472,0.48717668652534485,0.20544172823429108
losing,0.2354373037815094,0.20214098691940308,0.2751401662826538,0.3114689588546753,0.22815601527690887,0.18513882160186768,0.45078444480895996,0.14996644854545593,0.31824198365211487,0.060107383877038956,0.2586594223976135,0.3055514097213745,0.28659361600875854,0.15056444704532623
top,0.21232028305530548,0.21013402938842773,0.17264406383037567,0.31754136085510254,0.22052708268165588,0.10197097808122635,0.2509789764881134,0.12932609021663666,0.23125949501991272,-0.01786755584180355,0.175840824842453,0.2235720455646515,0.2544618248939514,0.17265194654464722
wide,0.22181174159049988,0.11715814471244812,0.11342455446720123,0.28078147768974304,0.1351335346698761,0.14844249188899994,0.18424399197101593,0.1668168306350708,0.2028472125530243,0.08208872377872467,0.12222672998905182,0.22946839034557343,0.1881437599658966,0.12719376385211945
receiver,0.17021551728248596,0.20023705065250397,0.15293848514556885,0.21850530803203583,0.2915164530277252,0.08821477741003036,0.14264467358589172,0.16864897310733795,0.19242490828037262,0.08980952203273773,0.18216568231582642,0.16248875856399536,0.20266079902648926,0.11587938666343689
kelvin,0.2659316062927246,0.2319781333208084,0.12385150045156479,0.20588484406471252,0.19782592356204987,0.1677778959274292,0.16574205458164215,0.13165591657161713,0.1731211245059967,-0.013759897090494633,0.09978322684764862,0.20857983827590942,0.15757876634597778,0.18197040259838104
benjamin,0.18476101756095886,0.14565469324588776,0.1405869424343109,0.2507040798664093,0.1745726615190506,0.1592828333377838,0.12284135073423386,0.14207500219345093,0.17105768620967865,0.06765493750572205,0.10716790705919266,0.20055828988552094,0.1682511866092682,0.20336422324180603
to,0.455847829580307,0.23523004353046417,0.4452643394470215,0.535392165184021,0.18720030784606934,0.33302420377731323,0.3992697596549988,0.2658204436302185,0.4239959120750427,0.055442724376916885,0.23381441831588745,0.45010748505592346,0.5916602611541748,0.29463258385658264
a,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.17562834918498993,0.22845244407653809,0.3929923176765442,0.2124127894639969,0.3783375024795532,0.09943632781505585,0.19753754138946533,0.539380669593811,0.3151612877845764,0.23916715383529663
torn,0.21371328830718994,0.1183069720864296,0.18315857648849487,0.270181804895401,0.16590970754623413,0.17755526304244995,0.21803031861782074,0.08483012020587921,0.1882537454366684,0.05094568803906441,0.13313107192516327,0.24918708205223083,0.19748857617378235,0.13564015924930573
acl,0.10634554177522659,0.14310979843139648,0.12015141546726227,0.23845629394054413,0.28258001804351807,0.1222175657749176,0.1861046701669693,0.14865908026695251,0.26111117005348206,0.018761055544018745,0.17497782409191132,0.15011103451251984,0.14551113545894623,0.14736860990524292
in,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.22963495552539825,0.2903634011745453,0.32022708654403687,0.21232567727565765,0.4080928862094879,0.03388594090938568,0.24802106618881226,1.0,0.29119014739990234,0.20430970191955566
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.2724147439002991,0.34293439984321594,0.3821379244327545,0.23906555771827698,0.4223487675189972,0.0058518932200968266,0.2676136791706085,0.6662389636039734,0.4788833558559418,0.22068053483963013
preseason,0.21651558578014374,0.30707189440727234,0.2524903416633606,0.32348138093948364,0.45296260714530945,0.23243607580661774,0.2352912724018097,0.29306909441947937,0.312862753868103,0.05962066352367401,0.43094202876091003,0.2689804434776306,0.24524028599262238,0.13884200155735016
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.20757631957530975,0.27304404973983765,0.3154076039791107,0.18788547813892365,0.4120737314224243,0.04709499701857567,0.2778109014034271,0.5201468467712402,0.3985835015773773,0.31091248989105225
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.2724147439002991,0.34293439984321594,0.3821379244327545,0.23906555771827698,0.4223487675189972,0.0058518932200968266,0.2676136791706085,0.6662389636039734,0.4788833558559418,0.22068053483963013
carolina,0.1956660896539688,0.20001289248466492,0.18489903211593628,0.24749229848384857,0.16983580589294434,0.059019651263952255,0.15719406306743622,0.08162521570920944,0.1565731316804886,0.061884600669145584,0.18658822774887085,0.2380082756280899,0.24355292320251465,0.11847445368766785
panthers,0.17002959549427032,0.20921224355697632,0.189295694231987,0.2602776288986206,0.38784167170524597,0.12216116487979889,0.1944659799337387,0.2023533582687378,0.23276561498641968,0.10135099291801453,0.38664546608924866,0.2115829735994339,0.21159003674983978,0.16608978807926178
had,0.23849567770957947,0.29678046703338623,0.540525496006012,0.3875846862792969,0.12540528178215027,0.22477731108665466,0.5545873641967773,0.16482385993003845,0.4739086329936981,0.0289357528090477,0.18404078483581543,0.385026752948761,0.3781377673149109,0.20728366076946259
their,0.35142919421195984,0.20591455698013306,0.38078752160072327,0.516537070274353,0.20425945520401,0.33574771881103516,0.3911319077014923,0.29546746611595154,0.4258328378200531,0.06486149877309799,0.22292454540729523,0.34976133704185486,0.6078340411186218,0.1898253709077835
best,0.3036847710609436,0.2702539265155792,0.25550925731658936,0.3134109377861023,0.15160122513771057,0.1960935890674591,0.16457872092723846,0.19660629332065582,0.19415417313575745,0.028324000537395477,0.20401866734027863,0.2813531160354614,0.25266510248184204,0.2799045741558075
regular,0.224887877702713,0.2006196677684784,0.26963475346565247,0.3214086890220642,0.2909901440143585,0.22098369896411896,0.3296625018119812,0.4091324210166931,0.3385944962501526,0.09565220028162003,0.24902638792991638,0.23172755539417267,0.3360072672367096,0.18334713578224182
season,0.12117787450551987,0.3561827838420868,0.19368280470371246,0.2507155239582062,0.41418924927711487,0.16977453231811523,0.20948754251003265,0.243216410279274,0.26700887084007263,0.036940135061740875,0.34330427646636963,0.2184021919965744,0.18583638966083527,0.16793298721313477
in,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.22963495552539825,0.2903634011745453,0.32022708654403687,0.21232567727565765,0.4080928862094879,0.03388594090938568,0.24802106618881226,1.0,0.29119014739990234,0.20430970191955566
franchise,0.1852455735206604,0.2489490509033203,0.1293107569217682,0.30872398614883423,0.31421056389808655,0.1437699794769287,0.22451399266719818,0.22248202562332153,0.21402783691883087,0.046769775450229645,0.410045862197876,0.29437172412872314,0.2255367487668991,0.13445523381233215
history,0.28630873560905457,0.20572951436042786,0.24950987100601196,0.33215048909187317,0.21382752060890198,0.18897293508052826,0.19075344502925873,0.13186928629875183,0.1947222352027893,0.04685687646269798,0.21494947373867035,0.29215577244758606,0.22973668575286865,0.2501974403858185
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.20757631957530975,0.27304404973983765,0.3154076039791107,0.18788547813892365,0.4120737314224243,0.04709499701857567,0.2778109014034271,0.5201468467712402,0.3985835015773773,0.31091248989105225
becoming,0.2530137896537781,0.20764873921871185,0.26583778858184814,0.333665668964386,0.19553044438362122,0.23576249182224274,0.40046581625938416,0.13373060524463654,0.2276059091091156,0.06124385818839073,0.1749436855316162,0.2425609976053238,0.27649515867233276,0.17354105412960052
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.2724147439002991,0.34293439984321594,0.3821379244327545,0.23906555771827698,0.4223487675189972,0.0058518932200968266,0.2676136791706085,0.6662389636039734,0.4788833558559418,0.22068053483963013
seventh,0.1368705779314041,0.2566646933555603,0.15575523674488068,0.36732497811317444,0.22644510865211487,0.13900181651115417,0.11706242710351944,0.15205469727516174,0.17116840183734894,0.11353932321071625,0.1653379201889038,0.27526944875717163,0.16832666099071503,0.10981480032205582
team,0.17632107436656952,0.17860233783721924,0.1497787982225418,0.22564226388931274,0.49221307039260864,0.1156306341290474,0.13739436864852905,0.16908837854862213,0.21111343801021576,0.04165928065776825,0.39249375462532043,0.18841172754764557,0.1714262217283249,0.11243411153554916
to,0.455847829580307,0.23523004353046417,0.4452643394470215,0.535392165184021,0.18720030784606934,0.33302420377731323,0.3992697596549988,0.2658204436302185,0.4239959120750427,0.055442724376916885,0.23381441831588745,0.45010748505592346,0.5916602611541748,0.29463258385658264
win,0.15653561055660248,0.24133984744548798,0.303374707698822,0.28308698534965515,0.2930522859096527,0.22077928483486176,0.20199866592884064,0.11939319968223572,0.20612569153308868,0.13108934462070465,0.34960049390792847,0.2503834664821625,0.22970475256443024,0.1873117983341217
at,0.2838611304759979,0.3146436810493469,0.28390252590179443,0.457212895154953,0.21134859323501587,0.2332090437412262,0.27838799357414246,0.23959684371948242,0.29126521944999695,0.004100513178855181,0.23006781935691833,0.4374977946281433,0.24689407646656036,0.21978627145290375
least,0.3337163031101227,0.27794453501701355,0.2185145616531372,0.3428877890110016,0.19652226567268372,0.2675537168979645,0.3183983564376831,0.21518133580684662,0.2754864990711212,0.08265683054924011,0.22819775342941284,0.3232700824737549,0.377593070268631,0.28866854310035706
15,-0.01077192835509777,-0.03266001120209694,0.03605250269174576,-0.011810222640633583,0.07203315198421478,-0.0012139871250838041,-0.023542210459709167,0.016390204429626465,0.03467172011733055,-0.04602760076522827,-0.0022258590906858444,0.02424248494207859,-0.04783797264099121,-0.010706285014748573
regular,0.224887877702713,0.2006196677684784,0.26963475346565247,0.3214086890220642,0.2909901440143585,0.22098369896411896,0.3296625018119812,0.4091324210166931,0.3385944962501526,0.09565220028162003,0.24902638792991638,0.23172755539417267,0.3360072672367096,0.18334713578224182
season,0.12117787450551987,0.3561827838420868,0.19368280470371246,0.2507155239582062,0.41418924927711487,0.16977453231811523,0.20948754251003265,0.243216410279274,0.26700887084007263,0.036940135061740875,0.34330427646636963,0.2184021919965744,0.18583638966083527,0.16793298721313477
games,0.1820194572210312,0.23908990621566772,0.18056219816207886,0.2676136791706085,0.3706570565700531,0.22720196843147278,0.2357993721961975,0.226576030254364,0.23660777509212494,0.0333370566368103,1.0000001192092896,0.24802106618881226,0.24502015113830566,0.1360001415014267
since,0.29783400893211365,0.31512683629989624,0.27613121271133423,0.4054957628250122,0.22373780608177185,0.21266606450080872,0.36430859565734863,0.18112774193286896,0.3120420575141907,0.04042600840330124,0.3160925507545471,0.4325680434703827,0.26926639676094055,0.2876587212085724
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.2724147439002991,0.34293439984321594,0.3821379244327545,0.23906555771827698,0.4223487675189972,0.0058518932200968266,0.2676136791706085,0.6662389636039734,0.4788833558559418,0.22068053483963013
league,0.16616638004779816,0.20387181639671326,0.17557655274868011,0.2724147439002991,1.0000001192092896,0.10348072648048401,0.1316796988248825,0.15054559707641602,0.17816972732543945,0.012586573138833046,0.3706570565700531,0.22963495552539825,0.18511782586574554,0.15941482782363892
expanded,0.2418898046016693,0.2102680653333664,0.20851697027683258,0.3258892893791199,0.15564985573291779,0.2127988040447235,0.1771135926246643,0.19688402116298676,0.21968890726566315,0.02260490320622921,0.1471816450357437,0.27289336919784546,0.23548464477062225,0.2124357968568802
