,on,where,are,most,tourist,attractions,focused,in,victoria,?
most,0.28303956985473633,0.3678402900695801,0.48698675632476807,1.0,0.2802533507347107,0.2999493181705475,0.2491244375705719,0.41416558623313904,0.13849598169326782,0.2107497900724411
of,0.3966929316520691,0.38066378235816956,0.39081433415412903,0.4178851246833801,0.26708054542541504,0.2880677282810211,0.29831600189208984,0.5696388483047485,0.2505437433719635,0.1826142966747284
these,0.32800400257110596,0.380450963973999,0.7107698917388916,0.4825916290283203,0.1798003911972046,0.2912547290325165,0.26993292570114136,0.3791837692260742,0.1516883671283722,0.2571668326854706
events,0.17586995661258698,0.24275709688663483,0.21850600838661194,0.21035604178905487,0.2396085411310196,0.33392202854156494,0.24857638776302338,0.2690284550189972,0.14404162764549255,0.09835197776556015
are,0.268924742937088,0.32389864325523376,1.0,0.48698675632476807,0.20633454620838165,0.3169388175010681,0.2610422968864441,0.3841303884983063,0.16939106583595276,0.24591213464736938
centred,0.2228822112083435,0.26510217785835266,0.18155327439308167,0.24701058864593506,0.29336124658584595,0.26597896218299866,0.266893595457077,0.2857823073863983,0.200055792927742,0.11918678879737854
on,0.9999999403953552,0.37630224227905273,0.268924742937088,0.28303956985473633,0.21888981759548187,0.2184356153011322,0.36304154992103577,0.46853652596473694,0.17229951918125153,0.2714994251728058
melbourne,0.24488289654254913,0.2236383557319641,0.17143335938453674,0.16011807322502136,0.1781800389289856,0.24121175706386566,0.1438848227262497,0.21059004962444305,0.5566045641899109,0.09101688116788864
",",0.49057599902153015,0.3149496018886566,0.4062570035457611,0.3636029064655304,0.2069557160139084,0.22140148282051086,0.25963902473449707,0.5201468467712402,0.2279360294342041,0.31091248989105225
but,0.3584071099758148,0.49101024866104126,0.47990062832832336,0.45211657881736755,0.13627731800079346,0.20778125524520874,0.2605045437812805,0.48674455285072327,0.19563165307044983,0.27921953797340393
others,0.3132120668888092,0.30222856998443604,0.44607222080230713,0.4080200791358948,0.17108771204948425,0.26844164729118347,0.22763951122760773,0.3167906701564789,0.1199166551232338,0.26705288887023926
occur,0.21015475690364838,0.2437029927968979,0.3900270164012909,0.2645414173603058,0.19164586067199707,0.2700684666633606,0.2245667576789856,0.26916563510894775,0.14855988323688507,0.17999543249607086
in,0.46853652596473694,0.5344807505607605,0.3841303884983063,0.41416558623313904,0.28369420766830444,0.28832805156707764,0.29637840390205383,1.0,0.20823122560977936,0.20430970191955566
regional,0.2323974072933197,0.1369638741016388,0.20551393926143646,0.16445089876651764,0.2866086959838867,0.1773756444454193,0.19965539872646332,0.2730329930782318,0.1630449742078781,0.09246466308832169
cities,0.18104544281959534,0.22392518818378448,0.26694464683532715,0.20601113140583038,0.2942546010017395,0.2917683720588684,0.13778084516525269,0.32293570041656494,0.13038216531276703,0.13339310884475708
",",0.49057599902153015,0.3149496018886566,0.4062570035457611,0.3636029064655304,0.2069557160139084,0.22140148282051086,0.25963902473449707,0.5201468467712402,0.2279360294342041,0.31091248989105225
such,0.3181164264678955,0.3198639750480652,0.4654397666454315,0.38148126006126404,0.15232273936271667,0.2741651237010956,0.332913875579834,0.2704046070575714,0.1613425463438034,0.17851735651493073
as,0.36047765612602234,0.35409465432167053,0.3826591968536377,0.3548237979412079,0.175170436501503,0.2424078732728958,0.28991061449050903,0.3887844979763031,0.19515912234783173,0.27043893933296204
the,0.5107308030128479,0.5003893971443176,0.40399202704429626,0.47635307908058167,0.29490065574645996,0.2650768458843231,0.2969476580619812,0.6662389636039734,0.2204313427209854,0.22068053483963013
v8,-0.0059659648686647415,-0.03368230164051056,0.0665566697716713,-0.0642811506986618,-0.04993019625544548,-0.060311947017908096,-0.03646709397435188,-0.0336674302816391,-0.004571571480482817,0.047641854733228683
supercars,0.16643565893173218,0.17343048751354218,0.20829975605010986,0.2225027084350586,0.14160244166851044,0.21615569293498993,0.14892561733722687,0.2369680404663086,0.18830373883247375,0.20461143553256989
and,0.4077630043029785,0.43859338760375977,0.48576638102531433,0.4309377074241638,0.19150754809379578,0.2567204236984253,0.28606054186820984,0.4954058527946472,0.24507255852222443,0.20544172823429108
australian,0.17655448615550995,0.16993862390518188,0.14346839487552643,0.15910908579826355,0.12408670037984848,0.0957006961107254,0.12148629128932953,0.1796053647994995,0.42558738589286804,0.10848008096218109
motorcycle,0.14264237880706787,0.10102182626724243,0.11933616548776627,0.11110880970954895,0.25088098645210266,0.2538619935512543,0.11775023490190506,0.18782666325569153,0.12555348873138428,0.14399020373821259
grand,0.14161232113838196,0.14345501363277435,0.12946274876594543,0.14851227402687073,0.18586815893650055,0.19670969247817993,0.06377273052930832,0.24767720699310303,0.18386131525039673,0.1168735921382904
prix,0.12898483872413635,0.1409372240304947,0.11046645790338516,0.1605267971754074,0.1909128576517105,0.15246783196926117,0.09246250987052917,0.22003301978111267,0.1318833827972412,0.13354827463626862
at,0.4806317389011383,0.4402937591075897,0.2074895054101944,0.22451047599315643,0.1739274114370346,0.22447790205478668,0.18463432788848877,0.4374977946281433,0.19641181826591492,0.21978627145290375
phillip,0.21021397411823273,0.18270231783390045,0.14821165800094604,0.05241790786385536,0.1551593393087387,0.17618530988693237,0.11675325781106949,0.22359023988246918,0.33228379487991333,0.14460548758506775
island,0.2772442400455475,0.21791329979896545,0.18291404843330383,0.1889215111732483,0.2968064546585083,0.23643025755882263,0.10489967465400696,0.24730545282363892,0.257440984249115,0.0887429490685463
",",0.49057599902153015,0.3149496018886566,0.4062570035457611,0.3636029064655304,0.2069557160139084,0.22140148282051086,0.25963902473449707,0.5201468467712402,0.2279360294342041,0.31091248989105225
the,0.5107308030128479,0.5003893971443176,0.40399202704429626,0.47635307908058167,0.29490065574645996,0.2650768458843231,0.2969476580619812,0.6662389636039734,0.2204313427209854,0.22068053483963013
grand,0.14161232113838196,0.14345501363277435,0.12946274876594543,0.14851227402687073,0.18586815893650055,0.19670969247817993,0.06377273052930832,0.24767720699310303,0.18386131525039673,0.1168735921382904
annual,0.21208518743515015,0.1861288696527481,0.13641297817230225,0.22632372379302979,0.2872985303401947,0.2690914273262024,0.13570867478847504,0.2557781934738159,0.11894237250089645,0.1083487942814827
steeplechase,0.2594415545463562,0.29476502537727356,0.2364385426044464,0.2480660229921341,0.30879828333854675,0.3307560384273529,0.14368274807929993,0.32559821009635925,0.2257891446352005,0.147659569978714
at,0.4806317389011383,0.4402937591075897,0.2074895054101944,0.22451047599315643,0.1739274114370346,0.22447790205478668,0.18463432788848877,0.4374977946281433,0.19641181826591492,0.21978627145290375
warrnambool,0.2823353409767151,0.3015286326408386,0.25516900420188904,0.21203503012657166,0.2675691843032837,0.2955324053764343,0.11434164643287659,0.2702086567878723,0.5021383762359619,0.18011367321014404
and,0.4077630043029785,0.43859338760375977,0.48576638102531433,0.4309377074241638,0.19150754809379578,0.2567204236984253,0.28606054186820984,0.4954058527946472,0.24507255852222443,0.20544172823429108
the,0.5107308030128479,0.5003893971443176,0.40399202704429626,0.47635307908058167,0.29490065574645996,0.2650768458843231,0.2969476580619812,0.6662389636039734,0.2204313427209854,0.22068053483963013
australian,0.17655448615550995,0.16993862390518188,0.14346839487552643,0.15910908579826355,0.12408670037984848,0.0957006961107254,0.12148629128932953,0.1796053647994995,0.42558738589286804,0.10848008096218109
international,0.18705831468105316,0.1861797422170639,0.18634282052516937,0.20767533779144287,0.206679105758667,0.20185720920562744,0.19674424827098846,0.26377472281455994,0.14718520641326904,0.15335838496685028
airshow,0.30386483669281006,0.24328504502773285,0.17104507982730865,0.21395543217658997,0.31594446301460266,0.2845543622970581,0.18986345827579498,0.3290320634841919,0.15528504550457,0.22588945925235748
at,0.4806317389011383,0.4402937591075897,0.2074895054101944,0.22451047599315643,0.1739274114370346,0.22447790205478668,0.18463432788848877,0.4374977946281433,0.19641181826591492,0.21978627145290375
geelong,0.2871469259262085,0.2855224907398224,0.2569167912006378,0.23124995827674866,0.2689981162548065,0.24459323287010193,0.14607968926429749,0.28465673327445984,0.5073073506355286,0.16397786140441895
and,0.4077630043029785,0.43859338760375977,0.48576638102531433,0.4309377074241638,0.19150754809379578,0.2567204236984253,0.28606054186820984,0.4954058527946472,0.24507255852222443,0.20544172823429108
numerous,0.27582502365112305,0.2417406588792801,0.4010654389858246,0.41309189796447754,0.2123541682958603,0.3200424015522003,0.27006208896636963,0.30740252137184143,0.17938081920146942,0.0875130444765091
local,0.1699344664812088,0.2570968568325043,0.19665704667568207,0.1857932209968567,0.2765972912311554,0.1796235591173172,0.06787579506635666,0.2223825752735138,0.16348877549171448,0.15022775530815125
festivals,0.1872914433479309,0.2373768836259842,0.24419602751731873,0.22492490708827972,0.31569504737854004,0.3844095766544342,0.12366988509893417,0.3094446659088135,0.08484213799238205,0.19684866070747375
such,0.3181164264678955,0.3198639750480652,0.4654397666454315,0.38148126006126404,0.15232273936271667,0.2741651237010956,0.332913875579834,0.2704046070575714,0.1613425463438034,0.17851735651493073
as,0.36047765612602234,0.35409465432167053,0.3826591968536377,0.3548237979412079,0.175170436501503,0.2424078732728958,0.28991061449050903,0.3887844979763031,0.19515912234783173,0.27043893933296204
the,0.5107308030128479,0.5003893971443176,0.40399202704429626,0.47635307908058167,0.29490065574645996,0.2650768458843231,0.2969476580619812,0.6662389636039734,0.2204313427209854,0.22068053483963013
popular,0.1930101215839386,0.2174384891986847,0.2683541774749756,0.47782987356185913,0.410540372133255,0.35504522919654846,0.27396348118782043,0.3157482445240021,0.1986696720123291,0.13108457624912262
port,0.23433606326580048,0.18759340047836304,0.14696268737316132,0.20258133113384247,0.3636603355407715,0.27355217933654785,0.13804364204406738,0.20519298315048218,0.2423909604549408,0.06519711017608643
fairy,0.15960299968719482,0.13131600618362427,0.17868658900260925,0.13980436325073242,0.07575766742229462,0.1755993813276291,0.11781170219182968,0.11461786925792694,0.1784067302942276,0.20788714289665222
folk,0.21464093029499054,0.13141009211540222,0.18586869537830353,0.19240356981754303,0.19486799836158752,0.23883655667304993,0.18208661675453186,0.21155992150306702,0.15186052024364471,0.16659963130950928
festival,0.1707397699356079,0.1885710209608078,0.12147516757249832,0.13509108126163483,0.2858315408229828,0.2878624200820923,0.10657080262899399,0.27311140298843384,0.1064891368150711,0.17767390608787537
",",0.49057599902153015,0.3149496018886566,0.4062570035457611,0.3636029064655304,0.2069557160139084,0.22140148282051086,0.25963902473449707,0.5201468467712402,0.2279360294342041,0.31091248989105225
queenscliff,0.29230040311813354,0.3067580759525299,0.1723196804523468,0.2013891637325287,0.25435975193977356,0.3171173930168152,0.20035627484321594,0.2798765003681183,0.4225676953792572,0.21703970432281494
music,0.2173950970172882,0.18392108380794525,0.16130340099334717,0.2003718614578247,0.1953411102294922,0.21225765347480774,0.20183613896369934,0.22969312965869904,0.15982629358768463,0.18264494836330414
festival,0.1707397699356079,0.1885710209608078,0.12147516757249832,0.13509108126163483,0.2858315408229828,0.2878624200820923,0.10657080262899399,0.27311140298843384,0.1064891368150711,0.17767390608787537
",",0.49057599902153015,0.3149496018886566,0.4062570035457611,0.3636029064655304,0.2069557160139084,0.22140148282051086,0.25963902473449707,0.5201468467712402,0.2279360294342041,0.31091248989105225
bells,0.17700056731700897,0.2173721343278885,0.26528334617614746,0.25794947147369385,0.08898073434829712,0.25002485513687134,0.09172064065933228,0.22248388826847076,0.15330961346626282,0.1528511345386505
beach,0.2340264618396759,0.1698324829339981,0.1654755175113678,0.1909676492214203,0.3350813388824463,0.37985479831695557,0.19657348096370697,0.24073414504528046,0.17947158217430115,0.16120761632919312
surfclassic,0.23797394335269928,0.20941083133220673,0.22564779222011566,0.2887645661830902,0.27693092823028564,0.30895039439201355,0.20658332109451294,0.2797369360923767,0.20689521729946136,0.2652745544910431
and,0.4077630043029785,0.43859338760375977,0.48576638102531433,0.4309377074241638,0.19150754809379578,0.2567204236984253,0.28606054186820984,0.4954058527946472,0.24507255852222443,0.20544172823429108
the,0.5107308030128479,0.5003893971443176,0.40399202704429626,0.47635307908058167,0.29490065574645996,0.2650768458843231,0.2969476580619812,0.6662389636039734,0.2204313427209854,0.22068053483963013
bright,0.2336265742778778,0.17384979128837585,0.2936842143535614,0.28340473771095276,0.1907050907611847,0.25773322582244873,0.22739507257938385,0.20591014623641968,0.14529800415039062,0.18864305317401886
autumn,0.21823248267173767,0.20828194916248322,0.16043928265571594,0.18225383758544922,0.23004812002182007,0.16054420173168182,0.12763790786266327,0.2979828715324402,0.18651972711086273,0.11069142818450928
festival,0.1707397699356079,0.1885710209608078,0.12147516757249832,0.13509108126163483,0.2858315408229828,0.2878624200820923,0.10657080262899399,0.27311140298843384,0.1064891368150711,0.17767390608787537
.,0.49257001280784607,0.41390106081962585,0.3452940285205841,0.35404038429260254,0.1932642161846161,0.1885792762041092,0.2629340887069702,0.5591574311256409,0.23069117963314056,0.4130953550338745
