,what,is,the,name,for,o3,most,often,used,?
trioxygen,0.22967909276485443,0.2844085693359375,0.2857551872730255,0.2367645800113678,0.24374620616436005,-0.08469177782535553,0.27791592478752136,0.3407503664493561,0.29075515270233154,0.22053253650665283
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2706909477710724,0.3357032239437103,-0.036100149154663086,0.20654040575027466,0.1375083178281784,0.19005385041236877,0.40561532974243164
o,0.1489914506673813,0.18684464693069458,0.19071193039417267,0.2113150954246521,0.140855610370636,-0.0100336829200387,0.12089966237545013,0.14656710624694824,0.11275003105401993,0.23868927359580994
3,0.04473085701465607,0.1504552811384201,0.06283142417669296,0.09124153107404709,0.04892069101333618,-0.0337691605091095,0.05371261015534401,0.11549460887908936,0.04833582416176796,0.005975271109491587
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2638341188430786,0.3639558255672455,-0.018862178549170494,0.23620007932186127,0.16039077937602997,0.1905621439218521,0.42300865054130554
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.43268078565597534,0.03662693873047829,0.41165053844451904,0.3856629431247711,0.3288823366165161,0.22961433231830597
usually,0.32521089911460876,0.4230746626853943,0.36782920360565186,0.0957062840461731,0.34784460067749023,-0.018758412450551987,0.4146766662597656,0.7742448449134827,0.4620378017425537,0.19435347616672516
known,0.20381177961826324,0.41921812295913696,0.3624623417854309,0.3659360110759735,0.363901823759079,0.004514623899012804,0.3850763440132141,0.3617981970310211,0.37155357003211975,0.18314571678638458
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2851914167404175,0.44774648547172546,-0.011869791895151138,0.3548237979412079,0.405699223279953,0.35160550475120544,0.27043893933296204
ozone,0.17115569114685059,0.21112559735774994,0.23899611830711365,0.09587264806032181,0.1923777014017105,-0.11140186339616776,0.21399237215518951,0.22939448058605194,0.2987884283065796,0.159791961312294
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5064792633056641,-0.08735544234514236,0.4309377074241638,0.42465832829475403,0.3150506615638733,0.20544172823429108
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.43268078565597534,0.03662693873047829,0.41165053844451904,0.3856629431247711,0.3288823366165161,0.22961433231830597
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.44038116931915283,-0.0001496337354183197,0.3508910834789276,0.3930865228176117,0.3864384889602661,0.23916715383529663
very,0.37053924798965454,0.3671363294124603,0.34171217679977417,0.18715612590312958,0.3639320731163025,-0.01514488086104393,0.5814827680587769,0.5169337391853333,0.36569854617118835,0.20864155888557434
reactive,0.26621317863464355,0.26290470361709595,0.16592693328857422,0.10487594455480576,0.22938726842403412,-0.07467824965715408,0.2753845453262329,0.331407755613327,0.33162105083465576,0.20790518820285797
allotrope,0.15761715173721313,0.3405674993991852,0.24387703835964203,0.18991579115390778,0.2814522981643677,-0.08302804082632065,0.3291301131248474,0.3763403594493866,0.4248652756214142,0.22829397022724152
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,0.4185989499092102,-0.02665005810558796,0.4178851246833801,0.3351972997188568,0.3075267970561981,0.1826142966747284
oxygen,0.16781960427761078,0.21825239062309265,0.20428593456745148,0.17779450118541718,0.22718772292137146,-0.06292818486690521,0.21728017926216125,0.27292680740356445,0.21276918053627014,0.16786395013332367
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.27224332094192505,0.4137635827064514,-0.06657028198242188,0.4497850239276886,0.43873903155326843,0.37621384859085083,0.32716336846351624
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.43268078565597534,0.03662693873047829,0.41165053844451904,0.3856629431247711,0.3288823366165161,0.22961433231830597
damaging,0.28500422835350037,0.22195081412792206,0.2490997463464737,0.09938668459653854,0.2849808931350708,-0.09748665988445282,0.28857025504112244,0.27350515127182007,0.3124268651008606,0.17482057213783264
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.4451248347759247,-0.02915027365088463,0.321603000164032,0.4351843297481537,0.40058770775794983,0.29463258385658264
lung,0.1267283409833908,0.17784476280212402,0.19767263531684875,0.15557017922401428,0.20626477897167206,-0.02234695293009281,0.19848400354385376,0.1301608830690384,0.12224012613296509,0.13700449466705322
tissue,0.21392318606376648,0.18431530892848969,0.2186083048582077,0.0713413879275322,0.19932572543621063,-0.04680749028921127,0.18851885199546814,0.2710557281970978,0.21608951687812805,0.17040768265724182
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.4726039469242096,-0.06885860115289688,0.35404038429260254,0.30710849165916443,0.33111312985420227,0.4130953550338745
