,what,park,is,close,to,john,lennon,street,?
besides,0.34577304124832153,0.15735387802124023,0.36560124158859253,0.26500409841537476,0.3272998631000519,0.15232603251934052,0.21400414407253265,0.2305329293012619,0.28698742389678955
",",0.3087472915649414,0.22495080530643463,0.4691906273365021,0.34483593702316284,0.44245919585227966,0.23961079120635986,0.23804305493831635,0.22759395837783813,0.31091248989105225
within,0.2498195916414261,0.20550890266895294,0.30135563015937805,0.21685676276683807,0.34980177879333496,0.07218611985445023,0.09188345074653625,0.10595684498548508,0.1870293766260147
the,0.42745697498321533,0.24748283624649048,0.5823672413825989,0.2625353932380676,0.535392165184021,0.2230520099401474,0.16833172738552094,0.20947860181331635,0.22068053483963013
city,0.17493832111358643,0.30619674921035767,0.3186660706996918,0.22897687554359436,0.20300441980361938,0.1452411711215973,0.10333117097616196,0.3091639280319214,0.13423943519592285
borders,0.2646850049495697,0.2641529440879822,0.2527235448360443,0.18755660951137543,0.23774224519729614,0.05212688073515892,0.08642735332250595,0.15868450701236725,0.13029009103775024
",",0.3087472915649414,0.22495080530643463,0.4691906273365021,0.34483593702316284,0.44245919585227966,0.23961079120635986,0.23804305493831635,0.22759395837783813,0.31091248989105225
there,0.35085538029670715,0.1617884486913681,0.3904260993003845,0.27419722080230713,0.40669289231300354,0.09766856580972672,0.14666664600372314,0.1842581033706665,0.29405656456947327
are,0.29724663496017456,0.10887601226568222,0.5330929756164551,0.2066296637058258,0.3504326641559601,0.12806348502635956,0.18717451393604279,0.14209461212158203,0.24591213464736938
also,0.42747777700424194,0.22320058941841125,0.5012649297714233,0.25269651412963867,0.5348826050758362,0.2478664070367813,0.26965463161468506,0.2422400265932083,0.21848613023757935
:,-0.12022944539785385,-0.09951113909482956,-0.07222653180360794,-0.06277845799922943,-0.09243495017290115,-0.10026586055755615,-0.0712333396077156,-0.12460647523403168,-0.07156077772378922
pole,0.11203241348266602,0.13327309489250183,0.16423338651657104,0.14032045006752014,0.24604812264442444,0.14834502339363098,0.10067158192396164,0.15670894086360931,0.07938457280397415
mokotowskie,0.25852105021476746,0.2873266041278839,0.2187550663948059,0.2199135571718216,0.2691596746444702,0.27921903133392334,0.36072060465812683,0.26015955209732056,0.24695324897766113
(,0.2411840260028839,0.1229381263256073,0.35393038392066956,0.27720344066619873,0.30882009863853455,0.21336311101913452,0.10467729717493057,0.17917704582214355,0.40561532974243164
a,0.3320399522781372,0.2207280695438385,0.658733606338501,0.2293529510498047,0.45503583550453186,0.20638683438301086,0.1760232001543045,0.18956080079078674,0.23916715383529663
big,0.2788069546222687,0.13120201230049133,0.22924260795116425,0.23005926609039307,0.25193607807159424,0.14763283729553223,0.12398356199264526,0.15459614992141724,0.20497842133045197
park,0.13500720262527466,1.0,0.2076987773180008,0.13465909659862518,0.14257338643074036,0.18661856651306152,0.21900546550750732,0.2691788673400879,0.13508929312229156
in,0.30808621644973755,0.22758090496063232,0.5394441485404968,0.23149028420448303,0.45010748505592346,0.22177861630916595,0.17690065503120422,0.2281111478805542,0.20430970191955566
the,0.42745697498321533,0.24748283624649048,0.5823672413825989,0.2625353932380676,0.535392165184021,0.2230520099401474,0.16833172738552094,0.20947860181331635,0.22068053483963013
northern,0.19332477450370789,0.26147592067718506,0.25616052746772766,0.16871295869350433,0.1886475831270218,0.13352888822555542,0.14188677072525024,0.2051030397415161,0.13149388134479523
mokotów,0.2368108183145523,0.274709552526474,0.2190883904695511,0.2478676736354828,0.3035734295845032,0.15238618850708008,0.24959348142147064,0.2756706178188324,0.15015722811222076
",",0.3087472915649414,0.22495080530643463,0.4691906273365021,0.34483593702316284,0.44245919585227966,0.23961079120635986,0.23804305493831635,0.22759395837783813,0.31091248989105225
where,0.4457937180995941,0.1767059862613678,0.3586711287498474,0.2642509639263153,0.47735077142715454,0.12403866648674011,0.1653384119272232,0.2266174852848053,0.24793872237205505
was,0.22111038863658905,0.22738584876060486,0.5810302495956421,0.2393932342529297,0.3636345863342285,0.2875721752643585,0.25263988971710205,0.21281053125858307,0.18412111699581146
the,0.42745697498321533,0.24748283624649048,0.5823672413825989,0.2625353932380676,0.535392165184021,0.2230520099401474,0.16833172738552094,0.20947860181331635,0.22068053483963013
first,0.28086137771606445,0.22013017535209656,0.30889374017715454,0.16349399089813232,0.3792489171028137,0.2870165705680847,0.22137123346328735,0.16979321837425232,0.18701928853988647
horse,0.1751573532819748,0.18849191069602966,0.21643255650997162,0.15709857642650604,0.18607169389724731,0.1385345607995987,0.11854342371225357,0.19905532896518707,0.1128525659441948
racetrack,0.1582442969083786,0.3642736077308655,0.2346426248550415,0.10347457975149155,0.223737895488739,0.15823574364185333,0.23405267298221588,0.2935280203819275,0.10768916457891464
and,0.31309178471565247,0.21340665221214294,0.3859752118587494,0.32415980100631714,0.48971283435821533,0.21634717285633087,0.25783833861351013,0.30381542444229126,0.20544172823429108
then,0.4072686731815338,0.10674960166215897,0.24618037045001984,0.21929962933063507,0.5203860402107239,0.16362662613391876,0.189869686961174,0.15604718029499054,0.2884598970413208
the,0.42745697498321533,0.24748283624649048,0.5823672413825989,0.2625353932380676,0.535392165184021,0.2230520099401474,0.16833172738552094,0.20947860181331635,0.22068053483963013
airport,0.1263120174407959,0.2573842704296112,0.22916455566883087,0.21553125977516174,0.2481278032064438,0.1874297857284546,0.17679451406002045,0.2093818634748459,0.13105051219463348
),0.26259949803352356,0.1277286410331726,0.37732169032096863,0.29596784710884094,0.31236231327056885,0.22096103429794312,0.10828548669815063,0.18323396146297455,0.42300865054130554
",",0.3087472915649414,0.22495080530643463,0.4691906273365021,0.34483593702316284,0.44245919585227966,0.23961079120635986,0.23804305493831635,0.22759395837783813,0.31091248989105225
park,0.13500720262527466,1.0,0.2076987773180008,0.13465909659862518,0.14257338643074036,0.18661856651306152,0.21900546550750732,0.2691788673400879,0.13508929312229156
ujazdowski,0.14217884838581085,0.10825244337320328,0.07904790341854095,0.19128815829753876,0.16739031672477722,0.2092854082584381,0.2510850727558136,0.07462289929389954,0.23970435559749603
(,0.2411840260028839,0.1229381263256073,0.35393038392066956,0.27720344066619873,0.30882009863853455,0.21336311101913452,0.10467729717493057,0.17917704582214355,0.40561532974243164
close,0.23424343764781952,0.13465909659862518,0.26769399642944336,1.0000001192092896,0.33802270889282227,0.15553879737854004,0.19016826152801514,0.12690353393554688,0.1908312737941742
to,0.455847829580307,0.14257338643074036,0.42745086550712585,0.33802270889282227,1.0,0.2070634365081787,0.24654555320739746,0.1956864446401596,0.29463258385658264
the,0.42745697498321533,0.24748283624649048,0.5823672413825989,0.2625353932380676,0.535392165184021,0.2230520099401474,0.16833172738552094,0.20947860181331635,0.22068053483963013
sejm,0.15212076902389526,0.08256536722183228,0.17272473871707916,0.12935931980609894,0.2543317675590515,0.1787373125553131,0.16382020711898804,0.08207757771015167,0.13091540336608887
and,0.31309178471565247,0.21340665221214294,0.3859752118587494,0.32415980100631714,0.48971283435821533,0.21634717285633087,0.25783833861351013,0.30381542444229126,0.20544172823429108
john,0.18237407505512238,0.18661856651306152,0.16449548304080963,0.15553879737854004,0.2070634365081787,1.0000001192092896,0.39005300402641296,0.22039809823036194,0.13162356615066528
lennon,0.20699483156204224,0.21900546550750732,0.13171450793743134,0.19016826152801514,0.24654555320739746,0.39005300402641296,1.0,0.20229877531528473,0.1566745489835739
street,0.14271703362464905,0.2691788673400879,0.1302390694618225,0.12690353393554688,0.1956864446401596,0.22039809823036194,0.20229877531528473,1.0000001192092896,0.07315441966056824
