,the,theatre,collection,starts,from,the,time,of,which,famous,elizabethan,playwright,?
they,0.49925389885902405,0.19280193746089935,0.16017547249794006,0.19545520842075348,0.3321932256221771,0.49925389885902405,0.3580583930015564,0.3426007330417633,0.5165667533874512,0.19014933705329895,0.1934390813112259,0.14615389704704285,0.2753053903579712
hold,0.3067915439605713,0.031375739723443985,0.25499990582466125,0.14746133983135223,0.23314259946346283,0.3067915439605713,0.31175994873046875,0.2465030699968338,0.32377585768699646,0.11779748648405075,0.15903598070144653,0.046941742300987244,0.18586084246635437
the,1.0,0.25594043731689453,0.25281965732574463,0.39423343539237976,0.40150508284568787,1.0,0.43061500787734985,0.733189046382904,0.6521818041801453,0.28616565465927124,0.2332509458065033,0.16650359332561493,0.22068053483963013
uk,0.2143084555864334,0.1709441989660263,0.14746689796447754,0.1287258118391037,0.18174080550670624,0.2143084555864334,0.13526004552841187,0.21513383090496063,0.1906050443649292,0.1585531085729599,0.13892696797847748,0.10401273518800735,0.20222434401512146
's,-0.01540423184633255,0.041160330176353455,0.003388406243175268,-0.05358773469924927,-0.01936490088701248,-0.01540423184633255,0.01301188487559557,-0.03817026689648628,0.03856118768453598,0.01744024269282818,0.020248886197805405,0.028955694288015366,-0.023395681753754616
biggest,0.3799763321876526,0.17350979149341583,0.19163857400417328,0.18126045167446136,0.1961478441953659,0.3799763321876526,0.1354718655347824,0.35091954469680786,0.3054406940937042,0.38599544763565063,0.08085495978593826,0.13191348314285278,0.11438456177711487
national,0.32739606499671936,0.2042434811592102,0.217006117105484,0.12163103371858597,0.17547941207885742,0.32739606499671936,0.19250556826591492,0.3314673602581024,0.28337109088897705,0.23000670969486237,0.13788124918937683,0.15704622864723206,0.15643028914928436
collection,0.25281965732574463,0.19095660746097565,0.9999998807907104,0.09130527824163437,0.2754948139190674,0.25281965732574463,0.2474898248910904,0.2915455996990204,0.30199134349823,0.23276883363723755,0.18988271057605743,0.18954993784427643,0.20069393515586853
of,0.733189046382904,0.19807180762290955,0.2915455996990204,0.2781079411506653,0.4249346852302551,0.733189046382904,0.35127586126327515,1.0,0.5011631846427917,0.3074295222759247,0.23339958488941193,0.1278335303068161,0.1826142966747284
material,0.26762521266937256,0.08488428592681885,0.30830851197242737,0.06460504978895187,0.2935051918029785,0.26762521266937256,0.2294611781835556,0.27520954608917236,0.3947785794734955,0.09093504399061203,0.06218405440449715,0.0819767415523529,0.18117131292819977
about,0.37995871901512146,0.15282493829727173,0.19907724857330322,0.28118234872817993,0.3421173691749573,0.37995871901512146,0.305572509765625,0.40939709544181824,0.4059852957725525,0.25149837136268616,0.20856529474258423,0.12759314477443695,0.302409827709198
live,0.2995128035545349,0.2012716382741928,0.15946219861507416,0.10807548463344574,0.19593046605587006,0.2995128035545349,0.20874054729938507,0.27734068036079407,0.23445427417755127,0.21670106053352356,0.15534742176532745,0.1253478229045868,0.19481121003627777
performance,0.260756254196167,0.36168646812438965,0.15967094898223877,0.09238745272159576,0.11304260790348053,0.260756254196167,0.2163154035806656,0.18957610428333282,0.27414360642433167,0.25573456287384033,0.22592204809188843,0.20321738719940186,0.1587955504655838
in,0.6662389636039734,0.26776230335235596,0.23004686832427979,0.27525144815444946,0.4274188280105591,0.6662389636039734,0.3431483507156372,0.5696388483047485,0.4840516746044159,0.34673580527305603,0.2105809897184372,0.21038874983787537,0.20430970191955566
the,1.0,0.25594043731689453,0.25281965732574463,0.39423343539237976,0.40150508284568787,1.0,0.43061500787734985,0.733189046382904,0.6521818041801453,0.28616565465927124,0.2332509458065033,0.16650359332561493,0.22068053483963013
uk,0.2143084555864334,0.1709441989660263,0.14746689796447754,0.1287258118391037,0.18174080550670624,0.2143084555864334,0.13526004552841187,0.21513383090496063,0.1906050443649292,0.1585531085729599,0.13892696797847748,0.10401273518800735,0.20222434401512146
since,0.4054957628250122,0.15586991608142853,0.16554413735866547,0.18053969740867615,0.34118619561195374,0.4054957628250122,0.4138842225074768,0.35513219237327576,0.3523256182670593,0.2160150408744812,0.21398068964481354,0.13139717280864716,0.2876587212085724
shakespeare,0.19480109214782715,0.4055212140083313,0.20956100523471832,0.1201092079281807,0.10382770001888275,0.19480109214782715,0.19550585746765137,0.1908472627401352,0.1934506893157959,0.28586670756340027,0.44482141733169556,0.49060672521591187,0.19043835997581482
's,-0.01540423184633255,0.041160330176353455,0.003388406243175268,-0.05358773469924927,-0.01936490088701248,-0.01540423184633255,0.01301188487559557,-0.03817026689648628,0.03856118768453598,0.01744024269282818,0.020248886197805405,0.028955694288015366,-0.023395681753754616
day,0.3062323033809662,0.12951010465621948,0.12630805373191833,0.2918485999107361,0.20893509685993195,0.3062323033809662,0.32810065150260925,0.2934032380580902,0.2760511040687561,0.15858109295368195,0.1643272042274475,0.13840317726135254,0.2141837179660797
",",0.4933079481124878,0.29216358065605164,0.2277175933122635,0.25432536005973816,0.39760664105415344,0.4933079481124878,0.3029961884021759,0.4946078956127167,0.3658004403114319,0.2816491723060608,0.2760254442691803,0.27916327118873596,0.31091248989105225
covering,0.36934760212898254,0.06352279335260391,0.21270377933979034,0.20528508722782135,0.2755114734172821,0.36934760212898254,0.22360068559646606,0.3818558156490326,0.3523010313510895,0.1324726641178131,0.09345117956399918,0.05300639197230339,0.10643069446086884
drama,0.2408958077430725,0.35319018363952637,0.14116227626800537,0.08446308970451355,0.17825524508953094,0.2408958077430725,0.15658996999263763,0.18793216347694397,0.20834355056285858,0.1892862319946289,0.26872071623802185,0.3588869273662567,0.21114452183246613
",",0.4933079481124878,0.29216358065605164,0.2277175933122635,0.25432536005973816,0.39760664105415344,0.4933079481124878,0.3029961884021759,0.4946078956127167,0.3658004403114319,0.2816491723060608,0.2760254442691803,0.27916327118873596,0.31091248989105225
dance,0.24034176766872406,0.3319026827812195,0.18947955965995789,0.1497066766023636,0.2051449716091156,0.24034176766872406,0.22746144235134125,0.19676263630390167,0.2592691481113434,0.24586394429206848,0.23428678512573242,0.262839674949646,0.20411482453346252
",",0.4933079481124878,0.29216358065605164,0.2277175933122635,0.25432536005973816,0.39760664105415344,0.4933079481124878,0.3029961884021759,0.4946078956127167,0.3658004403114319,0.2816491723060608,0.2760254442691803,0.27916327118873596,0.31091248989105225
musical,0.2295164167881012,0.3870292007923126,0.24014025926589966,0.11655625700950623,0.23757639527320862,0.2295164167881012,0.13714288175106049,0.2380346953868866,0.2554270327091217,0.22464777529239655,0.25228646397590637,0.2942499816417694,0.187048077583313
theatre,0.25594043731689453,1.0,0.19095660746097565,0.17927947640419006,0.14344142377376556,0.25594043731689453,0.09434151649475098,0.19807180762290955,0.17380180954933167,0.2651336193084717,0.2649346888065338,0.48442399501800537,0.1159285232424736
",",0.4933079481124878,0.29216358065605164,0.2277175933122635,0.25432536005973816,0.39760664105415344,0.4933079481124878,0.3029961884021759,0.4946078956127167,0.3658004403114319,0.2816491723060608,0.2760254442691803,0.27916327118873596,0.31091248989105225
circus,0.19477854669094086,0.3757261335849762,0.1446465700864792,0.07675797492265701,0.17719891667366028,0.19477854669094086,0.2167048305273056,0.17850269377231598,0.18130122125148773,0.2548176348209381,0.2021864652633667,0.18085448443889618,0.14365316927433014
",",0.4933079481124878,0.29216358065605164,0.2277175933122635,0.25432536005973816,0.39760664105415344,0.4933079481124878,0.3029961884021759,0.4946078956127167,0.3658004403114319,0.2816491723060608,0.2760254442691803,0.27916327118873596,0.31091248989105225
music,0.2714049816131592,0.35581594705581665,0.22596104443073273,0.1595795899629593,0.17575958371162415,0.2714049816131592,0.2560703754425049,0.25892743468284607,0.27402597665786743,0.2712983191013336,0.24931587278842926,0.29670390486717224,0.18264494836330414
hall,0.28526565432548523,0.35620230436325073,0.18933247029781342,0.13203385472297668,0.13851745426654816,0.28526565432548523,0.14939947426319122,0.23551815748214722,0.1866033673286438,0.26957714557647705,0.15507502853870392,0.18250684440135956,0.13520537316799164
",",0.4933079481124878,0.29216358065605164,0.2277175933122635,0.25432536005973816,0.39760664105415344,0.4933079481124878,0.3029961884021759,0.4946078956127167,0.3658004403114319,0.2816491723060608,0.2760254442691803,0.27916327118873596,0.31091248989105225
rock,0.23786304891109467,0.17752212285995483,0.15742217004299164,0.08108613640069962,0.22637957334518433,0.23786304891109467,0.20141363143920898,0.2653365731239319,0.2919301390647888,0.17421656847000122,0.22346378862857819,0.12884339690208435,0.13172835111618042
and,0.5171257257461548,0.2638216018676758,0.2379438579082489,0.1896630823612213,0.3601827025413513,0.5171257257461548,0.3025408685207367,0.5116966962814331,0.506277859210968,0.2970265746116638,0.267667680978775,0.2625182569026947,0.20544172823429108
pop,0.2091527134180069,0.15918488800525665,0.20979347825050354,0.0335182324051857,0.1882694810628891,0.2091527134180069,0.16033625602722168,0.1865253746509552,0.2421034574508667,0.21188177168369293,0.27746835350990295,0.21749305725097656,0.16677013039588928
",",0.4933079481124878,0.29216358065605164,0.2277175933122635,0.25432536005973816,0.39760664105415344,0.4933079481124878,0.3029961884021759,0.4946078956127167,0.3658004403114319,0.2816491723060608,0.2760254442691803,0.27916327118873596,0.31091248989105225
and,0.5171257257461548,0.2638216018676758,0.2379438579082489,0.1896630823612213,0.3601827025413513,0.5171257257461548,0.3025408685207367,0.5116966962814331,0.506277859210968,0.2970265746116638,0.267667680978775,0.2625182569026947,0.20544172823429108
most,0.47635307908058167,0.1447877287864685,0.24239301681518555,0.20808932185173035,0.28580769896507263,0.47635307908058167,0.35173171758651733,0.4178851246833801,0.4637843072414398,0.4934774339199066,0.2615048587322235,0.15826137363910675,0.2107497900724411
other,0.44152235984802246,0.12831121683120728,0.2705381214618683,0.15758755803108215,0.30141791701316833,0.44152235984802246,0.32153698801994324,0.38583824038505554,0.50507652759552,0.23237358033657074,0.24389223754405975,0.12356419861316681,0.24682199954986572
forms,0.2950737178325653,0.1520492136478424,0.2281990796327591,0.27171590924263,0.27224797010421753,0.2950737178325653,0.1802719086408615,0.33835989236831665,0.4084344804286957,0.1714152693748474,0.16268444061279297,0.14023752510547638,0.1196754202246666
of,0.733189046382904,0.19807180762290955,0.2915455996990204,0.2781079411506653,0.4249346852302551,0.733189046382904,0.35127586126327515,1.0,0.5011631846427917,0.3074295222759247,0.23339958488941193,0.1278335303068161,0.1826142966747284
live,0.2995128035545349,0.2012716382741928,0.15946219861507416,0.10807548463344574,0.19593046605587006,0.2995128035545349,0.20874054729938507,0.27734068036079407,0.23445427417755127,0.21670106053352356,0.15534742176532745,0.1253478229045868,0.19481121003627777
entertainment,0.19077853858470917,0.2971093952655792,0.1765618622303009,0.0895346850156784,0.09368667751550674,0.19077853858470917,0.199620321393013,0.1392667293548584,0.24625138938426971,0.19120658934116364,0.1866174042224884,0.1406250298023224,0.11855241656303406
.,0.5934505462646484,0.2394188642501831,0.2516246736049652,0.21013739705085754,0.41536515951156616,0.5934505462646484,0.371569961309433,0.5352458953857422,0.45942068099975586,0.2322506159543991,0.2740936875343323,0.17851464450359344,0.4130953550338745
