,how,many,people,were,estimated,to,go,to,the,different,game-themed,events,during,the,week,prior,to,super,bowl,50,in,the,city,it,was,held,in,?
more,0.4319567084312439,0.48608261346817017,0.3351196348667145,0.33779072761535645,0.3185151517391205,0.47084665298461914,0.2412637323141098,0.47084665298461914,0.39758381247520447,0.36376041173934937,0.28519177436828613,0.236814484000206,0.2523808181285858,0.39758381247520447,0.2626103460788727,0.22371190786361694,0.47084665298461914,0.1804535686969757,0.15635934472084045,0.03748876973986626,0.32563260197639465,0.39758381247520447,0.12291889637708664,0.42550966143608093,0.21525104343891144,0.15828721225261688,0.32563260197639465,0.27894994616508484
than,0.29763275384902954,0.39069414138793945,0.2669047713279724,0.2885614037513733,0.33957186341285706,0.3192550539970398,0.2166178673505783,0.3192550539970398,0.3227543234825134,0.3462667763233185,0.23462218046188354,0.21191009879112244,0.2507126033306122,0.3227543234825134,0.24388298392295837,0.20179446041584015,0.3192550539970398,0.1716693788766861,0.13464641571044922,0.01451291423290968,0.3270052373409271,0.3227543234825134,0.12447118014097214,0.3603973984718323,0.1872616857290268,0.17135155200958252,0.3270052373409271,0.24917294085025787
1,-0.28593507409095764,-0.19133886694908142,-0.12632082402706146,-0.20452795922756195,-0.052468281239271164,-0.2769182622432709,-0.13729342818260193,-0.2769182622432709,-0.1554475575685501,-0.24495260417461395,-0.2618695795536041,-0.18527951836585999,-0.128046452999115,-0.1554475575685501,-0.16921210289001465,-0.20418643951416016,-0.2769182622432709,-0.20172525942325592,-0.14906248450279236,-0.07848919183015823,-0.10660158097743988,-0.1554475575685501,0.04870324209332466,-0.14533983170986176,-0.2275921255350113,-0.07817155867815018,-0.10660158097743988,-0.249979168176651
million,0.21114659309387207,0.3520967364311218,0.2591722309589386,0.25957414507865906,0.5895706415176392,0.22033339738845825,0.10953029245138168,0.22033339738845825,0.277012437582016,0.2090798318386078,0.23940306901931763,0.16061528027057648,0.25557681918144226,0.277012437582016,0.3341270387172699,0.0838349238038063,0.22033339738845825,0.15958677232265472,0.18768401443958282,-0.07849453389644623,0.2596224844455719,0.277012437582016,0.1873769909143448,0.27422818541526794,0.24203833937644958,0.13986122608184814,0.2596224844455719,0.23092924058437347
people,0.2932034730911255,0.4171447455883026,1.0000001192092896,0.35862088203430176,0.24978908896446228,0.37275731563568115,0.20556554198265076,0.37275731563568115,0.36838498711586,0.3088289797306061,0.2626984119415283,0.22812366485595703,0.28753596544265747,0.36838498711586,0.1793862134218216,0.16449236869812012,0.37275731563568115,0.11992346495389938,0.11471524089574814,-0.06115209683775902,0.39605680108070374,0.36838498711586,0.34653446078300476,0.3940119743347168,0.2518421411514282,0.23957963287830353,0.39605680108070374,0.23739641904830933
are,0.311818927526474,0.5655534863471985,0.385090708732605,0.6489362716674805,0.21499647200107574,0.3504326641559601,0.24194620549678802,0.3504326641559601,0.40399202704429626,0.5170795917510986,0.26657813787460327,0.21850600838661194,0.2297976016998291,0.40399202704429626,0.18165354430675507,0.11994346976280212,0.3504326641559601,0.14630910754203796,0.139107808470726,0.08529071509838104,0.3841303884983063,0.40399202704429626,0.19493703544139862,0.3617996573448181,0.3076191842556,0.18270234763622284,0.3841303884983063,0.24591213464736938
expected,0.3996654450893402,0.29809391498565674,0.18942785263061523,0.23714013397693634,0.4004487097263336,0.42255479097366333,0.2451549768447876,0.42255479097366333,0.3108554780483246,0.23208169639110565,0.26642829179763794,0.330126017332077,0.29890888929367065,0.3108554780483246,0.26251721382141113,0.33154284954071045,0.42255479097366333,0.12202348560094833,0.12180145829916,-0.005158260464668274,0.2959997057914734,0.3108554780483246,0.16063153743743896,0.23061738908290863,0.24605585634708405,0.2343967854976654,0.2959997057914734,0.19474582374095917
to,0.44169697165489197,0.40243685245513916,0.37275731563568115,0.31913647055625916,0.2046545445919037,1.0,0.384844571352005,1.0,0.535392165184021,0.3617510497570038,0.2983313500881195,0.22643153369426727,0.2828781306743622,0.535392165184021,0.27498435974121094,0.264421671628952,1.0,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.45010748505592346,0.535392165184021,0.20300441980361938,0.513711154460907,0.3636345863342285,0.22177374362945557,0.45010748505592346,0.29463258385658264
attend,0.13591940701007843,0.24217776954174042,0.27064186334609985,0.2799128293991089,0.19847148656845093,0.3481958508491516,0.355017751455307,0.3481958508491516,0.23206810653209686,0.1618267148733139,0.21880985796451569,0.31155112385749817,0.2700767517089844,0.23206810653209686,0.3131506145000458,0.25521740317344666,0.3481958508491516,0.11863389611244202,0.16570694744586945,-0.059128288179636,0.2352246344089508,0.23206810653209686,0.17874270677566528,0.16739365458488464,0.22958822548389435,0.40444689989089966,0.2352246344089508,0.14932334423065186
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.3906462490558624,0.29184040427207947,0.535392165184021,0.29801803827285767,0.535392165184021,1.0,0.36412742733955383,0.32149645686149597,0.3102840185165405,0.4838213622570038,1.0,0.28402599692344666,0.33782097697257996,0.535392165184021,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.6662389636039734,1.0,0.35769423842430115,0.6251175999641418,0.48711544275283813,0.32185450196266174,0.6662389636039734,0.22068053483963013
