,what,rituals,did,kublai,follow,to,help,his,image,?
khublai,0.26114538311958313,0.27685484290122986,0.20920951664447784,0.8223116397857666,0.20851947367191315,0.2411581575870514,0.17232085764408112,0.2739855647087097,0.1276026964187622,0.18503893911838531
evoked,0.1904175579547882,0.24732331931591034,0.24913503229618073,0.12276002019643784,0.21208442747592926,0.21414293348789215,0.12310101091861725,0.21231725811958313,0.15265439450740814,0.18719661235809326
his,0.26976513862609863,0.2223537415266037,0.3546801507472992,0.3874718248844147,0.20164252817630768,0.3715193271636963,0.22868521511554718,0.9999998807907104,0.11082158237695694,0.18075084686279297
public,0.1729622185230255,0.23579972982406616,0.19092120230197906,0.11652785539627075,0.13095851242542267,0.2672370672225952,0.1314593404531479,0.26603415608406067,0.096684031188488,0.19872993230819702
image,0.13311375677585602,0.1423826366662979,0.11961857229471207,0.09201113134622574,0.10459183156490326,0.19959285855293274,0.12309175729751587,0.11082158237695694,0.9999999403953552,0.14968013763427734
as,0.31749409437179565,0.20291350781917572,0.3596470057964325,0.1864137202501297,0.30632978677749634,0.42092081904411316,0.2739662528038025,0.3146366477012634,0.1830495148897171,0.27043893933296204
a,0.3320399522781372,0.2209133803844452,0.2552328109741211,0.1659851223230362,0.26547971367836,0.45503583550453186,0.23381464183330536,0.3497250974178314,0.199119433760643,0.23916715383529663
sage,0.11113864928483963,0.2765173316001892,0.1128111481666565,0.25269946455955505,0.1456398069858551,0.14906072616577148,0.1858726143836975,0.24430744349956512,0.10179836302995682,0.0675908774137497
emperor,0.1879471391439438,0.19618505239486694,0.13150596618652344,0.4727574288845062,0.15698888897895813,0.2257286012172699,0.15852037072181702,0.30294448137283325,0.12309267371892929,0.19661661982536316
by,0.2455483376979828,0.1458473652601242,0.18574509024620056,0.2005719393491745,0.24387645721435547,0.33534231781959534,0.2285822480916977,0.3107621967792511,0.13177452981472015,0.17966607213020325
following,0.2506418824195862,0.1855926811695099,0.28040066361427307,0.15530888736248016,0.4505671262741089,0.31711265444755554,0.19678544998168945,0.2390999048948288,0.12776999175548553,0.1555173695087433
