,what,was,the,name,of,the,upgraded,saturn,i,called,?
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.22829687595367432,0.24189656972885132,0.26687872409820557,0.489897221326828,0.22068053483963013
saturn,0.12153393030166626,0.24932558834552765,0.24189656972885132,0.17793601751327515,0.19011574983596802,0.24189656972885132,0.19051562249660492,1.0,0.24241867661476135,0.17642562091350555,0.1619711071252823
ib,0.13645219802856445,0.12603223323822021,0.14590691030025482,0.07918494939804077,0.1537172794342041,0.14590691030025482,0.20019003748893738,0.25456637144088745,0.23388640582561493,0.19292272627353668,0.23230938613414764
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.48711544275283813,0.272203654050827,0.24932558834552765,0.23566235601902008,0.33927658200263977,0.18412111699581146
an,0.2821882665157318,0.3694365322589874,0.4207492768764496,0.22033736109733582,0.32280945777893066,0.4207492768764496,0.11168216168880463,0.21808567643165588,0.20297521352767944,0.2858632802963257,0.19793890416622162
upgraded,0.14428594708442688,0.272203654050827,0.22829687595367432,0.15672828257083893,0.1943676620721817,0.22829687595367432,0.9999999403953552,0.19051562249660492,0.1813773661851883,0.1349189728498459,0.15831376612186432
version,0.20755547285079956,0.297456830739975,0.27268242835998535,0.2522346079349518,0.14166875183582306,0.27268242835998535,0.27547842264175415,0.1825740784406662,0.2187117338180542,0.2088133990764618,0.2573966085910797
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.1943676620721817,0.19011574983596802,0.25849398970603943,0.4222904443740845,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.22829687595367432,0.24189656972885132,0.26687872409820557,0.489897221326828,0.22068053483963013
saturn,0.12153393030166626,0.24932558834552765,0.24189656972885132,0.17793601751327515,0.19011574983596802,0.24189656972885132,0.19051562249660492,1.0,0.24241867661476135,0.17642562091350555,0.1619711071252823
i,0.4411132335662842,0.23566235601902008,0.26687872409820557,0.1543835699558258,0.25849398970603943,0.26687872409820557,0.1813773661851883,0.24241867661476135,0.9999999403953552,0.1562192142009735,0.4695145785808563
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.19970302283763885,0.23308148980140686,0.33645379543304443,0.300344854593277,0.4130953550338745
,what,was,the,name,of,the,upgraded,saturn,i,called,?
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.22829687595367432,0.24189656972885132,0.26687872409820557,0.489897221326828,0.22068053483963013
s-ib,0.24634750187397003,0.15436452627182007,0.22101955115795135,0.1147727370262146,0.2561119496822357,0.22101955115795135,0.17515769600868225,0.24692261219024658,0.2673689126968384,0.2626822590827942,0.2431945949792862
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,0.3163818418979645,0.3536086082458496,0.49448907375335693,0.20226234197616577,0.20075896382331848,0.2402746081352234,0.39303290843963623,0.18701928853988647
stage,0.15168409049510956,0.2081151008605957,0.22652170062065125,0.23362378776073456,0.1389172226190567,0.22652170062065125,0.08780210465192795,0.18939214944839478,0.16639991104602814,0.20839855074882507,0.14916576445102692
increased,0.1599731743335724,0.23245969414710999,0.3188653886318207,0.07669197767972946,0.3371390700340271,0.3188653886318207,0.3277953863143921,0.14327110350131989,0.12328904122114182,0.24006155133247375,0.09587585180997849
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.22829687595367432,0.24189656972885132,0.26687872409820557,0.489897221326828,0.22068053483963013
thrust,0.22513122856616974,0.18145988881587982,0.28476181626319885,0.15223337709903717,0.17752546072006226,0.28476181626319885,0.1335931122303009,0.2821305990219116,0.16269853711128235,0.2443801462650299,0.1531757265329361
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.16525860130786896,0.18787172436714172,0.3140375316143036,0.2987143397331238,0.29463258385658264
"1,600,000",0.029343439266085625,0.08314602822065353,0.13359662890434265,0.010556144639849663,0.09670081734657288,0.13359662890434265,0.05572337657213211,0.18079586327075958,0.06364890933036804,0.12103155255317688,0.06048373505473137
pounds-force,0.2862117290496826,0.29540151357650757,0.2882310450077057,0.17762354016304016,0.2765384912490845,0.2882310450077057,0.2813713252544403,0.2011900097131729,0.20254634320735931,0.20550255477428436,0.29165512323379517
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.11873915046453476,0.16996361315250397,0.3179941475391388,0.2546432614326477,0.40561532974243164
"7,120",0.07426123321056366,0.0804910734295845,0.08533044904470444,0.055553484708070755,0.011156843975186348,0.08533044904470444,0.03835451975464821,-0.0010148838628083467,0.128754660487175,-0.045889563858509064,0.05117534473538399
kn,0.18303970992565155,0.13641974329948425,0.12718795239925385,0.1303166300058365,0.144547700881958,0.12718795239925385,0.23138630390167236,0.11088479310274124,0.22687441110610962,0.12986138463020325,0.22977566719055176
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.13055385649204254,0.18594779074192047,0.3128665089607239,0.273923397064209,0.42300865054130554
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.18836753070354462,0.22104106843471527,0.3467482030391693,0.26549121737480164,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.19775384664535522,0.18160289525985718,0.31928038597106934,0.3251761794090271,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.22829687595367432,0.24189656972885132,0.26687872409820557,0.489897221326828,0.22068053483963013
second,0.19948028028011322,0.3858029544353485,0.4620301127433777,0.2563825845718384,0.353416383266449,0.4620301127433777,0.1923859715461731,0.13307109475135803,0.23427733778953552,0.3223951756954193,0.17239587008953094
stage,0.15168409049510956,0.2081151008605957,0.22652170062065125,0.23362378776073456,0.1389172226190567,0.22652170062065125,0.08780210465192795,0.18939214944839478,0.16639991104602814,0.20839855074882507,0.14916576445102692
replaced,0.12975038588047028,0.34946855902671814,0.2645455598831177,0.2566506862640381,0.20067165791988373,0.2645455598831177,0.33312278985977173,0.18790467083454132,0.15781041979789734,0.30222854018211365,0.14945141971111298
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.22829687595367432,0.24189656972885132,0.26687872409820557,0.489897221326828,0.22068053483963013
s-iv,0.15345528721809387,0.12520286440849304,0.2148948460817337,0.13040979206562042,0.28569579124450684,0.2148948460817337,0.13371402025222778,0.17763440310955048,0.22941811382770538,0.23916584253311157,0.1491595357656479
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.17897967994213104,0.41827285289764404,0.4223487675189972,0.1952429711818695,0.15670639276504517,0.2640714943408966,0.3139074146747589,0.2433311939239502
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.22829687595367432,0.24189656972885132,0.26687872409820557,0.489897221326828,0.22068053483963013
s-ivb-200,0.13471461832523346,0.20327790081501007,0.25528669357299805,0.27280399203300476,0.3188033401966095,0.25528669357299805,0.03592818230390549,0.1459134817123413,0.11577033251523972,0.27176710963249207,0.008521830663084984
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.18836753070354462,0.22104106843471527,0.3467482030391693,0.26549121737480164,0.31091248989105225
powered,0.14330388605594635,0.2140408158302307,0.20832712948322296,0.09225615859031677,0.15550124645233154,0.20832712948322296,0.2692534625530243,0.19338534772396088,0.09925659745931625,0.2928532660007477,0.16842906177043915
by,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.25480157136917114,0.3646814823150635,0.4408751428127289,0.13453498482704163,0.21302473545074463,0.2243548333644867,0.3092815577983856,0.17966607213020325
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.19864952564239502,0.20805643498897552,0.3155658543109894,0.4868806302547455,0.23916715383529663
single,0.24458327889442444,0.22785933315753937,0.29338565468788147,0.14425750076770782,0.22455744445323944,0.29338565468788147,0.17188553512096405,0.12241511791944504,0.19354909658432007,0.20931053161621094,0.2151121199131012
j-2,0.02584894374012947,-0.08051107078790665,0.013214903883635998,0.002039998769760132,0.015867799520492554,0.013214903883635998,0.007386305835098028,-0.05248960480093956,-0.05737883225083351,0.029895583167672157,-0.04414217546582222
engine,0.18463268876075745,0.205611914396286,0.21651263535022736,0.16538943350315094,0.17095594108104706,0.21651263535022736,0.2557964026927948,0.2404942810535431,0.20237109065055847,0.1479010432958603,0.17739196121692657
burning,0.21885274350643158,0.18665166199207306,0.2821531891822815,0.055679935961961746,0.26340749859809875,0.2821531891822815,0.1949511021375656,0.19669675827026367,0.16847391426563263,0.2082950621843338,0.18033187091350555
liquid,0.24017377197742462,0.1491771787405014,0.25047987699508667,0.14656461775302887,0.2296105921268463,0.25047987699508667,0.1394142210483551,0.3324160575866699,0.18417277932167053,0.2662679851055145,0.18412289023399353
hydrogen,0.19052310287952423,0.1364523321390152,0.20406323671340942,0.1435030847787857,0.2024032324552536,0.20406323671340942,0.195893332362175,0.3193531632423401,0.2314843386411667,0.21181203424930573,0.14590126276016235
fuel,0.1848171502351761,0.16905204951763153,0.18534968793392181,0.13844023644924164,0.18857792019844055,0.18534968793392181,0.21449430286884308,0.22032539546489716,0.18403781950473785,0.21511219441890717,0.10583324730396271
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.17897967994213104,0.41827285289764404,0.4223487675189972,0.1952429711818695,0.15670639276504517,0.2640714943408966,0.3139074146747589,0.2433311939239502
lox,0.18635359406471252,0.11743463575839996,0.12060867249965668,0.17255231738090515,0.023397840559482574,0.12060867249965668,0.15259788930416107,0.2433287352323532,0.27415692806243896,0.1626823991537094,0.2652103304862976
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.18836753070354462,0.22104106843471527,0.3467482030391693,0.26549121737480164,0.31091248989105225
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.16525860130786896,0.18787172436714172,0.3140375316143036,0.2987143397331238,0.29463258385658264
produce,0.1685742735862732,0.1402507871389389,0.23457570374011993,0.1597873866558075,0.19541172683238983,0.23457570374011993,0.17935162782669067,0.18665434420108795,0.1724667251110077,0.2931594252586365,0.19229066371917725
"200,000",-0.016068685799837112,0.1483195573091507,0.11895683407783508,0.03322843462228775,0.1260930597782135,0.11895683407783508,0.002844434231519699,0.14179572463035583,0.008683242835104465,0.04228450730443001,-0.020140642300248146
lbf,0.19555744528770447,0.1944907158613205,0.22945675253868103,0.16685956716537476,0.20131079852581024,0.22945675253868103,0.2244320958852768,0.199800506234169,0.26641595363616943,0.20238061249256134,0.25105881690979004
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.11873915046453476,0.16996361315250397,0.3179941475391388,0.2546432614326477,0.40561532974243164
890,-0.013890407979488373,0.0634574294090271,-0.0457124337553978,-0.056697502732276917,-0.03809375688433647,-0.0457124337553978,-0.10501651465892792,-0.004934358410537243,0.05669611319899559,-0.001631445251405239,0.015041227452456951
kn,0.18303970992565155,0.13641974329948425,0.12718795239925385,0.1303166300058365,0.144547700881958,0.12718795239925385,0.23138630390167236,0.11088479310274124,0.22687441110610962,0.12986138463020325,0.22977566719055176
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.13055385649204254,0.18594779074192047,0.3128665089607239,0.273923397064209,0.42300865054130554
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.1943676620721817,0.19011574983596802,0.25849398970603943,0.4222904443740845,0.1826142966747284
thrust,0.22513122856616974,0.18145988881587982,0.28476181626319885,0.15223337709903717,0.17752546072006226,0.28476181626319885,0.1335931122303009,0.2821305990219116,0.16269853711128235,0.2443801462650299,0.1531757265329361
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.19970302283763885,0.23308148980140686,0.33645379543304443,0.300344854593277,0.4130953550338745
