,what,'s,the,name,of,newcastle,'s,gay,club,scene,?
newcastle,0.16276082396507263,-0.017262522131204605,0.2253497689962387,0.11727967113256454,0.18781472742557526,1.0000001192092896,-0.017262522131204605,0.17524045705795288,0.29002583026885986,0.1311800628900528,0.0902252271771431
's,0.02692362666130066,0.9999999403953552,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.017262522131204605,0.9999999403953552,-0.06842583417892456,0.05908616632223129,-0.027104508131742477,-0.023395681753754616
gay,0.18720343708992004,-0.06842583417892456,0.21040017902851105,0.11690221726894379,0.12390328198671341,0.17524045705795288,-0.06842583417892456,1.0000001192092896,0.1661917120218277,0.24468521773815155,0.19433937966823578
scene,0.2464400678873062,-0.027104508131742477,0.28271281719207764,0.0927945077419281,0.20904886722564697,0.1311800628900528,-0.027104508131742477,0.24468521773815155,0.16753582656383514,1.0,0.13100950419902802
-,0.13380742073059082,0.00623386912047863,0.3207225501537323,0.21760711073875427,0.2919245660305023,0.13679799437522888,0.00623386912047863,0.132119819521904,0.1390921175479889,0.08630982786417007,0.3336010277271271
'the,0.21794040501117706,-0.017962899059057236,0.3932134211063385,0.19045357406139374,0.35495564341545105,0.26433295011520386,-0.017962899059057236,0.17177532613277435,0.20753169059753418,0.14031882584095,0.16737021505832672
pink,0.16326270997524261,0.03530243784189224,0.19972290098667145,0.15597833693027496,0.14837202429771423,0.10294312238693237,0.03530243784189224,0.15024234354496002,0.10224971175193787,0.18576085567474365,0.16735410690307617
triangle,0.17060917615890503,0.008042804896831512,0.21071216464042664,0.1234370619058609,0.2089867889881134,0.16972027719020844,0.008042804896831512,0.23389413952827454,0.12703299522399902,0.1994646042585373,0.10392679274082184
',0.3245812654495239,0.07651367038488388,0.474788099527359,0.3737941086292267,0.39136970043182373,0.17393088340759277,0.07651367038488388,0.17669251561164856,0.18879280984401703,0.14327764511108398,0.330942302942276
-,0.13380742073059082,0.00623386912047863,0.3207225501537323,0.21760711073875427,0.2919245660305023,0.13679799437522888,0.00623386912047863,0.132119819521904,0.1390921175479889,0.08630982786417007,0.3336010277271271
is,0.28837618231773376,0.02396530658006668,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.1841045320034027,0.02396530658006668,0.13343872129917145,0.2173977941274643,0.1770610213279724,0.22961433231830597
centred,0.21794316172599792,0.005955920554697514,0.3649025857448578,0.16714492440223694,0.3396137058734894,0.23833514750003815,0.005955920554697514,0.0906665027141571,0.1308191865682602,0.20143558084964752,0.11918678879737854
on,0.34226128458976746,0.0026888418942689896,0.5107308030128479,0.17627742886543274,0.3966929316520691,0.1698579639196396,0.0026888418942689896,0.14891333878040314,0.20194022357463837,0.20416061580181122,0.2714994251728058
the,0.42745697498321533,-0.01540423184633255,1.0,0.3171212375164032,0.733189046382904,0.2253497689962387,-0.01540423184633255,0.21040017902851105,0.23249365389347076,0.28271281719207764,0.22068053483963013
times,0.21414996683597565,-0.048017483204603195,0.29093852639198303,0.19941937923431396,0.24352745711803436,0.17842793464660645,-0.048017483204603195,0.1908903270959854,0.13716234266757965,0.14973631501197815,0.18880689144134521
square,0.12660330533981323,0.001511616283096373,0.2809545397758484,0.14282478392124176,0.2585134208202362,0.20575816929340363,0.001511616283096373,0.18396976590156555,0.1754917949438095,0.20969507098197937,0.1201515942811966
area,0.21965408325195312,-0.002423585159704089,0.37834644317626953,0.205547034740448,0.3409860134124756,0.18503880500793457,-0.002423585159704089,0.15339295566082,0.19675183296203613,0.21654421091079712,0.12640461325645447
near,0.19414293766021729,-0.09597858041524887,0.2879819869995117,0.18651308119297028,0.2651676535606384,0.18032418191432953,-0.09597858041524887,0.0894407108426094,0.13761407136917114,0.22251060605049133,0.10734958201646805
the,0.42745697498321533,-0.01540423184633255,1.0,0.3171212375164032,0.733189046382904,0.2253497689962387,-0.01540423184633255,0.21040017902851105,0.23249365389347076,0.28271281719207764,0.22068053483963013
centre,0.12324132025241852,0.045265499502420425,0.32783594727516174,0.12278583645820618,0.2769378423690796,0.24609284102916718,0.045265499502420425,0.096516914665699,0.2012750506401062,0.22384965419769287,0.019365152344107628
for,0.3017193675041199,-0.07241261005401611,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.2425866425037384,-0.07241261005401611,0.19833384454250336,0.19063523411750793,0.2030707597732544,0.264628142118454
life,0.24693015217781067,0.03983813151717186,0.23528170585632324,0.22854015231132507,0.2788603901863098,0.1739582121372223,0.03983813151717186,0.1592034548521042,0.16517306864261627,0.227064311504364,0.21677987277507782
and,0.31309178471565247,0.06895173341035843,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.20204751193523407,0.06895173341035843,0.19035132229328156,0.2211807519197464,0.2507633566856384,0.20544172823429108
has,0.20338068902492523,-0.040683966130018234,0.4177538752555847,0.2698039710521698,0.3909035325050354,0.18862372636795044,-0.040683966130018234,0.12187743932008743,0.1866743117570877,0.12477798014879227,0.15994466841220856
a,0.3320399522781372,0.04866964742541313,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.21405641734600067,0.04866964742541313,0.22624655067920685,0.24639363586902618,0.2330838292837143,0.23916715383529663
range,0.19613829255104065,-0.008888337761163712,0.2311336100101471,0.10159777849912643,0.234999418258667,0.15576809644699097,-0.008888337761163712,0.040121838450431824,0.1478467434644699,0.13975676894187927,0.1204894632101059
of,0.33290785551071167,-0.03817026689648628,0.733189046382904,0.24075818061828613,1.0,0.18781472742557526,-0.03817026689648628,0.12390328198671341,0.19264739751815796,0.20904886722564697,0.1826142966747284
bars,0.11961473524570465,-0.04735985025763512,0.20749349892139435,0.05544475093483925,0.12708143889904022,0.17491449415683746,-0.04735985025763512,0.2267349660396576,0.1286349892616272,0.2270270586013794,0.1464296281337738
",",0.3087472915649414,-0.0016132977325469255,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.251589834690094,-0.0016132977325469255,0.22805914282798767,0.2388690710067749,0.2124451845884323,0.31091248989105225
cafés,0.15656794607639313,0.09614598006010056,0.25234588980674744,0.1676623374223709,0.1784883439540863,0.21827766299247742,0.09614598006010056,0.23603582382202148,0.3304411470890045,0.2521961033344269,0.13801775872707367
and,0.31309178471565247,0.06895173341035843,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.20204751193523407,0.06895173341035843,0.19035132229328156,0.2211807519197464,0.2507633566856384,0.20544172823429108
clubs,0.07451342791318893,0.01622575893998146,0.17952080070972443,0.10333044826984406,0.17083200812339783,0.306912899017334,0.01622575893998146,0.13920046389102936,0.5473388433456421,0.15251873433589935,0.1735779345035553
.,0.3567904531955719,-0.003708066651597619,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.2714749276638031,-0.003708066651597619,0.19971729815006256,0.2326166033744812,0.19962456822395325,0.4130953550338745
