,what,type,of,beings,does,doctor,who,usually,take,with,him,on,his,travels,?
his,0.26976513862609863,0.0908033698797226,0.38364991545677185,0.23529739677906036,0.20403875410556793,0.2365143597126007,0.44966956973075867,0.20796990394592285,0.24483558535575867,0.33836179971694946,0.6629161238670349,0.32064297795295715,0.9999998807907104,0.2890016734600067,0.18075084686279297
companions,0.18120864033699036,0.15748460590839386,0.23670142889022827,0.3397805988788605,0.19669736921787262,0.4105963706970215,0.35028961300849915,0.20813216269016266,0.21232664585113525,0.22898033261299133,0.3855123221874237,0.1740266978740692,0.30718955397605896,0.36304721236228943,0.14333169162273407
are,0.29724663496017456,0.24155041575431824,0.39081433415412903,0.40192484855651855,0.3126322329044342,0.12730668485164642,0.27294138073921204,0.5635237097740173,0.2774496376514435,0.38996943831443787,0.1792888045310974,0.268924742937088,0.1785505712032318,0.17861904203891754,0.24591213464736938
usually,0.32521089911460876,0.4050453305244446,0.33931583166122437,0.29695120453834534,0.3977598547935486,0.13327519595623016,0.35319453477859497,1.0000001192092896,0.2834988534450531,0.3430865705013275,0.2239481657743454,0.25784361362457275,0.20796990394592285,0.2570681571960449,0.19435347616672516
humans,0.28355827927589417,0.20718707144260406,0.24560637772083282,0.6503770351409912,0.2946871519088745,0.2601791322231293,0.27331316471099854,0.3109374940395355,0.1977655291557312,0.23189020156860352,0.2622493505477905,0.16332349181175232,0.19663292169570923,0.24665752053260803,0.20141740143299103
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.22521360218524933,0.28617382049560547,0.20407600700855255,0.3365725874900818,0.21946179866790771,0.2881867289543152,0.4120737314224243,0.31121695041656494,0.49057599902153015,0.3378419280052185,0.20302538573741913,0.31091248989105225
as,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.26188895106315613,0.31202155351638794,0.17422905564308167,0.3923053741455078,0.3335179388523102,0.26337623596191406,0.40387406945228577,0.3072648346424103,0.36047765612602234,0.3146366477012634,0.2010686695575714,0.27043893933296204
he,0.3114890456199646,0.11091722548007965,0.38706058263778687,0.2551531195640564,0.22791607677936554,0.3197924494743347,0.5500732064247131,0.22549396753311157,0.2376682013273239,0.2845253646373749,0.6241704225540161,0.32403138279914856,0.7171558737754822,0.23852293193340302,0.2089974731206894
has,0.20338068902492523,0.1795734018087387,0.3909035325050354,0.22271475195884705,0.42885294556617737,0.1778179407119751,0.2558172643184662,0.3205535113811493,0.2124529778957367,0.44092974066734314,0.23533450067043304,0.34604379534721375,0.2611220180988312,0.20382024347782135,0.15994466841220856
found,0.1796332150697708,0.17831085622310638,0.2982911467552185,0.19013410806655884,0.13407401740550995,0.11321654170751572,0.17055200040340424,0.1686372309923172,0.13850237429141998,0.2364431470632553,0.10259538888931274,0.2337699830532074,0.13338476419448853,0.1626158356666565,0.16790300607681274
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.1799319088459015,0.38201746344566345,0.22883038222789764,0.36608949303627014,0.46690207719802856,0.2789212465286255,0.3783375024795532,0.32137390971183777,0.3848365545272827,0.3497250974178314,0.2694774270057678,0.23916715383529663
fascination,0.32650765776634216,0.16451828181743622,0.19873912632465363,0.34607571363449097,0.15974286198616028,0.2167443037033081,0.22238212823867798,0.1430721879005432,0.1695960909128189,0.243445485830307,0.28483256697654724,0.22351883351802826,0.3159354329109192,0.21295732259750366,0.22576232254505157
