,in,what,year,did,the,amazon,experience,its,worst,drought,of,recent,history,?
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.12227833271026611,0.19806437194347382,0.3793783485889435,0.19013282656669617,0.2705814242362976,0.5696388483047485,0.2857761085033417,0.29215577244758606,0.20430970191955566
2005,0.009931974112987518,0.0704459398984909,0.13351094722747803,0.11135691404342651,0.037273142486810684,0.022802023217082024,0.03668532148003578,-0.1014544665813446,-0.062762051820755,-0.00973189901560545,0.017815761268138885,-0.01813400909304619,0.05398918315768242,0.10709824413061142
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.2214922308921814,0.22459560632705688,0.33157986402511597,0.22239959239959717,0.2273346185684204,0.4946078956127167,0.26883119344711304,0.2728564441204071,0.31091248989105225
parts,0.3282690644264221,0.3415631353855133,0.12191024422645569,0.19881683588027954,0.4042440354824066,0.12758833169937134,0.1923467516899109,0.2888266146183014,0.11105773597955704,0.23196327686309814,0.3379773199558258,0.13253217935562134,0.20576457679271698,0.12310896813869476
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.733189046382904,0.20143137872219086,0.228313148021698,0.48690423369407654,0.16431279480457306,0.26836544275283813,1.0,0.2896444797515869,0.31014925241470337,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.260541707277298,0.21682339906692505,0.559237003326416,0.21166902780532837,0.33421388268470764,0.733189046382904,0.31046223640441895,0.33215048909187317,0.22068053483963013
amazon,0.12227833271026611,0.16355936229228973,0.1589571088552475,0.15553738176822662,0.260541707277298,1.0000001192092896,0.07542535662651062,0.1978737860918045,0.12345673143863678,0.21362802386283875,0.20143137872219086,0.10917449742555618,0.13577252626419067,0.18144656717777252
basin,0.22316701710224152,0.1565224826335907,0.15138395130634308,0.13325946033000946,0.24553915858268738,0.41143864393234253,0.05571258068084717,0.21152575314044952,0.09682207554578781,0.3272627294063568,0.2557278275489807,0.16259890794754028,0.19336068630218506,0.14685653150081635
experienced,0.25524765253067017,0.37686559557914734,0.1813155859708786,0.2840498685836792,0.26857760548591614,0.09070014208555222,0.8395277261734009,0.2115677148103714,0.21036052703857422,0.30409032106399536,0.2707912027835846,0.3082582354545593,0.2503466010093689,0.23420310020446777
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.260541707277298,0.21682339906692505,0.559237003326416,0.21166902780532837,0.33421388268470764,0.733189046382904,0.31046223640441895,0.33215048909187317,0.22068053483963013
worst,0.19013282656669617,0.2650845944881439,0.18392078578472137,0.20719465613365173,0.21166902780532837,0.12345673143863678,0.15302696824073792,0.049779701977968216,1.0,0.2725513279438019,0.16431279480457306,0.2152070850133896,0.305301308631897,0.21551604568958282
drought,0.2705814242362976,0.17344513535499573,0.2592630982398987,0.2488846629858017,0.33421388268470764,0.21362802386283875,0.19894547760486603,0.19983211159706116,0.2725513279438019,0.9999998807907104,0.26836544275283813,0.26687091588974,0.26192063093185425,0.1524890512228012
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.12227833271026611,0.19806437194347382,0.3793783485889435,0.19013282656669617,0.2705814242362976,0.5696388483047485,0.2857761085033417,0.29215577244758606,0.20430970191955566
one,0.4129433035850525,0.376489520072937,0.346388578414917,0.27659472823143005,0.5514441132545471,0.17098593711853027,0.2791469693183899,0.42848992347717285,0.256280779838562,0.24621446430683136,0.4999135136604309,0.3404715657234192,0.3155480921268463,0.2673267424106598
hundred,0.2835391163825989,0.16879357397556305,0.3287009298801422,0.16026455163955688,0.3325488865375519,0.15610754489898682,0.14200477302074432,0.24062150716781616,0.12070237100124359,0.2625770568847656,0.3473483920097351,0.2728249728679657,0.18501915037631989,0.17378053069114685
years,0.33554986119270325,0.1981470286846161,0.5195499062538147,0.2695724070072174,0.2912273406982422,0.035328641533851624,0.25097304582595825,0.17322497069835663,0.0920201987028122,0.26591700315475464,0.2904134690761566,0.323293000459671,0.2717355787754059,0.1914375126361847
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.2214922308921814,0.22459560632705688,0.33157986402511597,0.22239959239959717,0.2273346185684204,0.4946078956127167,0.26883119344711304,0.2728564441204071,0.31091248989105225
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.23464977741241455,0.24539199471473694,0.3841775357723236,0.148040309548378,0.2436075657606125,0.5116966962814331,0.2640383541584015,0.23541007936000824,0.20544172823429108
there,0.5361666083335876,0.35085538029670715,0.23605135083198547,0.29736605286598206,0.47025805711746216,0.1301986575126648,0.23284699022769928,0.28282350301742554,0.13230127096176147,0.26138803362846375,0.44397735595703125,0.3390945494174957,0.21662463247776031,0.29405656456947327
were,0.3815755248069763,0.22298263013362885,0.23735305666923523,0.4162326455116272,0.3906462490558624,0.11476065963506699,0.17389415204524994,0.20452921092510223,0.15683826804161072,0.23435795307159424,0.34038281440734863,0.3106289803981781,0.2241225242614746,0.17890112102031708
indications,0.24382677674293518,0.271745502948761,0.17566174268722534,0.2539127767086029,0.3259499669075012,0.23808468878269196,0.31462132930755615,0.35587209463119507,0.06572772562503815,0.21776911616325378,0.32181286811828613,0.32813990116119385,0.19356916844844818,0.23636196553707123
that,0.435920387506485,0.6297725439071655,0.2826407253742218,0.47518548369407654,0.5473989248275757,0.2228476107120514,0.3369843363761902,0.416561484336853,0.2362307906150818,0.2668984532356262,0.41498205065727234,0.3408474624156952,0.24826017022132874,0.32716336846351624
2006,-0.04600946605205536,-0.0008085015579126775,0.007006329949945211,-0.07636451721191406,0.11294147372245789,0.03526882082223892,0.049551211297512054,0.12229134142398834,0.06439744681119919,0.09052130579948425,0.10009169578552246,0.07903856039047241,0.00984659232199192,-0.1194092258810997
could,0.29357993602752686,0.4188697934150696,0.17617186903953552,0.6308382749557495,0.35393214225769043,0.18253840506076813,0.25802332162857056,0.22975394129753113,0.19975729286670685,0.27522170543670654,0.29043012857437134,0.2607286274433136,0.20288024842739105,0.3411986827850342
have,0.36843645572662354,0.39808809757232666,0.23220738768577576,0.3783526122570038,0.40389683842658997,0.20372521877288818,0.3715166747570038,0.3852778375148773,0.1784445196390152,0.2790464162826538,0.3802283704280853,0.431756854057312,0.24434958398342133,0.32991164922714233
been,0.3515113592147827,0.2567804455757141,0.2560553550720215,0.2835664749145508,0.3563927710056305,0.13283225893974304,0.2811545133590698,0.2810076177120209,0.1991189420223236,0.2678638696670532,0.31685134768486023,0.4627731740474701,0.27890413999557495,0.24354910850524902
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.1865728348493576,0.2513456344604492,0.4424409866333008,0.12921255826950073,0.21180132031440735,0.5052502155303955,0.2685950994491577,0.2123815417289734,0.23916715383529663
second,0.34510284662246704,0.19948028028011322,0.3195519745349884,0.20727969706058502,0.4620301127433777,0.13396383821964264,0.20768313109874725,0.23407325148582458,0.23984749615192413,0.16425339877605438,0.353416383266449,0.20881108939647675,0.2684382200241089,0.17239587008953094
