,ac,and,nc,are,complexity,classes,typically,associated,with,what,type,of,circuit,?
other,0.08161826431751251,0.5504306554794312,0.09850946068763733,0.5932393670082092,0.25132685899734497,0.2835449278354645,0.38911667466163635,0.3474738299846649,0.44086363911628723,0.341873437166214,0.2522227168083191,0.38583824038505554,0.17272192239761353,0.24682199954986572
important,0.06496311724185944,0.37549954652786255,0.0516747422516346,0.33294984698295593,0.25560009479522705,0.2101818472146988,0.2450016885995865,0.268383264541626,0.2211170494556427,0.31164905428886414,0.215251624584198,0.43301743268966675,0.15177835524082184,0.17812499403953552
complexity,0.09365164488554001,0.2520415782928467,0.1345045417547226,0.27680158615112305,1.0,0.29931116104125977,0.3209502398967743,0.25809261202812195,0.2387731969356537,0.33747240900993347,0.20110034942626953,0.23338180780410767,0.24284988641738892,0.23062916100025177
classes,0.18887367844581604,0.2892279624938965,0.14629296958446503,0.2913099527359009,0.29931116104125977,1.0000001192092896,0.3095345199108124,0.16556590795516968,0.19796571135520935,0.20746955275535583,0.29090338945388794,0.19099700450897217,0.0892411544919014,0.14397528767585754
include,0.04965078458189964,0.3915219306945801,0.07713866233825684,0.5140694975852966,0.18483740091323853,0.19221808016300201,0.28754934668540955,0.2688739001750946,0.3391835689544678,0.1535889357328415,0.20810997486114502,0.37431180477142334,0.0499105304479599,0.14925788342952728
bpp,0.2124072164297104,0.20719078183174133,0.20623549818992615,0.15940234065055847,0.29234030842781067,0.18848758935928345,0.24039798974990845,0.19569751620292664,0.15041351318359375,0.13434776663780212,0.15956000983715057,0.08372394740581512,0.1683400571346283,0.22042737901210785
",",0.1705707460641861,0.6633074283599854,0.16724710166454315,0.4062570035457611,0.27822354435920715,0.26848307251930237,0.18964512646198273,0.27184680104255676,0.4120737314224243,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.20939292013645172,0.31091248989105225
zpp,0.20865654945373535,0.22867411375045776,0.2635102868080139,0.1125505343079567,0.2229839712381363,0.1275579184293747,0.1583251804113388,0.10304339230060577,0.14116300642490387,0.10799464583396912,0.10588160157203674,0.14227162301540375,0.10780717432498932,0.23891094326972961
and,0.08613406121730804,1.0,0.11925461143255234,0.48576638102531433,0.2520415782928467,0.2892279624938965,0.3137528598308563,0.30157923698425293,0.5477725267410278,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.19958695769309998,0.20544172823429108
rp,0.15796244144439697,0.12939013540744781,0.18477213382720947,0.13450632989406586,0.22844357788562775,0.0821826159954071,0.10518410056829453,0.04800312966108322,0.13429546356201172,0.2636401355266571,0.14856748282909393,0.1248948872089386,0.1192966178059578,0.28526240587234497
",",0.1705707460641861,0.6633074283599854,0.16724710166454315,0.4062570035457611,0.27822354435920715,0.26848307251930237,0.18964512646198273,0.27184680104255676,0.4120737314224243,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.20939292013645172,0.31091248989105225
which,0.1381830871105194,0.506277859210968,0.1943102926015854,0.42922598123550415,0.2941568195819855,0.2896202504634857,0.4671940505504608,0.3083685338497162,0.46403205394744873,0.5261979103088379,0.31462597846984863,0.5011631846427917,0.26164838671684265,0.25814583897590637
are,0.13838498294353485,0.48576638102531433,0.13475705683231354,1.0,0.27680158615112305,0.2913099527359009,0.4610564708709717,0.28055059909820557,0.38996943831443787,0.29724663496017456,0.24155041575431824,0.39081433415412903,0.16848477721214294,0.24591213464736938
defined,0.18328994512557983,0.2678177058696747,0.13733839988708496,0.2598877251148224,0.32216620445251465,0.2014472633600235,0.297812819480896,0.3484164774417877,0.23112677037715912,0.25343453884124756,0.27646204829216003,0.2659633457660675,0.15191856026649475,0.22494901716709137
using,0.10432572662830353,0.33157408237457275,0.0872018113732338,0.3385874032974243,0.2878689169883728,0.20710119605064392,0.3585226237773895,0.17376847565174103,0.3917884826660156,0.27984681725502014,0.26539579033851624,0.24298200011253357,0.15766844153404236,0.2804589569568634
probabilistic,0.1683168262243271,0.1855754405260086,0.1877427101135254,0.2588419020175934,0.4460052251815796,0.2366912066936493,0.41900551319122314,0.202032208442688,0.22888845205307007,0.36312082409858704,0.26571527123451233,0.27044472098350525,0.1657407581806183,0.2061566412448883
turing,0.16126105189323425,0.22459711134433746,0.050199009478092194,0.17666763067245483,0.41919052600860596,0.17569570243358612,0.22437609732151031,0.12496623396873474,0.15793664753437042,0.2806522250175476,0.044547878205776215,0.2670239806175232,0.18103501200675964,0.1460462063550949
machines,0.12269695848226547,0.2919604778289795,0.07853726297616959,0.3025093972682953,0.3310573697090149,0.273708313703537,0.33034563064575195,0.14539353549480438,0.1873357594013214,0.25512105226516724,0.19346262514591217,0.18757474422454834,0.21042336523532867,0.17646311223506927
;,0.0419929102063179,0.08403264731168747,0.06516001373529434,0.15315808355808258,0.013201623223721981,0.07329844683408737,0.036054808646440506,0.05939144268631935,0.12944702804088593,0.10986888408660889,-0.004756918177008629,0.054534342139959335,0.021112093701958656,0.10349778085947037
ac,1.0000001192092896,0.08613406121730804,0.22081543505191803,0.13838498294353485,0.09365164488554001,0.18887367844581604,0.12165588140487671,0.14298006892204285,0.0663527175784111,0.12080251425504684,0.10836324095726013,0.09591341018676758,0.20712518692016602,0.19071458280086517
and,0.08613406121730804,1.0,0.11925461143255234,0.48576638102531433,0.2520415782928467,0.2892279624938965,0.3137528598308563,0.30157923698425293,0.5477725267410278,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.19958695769309998,0.20544172823429108
