,what,video,game,series,did,alex,seropian,make,?
in,0.30808621644973755,0.20259293913841248,0.23986028134822845,0.2914260923862457,0.2593238651752472,0.20054785907268524,0.2245243340730667,0.268858402967453,0.20430970191955566
the,0.42745697498321533,0.2506899833679199,0.285271555185318,0.31376904249191284,0.34736719727516174,0.17685191333293915,0.2987261712551117,0.3146495521068573,0.22068053483963013
arts,0.15975245833396912,0.2513982057571411,0.19646206498146057,0.22855332493782043,0.17368055880069733,0.14124330878257751,0.18567590415477753,0.20025214552879333,0.09471383690834045
and,0.31309178471565247,0.22093096375465393,0.25192898511886597,0.26972857117652893,0.34479495882987976,0.17383675277233124,0.26709917187690735,0.4160483181476593,0.20544172823429108
entertainment,0.21648827195167542,0.4211801588535309,0.34677693247795105,0.26880231499671936,0.1571095585823059,0.13023503124713898,0.13519227504730225,0.1581607162952423,0.11855241656303406
",",0.3087472915649414,0.19700543582439423,0.2653886377811432,0.24060699343681335,0.3015086054801941,0.2143331915140152,0.21566221117973328,0.324553906917572,0.31091248989105225
minimalist,0.22515302896499634,0.270294189453125,0.21695567667484283,0.1678483933210373,0.22721002995967865,0.16613182425498962,0.27265307307243347,0.2304033786058426,0.16724365949630737
composer,0.18320460617542267,0.15850499272346497,0.16953372955322266,0.10887230187654495,0.17356199026107788,0.17262621223926544,0.2498246282339096,0.1318715661764145,0.17525890469551086
philip,0.11288820952177048,0.15437917411327362,0.17704591155052185,0.1837945133447647,0.16742472350597382,0.24682235717773438,0.1840071827173233,0.16850252449512482,0.11887923628091812
glass,0.13572539389133453,0.1356872022151947,0.1497517079114914,0.16653026640415192,0.16013789176940918,0.09949053823947906,0.21497656404972076,0.30231019854545593,0.1252557635307312
",",0.3087472915649414,0.19700543582439423,0.2653886377811432,0.24060699343681335,0.3015086054801941,0.2143331915140152,0.21566221117973328,0.324553906917572,0.31091248989105225
dancer,0.19869180023670197,0.21681420505046844,0.18815664947032928,0.11841433495283127,0.1705881953239441,0.19274340569972992,0.24605222046375275,0.09630484879016876,0.18549074232578278
",",0.3087472915649414,0.19700543582439423,0.2653886377811432,0.24060699343681335,0.3015086054801941,0.2143331915140152,0.21566221117973328,0.324553906917572,0.31091248989105225
choreographer,0.1860901564359665,0.23438413441181183,0.16675467789173126,0.1355513334274292,0.2130197435617447,0.20371013879776,0.23943813145160675,0.10109620541334152,0.17453642189502716
and,0.31309178471565247,0.22093096375465393,0.25192898511886597,0.26972857117652893,0.34479495882987976,0.17383675277233124,0.26709917187690735,0.4160483181476593,0.20544172823429108
leader,0.15734966099262238,0.15003280341625214,0.14056195318698883,0.16352897882461548,0.16038542985916138,0.2040257304906845,0.24060289561748505,0.11003348231315613,0.09527933597564697
in,0.30808621644973755,0.20259293913841248,0.23986028134822845,0.2914260923862457,0.2593238651752472,0.20054785907268524,0.2245243340730667,0.268858402967453,0.20430970191955566
the,0.42745697498321533,0.2506899833679199,0.285271555185318,0.31376904249191284,0.34736719727516174,0.17685191333293915,0.2987261712551117,0.3146495521068573,0.22068053483963013
field,0.1825202852487564,0.168509840965271,0.24591608345508575,0.16157671809196472,0.16789361834526062,0.052028268575668335,0.14277079701423645,0.1433849185705185,0.11279727518558502
of,0.33290785551071167,0.20452004671096802,0.2298848181962967,0.22268271446228027,0.2513895630836487,0.10021239519119263,0.23073378205299377,0.2912110388278961,0.1826142966747284
dance,0.250553160905838,0.2902850806713104,0.25683847069740295,0.12740914523601532,0.19966989755630493,0.1166175827383995,0.1984187811613083,0.1535964459180832,0.20411482453346252
anthropology,0.27983781695365906,0.15494440495967865,0.14764925837516785,0.12386057525873184,0.16529220342636108,0.13399699330329895,0.282918781042099,0.13831254839897156,0.15407826006412506
katherine,0.1577751636505127,0.1268901824951172,0.1473778486251831,0.18756093084812164,0.20159390568733215,0.3005847632884979,0.21874894201755524,0.1749202013015747,0.12232516705989838
dunham,0.1954667717218399,0.26957136392593384,0.184539332985878,0.2021091878414154,0.2570754289627075,0.2120530754327774,0.1866673082113266,0.1562812626361847,0.19936244189739227
",",0.3087472915649414,0.19700543582439423,0.2653886377811432,0.24060699343681335,0.3015086054801941,0.2143331915140152,0.21566221117973328,0.324553906917572,0.31091248989105225
bungie,0.25130534172058105,0.46207869052886963,0.4518268406391144,0.3322939872741699,0.18924517929553986,0.204477459192276,0.2267610728740692,0.24798636138439178,0.17262133955955505
founder,0.14688730239868164,0.15026521682739258,0.11778183281421661,0.14119291305541992,0.15347148478031158,0.14582817256450653,0.1989799439907074,0.09328921884298325,0.13665783405303955
and,0.31309178471565247,0.22093096375465393,0.25192898511886597,0.26972857117652893,0.34479495882987976,0.17383675277233124,0.26709917187690735,0.4160483181476593,0.20544172823429108
developer,0.1568116992712021,0.4072423577308655,0.4372618794441223,0.1836150735616684,0.15007802844047546,0.21291768550872803,0.15642189979553223,0.2187872976064682,0.19652149081230164
