,when,were,the,normans,in,normandy,?
the,0.5091903209686279,0.3906462490558624,1.0,0.2781367897987366,0.6662389636039734,0.30340051651000977,0.22068053483963013
normans,0.21106265485286713,0.3239026367664337,0.2781367897987366,1.0,0.23263490200042725,0.77137291431427,0.12354589998722076
(,0.2459595799446106,0.14743882417678833,0.33289089798927307,0.10744442045688629,0.3087427020072937,0.14918088912963867,0.40561532974243164
norman,0.18821191787719727,0.1889636218547821,0.23459704220294952,0.7264348268508911,0.17613162100315094,0.6433278918266296,0.12243545055389404
:,-0.04432349652051926,-0.04773278534412384,-0.03403344005346298,-0.05215900018811226,0.020521078258752823,-0.04159017652273178,-0.07156077772378922
nourmands,0.31005823612213135,0.15985271334648132,0.35720333456993103,0.42584148049354553,0.2887619733810425,0.5268135070800781,0.2413279414176941
;,0.022927695885300636,0.14040996134281158,0.09152708947658539,0.06805039197206497,0.092739537358284,0.10724606364965439,0.10349778085947037
french,0.18820616602897644,0.22002479434013367,0.2555147111415863,0.30714094638824463,0.22093388438224792,0.34452369809150696,0.1386883556842804
:,-0.04432349652051926,-0.04773278534412384,-0.03403344005346298,-0.05215900018811226,0.020521078258752823,-0.04159017652273178,-0.07156077772378922
normands,0.3021012246608734,0.20408576726913452,0.35267773270606995,0.7659686207771301,0.27291738986968994,0.8443570733070374,0.15818162262439728
;,0.022927695885300636,0.14040996134281158,0.09152708947658539,0.06805039197206497,0.092739537358284,0.10724606364965439,0.10349778085947037
latin,0.1799415647983551,0.10765253752470016,0.24914836883544922,0.21156010031700134,0.18954341113567352,0.12440730631351471,0.1303461492061615
:,-0.04432349652051926,-0.04773278534412384,-0.03403344005346298,-0.05215900018811226,0.020521078258752823,-0.04159017652273178,-0.07156077772378922
normanni,0.2497066855430603,0.27928468585014343,0.3064400851726532,0.7606192827224731,0.23294709622859955,0.6867963075637817,0.14378345012664795
),0.2538422644138336,0.1566188633441925,0.3456730246543884,0.10911402106285095,0.3326910734176636,0.16600605845451355,0.42300865054130554
were,0.29649975895881653,1.0000001192092896,0.3906462490558624,0.3239026367664337,0.3815755248069763,0.2447071671485901,0.17890112102031708
the,0.5091903209686279,0.3906462490558624,1.0,0.2781367897987366,0.6662389636039734,0.30340051651000977,0.22068053483963013
people,0.260394424200058,0.35862088203430176,0.36838498711586,0.3101111054420471,0.39605680108070374,0.16230635344982147,0.23739641904830933
who,0.48282691836357117,0.3188014328479767,0.3733934462070465,0.20534200966358185,0.2792111933231354,0.19740919768810272,0.26220351457595825
in,0.4431333839893341,0.3815755248069763,0.6662389636039734,0.23263490200042725,1.0,0.24138042330741882,0.20430970191955566
the,0.5091903209686279,0.3906462490558624,1.0,0.2781367897987366,0.6662389636039734,0.30340051651000977,0.22068053483963013
10th,0.2596508860588074,0.14180980622768402,0.3098960816860199,0.04155441373586655,0.23028290271759033,0.039100173860788345,0.1565542221069336
and,0.4716290831565857,0.42175528407096863,0.5171257257461548,0.23779046535491943,0.4954058527946472,0.2591262459754944,0.20544172823429108
11th,0.14345405995845795,0.16961732506752014,0.20795033872127533,0.05253719538450241,0.1380828619003296,0.0542500801384449,0.014542436227202415
centuries,0.24950438737869263,0.37834128737449646,0.32166481018066406,0.35883477330207825,0.2558690905570984,0.2083631306886673,0.13179439306259155
gave,0.29486924409866333,0.32821545004844666,0.32555076479911804,0.2410644143819809,0.24152803421020508,0.2613986134529114,0.1910865753889084
their,0.3682888448238373,0.43277356028556824,0.516537070274353,0.23518306016921997,0.34976133704185486,0.21585533022880554,0.1898253709077835
name,0.24618172645568848,0.1580192744731903,0.3171212375164032,0.1591971069574356,0.2459065467119217,0.21051694452762604,0.15381577610969543
to,0.5423505902290344,0.31913647055625916,0.535392165184021,0.2506018877029419,0.45010748505592346,0.274964839220047,0.29463258385658264
normandy,0.256206750869751,0.2447071671485901,0.30340051651000977,0.77137291431427,0.24138042330741882,0.9999999403953552,0.1584552675485611
",",0.36674630641937256,0.36755475401878357,0.4933079481124878,0.207779198884964,0.5201468467712402,0.215127632021904,0.31091248989105225
a,0.44397395849227905,0.17203083634376526,0.5829201340675354,0.16186057031154633,0.539380669593811,0.2073124796152115,0.23916715383529663
region,0.21040433645248413,0.16843447089195251,0.35020557045936584,0.3127170205116272,0.3524819314479828,0.30876773595809937,0.13441751897335052
in,0.4431333839893341,0.3815755248069763,0.6662389636039734,0.23263490200042725,1.0,0.24138042330741882,0.20430970191955566
france,0.24438227713108063,0.24330811202526093,0.35517507791519165,0.4431338310241699,0.3812309503555298,0.5173672437667847,0.15069349110126495
.,0.475719153881073,0.3378238379955292,0.5934505462646484,0.2287112921476364,0.5591574311256409,0.2814660370349884,0.4130953550338745
