,who,brought,together,the,former,rivals,at,the,signing,ceremony,?
the,0.3733934462070465,0.32700833678245544,0.26662585139274597,1.0,0.2251449078321457,0.22553907334804535,0.457212895154953,1.0,0.3163802921772003,0.27631378173828125,0.22068053483963013
world,0.25158336758613586,0.2546136677265167,0.20583315193653107,0.33604270219802856,0.16370272636413574,0.1519595980644226,0.22825311124324799,0.33604270219802856,0.16615207493305206,0.1596377193927765,0.17579582333564758
watched,0.27872955799102783,0.29091131687164307,0.1764228343963623,0.3087751269340515,0.09548559039831161,0.22240062057971954,0.303397536277771,0.3087751269340515,0.21722251176834106,0.1196831539273262,0.21987392008304596
annan,0.2161230593919754,0.09393878281116486,0.0864199846982956,0.23007148504257202,0.22750292718410492,0.20174944400787354,0.1653577834367752,0.23007148504257202,0.2101338505744934,0.15452289581298828,0.0929330363869667
and,0.41279885172843933,0.3560350239276886,0.37008100748062134,0.5171257257461548,0.2516189515590668,0.242872416973114,0.3571503460407257,0.5171257257461548,0.1918805092573166,0.19817329943180084,0.20544172823429108
his,0.44966956973075867,0.3434368371963501,0.19735795259475708,0.4394008219242096,0.23417142033576965,0.23782898485660553,0.27659502625465393,0.4394008219242096,0.23827585577964783,0.29844895005226135,0.18075084686279297
un-backed,0.2521422505378723,0.3201950788497925,0.23698124289512634,0.2584103047847748,0.26526644825935364,0.24306230247020721,0.16660627722740173,0.2584103047847748,0.22741858661174774,0.051033515483140945,0.27584874629974365
panel,0.1568932980298996,0.12880906462669373,0.08255769312381744,0.20552968978881836,0.09007126837968826,0.08172684907913208,0.1392883062362671,0.20552968978881836,0.1460248827934265,0.16550835967063904,0.1475982517004013
and,0.41279885172843933,0.3560350239276886,0.37008100748062134,0.5171257257461548,0.2516189515590668,0.242872416973114,0.3571503460407257,0.5171257257461548,0.1918805092573166,0.19817329943180084,0.20544172823429108
african,0.2475580871105194,0.2150251269340515,0.1416386067867279,0.23305515944957733,0.12814737856388092,0.0850263461470604,0.11501696705818176,0.23305515944957733,0.06292673200368881,0.1908266395330429,0.11862778663635254
union,0.16662479937076569,0.13618554174900055,0.16657306253910065,0.24421639740467072,0.20836664736270905,0.14718656241893768,0.16550375521183014,0.24421639740467072,0.18267382681369781,0.13034121692180634,0.07797172665596008
chairman,0.17702560126781464,0.11982987821102142,0.15572160482406616,0.2121211588382721,0.3881058990955353,0.18167121708393097,0.16862545907497406,0.2121211588382721,0.1632157266139984,0.14631497859954834,0.08324678242206573
jakaya,0.18947722017765045,0.08550766110420227,0.10776255279779434,0.13438557088375092,0.31007593870162964,0.09088113903999329,0.1762235015630722,0.13438557088375092,0.09068913757801056,0.24627132713794708,0.12661300599575043
kikwete,0.23322981595993042,0.13608652353286743,0.15315821766853333,0.24830012023448944,0.33880579471588135,0.10509239882230759,0.15278661251068115,0.24830012023448944,0.1788962334394455,0.23059774935245514,0.1658204197883606
as,0.3923053741455078,0.2719915211200714,0.18361428380012512,0.48381632566452026,0.21401739120483398,0.15417253971099854,0.28092536330223083,0.48381632566452026,0.1993025243282318,0.12634551525115967,0.27043893933296204
they,0.47879111766815186,0.267337441444397,0.4405069649219513,0.49925389885902405,0.11647328734397888,0.23091118037700653,0.29493749141693115,0.49925389885902405,0.17563804984092712,0.19049230217933655,0.2753053903579712
brought,0.32684946060180664,0.9999999403953552,0.25347834825515747,0.32700833678245544,0.14393386244773865,0.1783250868320465,0.24314077198505402,0.32700833678245544,0.2141643911600113,0.19191311299800873,0.2339296191930771
together,0.2309882491827011,0.25347834825515747,1.0000001192092896,0.26662585139274597,0.15365265309810638,0.14676450192928314,0.22121661901474,0.26662585139274597,0.13210171461105347,0.14811266958713531,0.1690303236246109
the,0.3733934462070465,0.32700833678245544,0.26662585139274597,1.0,0.2251449078321457,0.22553907334804535,0.457212895154953,1.0,0.3163802921772003,0.27631378173828125,0.22068053483963013
former,0.25351381301879883,0.14393386244773865,0.15365265309810638,0.2251449078321457,1.0,0.2158738374710083,0.14496824145317078,0.2251449078321457,0.20006559789180756,0.17101038992404938,0.10570605844259262
rivals,0.20291933417320251,0.1783250868320465,0.14676450192928314,0.22553907334804535,0.2158738374710083,1.0,0.23899608850479126,0.22553907334804535,0.1374797374010086,0.08816749602556229,0.10840261727571487
to,0.42656609416007996,0.35361579060554504,0.33225905895233154,0.535392165184021,0.12857267260551453,0.19842348992824554,0.36524343490600586,0.535392165184021,0.21015532314777374,0.24856142699718475,0.29463258385658264
the,0.3733934462070465,0.32700833678245544,0.26662585139274597,1.0,0.2251449078321457,0.22553907334804535,0.457212895154953,1.0,0.3163802921772003,0.27631378173828125,0.22068053483963013
signing,0.21411873400211334,0.2141643911600113,0.13210171461105347,0.3163802921772003,0.20006559789180756,0.1374797374010086,0.18164987862110138,0.3163802921772003,1.0000001192092896,0.2894429862499237,0.15776143968105316
ceremony,0.22858670353889465,0.19191311299800873,0.14811266958713531,0.27631378173828125,0.17101038992404938,0.08816749602556229,0.29048076272010803,0.27631378173828125,0.2894429862499237,0.9999999403953552,0.1873435080051422
",",0.3365725874900818,0.30810219049453735,0.2912277579307556,0.4933079481124878,0.2738454341888428,0.20324428379535675,0.38314947485923767,0.4933079481124878,0.2177143543958664,0.23101258277893066,0.31091248989105225
beamed,0.2155323028564453,0.2595239579677582,0.2087099403142929,0.270794153213501,0.17022013664245605,0.1710183322429657,0.2609146237373352,0.270794153213501,0.12101620435714722,0.19947288930416107,0.1491129845380783
live,0.21460703015327454,0.2040795385837555,0.23514097929000854,0.2995128035545349,0.07268943637609482,0.11650562286376953,0.19072985649108887,0.2995128035545349,0.0996466875076294,0.14830262959003448,0.19481121003627777
on,0.2340552806854248,0.2436620593070984,0.28666210174560547,0.5107308030128479,0.18025436997413635,0.16188772022724152,0.4806317389011383,0.5107308030128479,0.2526950538158417,0.21723879873752594,0.2714994251728058
national,0.18105065822601318,0.15978668630123138,0.12940004467964172,0.32739606499671936,0.3041871190071106,0.08637639880180359,0.25194111466407776,0.32739606499671936,0.19584709405899048,0.18827150762081146,0.15643028914928436
tv,0.20096197724342346,0.12811686098575592,0.14542609453201294,0.20034731924533844,0.1429629921913147,0.19785083830356598,0.12339487671852112,0.20034731924533844,0.14684438705444336,0.09928489476442337,0.20290863513946533
from,0.27839982509613037,0.3001497685909271,0.22114437818527222,0.40150508284568787,0.18530778586864471,0.14316339790821075,0.3447161316871643,0.40150508284568787,0.15814051032066345,0.15098479390144348,0.19969791173934937
the,0.3733934462070465,0.32700833678245544,0.26662585139274597,1.0,0.2251449078321457,0.22553907334804535,0.457212895154953,1.0,0.3163802921772003,0.27631378173828125,0.22068053483963013
steps,0.2622750997543335,0.16727876663208008,0.11504185944795609,0.252070814371109,0.10143297165632248,0.08557159453630447,0.1378496289253235,0.252070814371109,0.25579774379730225,0.1879039853811264,0.17527498304843903
of,0.2827862501144409,0.3339962065219879,0.26678720116615295,0.733189046382904,0.30415382981300354,0.16559164226055145,0.42558613419532776,0.733189046382904,0.2501838505268097,0.2303226888179779,0.1826142966747284
nairobi,0.18174393475055695,0.20084713399410248,0.16089358925819397,0.19357922673225403,0.1834719181060791,0.13998599350452423,0.31198248267173767,0.19357922673225403,0.139915332198143,0.1758660078048706,0.10651574283838272
's,0.05599616840481758,-0.03164028376340866,0.06855551898479462,-0.01540423184633255,0.032462362200021744,0.05727262794971466,-0.08481216430664062,-0.01540423184633255,-0.05888312682509422,-0.008555885404348373,-0.023395681753754616
harambee,0.30405107140541077,0.22560261189937592,0.12315216660499573,0.39843204617500305,0.221634641289711,0.23846659064292908,0.2767808437347412,0.39843204617500305,0.1400160789489746,0.2259700447320938,0.2697722017765045
house,0.2619773745536804,0.1609804481267929,0.13179299235343933,0.2847244441509247,0.16793283820152283,0.07093273848295212,0.23401996493339539,0.2847244441509247,0.2073439210653305,0.16081130504608154,0.13736455142498016
.,0.3541337847709656,0.31484454870224,0.2842161953449249,0.5934505462646484,0.20895031094551086,0.21754752099514008,0.4549728035926819,0.5934505462646484,0.2366824597120285,0.19551832973957062,0.4130953550338745
