,when,did,tesla,make,these,claims,?
in,0.4431333839893341,0.2593238651752472,0.17097744345664978,0.268858402967453,0.3791837692260742,0.15647023916244507,0.20430970191955566
1935,-0.011072610504925251,-0.09156817942857742,-0.012455509044229984,0.038600556552410126,-0.017126532271504402,-0.0029026742558926344,0.11409125477075577
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.324553906917572,0.37613096833229065,0.24985520541667938,0.31091248989105225
in,0.4431333839893341,0.2593238651752472,0.17097744345664978,0.268858402967453,0.3791837692260742,0.15647023916244507,0.20430970191955566
an,0.33026179671287537,0.22598257660865784,0.13714656233787537,0.17815372347831726,0.16632772982120514,0.15248773992061615,0.19793890416622162
annual,0.12633469700813293,0.13183704018592834,0.1235974058508873,0.15669983625411987,0.1560623049736023,0.096153125166893,0.1083487942814827
birthday,0.24593885242938995,0.2158898115158081,0.15068478882312775,0.14859099686145782,0.1612926721572876,0.09785967320203781,0.22143252193927765
celebration,0.19346767663955688,0.17503295838832855,0.15319505333900452,0.15139895677566528,0.16176463663578033,0.12977993488311768,0.1872778683900833
interview,0.17702484130859375,0.24580758810043335,0.09863823652267456,0.14436247944831848,0.08210016041994095,0.15745049715042114,0.21284115314483643
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.324553906917572,0.37613096833229065,0.24985520541667938,0.31091248989105225
tesla,0.1504557579755783,0.09757418930530548,0.9999999403953552,0.1746748685836792,0.172775998711586,0.1567503809928894,0.10250775516033173
announced,0.15404565632343292,0.2690480351448059,0.15138158202171326,0.17076073586940765,0.09905906766653061,0.2391444444656372,0.17416009306907654
a,0.44397395849227905,0.2552328109741211,0.2211925983428955,0.34303420782089233,0.24380075931549072,0.17994755506515503,0.23916715383529663
method,0.23057077825069427,0.21537424623966217,0.267039030790329,0.23294977843761444,0.22255472838878632,0.19828540086746216,0.2194802314043045
of,0.3757161796092987,0.2513895630836487,0.18837453424930573,0.2912110388278961,0.42684608697891235,0.2663089632987976,0.1826142966747284
transmitting,0.2915230989456177,0.12921853363513947,0.22912690043449402,0.27090558409690857,0.3361317813396454,0.1060059517621994,0.16731256246566772
mechanical,0.29049748182296753,0.13345296680927277,0.399202823638916,0.1986352801322937,0.2695675790309906,0.09924409538507462,0.10079140216112137
energy,0.24666637182235718,0.14123573899269104,0.28722304105758667,0.22807949781417847,0.24211382865905762,0.10516426712274551,0.14860127866268158
with,0.5075214505195618,0.25472134351730347,0.16424812376499176,0.39503780007362366,0.37595367431640625,0.16637255251407623,0.2433311939239502
minimal,0.21998873353004456,0.26893505454063416,0.2155867964029312,0.26305484771728516,0.30554378032684326,0.1854059249162674,0.19599555432796478
loss,0.2679787576198578,0.17676638066768646,0.08645693212747574,0.24724088609218597,0.22897179424762726,0.18290108442306519,0.1312553584575653
over,0.36642953753471375,0.2535076439380646,0.16356024146080017,0.2852066159248352,0.36364543437957764,0.245474174618721,0.25742942094802856
any,0.4210505485534668,0.37563082575798035,0.10267822444438934,0.44277283549308777,0.4693792462348938,0.27150043845176697,0.4113408327102661
terrestrial,0.1570604294538498,0.08567497134208679,0.10702434182167053,0.14558863639831543,0.26221799850463867,0.1739540696144104,0.09166651964187622
distance,0.21871791779994965,0.11195807158946991,0.19978511333465576,0.1274387389421463,0.18247129023075104,0.048611417412757874,0.05407539755105972
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.324553906917572,0.37613096833229065,0.24985520541667938,0.31091248989105225
a,0.44397395849227905,0.2552328109741211,0.2211925983428955,0.34303420782089233,0.24380075931549072,0.17994755506515503,0.23916715383529663
related,0.1846090853214264,0.20720073580741882,0.11323587596416473,0.20496423542499542,0.35853147506713867,0.21174556016921997,0.17689068615436554
new,0.257220059633255,0.227974995970726,0.15999311208724976,0.27695566415786743,0.2851310074329376,0.12891463935375214,0.14782847464084625
means,0.28682997822761536,0.16748420894145966,0.17000630497932434,0.3175700902938843,0.279727578163147,0.12850987911224365,0.21233566105365753
of,0.3757161796092987,0.2513895630836487,0.18837453424930573,0.2912110388278961,0.42684608697891235,0.2663089632987976,0.1826142966747284
communication,0.22516880929470062,0.1962505280971527,0.25979727506637573,0.2173040807247162,0.32122281193733215,0.22818681597709656,0.1517418920993805
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.324553906917572,0.37613096833229065,0.24985520541667938,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.19560420513153076,0.4160483181476593,0.5314885973930359,0.23295684158802032,0.20544172823429108
a,0.44397395849227905,0.2552328109741211,0.2211925983428955,0.34303420782089233,0.24380075931549072,0.17994755506515503,0.23916715383529663
method,0.23057077825069427,0.21537424623966217,0.267039030790329,0.23294977843761444,0.22255472838878632,0.19828540086746216,0.2194802314043045
of,0.3757161796092987,0.2513895630836487,0.18837453424930573,0.2912110388278961,0.42684608697891235,0.2663089632987976,0.1826142966747284
accurately,0.3303183913230896,0.2980344295501709,0.20476490259170532,0.2832913100719452,0.35378897190093994,0.23569355905056,0.22476822137832642
determining,0.29939448833465576,0.20227448642253876,0.22160495817661285,0.2687236964702606,0.31011930108070374,0.24635162949562073,0.25675374269485474
the,0.5091903209686279,0.34736719727516174,0.1324402391910553,0.3146495521068573,0.49086877703666687,0.24698559939861298,0.22068053483963013
location,0.16889294981956482,0.1365937441587448,0.04513337090611458,0.13669340312480927,0.18397417664527893,0.1677449494600296,0.15759775042533875
of,0.3757161796092987,0.2513895630836487,0.18837453424930573,0.2912110388278961,0.42684608697891235,0.2663089632987976,0.1826142966747284
underground,0.254740446805954,0.13514548540115356,0.13121764361858368,0.1549113690853119,0.24094581604003906,0.11274012178182602,0.1097135841846466
mineral,0.20988038182258606,0.04814280569553375,0.14126446843147278,0.21510657668113708,0.23221354186534882,0.17883217334747314,0.1975122094154358
deposits,0.2566578686237335,0.1024630069732666,0.10831447690725327,0.19280648231506348,0.3056917190551758,0.2465897798538208,0.1225230023264885
