,what,team,did,justin,tucker,play,for,?
concerns,0.345258891582489,0.1423279494047165,0.2600153982639313,0.1282864212989807,0.18929944932460785,0.09060782194137573,0.3266594707965851,0.3555730879306793
were,0.22298263013362885,0.16634012758731842,0.4162326455116272,0.19334697723388672,0.11188286542892456,0.21322371065616608,0.33592689037323,0.17890112102031708
raised,0.12998360395431519,0.0371214784681797,0.199112206697464,0.14928939938545227,0.1499328911304474,0.11629395931959152,0.21450461447238922,0.1332261711359024
over,0.28007611632347107,0.14521287381649017,0.2535076439380646,0.20821449160575867,0.17323756217956543,0.11219872534275055,0.3419422209262848,0.25742942094802856
whether,0.5516265630722046,0.13753241300582886,0.30857425928115845,0.088738352060318,0.1853453814983368,0.2455703318119049,0.3131474554538727,0.3150278329849243
levi,0.13056978583335876,0.06442683190107346,0.1928999423980713,0.19211864471435547,0.23404647409915924,0.08867393434047699,0.16166196763515472,0.09252339601516724
's,0.02692362666130066,0.04450521618127823,0.05069678649306297,-0.012240738607943058,-0.0074017723090946674,0.08983290195465088,-0.07241261005401611,-0.023395681753754616
stadium,0.12456028908491135,0.3081602454185486,0.14029206335544586,0.07341364771127701,0.06501549482345581,0.38681307435035706,0.18393352627754211,0.07579939067363739
's,0.02692362666130066,0.04450521618127823,0.05069678649306297,-0.012240738607943058,-0.0074017723090946674,0.08983290195465088,-0.07241261005401611,-0.023395681753754616
field,0.1825202852487564,0.23653793334960938,0.16789361834526062,0.07971037924289703,0.15287409722805023,0.189304918050766,0.24342265725135803,0.11279727518558502
was,0.22111038863658905,0.13986483216285706,0.41399896144866943,0.2795754671096802,0.1557731181383133,0.23784595727920532,0.3863949179649353,0.18412111699581146
of,0.33290785551071167,0.20352502167224884,0.2513895630836487,0.14437353610992432,0.11840829998254776,0.15350224077701569,0.4185989499092102,0.1826142966747284
a,0.3320399522781372,0.19125498831272125,0.2552328109741211,0.21040329337120056,0.18715037405490875,0.21130098402500153,0.44038116931915283,0.23916715383529663
high,0.20466077327728271,0.10507357120513916,0.15957149863243103,0.17947284877300262,0.07779884338378906,0.14324547350406647,0.1925620585680008,0.11137914657592773
enough,0.3944990336894989,0.10586954653263092,0.3866412043571472,0.17317044734954834,0.11688759922981262,0.18647167086601257,0.35648372769355774,0.3526461720466614
quality,0.28952741622924805,0.13648970425128937,0.21685834228992462,0.08518646657466888,0.05854494869709015,0.20785675942897797,0.3288601338863373,0.23524069786071777
to,0.455847829580307,0.23889471590518951,0.4452643394470215,0.10286262631416321,0.17711009085178375,0.272149920463562,0.4451248347759247,0.29463258385658264
