,what,religion,did,the,yuan,discourage,",",to,support,buddhism,?
buddhism,0.22882838547229767,0.5844928026199341,0.10964566469192505,0.21217995882034302,0.3001965880393982,0.3477054834365845,0.19468264281749725,0.24327269196510315,0.15767256915569305,0.9999998807907104,0.18768428266048431
(,0.2411840260028839,0.1475829780101776,0.18979617953300476,0.33289089798927307,0.18021149933338165,0.14183668792247772,0.6363511681556702,0.30882009863853455,0.23303374648094177,0.1566636711359024,0.40561532974243164
especially,0.3590192496776581,0.21550698578357697,0.26305219531059265,0.39420849084854126,0.09641551971435547,0.367188423871994,0.3689771592617035,0.37744608521461487,0.24861624836921692,0.18480843305587769,0.19751401245594025
tibetan,0.12452398985624313,0.28017687797546387,0.11004411429166794,0.2316000759601593,0.33217912912368774,0.21153034269809723,0.19998803734779358,0.16902732849121094,0.12391073256731033,0.5702542662620544,0.14673879742622375
buddhism,0.22882838547229767,0.5844928026199341,0.10964566469192505,0.21217995882034302,0.3001965880393982,0.3477054834365845,0.19468264281749725,0.24327269196510315,0.15767256915569305,0.9999998807907104,0.18768428266048431
),0.26259949803352356,0.1908823698759079,0.18584993481636047,0.3456730246543884,0.17912885546684265,0.1513805240392685,0.63033527135849,0.31236231327056885,0.2624157965183258,0.19474300742149353,0.42300865054130554
flourished,0.169036865234375,0.22339051961898804,0.21745368838310242,0.3080061078071594,0.16283190250396729,0.19117191433906555,0.24501930177211761,0.2007179856300354,0.1340342015028,0.3123137652873993,0.10325999557971954
",",0.3087472915649414,0.2679629921913147,0.3015086054801941,0.4933079481124878,0.20958951115608215,0.22156570851802826,1.0000001192092896,0.44245919585227966,0.2733234167098999,0.19468264281749725,0.31091248989105225
although,0.24844598770141602,0.1648869812488556,0.29252153635025024,0.3265823423862457,0.1279308795928955,0.2737376093864441,0.36230817437171936,0.4176313281059265,0.25460490584373474,0.1625431776046753,0.15541206300258636
taoism,0.2612035870552063,0.5638149380683899,0.15045782923698425,0.17354591190814972,0.3769095838069916,0.3649420440196991,0.20241640508174896,0.19971083104610443,0.1484900265932083,0.7021329998970032,0.2155728042125702
endured,0.2333250492811203,0.25590258836746216,0.35378554463386536,0.2892776429653168,0.15053239464759827,0.35794907808303833,0.16956540942192078,0.2625808119773865,0.29837286472320557,0.26552096009254456,0.2073272168636322
certain,0.4561643898487091,0.23378966748714447,0.3046872019767761,0.392071396112442,0.19556616246700287,0.3267034888267517,0.28759655356407166,0.4444960355758667,0.26176750659942627,0.22294598817825317,0.2516106069087982
persecutions,0.28928688168525696,0.420937180519104,0.30365750193595886,0.2511250078678131,0.13604210317134857,0.34419798851013184,0.2900448143482208,0.27761855721473694,0.2398175299167633,0.33038827776908875,0.17855273187160492
in,0.30808621644973755,0.2462482750415802,0.2593238651752472,0.6662389636039734,0.14850552380084991,0.2096550017595291,0.5201468467712402,0.45010748505592346,0.17618270218372345,0.21896225214004517,0.20430970191955566
favor,0.28772833943367004,0.27689626812934875,0.2881953716278076,0.24460799992084503,0.1994202435016632,0.3394871950149536,0.2809197008609772,0.28869640827178955,0.3603019714355469,0.16738572716712952,0.17767609655857086
of,0.33290785551071167,0.30360451340675354,0.2513895630836487,0.733189046382904,0.22696353495121002,0.22210736572742462,0.4946078956127167,0.41548454761505127,0.2307697981595993,0.279470831155777,0.1826142966747284
buddhism,0.22882838547229767,0.5844928026199341,0.10964566469192505,0.21217995882034302,0.3001965880393982,0.3477054834365845,0.19468264281749725,0.24327269196510315,0.15767256915569305,0.9999998807907104,0.18768428266048431
from,0.2737620174884796,0.16161130368709564,0.20248863101005554,0.40150508284568787,0.09845740348100662,0.13957752287387848,0.39760664105415344,0.4069952368736267,0.17207206785678864,0.12969252467155457,0.19969791173934937
the,0.42745697498321533,0.2757669985294342,0.34736719727516174,1.0,0.2548272907733917,0.24813933670520782,0.4933079481124878,0.535392165184021,0.22984638810157776,0.21217995882034302,0.22068053483963013
yuan,0.13503028452396393,0.14205212891101837,0.1467057168483734,0.2548272907733917,1.0,0.1359206736087799,0.20958951115608215,0.1499021351337433,0.09593132138252258,0.3001965880393982,0.12871281802654266
government,0.28074538707733154,0.3851315975189209,0.2792121469974518,0.31798112392425537,0.3044860064983368,0.23618771135807037,0.27344048023223877,0.28343796730041504,0.24983343482017517,0.26109421253204346,0.18851417303085327
.,0.3567904531955719,0.28897368907928467,0.35288307070732117,0.5934505462646484,0.17233723402023315,0.20214354991912842,0.6812511086463928,0.4645031690597534,0.2751289904117584,0.19290539622306824,0.4130953550338745
