,who,created,the,2005,theme,for,doctor,who,?
for,0.37110671401023865,0.25684574246406555,0.4739971458911896,0.04140647128224373,0.23964181542396545,0.9999999403953552,0.1556548923254013,0.37110671401023865,0.264628142118454
the,0.3733934462070465,0.3539263904094696,1.0,0.037273142486810684,0.2470158040523529,0.4739971458911896,0.2820442318916321,0.3733934462070465,0.22068053483963013
return,0.14819499850273132,0.0734916552901268,0.2543797492980957,0.03578948602080345,0.1004454493522644,0.23464316129684448,0.18143901228904724,0.14819499850273132,0.14655634760856628
of,0.2827862501144409,0.32043445110321045,0.733189046382904,0.017815761268138885,0.17537155747413635,0.4185989499092102,0.16895952820777893,0.2827862501144409,0.1826142966747284
the,0.3733934462070465,0.3539263904094696,1.0,0.037273142486810684,0.2470158040523529,0.4739971458911896,0.2820442318916321,0.3733934462070465,0.22068053483963013
series,0.21484537422657013,0.25338736176490784,0.31376904249191284,0.04714697599411011,0.3285406529903412,0.2715710699558258,0.2712797522544861,0.21484537422657013,0.1709602326154709
in,0.2792111933231354,0.2843434810638428,0.6662389636039734,0.009931974112987518,0.21164380013942719,0.4322226941585541,0.25567495822906494,0.2792111933231354,0.20430970191955566
2005,0.18423187732696533,0.043089039623737335,0.037273142486810684,1.0,0.06360690295696259,0.04140647128224373,0.07635467499494553,0.18423187732696533,0.10709824413061142
",",0.3365725874900818,0.2755771577358246,0.4933079481124878,0.11050146818161011,0.21865783631801605,0.4464869201183319,0.20407600700855255,0.3365725874900818,0.31091248989105225
murray,0.2095356583595276,0.06689216941595078,0.23582130670547485,0.003775515127927065,0.1072499230504036,0.22748664021492004,0.24796070158481598,0.2095356583595276,0.17931228876113892
gold,0.11612684279680252,0.0803830549120903,0.27136439085006714,0.012679794803261757,0.1178743913769722,0.2409525066614151,0.14219869673252106,0.11612684279680252,0.11542754620313644
