,on,what,game,console,was,the,cbs,sports,app,available,?
cbs,0.25146469473838806,0.1950361132621765,0.3367152214050293,0.3453459143638611,0.26256829500198364,0.2283918708562851,1.0,0.2991391718387604,0.21845018863677979,0.21355749666690826,0.14594407379627228
provided,0.24629086256027222,0.2206064909696579,0.16750991344451904,0.1921893060207367,0.2404836267232895,0.304488867521286,0.14336982369422913,0.20946693420410156,0.24270333349704742,0.4342406690120697,0.16893617808818817
digital,0.2216719537973404,0.1757969856262207,0.24347911775112152,0.346897691488266,0.14947694540023804,0.18361380696296692,0.24499118328094482,0.14077484607696533,0.28904369473457336,0.3302791118621826,0.12982943654060364
streams,0.2370377779006958,0.12328469753265381,0.19654138386249542,0.19447122514247894,0.10391582548618317,0.260405570268631,0.15178711712360382,0.21544215083122253,0.245815247297287,0.2585521936416626,0.1508319228887558
of,0.3966929316520691,0.33290785551071167,0.2298848181962967,0.16883648931980133,0.4069072902202606,0.733189046382904,0.16151919960975647,0.24392472207546234,0.14500018954277039,0.2416580766439438,0.1826142966747284
the,0.5107308030128479,0.42745697498321533,0.285271555185318,0.23107685148715973,0.48711544275283813,1.0,0.2283918708562851,0.20313861966133118,0.20327165722846985,0.26723232865333557,0.22068053483963013
game,0.22967135906219482,0.2246788740158081,0.9999998807907104,0.662026047706604,0.2568269371986389,0.285271555185318,0.3367152214050293,0.2906801104545593,0.3152838349342346,0.20451468229293823,0.1829071193933487
via,0.29968157410621643,0.16736915707588196,0.11397305876016617,0.19704537093639374,0.1762484461069107,0.23979412019252777,0.08311855792999268,0.14176079630851746,0.23550312221050262,0.3058260977268219,0.19443516433238983
cbssports.com,0.20769809186458588,0.23111073672771454,0.3767992854118347,0.32854557037353516,0.26654860377311707,0.23132777214050293,0.5466516017913818,0.6932064890861511,0.2500198483467102,0.2925003468990326,0.24396127462387085
",",0.49057599902153015,0.3087472915649414,0.2653886377811432,0.22368460893630981,0.45456063747406006,0.4933079481124878,0.18569420278072357,0.2693314254283905,0.2026575654745102,0.2614012062549591,0.31091248989105225
and,0.4077630043029785,0.31309178471565247,0.25192898511886597,0.20229363441467285,0.3740963041782379,0.5171257257461548,0.2054297775030136,0.2629663348197937,0.16792462766170502,0.24201975762844086,0.20544172823429108
the,0.5107308030128479,0.42745697498321533,0.285271555185318,0.23107685148715973,0.48711544275283813,1.0,0.2283918708562851,0.20313861966133118,0.20327165722846985,0.26723232865333557,0.22068053483963013
cbs,0.25146469473838806,0.1950361132621765,0.3367152214050293,0.3453459143638611,0.26256829500198364,0.2283918708562851,1.0,0.2991391718387604,0.21845018863677979,0.21355749666690826,0.14594407379627228
sports,0.16391423344612122,0.13245077431201935,0.2906801104545593,0.21857571601867676,0.19941140711307526,0.20313861966133118,0.2991391718387604,0.9999999403953552,0.12081462144851685,0.2095705270767212,0.04557104781270027
apps,0.19375614821910858,0.1478865146636963,0.32520419359207153,0.3190036118030548,0.1067918986082077,0.17520254850387573,0.15470454096794128,0.1593826711177826,0.6577057242393494,0.317290723323822,0.21651507914066315
on,0.9999999403953552,0.34226128458976746,0.22967135906219482,0.24992279708385468,0.3909217119216919,0.5107308030128479,0.25146469473838806,0.16391423344612122,0.2234780639410019,0.3133032023906708,0.2714994251728058
tablets,0.17726244032382965,0.2014158070087433,0.20142534375190735,0.30519402027130127,0.1528983861207962,0.21735721826553345,0.17008636891841888,0.0698060616850853,0.27525562047958374,0.2926001250743866,0.15633375942707062
",",0.49057599902153015,0.3087472915649414,0.2653886377811432,0.22368460893630981,0.45456063747406006,0.4933079481124878,0.18569420278072357,0.2693314254283905,0.2026575654745102,0.2614012062549591,0.31091248989105225
windows,0.2120492309331894,0.18406382203102112,0.30645549297332764,0.480354905128479,0.19288912415504456,0.23561708629131317,0.22388212382793427,0.16758111119270325,0.35516273975372314,0.33854109048843384,0.17412035167217255
10,0.12170017510652542,0.11840458959341049,0.01925787515938282,-0.002813418162986636,0.16597506403923035,0.2880653440952301,-0.004114397801458836,0.03509889543056488,-0.014475492760539055,0.008295200765132904,0.022911956533789635
",",0.49057599902153015,0.3087472915649414,0.2653886377811432,0.22368460893630981,0.45456063747406006,0.4933079481124878,0.18569420278072357,0.2693314254283905,0.2026575654745102,0.2614012062549591,0.31091248989105225
xbox,0.24167141318321228,0.21293765306472778,0.5824945569038391,0.7167112231254578,0.16398195922374725,0.20042617619037628,0.3043312430381775,0.22044217586517334,0.42081311345100403,0.3710089921951294,0.24734219908714294
one,0.3601475656032562,0.376489520072937,0.2554377615451813,0.227854385972023,0.3752199709415436,0.5514441132545471,0.13364626467227936,0.16929762065410614,0.23194114863872528,0.251289427280426,0.2673267424106598
and,0.4077630043029785,0.31309178471565247,0.25192898511886597,0.20229363441467285,0.3740963041782379,0.5171257257461548,0.2054297775030136,0.2629663348197937,0.16792462766170502,0.24201975762844086,0.20544172823429108
other,0.3410046398639679,0.341873437166214,0.2202579826116562,0.1909990906715393,0.14651623368263245,0.44152235984802246,0.1471167653799057,0.20540708303451538,0.22634465992450714,0.3339622914791107,0.24682199954986572
digital,0.2216719537973404,0.1757969856262207,0.24347911775112152,0.346897691488266,0.14947694540023804,0.18361380696296692,0.24499118328094482,0.14077484607696533,0.28904369473457336,0.3302791118621826,0.12982943654060364
media,0.19591841101646423,0.18292108178138733,0.24786706268787384,0.28459078073501587,0.17841780185699463,0.19221965968608856,0.30053117871284485,0.2744218111038208,0.26395201683044434,0.27075183391571045,0.1571006178855896
players,0.2058166116476059,0.21080905199050903,0.4889407455921173,0.26552578806877136,0.15925255417823792,0.2647981345653534,0.215696319937706,0.2688162624835968,0.1887049823999405,0.1662740558385849,0.15925642848014832
(,0.28656116127967834,0.2411840260028839,0.19185201823711395,0.20351919531822205,0.2980341613292694,0.33289089798927307,0.19355924427509308,0.15170113742351532,0.19713155925273895,0.14093250036239624,0.40561532974243164
such,0.3181164264678955,0.23989605903625488,0.15407271683216095,0.15980608761310577,0.12487147748470306,0.3575236201286316,0.13960908353328705,0.17128023505210876,0.1492110639810562,0.3028108477592468,0.17851735651493073
as,0.36047765612602234,0.31749409437179565,0.18194591999053955,0.17490695416927338,0.3677520453929901,0.48381632566452026,0.21606822311878204,0.1638442724943161,0.15527567267417908,0.23867487907409668,0.27043893933296204
chromecast,0.2692326009273529,0.2735980749130249,0.29836538434028625,0.429851770401001,0.26836392283439636,0.2610761523246765,0.3412242829799652,0.1384628564119339,0.37132400274276733,0.3221578299999237,0.27047401666641235
and,0.4077630043029785,0.31309178471565247,0.25192898511886597,0.20229363441467285,0.3740963041782379,0.5171257257461548,0.2054297775030136,0.2629663348197937,0.16792462766170502,0.24201975762844086,0.20544172823429108
roku,0.193638414144516,0.1734328269958496,0.2534613013267517,0.29359984397888184,0.19198870658874512,0.2534857392311096,0.17769664525985718,0.0677114948630333,0.20117200911045074,0.0864478200674057,0.15246115624904633
),0.29937487840652466,0.26259949803352356,0.19853033125400543,0.23267638683319092,0.3267642855644226,0.3456730246543884,0.1881893426179886,0.17142437398433685,0.2047530710697174,0.17109692096710205,0.42300865054130554
.,0.49257001280784607,0.3567904531955719,0.2581658959388733,0.27279433608055115,0.40146201848983765,0.5934505462646484,0.2350580096244812,0.25474128127098083,0.23099741339683533,0.3383464217185974,0.4130953550338745
