,what,remained,an,important,issue,in,scottish,national,identity,for,many,years,?
for,0.3017193675041199,0.17849485576152802,0.3236706852912903,0.3458578288555145,0.2011367380619049,0.4322226941585541,0.15676887333393097,0.36267757415771484,0.19687332212924957,0.9999999403953552,0.40972793102264404,0.2878222167491913,0.264628142118454
the,0.42745697498321533,0.3492392301559448,0.4207492768764496,0.39348116517066956,0.22164808213710785,0.6662389636039734,0.21724988520145416,0.32739606499671936,0.22824928164482117,0.4739971458911896,0.4335206151008606,0.2912273406982422,0.22068053483963013
next,0.25980645418167114,0.28991615772247314,0.15683439373970032,0.1890813112258911,0.18610459566116333,0.29307645559310913,0.09983008354902267,0.1558636873960495,0.11410878598690033,0.24420638382434845,0.17440924048423767,0.23875528573989868,0.167460098862648
three,0.24888746440410614,0.2785814702510834,0.1749064028263092,0.21339088678359985,0.15332679450511932,0.34828072786331177,0.1505059152841568,0.2245597392320633,0.13294263184070587,0.3032672107219696,0.4501400589942932,0.32563796639442444,0.20928427577018738
hundred,0.16879357397556305,0.22974824905395508,0.10603086650371552,0.23283670842647552,0.15818803012371063,0.2835391163825989,0.14219501614570618,0.17541146278381348,0.08218247443437576,0.2813427150249481,0.4232117235660553,0.5152035355567932,0.17378053069114685
years,0.1981470286846161,0.34566229581832886,0.17872706055641174,0.17757871747016907,0.11732695996761322,0.33554986119270325,0.1961713433265686,0.2294139713048935,0.08926305174827576,0.2878222167491913,0.2731519937515259,1.0,0.1914375126361847
",",0.3087472915649414,0.23734888434410095,0.3581022024154663,0.3452564477920532,0.22797159850597382,0.5201468467712402,0.21369139850139618,0.23933029174804688,0.20418424904346466,0.4464869201183319,0.40610817074775696,0.2589467465877533,0.31091248989105225
scotland,0.16722074151039124,0.18102416396141052,0.1234734058380127,0.07854913920164108,0.17133422195911407,0.24716059863567352,0.667405903339386,0.251960813999176,0.19375474750995636,0.2155212014913559,0.13961808383464813,0.1745058000087738,0.09160218387842178
was,0.22111038863658905,0.49345076084136963,0.3694365322589874,0.24924467504024506,0.22246617078781128,0.45514053106307983,0.20229777693748474,0.2433898150920868,0.16594535112380981,0.3863949179649353,0.260356068611145,0.35855233669281006,0.18412111699581146
directly,0.3618607521057129,0.11826137453317642,0.21385347843170166,0.254652738571167,0.2144618183374405,0.25104159116744995,0.11915932595729828,0.2001585215330124,0.17708802223205566,0.28193199634552,0.32856667041778564,0.11518599838018417,0.2187996357679367
governed,0.2713276147842407,0.3615409731864929,0.1724006086587906,0.29153260588645935,0.21772554516792297,0.2822141647338867,0.13688375055789948,0.24739770591259003,0.21332433819770813,0.14607784152030945,0.21119412779808044,0.21532198786735535,0.12964454293251038
by,0.2455483376979828,0.16297771036624908,0.2719563841819763,0.1897295117378235,0.17309652268886566,0.370934396982193,0.1562303602695465,0.19307640194892883,0.20579794049263,0.3248702883720398,0.3409687578678131,0.19883383810520172,0.17966607213020325
the,0.42745697498321533,0.3492392301559448,0.4207492768764496,0.39348116517066956,0.22164808213710785,0.6662389636039734,0.21724988520145416,0.32739606499671936,0.22824928164482117,0.4739971458911896,0.4335206151008606,0.2912273406982422,0.22068053483963013
parliament,0.21650300920009613,0.18747463822364807,0.18050292134284973,0.16043639183044434,0.1583174467086792,0.2323146015405655,0.3418616056442261,0.264275461435318,0.14790745079517365,0.23382046818733215,0.15748974680900574,0.16476571559906006,0.1586504578590393
of,0.33290785551071167,0.35287612676620483,0.32280945777893066,0.43301743268966675,0.2598971724510193,0.5696388483047485,0.1698460429906845,0.3314673602581024,0.14822673797607422,0.4185989499092102,0.37253960967063904,0.2904134690761566,0.1826142966747284
great,0.2562883198261261,0.11663410067558289,0.13215811550617218,0.259194940328598,0.12809529900550842,0.23348836600780487,0.14582359790802002,0.17188800871372223,0.08112645149230957,0.19302397966384888,0.30145081877708435,0.1807750016450882,0.13135133683681488
britain,0.24206450581550598,0.2277759313583374,0.15375836193561554,0.1934874951839447,0.16327857971191406,0.26246872544288635,0.30309543013572693,0.22680605947971344,0.14813262224197388,0.22167551517486572,0.31913602352142334,0.2247718721628189,0.1268460750579834
and,0.31309178471565247,0.2777479588985443,0.2838519215583801,0.37549954652786255,0.19899961352348328,0.4954058527946472,0.2972351908683777,0.2608908712863922,0.24922586977481842,0.5064792633056641,0.5296266674995422,0.300204873085022,0.20544172823429108
the,0.42745697498321533,0.3492392301559448,0.4207492768764496,0.39348116517066956,0.22164808213710785,0.6662389636039734,0.21724988520145416,0.32739606499671936,0.22824928164482117,0.4739971458911896,0.4335206151008606,0.2912273406982422,0.22068053483963013
subsequent,0.20167095959186554,0.1440144181251526,0.23049500584602356,0.1695503294467926,0.17944233119487762,0.1837678998708725,0.06269616633653641,0.1862209439277649,0.1436198651790619,0.21050673723220825,0.1944819688796997,0.15608307719230652,0.13111010193824768
parliament,0.21650300920009613,0.18747463822364807,0.18050292134284973,0.16043639183044434,0.1583174467086792,0.2323146015405655,0.3418616056442261,0.264275461435318,0.14790745079517365,0.23382046818733215,0.15748974680900574,0.16476571559906006,0.1586504578590393
of,0.33290785551071167,0.35287612676620483,0.32280945777893066,0.43301743268966675,0.2598971724510193,0.5696388483047485,0.1698460429906845,0.3314673602581024,0.14822673797607422,0.4185989499092102,0.37253960967063904,0.2904134690761566,0.1826142966747284
the,0.42745697498321533,0.3492392301559448,0.4207492768764496,0.39348116517066956,0.22164808213710785,0.6662389636039734,0.21724988520145416,0.32739606499671936,0.22824928164482117,0.4739971458911896,0.4335206151008606,0.2912273406982422,0.22068053483963013
united,0.20036718249320984,0.1862908899784088,0.15972375869750977,0.19289147853851318,0.12176612764596939,0.3938477039337158,0.23761798441410065,0.3354439437389374,0.12955239415168762,0.30487096309661865,0.2670816481113434,0.2736840844154358,0.17266890406608582
kingdom,0.17826133966445923,0.21292491257190704,0.11522190272808075,0.20210781693458557,0.1100391298532486,0.28265801072120667,0.22036601603031158,0.21530961990356445,0.19997207820415497,0.19669248163700104,0.22696435451507568,0.2154371440410614,0.12927088141441345
",",0.3087472915649414,0.23734888434410095,0.3581022024154663,0.3452564477920532,0.22797159850597382,0.5201468467712402,0.21369139850139618,0.23933029174804688,0.20418424904346466,0.4464869201183319,0.40610817074775696,0.2589467465877533,0.31091248989105225
both,0.3361809551715851,0.3094474673271179,0.24217435717582703,0.23942603170871735,0.17119888961315155,0.3960166871547699,0.2291218638420105,0.17430591583251953,0.25462353229522705,0.3887220323085785,0.5466644167900085,0.1755153387784958,0.19455738365650177
seated,0.11155595630407333,0.30519986152648926,0.1491018682718277,0.1092960312962532,0.1481425166130066,0.20109882950782776,0.25109511613845825,0.19397342205047607,0.10112647712230682,0.19395413994789124,0.13312974572181702,0.15982316434383392,0.10718538612127304
at,0.2838611304759979,0.23606275022029877,0.2446778565645218,0.22091448307037354,0.2206503450870514,0.4374977946281433,0.14378440380096436,0.25194111466407776,0.09915036708116531,0.34237727522850037,0.2716965675354004,0.2851444482803345,0.21978627145290375
westminster,0.16906876862049103,0.2479402720928192,0.15756912529468536,0.15797780454158783,0.12256534397602081,0.25682979822158813,0.3040563762187958,0.20569777488708496,0.12008049339056015,0.20934003591537476,0.19106516242027283,0.26864829659461975,0.1651161164045334
",",0.3087472915649414,0.23734888434410095,0.3581022024154663,0.3452564477920532,0.22797159850597382,0.5201468467712402,0.21369139850139618,0.23933029174804688,0.20418424904346466,0.4464869201183319,0.40610817074775696,0.2589467465877533,0.31091248989105225
and,0.31309178471565247,0.2777479588985443,0.2838519215583801,0.37549954652786255,0.19899961352348328,0.4954058527946472,0.2972351908683777,0.2608908712863922,0.24922586977481842,0.5064792633056641,0.5296266674995422,0.300204873085022,0.20544172823429108
the,0.42745697498321533,0.3492392301559448,0.4207492768764496,0.39348116517066956,0.22164808213710785,0.6662389636039734,0.21724988520145416,0.32739606499671936,0.22824928164482117,0.4739971458911896,0.4335206151008606,0.2912273406982422,0.22068053483963013
lack,0.28247135877609253,0.21250084042549133,0.1959664523601532,0.27443739771842957,0.31277596950531006,0.18643079698085785,0.16318100690841675,0.15609030425548553,0.19517846405506134,0.3265889286994934,0.35315069556236267,0.0960041955113411,0.16953514516353607
of,0.33290785551071167,0.35287612676620483,0.32280945777893066,0.43301743268966675,0.2598971724510193,0.5696388483047485,0.1698460429906845,0.3314673602581024,0.14822673797607422,0.4185989499092102,0.37253960967063904,0.2904134690761566,0.1826142966747284
a,0.3320399522781372,0.23739774525165558,0.44552403688430786,0.2963852882385254,0.24249422550201416,0.539380669593811,0.18544672429561615,0.27889734506607056,0.2551039159297943,0.44038116931915283,0.2872205972671509,0.23773819208145142,0.23916715383529663
parliament,0.21650300920009613,0.18747463822364807,0.18050292134284973,0.16043639183044434,0.1583174467086792,0.2323146015405655,0.3418616056442261,0.264275461435318,0.14790745079517365,0.23382046818733215,0.15748974680900574,0.16476571559906006,0.1586504578590393
of,0.33290785551071167,0.35287612676620483,0.32280945777893066,0.43301743268966675,0.2598971724510193,0.5696388483047485,0.1698460429906845,0.3314673602581024,0.14822673797607422,0.4185989499092102,0.37253960967063904,0.2904134690761566,0.1826142966747284
scotland,0.16722074151039124,0.18102416396141052,0.1234734058380127,0.07854913920164108,0.17133422195911407,0.24716059863567352,0.667405903339386,0.251960813999176,0.19375474750995636,0.2155212014913559,0.13961808383464813,0.1745058000087738,0.09160218387842178
remained,0.1733817607164383,0.9999999403953552,0.13546134531497955,0.18531574308872223,0.1309456080198288,0.30947351455688477,0.1640060991048813,0.2056712508201599,0.19228991866111755,0.17849485576152802,0.20911553502082825,0.34566229581832886,0.08263323456048965
an,0.2821882665157318,0.13546134531497955,1.0,0.2662794589996338,0.11452959477901459,0.2605783939361572,0.16270451247692108,0.1631900668144226,0.20561933517456055,0.3236706852912903,0.2465583086013794,0.17872706055641174,0.19793890416622162
important,0.31164905428886414,0.18531574308872223,0.2662794589996338,1.0000001192092896,0.17215368151664734,0.3796374499797821,0.08973181992769241,0.2241090089082718,0.1983451545238495,0.3458578288555145,0.4643375277519226,0.17757871747016907,0.17812499403953552
