,how,long,has,the,rhine,coastline,been,in,the,same,location,?
rates,0.28929662704467773,0.15105769038200378,0.22595056891441345,0.25867342948913574,0.16531243920326233,0.15214675664901733,0.1959412544965744,0.26258307695388794,0.25867342948913574,0.22902096807956696,0.12209087610244751,0.13808594644069672
of,0.2480744868516922,0.2567519545555115,0.3909035325050354,0.733189046382904,0.2548927664756775,0.27101853489875793,0.31685134768486023,0.5696388483047485,0.733189046382904,0.3808329105377197,0.28702232241630554,0.1826142966747284
sea-level,0.22670137882232666,0.19734348356723785,0.25901085138320923,0.30006691813468933,0.22782282531261444,0.3863133490085602,0.15580332279205322,0.27578437328338623,0.30006691813468933,0.16952940821647644,0.26986438035964966,0.2430570423603058
rise,0.2018410563468933,0.11071185767650604,0.14672429859638214,0.3404741883277893,0.14898693561553955,0.18010912835597992,0.1792370080947876,0.1934409737586975,0.3404741883277893,0.1434791088104248,-0.005208839662373066,0.10799103230237961
had,0.2549138069152832,0.2967683970928192,0.5787927508354187,0.3875846862792969,0.17234164476394653,0.17464329302310944,0.6048885583877563,0.385026752948761,0.3875846862792969,0.2788434326648712,0.11796372383832932,0.20728366076946259
dropped,0.16252435743808746,0.15438124537467957,0.21052196621894836,0.2875209450721741,0.16188417375087738,0.1631341129541397,0.20613424479961395,0.22307343780994415,0.2875209450721741,0.2592218220233917,0.15306639671325684,0.1272711455821991
so,0.6081400513648987,0.2937820851802826,0.3539050221443176,0.4296516180038452,0.1913330852985382,0.16868308186531067,0.3673442304134369,0.31275880336761475,0.4296516180038452,0.38325706124305725,0.1667233407497406,0.43163934350013733
far,0.3041025996208191,0.3508627712726593,0.32043179869651794,0.38564538955688477,0.24846766889095306,0.2720603942871094,0.3423506021499634,0.2599720060825348,0.38564538955688477,0.2371721863746643,0.21942484378814697,0.2170870453119278
",",0.22659391164779663,0.3431144952774048,0.3734780251979828,0.4933079481124878,0.167837992310524,0.2458547204732895,0.34873589873313904,0.5201468467712402,0.4933079481124878,0.3207721710205078,0.25077858567237854,0.31091248989105225
that,0.557814359664917,0.34424030780792236,0.41272613406181335,0.5473989248275757,0.16362759470939636,0.24752473831176758,0.4152003228664398,0.435920387506485,0.5473989248275757,0.47339269518852234,0.1944330334663391,0.32716336846351624
natural,0.16170236468315125,0.21526114642620087,0.17507778108119965,0.2291368842124939,0.10907647758722305,0.24659839272499084,0.1846867799758911,0.32136213779449463,0.2291368842124939,0.21890249848365784,0.1787654608488083,0.16155436635017395
sedimentation,0.24980652332305908,0.20942319929599762,0.17507442831993103,0.2617757022380829,0.17811830341815948,0.31270402669906616,0.24841508269309998,0.19757536053657532,0.2617757022380829,0.24339301884174347,0.21476136147975922,0.17398139834403992
by,0.34370526671409607,0.17269869148731232,0.3254803419113159,0.4408751428127289,0.18456800282001495,0.1613023728132248,0.39107078313827515,0.370934396982193,0.4408751428127289,0.2768566608428955,0.2652251422405243,0.17966607213020325
the,0.33890387415885925,0.3075225353240967,0.4177538752555847,1.0,0.30735138058662415,0.2835710942745209,0.3563927710056305,0.6662389636039734,1.0,0.4583131968975067,0.351087361574173,0.22068053483963013
rhine,0.09285783767700195,0.1596824824810028,0.12709470093250275,0.30735138058662415,1.0,0.23006488382816315,0.17140072584152222,0.24648422002792358,0.30735138058662415,0.2040260136127472,0.16971351206302643,0.13754533231258392
and,0.33647966384887695,0.3395216166973114,0.43716782331466675,0.5171257257461548,0.22029656171798706,0.28564026951789856,0.3424558639526367,0.4954058527946472,0.5171257257461548,0.3205644488334656,0.21502819657325745,0.20544172823429108
coastal,0.12642864882946014,0.1916949599981308,0.19329409301280975,0.2718130946159363,0.15396280586719513,0.6791897416114807,0.19406041502952576,0.2924878001213074,0.2718130946159363,0.11834308505058289,0.22879891097545624,0.13777320086956024
processes,0.4216870367527008,0.19041915237903595,0.21523165702819824,0.24400095641613007,0.13259100914001465,0.15925335884094238,0.32165637612342834,0.216048464179039,0.24400095641613007,0.2175387144088745,0.11203902214765549,0.22719913721084595
together,0.2156706154346466,0.1828855723142624,0.2361842393875122,0.26662585139274597,0.17053095996379852,0.08081163465976715,0.18176774680614471,0.3252169191837311,0.26662585139274597,0.40087610483169556,0.0737728402018547,0.1690303236246109
",",0.22659391164779663,0.3431144952774048,0.3734780251979828,0.4933079481124878,0.167837992310524,0.2458547204732895,0.34873589873313904,0.5201468467712402,0.4933079481124878,0.3207721710205078,0.25077858567237854,0.31091248989105225
could,0.47830453515052795,0.23749995231628418,0.30405887961387634,0.35393214225769043,0.1763576716184616,0.1681945025920868,0.3406406342983246,0.29357993602752686,0.35393214225769043,0.27003270387649536,0.14473918080329895,0.3411986827850342
compensate,0.3050180971622467,0.18445850908756256,0.12566713988780975,0.2269025444984436,0.15196874737739563,0.250496506690979,0.22900499403476715,0.14788931608200073,0.2269025444984436,0.28711795806884766,0.08994245529174805,0.20590907335281372
the,0.33890387415885925,0.3075225353240967,0.4177538752555847,1.0,0.30735138058662415,0.2835710942745209,0.3563927710056305,0.6662389636039734,1.0,0.4583131968975067,0.351087361574173,0.22068053483963013
transgression,0.3408651053905487,0.2010875642299652,0.11692886054515839,0.27999699115753174,0.10412928462028503,0.18092884123325348,0.22304698824882507,0.1931760311126709,0.27999699115753174,0.24534325301647186,0.07222152501344681,0.2579537034034729
by,0.34370526671409607,0.17269869148731232,0.3254803419113159,0.4408751428127289,0.18456800282001495,0.1613023728132248,0.39107078313827515,0.370934396982193,0.4408751428127289,0.2768566608428955,0.2652251422405243,0.17966607213020325
the,0.33890387415885925,0.3075225353240967,0.4177538752555847,1.0,0.30735138058662415,0.2835710942745209,0.3563927710056305,0.6662389636039734,1.0,0.4583131968975067,0.351087361574173,0.22068053483963013
sea,0.16549281775951385,0.22635388374328613,0.15683573484420776,0.30363768339157104,0.17523105442523956,0.5255754590034485,0.1618814766407013,0.2302369773387909,0.30363768339157104,0.12012212723493576,0.1643444299697876,0.15551945567131042
;,0.07230665534734726,0.08035528659820557,0.05589579790830612,0.09152708947658539,0.029798196628689766,0.0869106650352478,0.09567742794752121,0.092739537358284,0.09152708947658539,0.04599819332361221,0.08402296900749207,0.10349778085947037
in,0.2601168751716614,0.2759332060813904,0.4173259735107422,0.6662389636039734,0.24648422002792358,0.24820572137832642,0.3515113592147827,1.0,0.6662389636039734,0.3692481815814972,0.3397608697414398,0.20430970191955566
the,0.33890387415885925,0.3075225353240967,0.4177538752555847,1.0,0.30735138058662415,0.2835710942745209,0.3563927710056305,0.6662389636039734,1.0,0.4583131968975067,0.351087361574173,0.22068053483963013
last,0.24577783048152924,0.25578317046165466,0.21276867389678955,0.3698786795139313,0.13734391331672668,0.12145975977182388,0.27087530493736267,0.30714505910873413,0.3698786795139313,0.27277278900146484,0.15054412186145782,0.22371746599674225
7000,-0.030359789729118347,-0.009542216546833515,0.051926709711551666,0.08879082649946213,0.08818124979734421,-0.17281313240528107,-0.004843689501285553,0.1461540013551712,0.08879082649946213,0.07008185982704163,-0.0012108813971281052,-0.009344617836177349
years,0.21949264407157898,0.34739476442337036,0.25622743368148804,0.2912273406982422,0.18521612882614136,0.13511556386947632,0.36026424169540405,0.33554986119270325,0.2912273406982422,0.21465080976486206,0.12534326314926147,0.1914375126361847
",",0.22659391164779663,0.3431144952774048,0.3734780251979828,0.4933079481124878,0.167837992310524,0.2458547204732895,0.34873589873313904,0.5201468467712402,0.4933079481124878,0.3207721710205078,0.25077858567237854,0.31091248989105225
the,0.33890387415885925,0.3075225353240967,0.4177538752555847,1.0,0.30735138058662415,0.2835710942745209,0.3563927710056305,0.6662389636039734,1.0,0.4583131968975067,0.351087361574173,0.22068053483963013
coast,0.19866614043712616,0.2045034021139145,0.19459828734397888,0.28366661071777344,0.216410830616951,0.7160298228263855,0.18086054921150208,0.2620964050292969,0.28366661071777344,0.13572430610656738,0.2551437318325043,0.15869849920272827
line,0.15736231207847595,0.19871768355369568,0.14284899830818176,0.29789501428604126,0.18421846628189087,0.2834644019603729,0.1479984074831009,0.2258777767419815,0.29789501428604126,0.20107662677764893,0.17950180172920227,0.16271452605724335
was,0.16678167879581451,0.1968146562576294,0.40313825011253357,0.48711544275283813,0.18681856989860535,0.16958732903003693,0.518218457698822,0.45514053106307983,0.48711544275283813,0.27172183990478516,0.1839360147714615,0.18412111699581146
roughly,0.24497489631175995,0.2809029817581177,0.27250850200653076,0.3095499873161316,0.2342734932899475,0.24669669568538666,0.27557575702667236,0.2718433141708374,0.3095499873161316,0.3520069420337677,0.17337793111801147,0.09299357235431671
at,0.2154216170310974,0.2525537312030792,0.2743658423423767,0.457212895154953,0.19469857215881348,0.1679442822933197,0.2504468560218811,0.4374977946281433,0.457212895154953,0.32705798745155334,0.25434181094169617,0.21978627145290375
the,0.33890387415885925,0.3075225353240967,0.4177538752555847,1.0,0.30735138058662415,0.2835710942745209,0.3563927710056305,0.6662389636039734,1.0,0.4583131968975067,0.351087361574173,0.22068053483963013
same,0.28913575410842896,0.28489890694618225,0.3106575906276703,0.4583131968975067,0.2040260136127472,0.10995853692293167,0.3122718632221222,0.3692481815814972,0.4583131968975067,1.0,0.23223626613616943,0.22649677097797394
location,0.15129302442073822,0.14375412464141846,0.19703881442546844,0.351087361574173,0.16971351206302643,0.3327007293701172,0.14994800090789795,0.3397608697414398,0.351087361574173,0.23223626613616943,1.0000001192092896,0.15759775042533875
.,0.3287222981452942,0.3247973620891571,0.4105546176433563,0.5934505462646484,0.2089352011680603,0.26719167828559875,0.33645182847976685,0.5591574311256409,0.5934505462646484,0.3682591915130615,0.27818506956100464,0.4130953550338745
