,when,was,the,skylab,launched,?
dubbed,0.15444974601268768,0.3000064492225647,0.2979377508163452,0.19927963614463806,0.2591782808303833,0.14647041261196136
skylab,0.26282525062561035,0.304561972618103,0.33710870146751404,0.9999998807907104,0.4335838258266449,0.23833967745304108
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29952821135520935,0.222664475440979,0.31091248989105225
it,0.4775012135505676,0.4577186405658722,0.6251175999641418,0.2710142433643341,0.20130407810211182,0.25732165575027466
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.304561972618103,0.28489428758621216,0.18412111699581146
constructed,0.19367054104804993,0.2546897530555725,0.29105475544929504,0.2907310128211975,0.26282352209091187,0.12459525465965271
complete,0.1622815877199173,0.13758507370948792,0.277624249458313,0.23501715064048767,0.1578368842601776,0.11962060630321503
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.29204991459846497,0.3055371642112732,0.2714994251728058
the,0.5091903209686279,0.48711544275283813,1.0,0.33710870146751404,0.2547066807746887,0.22068053483963013
ground,0.2714887857437134,0.17532029747962952,0.25776049494743347,0.2452932447195053,0.23703214526176453,0.11401822417974472
rather,0.3541174829006195,0.23478160798549652,0.31983619928359985,0.19070515036582947,0.19832481443881989,0.3053998053073883
than,0.2883036434650421,0.1872616857290268,0.3227543234825134,0.24542738497257233,0.19730426371097565,0.24917294085025787
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.27669620513916016,0.18876992166042328,0.20430970191955566
space,0.17422115802764893,0.14677780866622925,0.24495907127857208,0.47681427001953125,0.3894712030887604,0.1885536164045334
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29952821135520935,0.222664475440979,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.27134448289871216,0.15431661903858185,0.20544172823429108
launched,0.20492124557495117,0.28489428758621216,0.2547066807746887,0.4335838258266449,1.0,0.1803835779428482
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.27669620513916016,0.18876992166042328,0.20430970191955566
1973,-0.26069384813308716,-0.1900326907634735,-0.22297891974449158,-0.2569577693939209,-0.19902265071868896,-0.07644321769475937
using,0.4100514352321625,0.18766598403453827,0.28364112973213196,0.25856202840805054,0.22967326641082764,0.2804589569568634
the,0.5091903209686279,0.48711544275283813,1.0,0.33710870146751404,0.2547066807746887,0.22068053483963013
two,0.3743424117565155,0.27166637778282166,0.43858039379119873,0.25433480739593506,0.19631856679916382,0.19645625352859497
lower,0.19194231927394867,0.1138346716761589,0.3463275134563446,0.16447852551937103,0.0756763145327568,0.08471795171499252
stages,0.18628403544425964,0.18915748596191406,0.29316213726997375,0.2420339286327362,0.16498476266860962,0.12672165036201477
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.23126329481601715,0.20039688050746918,0.1826142966747284
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.30519405007362366,0.20170536637306213,0.23916715383529663
saturn,0.17898230254650116,0.24932558834552765,0.24189656972885132,0.3515685796737671,0.318340003490448,0.1619711071252823
v.,-0.0611429400742054,0.00570128345862031,-0.028345759958028793,-0.06228939816355705,0.021147439256310463,0.13179227709770203
it,0.4775012135505676,0.4577186405658722,0.6251175999641418,0.2710142433643341,0.20130407810211182,0.25732165575027466
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.304561972618103,0.28489428758621216,0.18412111699581146
equipped,0.20682518184185028,0.21764908730983734,0.20846036076545715,0.3036229908466339,0.29391708970069885,0.1901935189962387
with,0.5075214505195618,0.27411898970603943,0.4223487675189972,0.2125244289636612,0.13754619657993317,0.2433311939239502
an,0.33026179671287537,0.3694365322589874,0.4207492768764496,0.2846873700618744,0.19057421386241913,0.19793890416622162
apollo,0.20691178739070892,0.2306441366672516,0.2169172167778015,0.5026432275772095,0.3553087115287781,0.191528782248497
telescope,0.17280489206314087,0.19778674840927124,0.16737188398838043,0.4357125461101532,0.32050031423568726,0.09989265352487564
mount,0.19127918779850006,0.20221182703971863,0.26066282391548157,0.3356778025627136,0.13121074438095093,0.10283114016056061
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29952821135520935,0.222664475440979,0.31091248989105225
the,0.5091903209686279,0.48711544275283813,1.0,0.33710870146751404,0.2547066807746887,0.22068053483963013
solar,0.20795200765132904,0.14261068403720856,0.2513602674007416,0.38112327456474304,0.24840529263019562,0.18617206811904907
telescope,0.17280489206314087,0.19778674840927124,0.16737188398838043,0.4357125461101532,0.32050031423568726,0.09989265352487564
that,0.5860282182693481,0.33670201897621155,0.5473989248275757,0.30542173981666565,0.20961794257164001,0.32716336846351624
would,0.4219970703125,0.41663143038749695,0.4133751392364502,0.28034377098083496,0.2403191328048706,0.37178951501846313
have,0.40555819869041443,0.2863433063030243,0.40389683842658997,0.23909451067447662,0.121570885181427,0.32991164922714233
been,0.3339833617210388,0.518218457698822,0.3563927710056305,0.22294478118419647,0.22270165383815765,0.24354910850524902
used,0.3272556662559509,0.23679393529891968,0.3718377649784088,0.16134604811668396,0.273776113986969,0.22430120408535004
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.29204991459846497,0.3055371642112732,0.2714994251728058
the,0.5091903209686279,0.48711544275283813,1.0,0.33710870146751404,0.2547066807746887,0.22068053483963013
apollo,0.20691178739070892,0.2306441366672516,0.2169172167778015,0.5026432275772095,0.3553087115287781,0.191528782248497
telescope,0.17280489206314087,0.19778674840927124,0.16737188398838043,0.4357125461101532,0.32050031423568726,0.09989265352487564
missions,0.19550535082817078,0.1960911750793457,0.26288601756095886,0.4605284631252289,0.3626222312450409,0.21422071754932404
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.3288629353046417,0.21241185069084167,0.4130953550338745
