,what,is,the,most,important,item,for,civil,disobedience,to,follow,through,?
the,0.42745697498321533,0.5823672413825989,1.0,0.47635307908058167,0.39348116517066956,0.24508722126483917,0.4739971458911896,0.2477465271949768,0.30963727831840515,0.535392165184021,0.3197029232978821,0.44071322679519653,0.22068053483963013
key,0.2270265817642212,0.23925143480300903,0.2260027974843979,0.2142830342054367,0.31722700595855713,0.229059636592865,0.23655444383621216,0.1405189037322998,0.15950605273246765,0.25827717781066895,0.1504509598016739,0.150447279214859,0.18782930076122284
point,0.3286605179309845,0.29601794481277466,0.3084787130355835,0.22401808202266693,0.2173694372177124,0.20470578968524933,0.22027306258678436,0.11416765302419662,0.11751648783683777,0.3403111398220062,0.19341199100017548,0.26363638043403625,0.19189560413360596
is,0.28837618231773376,1.0,0.5823672413825989,0.41165053844451904,0.350485235452652,0.2482070028781891,0.43268078565597534,0.16941262781620026,0.21453623473644257,0.42745086550712585,0.23358136415481567,0.27805060148239136,0.22961433231830597
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.4497850239276886,0.3865286409854889,0.3259255290031433,0.4137635827064514,0.16867391765117645,0.3551425039768219,0.5436353087425232,0.428226113319397,0.3152649402618408,0.32716336846351624
the,0.42745697498321533,0.5823672413825989,1.0,0.47635307908058167,0.39348116517066956,0.24508722126483917,0.4739971458911896,0.2477465271949768,0.30963727831840515,0.535392165184021,0.3197029232978821,0.44071322679519653,0.22068053483963013
spirit,0.21102753281593323,0.17636965215206146,0.24389684200286865,0.14265646040439606,0.1505151093006134,0.1354711949825287,0.21089161932468414,0.13622495532035828,0.3153187334537506,0.24216829240322113,0.23797151446342468,0.22125011682510376,0.18818747997283936
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.4178851246833801,0.43301743268966675,0.18744561076164246,0.4185989499092102,0.24698495864868164,0.31932318210601807,0.41548454761505127,0.26846790313720703,0.3647414743900299,0.1826142966747284
protest,0.20248152315616608,0.16113008558750153,0.25126034021377563,0.15316827595233917,0.1789223849773407,0.09842510521411896,0.24352872371673584,0.29364001750946045,0.5334797501564026,0.22359536588191986,0.2001975029706955,0.17128147184848785,0.1878921240568161
should,0.43830034136772156,0.33635082840919495,0.32399165630340576,0.25406450033187866,0.21838948130607605,0.3279263377189636,0.3225788176059723,0.1821049451828003,0.30054971575737,0.44452130794525146,0.3808547556400299,0.20240892469882965,0.4442402422428131
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.3381733000278473,0.2492702454328537,0.3753117620944977,0.3801851272583008,0.18061059713363647,0.2944406270980835,0.4972836375236511,0.3406710922718048,0.290402352809906,0.3324260413646698
maintained,0.20107032358646393,0.18657302856445312,0.2751169800758362,0.20043835043907166,0.21090078353881836,0.17485201358795166,0.2379247099161148,0.17719300091266632,0.19970856606960297,0.19650894403457642,0.2524986267089844,0.2607201039791107,0.17174425721168518
all,0.41981086134910583,0.2553904056549072,0.4860881567001343,0.5116150975227356,0.28811755776405334,0.2555372416973114,0.41144001483917236,0.17187000811100006,0.2801477909088135,0.42520734667778015,0.4210811257362366,0.2700263559818268,0.29575422406196594
the,0.42745697498321533,0.5823672413825989,1.0,0.47635307908058167,0.39348116517066956,0.24508722126483917,0.4739971458911896,0.2477465271949768,0.30963727831840515,0.535392165184021,0.3197029232978821,0.44071322679519653,0.22068053483963013
way,0.4835909903049469,0.31685471534729004,0.36217406392097473,0.3285220265388489,0.34208858013153076,0.20840606093406677,0.384344220161438,0.19996517896652222,0.31525278091430664,0.4772548973560333,0.37683674693107605,0.392598956823349,0.31575819849967957
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.3452564477920532,0.14941494166851044,0.4464869201183319,0.24795588850975037,0.2878543734550476,0.44245919585227966,0.3021566867828369,0.3060276508331299,0.31091248989105225
whether,0.5516265630722046,0.30252501368522644,0.3211745023727417,0.29556190967559814,0.21615049242973328,0.31470412015914917,0.3131474554538727,0.11485010385513306,0.2514246106147766,0.43423423171043396,0.3024408221244812,0.15307682752609253,0.3150278329849243
it,0.45803478360176086,0.6328473687171936,0.6251175999641418,0.4001435935497284,0.31749022006988525,0.24485835433006287,0.32171204686164856,0.17707513272762299,0.2648297846317291,0.513711154460907,0.28687411546707153,0.3374522924423218,0.25732165575027466
is,0.28837618231773376,1.0,0.5823672413825989,0.41165053844451904,0.350485235452652,0.2482070028781891,0.43268078565597534,0.16941262781620026,0.21453623473644257,0.42745086550712585,0.23358136415481567,0.27805060148239136,0.22961433231830597
done,0.40743619203567505,0.2536029815673828,0.26575928926467896,0.291596382856369,0.30287793278694153,0.22592005133628845,0.3495391309261322,0.15913797914981842,0.2158847451210022,0.2647212743759155,0.21188172698020935,0.27799278497695923,0.36153489351272583
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.270847886800766,0.1897295117378235,0.14509552717208862,0.3248702883720398,0.15479567646980286,0.2563513219356537,0.33534231781959534,0.24387645721435547,0.3433202803134918,0.17966607213020325
remaining,0.21802754700183868,0.24525704979896545,0.45105910301208496,0.34634509682655334,0.1955813318490982,0.1826144903898239,0.27834343910217285,0.18318918347358704,0.18372632563114166,0.3465334177017212,0.19297859072685242,0.27564841508865356,0.16961920261383057
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.41416558623313904,0.3796374499797821,0.1656482219696045,0.4322226941585541,0.26466667652130127,0.3054615259170532,0.45010748505592346,0.24333487451076508,0.38533157110214233,0.20430970191955566
jail,0.18833428621292114,0.1632465124130249,0.15714490413665771,0.08419808000326157,0.15069501101970673,0.20773626863956451,0.2429259568452835,0.2882981300354004,0.37023699283599854,0.22650986909866333,0.16499653458595276,0.22159349918365479,0.16329234838485718
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.3452564477920532,0.14941494166851044,0.4464869201183319,0.24795588850975037,0.2878543734550476,0.44245919585227966,0.3021566867828369,0.3060276508331299,0.31091248989105225
or,0.33867141604423523,0.41870999336242676,0.4174870550632477,0.30746427178382874,0.28368809819221497,0.3599177300930023,0.4111599624156952,0.12588919699192047,0.2553665041923523,0.38921234011650085,0.2353428602218628,0.26928719878196716,0.32389625906944275
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.270847886800766,0.1897295117378235,0.14509552717208862,0.3248702883720398,0.15479567646980286,0.2563513219356537,0.33534231781959534,0.24387645721435547,0.3433202803134918,0.17966607213020325
evading,0.3942559063434601,0.234113410115242,0.27809080481529236,0.24540260434150696,0.20090940594673157,0.24535340070724487,0.3312002420425415,0.18768814206123352,0.34051513671875,0.3431282341480255,0.310951292514801,0.2804282009601593,0.38648685812950134
it,0.45803478360176086,0.6328473687171936,0.6251175999641418,0.4001435935497284,0.31749022006988525,0.24485835433006287,0.32171204686164856,0.17707513272762299,0.2648297846317291,0.513711154460907,0.28687411546707153,0.3374522924423218,0.25732165575027466
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.35404038429260254,0.33938494324684143,0.258804053068161,0.4726039469242096,0.2541380822658539,0.2603943943977356,0.4645031690597534,0.3185402452945709,0.3174465596675873,0.4130953550338745
