,what,responsibilities,were,pharmacy,technicians,formerly,limited,to,?
where,0.4457937180995941,0.17451100051403046,0.2363632768392563,0.27826401591300964,0.2848585844039917,0.24701982736587524,0.19624102115631104,0.47735077142715454,0.24793872237205505
it,0.45803478360176086,0.20847178995609283,0.25487732887268066,0.2501712739467621,0.23916642367839813,0.21077224612236023,0.24430862069129944,0.513711154460907,0.25732165575027466
was,0.22111038863658905,0.19186560809612274,0.590133786201477,0.17978692054748535,0.15692885220050812,0.2907106578350067,0.18424993753433228,0.3636345863342285,0.18412111699581146
once,0.38428619503974915,0.20327694714069366,0.2887211740016937,0.1501561403274536,0.15432874858379364,0.23929178714752197,0.16184672713279724,0.41327327489852905,0.17750471830368042
the,0.42745697498321533,0.2885926067829132,0.3906462490558624,0.1938311904668808,0.21938872337341309,0.2854805290699005,0.2757521867752075,0.535392165184021,0.22068053483963013
case,0.30770957469940186,0.2919299006462097,0.19083712995052338,0.12840984761714935,0.21383412182331085,0.03593986853957176,0.2067214846611023,0.3172709345817566,0.33232852816581726
that,0.6297725439071655,0.3782058358192444,0.35517072677612305,0.2027333825826645,0.27968838810920715,0.14918382465839386,0.315578430891037,0.5436353087425232,0.32716336846351624
pharmacists,0.28274545073509216,0.22749672830104828,0.23712067306041718,0.7877770662307739,0.4398575723171234,0.08788497745990753,0.20617042481899261,0.24341562390327454,0.1797308325767517
stayed,0.19541862607002258,0.19522275030612946,0.39312610030174255,0.1908738762140274,0.1351158171892166,0.144034281373024,0.12965086102485657,0.2782430946826935,0.06590735167264938
within,0.2498195916414261,0.3300454318523407,0.19996105134487152,0.12236620485782623,0.13980159163475037,0.20909233391284943,0.3169030249118805,0.34980177879333496,0.1870293766260147
the,0.42745697498321533,0.2885926067829132,0.3906462490558624,0.1938311904668808,0.21938872337341309,0.2854805290699005,0.2757521867752075,0.535392165184021,0.22068053483963013
dispensary,0.34331563115119934,0.37809985876083374,0.2277560830116272,0.29882949590682983,0.24818652868270874,0.16366377472877502,0.34660959243774414,0.35469669103622437,0.2943917214870453
compounding/dispensing,0.3437500596046448,0.3145916759967804,0.22249838709831238,0.31585493683815,0.27900639176368713,0.23253461718559265,0.28668278455734253,0.3704935312271118,0.30761954188346863
medications,0.2549620568752289,0.2886548638343811,0.19996395707130432,0.45502305030822754,0.3215094804763794,0.032848842442035675,0.25725919008255005,0.2922739088535309,0.22114922106266022
",",0.3087472915649414,0.2557533085346222,0.36755475401878357,0.19815339148044586,0.18357372283935547,0.2646653354167938,0.29710644483566284,0.44245919585227966,0.31091248989105225
there,0.35085538029670715,0.19586101174354553,0.4359818994998932,0.1661815345287323,0.30085256695747375,0.1466928869485855,0.26739731431007385,0.40669289231300354,0.29405656456947327
has,0.20338068902492523,0.20945468544960022,0.2784052789211273,0.14217540621757507,0.1604020595550537,0.19328205287456512,0.22754451632499695,0.3619994819164276,0.15994466841220856
been,0.2567804455757141,0.2807045876979828,0.5062422156333923,0.07285185903310776,0.17118678987026215,0.17368151247501373,0.23679988086223602,0.34945759177207947,0.24354910850524902
an,0.2821882665157318,0.2140701860189438,0.08893381804227829,0.14874829351902008,0.15083527565002441,0.15740761160850525,0.17557017505168915,0.3138085603713989,0.19793890416622162
