,when,did,tesla,first,encounter,alfred,s.,brown
in,0.4431333839893341,0.2593238651752472,0.17097744345664978,0.4127444326877594,0.20581944286823273,0.29950597882270813,-0.11448613554239273,0.20236437022686005
late,0.29498016834259033,0.27609187364578247,0.12752972543239594,0.37285134196281433,0.19002461433410645,0.20385491847991943,-0.13566945493221283,0.1447829157114029
1886,0.08764851093292236,0.1467389464378357,0.22070029377937317,0.14407290518283844,-0.0032531374599784613,0.09759635478258133,0.10181913524866104,-0.008101686835289001
tesla,0.1504557579755783,0.09757418930530548,0.9999999403953552,0.17383763194084167,0.08068323135375977,0.13308247923851013,0.015194364823400974,0.07134627550840378
met,0.290595144033432,0.3307664096355438,0.07272446900606155,0.29354622960090637,0.2582850158214569,0.24080125987529755,-0.06560050696134567,0.10161585360765457
alfred,0.17887666821479797,0.16959622502326965,0.13308247923851013,0.24848873913288116,0.0786629244685173,1.0,-0.050415392965078354,0.16912813484668732
s.,0.03072851523756981,-0.015845926478505135,0.015194364823400974,-0.007517214864492416,-0.03754338249564171,-0.050415392965078354,1.0,0.058565907180309296
brown,0.2699376940727234,0.11021304875612259,0.07134627550840378,0.16192086040973663,0.10077913850545883,0.16912813484668732,0.058565907180309296,1.0000001192092896
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.34503069519996643,0.26871901750564575,0.250933438539505,-0.04399429261684418,0.2983597218990326
a,0.44397395849227905,0.2552328109741211,0.2211925983428955,0.4287874400615692,0.2653552293777466,0.2136242389678955,0.01792140118777752,0.21047969162464142
western,0.2197389006614685,0.15773870050907135,0.03639007732272148,0.21355658769607544,0.1687043309211731,0.17377345263957977,-0.09431232511997223,0.12072498351335526
union,0.1950688660144806,0.185054212808609,0.13906574249267578,0.17611145973205566,0.11437401175498962,0.1272752285003662,-0.08891391009092331,0.14949947595596313
superintendent,0.2589942514896393,0.2038733810186386,0.21233431994915009,0.2415142059326172,0.15989111363887787,0.29723650217056274,-0.10147790610790253,0.23975273966789246
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.34503069519996643,0.26871901750564575,0.250933438539505,-0.04399429261684418,0.2983597218990326
and,0.4716290831565857,0.34479495882987976,0.19560420513153076,0.3167642652988434,0.29396843910217285,0.20860691368579865,-0.06866887956857681,0.28234389424324036
new,0.257220059633255,0.227974995970726,0.15999311208724976,0.3283863663673401,0.19907650351524353,0.16587916016578674,0.008661148138344288,0.12720443308353424
york,0.21644815802574158,0.16606222093105316,0.15629629790782928,0.2719916105270386,0.17722438275814056,0.2436130791902542,-0.04837770387530327,0.1466587632894516
attorney,0.18908731639385223,0.16646260023117065,0.17845284938812256,0.22516076266765594,0.1998143047094345,0.1896199882030487,-0.05483819544315338,0.19537021219730377
charles,0.19585423171520233,0.11287324130535126,0.18811707198619843,0.21988804638385773,0.19293637573719025,0.3356212377548218,-0.009938661940395832,0.22463859617710114
f.,0.07397132366895676,0.14231976866722107,0.12085040658712387,0.13310599327087402,0.08341272175312042,0.09889724850654602,-0.06075024604797363,0.015026392415165901
peck,0.27662724256515503,0.2018258273601532,0.09895811975002289,0.20086337625980377,0.2193564772605896,0.2615510821342468,0.035996317863464355,0.2998613715171814
.,0.475719153881073,0.35288307070732117,0.17949827015399933,0.4345304071903229,0.24597306549549103,0.27468806505203247,0.03101840429008007,0.3447112441062927
