,in,what,episode,was,the,fifth,doctor,confirmed,?
in,1.0,0.30808621644973755,0.19184806942939758,0.45514053106307983,0.6662389636039734,0.29252293705940247,0.25567495822906494,0.2745530903339386,0.20430970191955566
mawdryn,0.283925861120224,0.22286103665828705,0.2507580518722534,0.282783180475235,0.25922632217407227,0.1464730203151703,0.30710533261299133,0.11438341438770294,0.2520046532154083
undead,0.20383943617343903,0.2384863644838333,0.2613956332206726,0.12888887524604797,0.2520720362663269,0.09755910933017731,0.20865166187286377,0.16940344870090485,0.1811600774526596
(,0.3087427020072937,0.2411840260028839,0.19250941276550293,0.2980341613292694,0.33289089798927307,0.2011975646018982,0.1570640504360199,0.17750585079193115,0.40561532974243164
1983,-0.00395767018198967,0.025786560028791428,-0.0022097015753388405,-0.05299026519060135,-0.019107989966869354,-0.05898893624544144,-0.017927996814250946,-0.07275406271219254,0.09926492720842361
),0.3326910734176636,0.26259949803352356,0.1890215277671814,0.3267642855644226,0.3456730246543884,0.21544843912124634,0.1509941965341568,0.19567078351974487,0.42300865054130554
",",0.5201468467712402,0.3087472915649414,0.18198037147521973,0.45456063747406006,0.4933079481124878,0.25798311829566956,0.20407600700855255,0.18906112015247345,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.25342556834220886,0.48711544275283813,1.0,0.39293691515922546,0.2820442318916321,0.2951974868774414,0.22068053483963013
fifth,0.29252293705940247,0.15292538702487946,0.1888558268547058,0.3496854901313782,0.39293691515922546,1.0,0.198089137673378,0.239055797457695,0.13128890097141266
doctor,0.25567495822906494,0.20870667695999146,0.2940889000892639,0.19672659039497375,0.2820442318916321,0.198089137673378,0.9999999403953552,0.18145284056663513,0.1462511420249939
explicitly,0.14657194912433624,0.3763854503631592,0.16574399173259735,0.1714666187763214,0.24453070759773254,0.13035322725772858,0.1340550184249878,0.2265632450580597,0.2977891266345978
confirmed,0.2745530903339386,0.1880883276462555,0.17156007885932922,0.29274246096611023,0.2951974868774414,0.239055797457695,0.18145284056663513,1.0000001192092896,0.20580808818340302
that,0.435920387506485,0.6297725439071655,0.27973806858062744,0.33670201897621155,0.5473989248275757,0.24579347670078278,0.2390732765197754,0.3167957365512848,0.32716336846351624
he,0.41690486669540405,0.3114890456199646,0.20637604594230652,0.5410010814666748,0.4571082592010498,0.25386351346969604,0.3197924494743347,0.22744444012641907,0.2089974731206894
was,0.45514053106307983,0.22111038863658905,0.1706574261188507,1.0000001192092896,0.48711544275283813,0.3496854901313782,0.19672659039497375,0.29274246096611023,0.18412111699581146
then,0.36253848671913147,0.4072686731815338,0.2243642807006836,0.27044644951820374,0.4297412931919098,0.21981140971183777,0.19567610323429108,0.18464823067188263,0.2884598970413208
currently,0.30261120200157166,0.21436211466789246,0.12811949849128723,0.27591681480407715,0.2945235073566437,0.26244038343429565,0.12452667951583862,0.21742480993270874,0.1861555278301239
in,1.0,0.30808621644973755,0.19184806942939758,0.45514053106307983,0.6662389636039734,0.29252293705940247,0.25567495822906494,0.2745530903339386,0.20430970191955566
his,0.3598145842552185,0.26976513862609863,0.22979067265987396,0.4405253231525421,0.4394008219242096,0.21533197164535522,0.2365143597126007,0.23845379054546356,0.18075084686279297
fifth,0.29252293705940247,0.15292538702487946,0.1888558268547058,0.3496854901313782,0.39293691515922546,1.0,0.198089137673378,0.239055797457695,0.13128890097141266
incarnation,0.2213584929704666,0.2737259864807129,0.306388258934021,0.27158328890800476,0.3089248239994049,0.2612802982330322,0.3371219038963318,0.24059444665908813,0.20495687425136566
.,0.5591574311256409,0.3567904531955719,0.23102888464927673,0.40146201848983765,0.5934505462646484,0.2786366939544678,0.22361043095588684,0.21654154360294342,0.4130953550338745
