,how,many,of,the,scottish,electorate,would,need,to,for,it,on,the,referendum,?
under,0.23006081581115723,0.21268652379512787,0.32766106724739075,0.3348022699356079,0.12902995944023132,0.14867201447486877,0.23248223960399628,0.18349219858646393,0.27177539467811584,0.2930702269077301,0.21007636189460754,0.3075410723686218,0.3348022699356079,0.20650246739387512,0.18233340978622437
the,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.21724988520145416,0.23709100484848022,0.4133751392364502,0.2594960331916809,0.535392165184021,0.4739971458911896,0.6251175999641418,0.5107308030128479,1.0,0.2520652413368225,0.22068053483963013
terms,0.2502101957798004,0.23409409821033478,0.2767748534679413,0.29706791043281555,0.06618361920118332,0.2147047370672226,0.29826128482818604,0.25802814960479736,0.356818288564682,0.28996193408966064,0.2657536268234253,0.1906774938106537,0.29706791043281555,0.19729779660701752,0.23466452956199646
of,0.2480744868516922,0.37253960967063904,1.0,0.733189046382904,0.1698460429906845,0.3167199194431305,0.3353942930698395,0.24285943806171417,0.41548454761505127,0.4185989499092102,0.38761502504348755,0.3966929316520691,0.733189046382904,0.21849936246871948,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.21724988520145416,0.23709100484848022,0.4133751392364502,0.2594960331916809,0.535392165184021,0.4739971458911896,0.6251175999641418,0.5107308030128479,1.0,0.2520652413368225,0.22068053483963013
scotland,0.1224040538072586,0.13961808383464813,0.2208399921655655,0.23846951127052307,0.667405903339386,0.24505667388439178,0.14790765941143036,0.1712479144334793,0.19875919818878174,0.2155212014913559,0.20036359131336212,0.20660968124866486,0.23846951127052307,0.3251388967037201,0.09160218387842178
act,0.21768730878829956,0.2125060111284256,0.2802577316761017,0.28682878613471985,0.1456814855337143,0.27738672494888306,0.24421697854995728,0.22945567965507507,0.24833928048610687,0.22890116274356842,0.23389169573783875,0.17222115397453308,0.28682878613471985,0.2536916732788086,0.1482519507408142
1978,-0.038505055010318756,0.06585045158863068,0.13908278942108154,0.1314823180437088,-0.08398673683404922,0.06409908831119537,0.03303173556923866,-0.09775847941637039,0.08089005202054977,0.12267033010721207,0.08889477699995041,0.0048425812274217606,0.1314823180437088,0.023692674934864044,0.06364871561527252
",",0.22659391164779663,0.40610817074775696,0.4946078956127167,0.4933079481124878,0.21369139850139618,0.2467409074306488,0.32586824893951416,0.25983062386512756,0.44245919585227966,0.4464869201183319,0.48329564929008484,0.49057599902153015,0.4933079481124878,0.22808091342449188,0.31091248989105225
an,0.2520636022090912,0.2465583086013794,0.32280945777893066,0.4207492768764496,0.16270451247692108,0.20247754454612732,0.2650099992752075,0.20370949804782867,0.3138085603713989,0.3236706852912903,0.39472338557243347,0.3192969560623169,0.4207492768764496,0.1813129484653473,0.19793890416622162
elected,0.15145733952522278,0.13487686216831207,0.2767166793346405,0.23167964816093445,0.18456816673278809,0.570334792137146,0.2051783800125122,0.11837869137525558,0.21424545347690582,0.19620943069458008,0.16520561277866364,0.18943439424037933,0.23167964816093445,0.43227848410606384,0.1966295689344406
assembly,0.11779691278934479,0.14522677659988403,0.2946469783782959,0.2524827718734741,0.14503487944602966,0.39669743180274963,0.19539935886859894,0.1413755863904953,0.19874803721904755,0.15736129879951477,0.21690727770328522,0.18981821835041046,0.2524827718734741,0.3960765302181244,0.1488889455795288
would,0.43239715695381165,0.33440667390823364,0.3353942930698395,0.4133751392364502,0.13907352089881897,0.20753228664398193,1.0000001192092896,0.5093578696250916,0.5965728163719177,0.39877474308013916,0.36398744583129883,0.35589995980262756,0.4133751392364502,0.2137671411037445,0.37178951501846313
be,0.4158933162689209,0.3961109519004822,0.33904364705085754,0.4248143136501312,0.13774465024471283,0.1690806895494461,0.5202695727348328,0.5365972518920898,0.4972836375236511,0.3801851272583008,0.5203388929367065,0.37900757789611816,0.4248143136501312,0.25599509477615356,0.3324260413646698
set,0.2561637759208679,0.23547255992889404,0.20671486854553223,0.2927955985069275,0.15980373322963715,0.1739581674337387,0.2767912447452545,0.18241769075393677,0.320547491312027,0.30194196105003357,0.2579115331172943,0.23748746514320374,0.2927955985069275,0.1806296855211258,0.1698019951581955
up,0.2819872200489044,0.2688518464565277,0.32945773005485535,0.38423117995262146,0.1906304508447647,0.1641526073217392,0.35289904475212097,0.33754202723503113,0.40375280380249023,0.342966228723526,0.36426842212677,0.34194523096084595,0.38423117995262146,0.18837518990039825,0.1819818764925003
in,0.2601168751716614,0.41474202275276184,0.5696388483047485,0.6662389636039734,0.16512006521224976,0.2352893352508545,0.30461156368255615,0.2129468470811844,0.45010748505592346,0.4322226941585541,0.5130809545516968,0.46853652596473694,0.6662389636039734,0.28181248903274536,0.20430970191955566
edinburgh,0.18993356823921204,0.17440606653690338,0.263994961977005,0.2266589254140854,0.5118322372436523,0.20520061254501343,0.10588262230157852,0.1433165818452835,0.14218463003635406,0.16560859978199005,0.14249169826507568,0.23712345957756042,0.2266589254140854,0.22720029950141907,0.09266204386949539
provided,0.25793027877807617,0.23514889180660248,0.272808313369751,0.304488867521286,0.15221276879310608,0.11861559003591537,0.35860908031463623,0.3483772575855255,0.28066325187683105,0.38938868045806885,0.1803172081708908,0.24629086256027222,0.304488867521286,0.12120837718248367,0.16893617808818817
that,0.557814359664917,0.5391656160354614,0.41498205065727234,0.5473989248275757,0.1999964714050293,0.17525194585323334,0.5895259380340576,0.46464914083480835,0.5436353087425232,0.4137635827064514,0.5921133160591125,0.42569106817245483,0.5473989248275757,0.25653737783432007,0.32716336846351624
the,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.21724988520145416,0.23709100484848022,0.4133751392364502,0.2594960331916809,0.535392165184021,0.4739971458911896,0.6251175999641418,0.5107308030128479,1.0,0.2520652413368225,0.22068053483963013
majority,0.20073412358760834,0.3566230833530426,0.29706597328186035,0.28757327795028687,0.24249789118766785,0.34118014574050903,0.267183780670166,0.2373393177986145,0.26316750049591064,0.2237682044506073,0.24516208469867706,0.20937225222587585,0.28757327795028687,0.4379912316799164,0.220119908452034
of,0.2480744868516922,0.37253960967063904,1.0,0.733189046382904,0.1698460429906845,0.3167199194431305,0.3353942930698395,0.24285943806171417,0.41548454761505127,0.4185989499092102,0.38761502504348755,0.3966929316520691,0.733189046382904,0.21849936246871948,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.21724988520145416,0.23709100484848022,0.4133751392364502,0.2594960331916809,0.535392165184021,0.4739971458911896,0.6251175999641418,0.5107308030128479,1.0,0.2520652413368225,0.22068053483963013
scottish,0.10600311309099197,0.12051273137331009,0.1698460429906845,0.21724988520145416,1.0000001192092896,0.17602887749671936,0.13907352089881897,0.19096937775611877,0.1268421709537506,0.15676887333393097,0.13680848479270935,0.14497309923171997,0.21724988520145416,0.2995991110801697,0.06442669779062271
electorate,0.1442400962114334,0.12443629652261734,0.3167199194431305,0.23709100484848022,0.17602887749671936,1.0,0.20753228664398193,0.1252647042274475,0.23415137827396393,0.14738976955413818,0.21155306696891785,0.1635904312133789,0.23709100484848022,0.5281870365142822,0.1467054933309555
voted,0.19318397343158722,0.1606350690126419,0.25903964042663574,0.3015371859073639,0.24399574100971222,0.38514620065689087,0.37175172567367554,0.14603035151958466,0.22957871854305267,0.24463090300559998,0.23093262314796448,0.22236128151416779,0.3015371859073639,0.4555691182613373,0.22732289135456085
for,0.3308170735836029,0.40972793102264404,0.4185989499092102,0.4739971458911896,0.15676887333393097,0.14738976955413818,0.39877474308013916,0.3668079972267151,0.4451248347759247,0.9999999403953552,0.32171204686164856,0.36199691891670227,0.4739971458911896,0.19215795397758484,0.264628142118454
it,0.36714982986450195,0.39615920186042786,0.38761502504348755,0.6251175999641418,0.13680848479270935,0.21155306696891785,0.36398744583129883,0.2636846899986267,0.513711154460907,0.32171204686164856,0.9999999403953552,0.4529881477355957,0.6251175999641418,0.23295541107654572,0.25732165575027466
in,0.2601168751716614,0.41474202275276184,0.5696388483047485,0.6662389636039734,0.16512006521224976,0.2352893352508545,0.30461156368255615,0.2129468470811844,0.45010748505592346,0.4322226941585541,0.5130809545516968,0.46853652596473694,0.6662389636039734,0.28181248903274536,0.20430970191955566
a,0.29312583804130554,0.2872205972671509,0.5052502155303955,0.5829201340675354,0.18544672429561615,0.19261659681797028,0.398599237203598,0.30329999327659607,0.45503583550453186,0.44038116931915283,0.5452592968940735,0.3848365545272827,0.5829201340675354,0.21418535709381104,0.23916715383529663
referendum,0.16026277840137482,0.09759163111448288,0.21849936246871948,0.2520652413368225,0.2995991110801697,0.5281870365142822,0.2137671411037445,0.20772027969360352,0.25115063786506653,0.19215795397758484,0.23295541107654572,0.2337801307439804,0.2520652413368225,0.9999999403953552,0.18056513369083405
to,0.44169697165489197,0.40243685245513916,0.41548454761505127,0.535392165184021,0.1268421709537506,0.23415137827396393,0.5965728163719177,0.42094892263412476,1.0,0.4451248347759247,0.513711154460907,0.41031414270401,0.535392165184021,0.25115063786506653,0.29463258385658264
be,0.4158933162689209,0.3961109519004822,0.33904364705085754,0.4248143136501312,0.13774465024471283,0.1690806895494461,0.5202695727348328,0.5365972518920898,0.4972836375236511,0.3801851272583008,0.5203388929367065,0.37900757789611816,0.4248143136501312,0.25599509477615356,0.3324260413646698
held,0.06776752322912216,0.20985887944698334,0.28960686922073364,0.32185450196266174,0.14091922342777252,0.20298784971237183,0.22652123868465424,0.10257957130670547,0.22177374362945557,0.2495253086090088,0.23581157624721527,0.2410694807767868,0.32185450196266174,0.25031667947769165,0.14103956520557404
on,0.32655060291290283,0.32520127296447754,0.3966929316520691,0.5107308030128479,0.14497309923171997,0.1635904312133789,0.35589995980262756,0.2725224494934082,0.41031414270401,0.36199691891670227,0.4529881477355957,0.9999999403953552,0.5107308030128479,0.2337801307439804,0.2714994251728058
1,-0.28593507409095764,-0.19133886694908142,-0.09473495930433273,-0.1554475575685501,-0.19789032638072968,-0.04023752734065056,-0.33511853218078613,-0.32262882590293884,-0.2769182622432709,-0.31088897585868835,-0.14533983170986176,-0.09574633836746216,-0.1554475575685501,-0.12763266265392303,-0.249979168176651
march,0.16374856233596802,0.13846592605113983,0.20692677795886993,0.2680487632751465,0.22854869067668915,0.24674861133098602,0.27102699875831604,0.14916156232357025,0.2274535447359085,0.2775171995162964,0.253664493560791,0.33868420124053955,0.2680487632751465,0.29320433735847473,0.2802562415599823
1979,0.15030308067798615,0.24513761699199677,0.2645907700061798,0.3323744237422943,0.07792522013187408,0.15042045712471008,0.1685352474451065,0.09067144989967346,0.260578453540802,0.12817136943340302,0.29221290349960327,0.2042657434940338,0.3323744237422943,0.14795704185962677,0.09159877151250839
that,0.557814359664917,0.5391656160354614,0.41498205065727234,0.5473989248275757,0.1999964714050293,0.17525194585323334,0.5895259380340576,0.46464914083480835,0.5436353087425232,0.4137635827064514,0.5921133160591125,0.42569106817245483,0.5473989248275757,0.25653737783432007,0.32716336846351624
represented,0.16157718002796173,0.20285002887248993,0.3891753554344177,0.3256146013736725,0.17987562716007233,0.24134506285190582,0.23654767870903015,0.10597711056470871,0.18846964836120605,0.25933438539505005,0.15754953026771545,0.17962776124477386,0.3256146013736725,0.24717551469802856,0.11276352405548096
at,0.2154216170310974,0.2716965675354004,0.42558613419532776,0.457212895154953,0.14378440380096436,0.1397787183523178,0.3073931038379669,0.20230725407600403,0.36524343490600586,0.34237727522850037,0.36473900079727173,0.4806317389011383,0.457212895154953,0.16143926978111267,0.21978627145290375
least,0.2839330732822418,0.36189308762550354,0.32696738839149475,0.3428877890110016,0.14017504453659058,0.09347930550575256,0.3881673514842987,0.3925921618938446,0.35133054852485657,0.330973356962204,0.32651638984680176,0.22816431522369385,0.3428877890110016,0.18094749748706818,0.28866854310035706
40,0.03806556016206741,0.023672861978411674,-0.03308193385601044,-0.09923846274614334,-0.04117614030838013,0.07158466428518295,0.03801249712705612,-0.006737311836332083,-0.027606580406427383,-0.02182970941066742,-0.045623306185007095,-0.059229426085948944,-0.09923846274614334,-0.004180460702627897,0.010195288807153702
%,0.1237400695681572,0.24948352575302124,0.19953428208827972,0.21490740776062012,0.13082700967788696,0.20346759259700775,0.16993220150470734,0.1720808893442154,0.18513022363185883,0.16658860445022583,0.2159399837255478,0.12557359039783478,0.21490740776062012,0.26205527782440186,0.21441808342933655
of,0.2480744868516922,0.37253960967063904,1.0,0.733189046382904,0.1698460429906845,0.3167199194431305,0.3353942930698395,0.24285943806171417,0.41548454761505127,0.4185989499092102,0.38761502504348755,0.3966929316520691,0.733189046382904,0.21849936246871948,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.21724988520145416,0.23709100484848022,0.4133751392364502,0.2594960331916809,0.535392165184021,0.4739971458911896,0.6251175999641418,0.5107308030128479,1.0,0.2520652413368225,0.22068053483963013
total,0.22199897468090057,0.2912171483039856,0.29045331478118896,0.27068960666656494,0.08443612605333328,0.22702401876449585,0.22071637213230133,0.13750435411930084,0.22792020440101624,0.18924455344676971,0.20137327909469604,0.19572006165981293,0.27068960666656494,0.18064512312412262,0.14396025240421295
electorate,0.1442400962114334,0.12443629652261734,0.3167199194431305,0.23709100484848022,0.17602887749671936,1.0,0.20753228664398193,0.1252647042274475,0.23415137827396393,0.14738976955413818,0.21155306696891785,0.1635904312133789,0.23709100484848022,0.5281870365142822,0.1467054933309555
