,what,do,these,teachers,not,do,?
these,0.4164220690727234,0.4402875602245331,1.0,0.26086926460266113,0.5041285753250122,0.4402875602245331,0.2571668326854706
teachers,0.2526462972164154,0.28984060883522034,0.26086926460266113,1.0,0.22176165878772736,0.28984060883522034,0.19522249698638916
do,0.4609605669975281,1.0,0.4402875602245331,0.28984060883522034,0.6619802713394165,1.0,0.4093979299068451
not,0.5449194312095642,0.6619802713394165,0.5041285753250122,0.22176165878772736,0.9999999403953552,0.6619802713394165,0.41942933201789856
teach,0.2818700671195984,0.38400548696517944,0.27166828513145447,0.672313392162323,0.3034680187702179,0.38400548696517944,0.24188745021820068
by,0.2455483376979828,0.1481526494026184,0.33332425355911255,0.20573484897613525,0.291808545589447,0.1481526494026184,0.17966607213020325
rote,0.0762280747294426,0.15161652863025665,0.08960770815610886,0.1238410472869873,0.06770537048578262,0.15161652863025665,0.12538769841194153
but,0.5029441118240356,0.4077886939048767,0.47236254811286926,0.20883186161518097,0.6553761959075928,0.4077886939048767,0.27921953797340393
attempt,0.2411041408777237,0.2550131678581238,0.198537677526474,0.1439485102891922,0.3111310601234436,0.2550131678581238,0.16559520363807678
to,0.455847829580307,0.38876664638519287,0.46852558851242065,0.2668606638908386,0.5149973034858704,0.38876664638519287,0.29463258385658264
find,0.3539876639842987,0.3571088910102844,0.26576027274131775,0.2479693740606308,0.3796599209308624,0.3571088910102844,0.30313602089881897
new,0.2130378633737564,0.21221688389778137,0.2851310074329376,0.16617584228515625,0.219951331615448,0.21221688389778137,0.14782847464084625
invigoration,0.36915507912635803,0.2672273814678192,0.32923445105552673,0.2932644188404083,0.3435913324356079,0.2672273814678192,0.27335324883461
for,0.3017193675041199,0.29510271549224854,0.41566818952560425,0.274332195520401,0.39280617237091064,0.29510271549224854,0.264628142118454
the,0.42745697498321533,0.30239659547805786,0.49086877703666687,0.22025763988494873,0.4310511648654938,0.30239659547805786,0.22068053483963013
course,0.3412042260169983,0.273395836353302,0.26942533254623413,0.31204313039779663,0.35158511996269226,0.273395836353302,0.28826573491096497
materials,0.21012352406978607,0.20214726030826569,0.35412004590034485,0.2505838871002197,0.28202247619628906,0.20214726030826569,0.1301651895046234
on,0.34226128458976746,0.3025321364402771,0.32800400257110596,0.24610933661460876,0.3516409695148468,0.3025321364402771,0.2714994251728058
a,0.3320399522781372,0.26237669587135315,0.24380075931549072,0.2509842813014984,0.3791346549987793,0.26237669587135315,0.23916715383529663
daily,0.19118091464042664,0.20363841950893402,0.2386007010936737,0.16589093208312988,0.20967385172843933,0.20363841950893402,0.1472100466489792
basis,0.27055948972702026,0.2216377854347229,0.34156927466392517,0.20748499035835266,0.30971255898475647,0.2216377854347229,0.14255106449127197
.,0.3567904531955719,0.3613996207714081,0.3840779960155487,0.24628326296806335,0.4824007451534271,0.3613996207714081,0.4130953550338745
