,how,many,meals,a,day,do,normal,kenyans,eat,?
kenyans,0.2701623737812042,0.3119570314884186,0.25284886360168457,0.24925969541072845,0.24956662952899933,0.2328478842973709,0.14906002581119537,1.0,0.2382623255252838,0.18293815851211548
generally,0.35949206352233887,0.4686267375946045,0.2558801770210266,0.37653425335884094,0.1759578436613083,0.33159759640693665,0.365018367767334,0.2455085963010788,0.2629435956478119,0.23411904275417328
have,0.4370637536048889,0.5841760635375977,0.2534520626068115,0.338716596364975,0.21466141939163208,0.49831271171569824,0.39153462648391724,0.26930493116378784,0.38198792934417725,0.32991164922714233
three,0.23807744681835175,0.4501400589942932,0.23073123395442963,0.3025658130645752,0.22127217054367065,0.21283186972141266,0.198429137468338,0.1630515307188034,0.18047471344470978,0.20928427577018738
meals,0.253693163394928,0.2654094398021698,1.0000001192092896,0.20285286009311676,0.3773605227470398,0.2301974594593048,0.2456449717283249,0.25284886360168457,0.5603513717651367,0.14582288265228271
in,0.2601168751716614,0.41474202275276184,0.20481647551059723,0.539380669593811,0.2671984136104584,0.23402775824069977,0.25896620750427246,0.23596632480621338,0.17146249115467072,0.20430970191955566
a,0.29312583804130554,0.2872205972671509,0.20285286009311676,1.0,0.18630309402942657,0.26237669587135315,0.3121098279953003,0.24925969541072845,0.2176695615053177,0.23916715383529663
day,0.20268619060516357,0.1936323195695877,0.3773605227470398,0.18630309402942657,1.0,0.18855860829353333,0.1682976931333542,0.24956662952899933,0.23215879499912262,0.2141837179660797
–,0.13681066036224365,0.12880176305770874,0.12324037402868271,0.1997407078742981,0.23835064470767975,0.09956804662942886,0.10361358523368835,0.17553628981113434,0.11457131803035736,0.2714554965496063
breakfast,0.2007957100868225,0.25472715497016907,0.5834012031555176,0.2413736879825592,0.25149282813072205,0.17784756422042847,0.21125273406505585,0.13118357956409454,0.4432238042354584,0.1800449788570404
in,0.2601168751716614,0.41474202275276184,0.20481647551059723,0.539380669593811,0.2671984136104584,0.23402775824069977,0.25896620750427246,0.23596632480621338,0.17146249115467072,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.2221294492483139,0.5829201340675354,0.3062323033809662,0.30239659547805786,0.25256022810935974,0.24414950609207153,0.23500721156597137,0.22068053483963013
morning,0.15919212996959686,0.14935638010501862,0.3588288128376007,0.2411087453365326,0.41331109404563904,0.18909820914268494,0.171198770403862,0.15562491118907928,0.26360493898391724,0.17971698939800262
(,0.1676948219537735,0.1455259770154953,0.12361669540405273,0.3206180930137634,0.22952881455421448,0.24216170608997345,0.20925313234329224,0.1285296231508255,0.18014663457870483,0.40561532974243164
kiamsha,0.06964189559221268,0.1476496309041977,0.16378240287303925,0.15109272301197052,0.15510515868663788,0.1422247439622879,0.09803780913352966,0.34488436579704285,0.15528041124343872,0.1829833835363388
kinywa,0.29893678426742554,0.2794114351272583,0.27447983622550964,0.2625129818916321,0.2458621859550476,0.2349170446395874,0.2401503026485443,0.35981160402297974,0.30701011419296265,0.3627263307571411
),0.17939934134483337,0.16602720320224762,0.13577741384506226,0.3640355169773102,0.2379259318113327,0.24460165202617645,0.2275071144104004,0.13588377833366394,0.19241361320018768,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.23988211154937744,0.427140474319458,0.30821847915649414,0.3283645510673523,0.25911128520965576,0.28845730423927307,0.27748003602027893,0.31091248989105225
lunch,0.21004895865917206,0.2523036301136017,0.5400909185409546,0.17762288451194763,0.2717198431491852,0.20971480011940002,0.19458745419979095,0.18839167058467865,0.3797541856765747,0.18059086799621582
in,0.2601168751716614,0.41474202275276184,0.20481647551059723,0.539380669593811,0.2671984136104584,0.23402775824069977,0.25896620750427246,0.23596632480621338,0.17146249115467072,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.2221294492483139,0.5829201340675354,0.3062323033809662,0.30239659547805786,0.25256022810935974,0.24414950609207153,0.23500721156597137,0.22068053483963013
afternoon,0.13602975010871887,0.1847226917743683,0.3626216948032379,0.24086889624595642,0.4275512099266052,0.16585280001163483,0.2312738299369812,0.14264646172523499,0.2603145241737366,0.15454228222370148
(,0.1676948219537735,0.1455259770154953,0.12361669540405273,0.3206180930137634,0.22952881455421448,0.24216170608997345,0.20925313234329224,0.1285296231508255,0.18014663457870483,0.40561532974243164
chakula,0.18824003636837006,0.21805870532989502,0.17529551684856415,0.32179781794548035,0.209931418299675,0.16739071905612946,0.1266665756702423,0.27694928646087646,0.2006627470254898,0.22623026371002197
cha,0.14266012609004974,0.1822025626897812,0.20910485088825226,0.11357087641954422,0.1804676651954651,0.19144472479820251,0.1789204329252243,0.2284809947013855,0.2348596602678299,0.2531195878982544
mchana,0.17870281636714935,0.19936072826385498,0.25711795687675476,0.21324720978736877,0.22391360998153687,0.15618595480918884,0.1679246723651886,0.3300893008708954,0.13846109807491302,0.17651031911373138
),0.17939934134483337,0.16602720320224762,0.13577741384506226,0.3640355169773102,0.2379259318113327,0.24460165202617645,0.2275071144104004,0.13588377833366394,0.19241361320018768,0.42300865054130554
and,0.33647966384887695,0.5296266674995422,0.32105982303619385,0.3739250600337982,0.26673999428749084,0.276123583316803,0.3120298683643341,0.27143463492393494,0.27494877576828003,0.20544172823429108
supper,0.2031528502702713,0.24202275276184082,0.42772483825683594,0.27627089619636536,0.29145288467407227,0.23160433769226074,0.17454403638839722,0.12898212671279907,0.2534840404987335,0.18260931968688965
in,0.2601168751716614,0.41474202275276184,0.20481647551059723,0.539380669593811,0.2671984136104584,0.23402775824069977,0.25896620750427246,0.23596632480621338,0.17146249115467072,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.2221294492483139,0.5829201340675354,0.3062323033809662,0.30239659547805786,0.25256022810935974,0.24414950609207153,0.23500721156597137,0.22068053483963013
evening,0.2040753960609436,0.1471608430147171,0.3790002763271332,0.22510917484760284,0.3926416337490082,0.16314655542373657,0.2320728898048401,0.14020970463752747,0.21724016964435577,0.15503956377506256
(,0.1676948219537735,0.1455259770154953,0.12361669540405273,0.3206180930137634,0.22952881455421448,0.24216170608997345,0.20925313234329224,0.1285296231508255,0.18014663457870483,0.40561532974243164
chakula,0.18824003636837006,0.21805870532989502,0.17529551684856415,0.32179781794548035,0.209931418299675,0.16739071905612946,0.1266665756702423,0.27694928646087646,0.2006627470254898,0.22623026371002197
cha,0.14266012609004974,0.1822025626897812,0.20910485088825226,0.11357087641954422,0.1804676651954651,0.19144472479820251,0.1789204329252243,0.2284809947013855,0.2348596602678299,0.2531195878982544
jioni,0.15414273738861084,0.17870855331420898,0.12142237275838852,0.1942979395389557,0.07326727360486984,0.15272559225559235,0.08705169707536697,0.2122471034526825,0.09755720943212509,0.16046728193759918
or,0.3378981947898865,0.36905089020729065,0.2631486654281616,0.48853766918182373,0.215176060795784,0.39439281821250916,0.39768552780151367,0.26763293147087097,0.28567788004875183,0.32389625906944275
known,0.16194356977939606,0.30594465136528015,0.14545400440692902,0.30882248282432556,0.16314662992954254,0.23082251846790314,0.13602685928344727,0.17704834043979645,0.19950661063194275,0.18314571678638458
simply,0.3277812600135803,0.2617526352405548,0.1342792958021164,0.3719869554042816,0.0865388959646225,0.37204277515411377,0.2777421176433563,0.15782922506332397,0.18279680609703064,0.2984147369861603
as,0.33782753348350525,0.4070141911506653,0.28167715668678284,0.39550232887268066,0.23300392925739288,0.38329678773880005,0.27432510256767273,0.24085594713687897,0.21427258849143982,0.27043893933296204
``,-0.01591024175286293,0.012824942357838154,2.5098624973907135e-05,0.07272057235240936,0.055084168910980225,0.06628920882940292,0.08614228665828705,0.10435613244771957,0.06867547333240509,0.0685480609536171
chajio,0.12180449068546295,0.1898866593837738,0.2520367503166199,0.24124017357826233,0.2762097716331482,0.21178700029850006,0.08118206262588501,0.3268945515155792,0.20389674603939056,0.20776109397411346
'',-0.0029843549709767103,-0.016843097284436226,-0.10146980732679367,0.04890415817499161,-0.024457471445202827,-0.00043653504690155387,-0.04049557074904442,-0.07103616744279861,-0.08056613057851791,0.018684765323996544
),0.17939934134483337,0.16602720320224762,0.13577741384506226,0.3640355169773102,0.2379259318113327,0.24460165202617645,0.2275071144104004,0.13588377833366394,0.19241361320018768,0.42300865054130554
.,0.3287222981452942,0.3974229395389557,0.20835630595684052,0.50484299659729,0.24232520163059235,0.3613996207714081,0.2961207330226898,0.26101213693618774,0.3032529056072235,0.4130953550338745
