,how,did,some,suspect,that,polo,learned,about,china,instead,of,by,actually,visiting,it,?
some,0.4180530905723572,0.42553430795669556,0.9999999403953552,0.2648324966430664,0.6049469113349915,0.16345125436782837,0.34115302562713623,0.42107653617858887,0.256110280752182,0.44300511479377747,0.4300730526447296,0.306446373462677,0.4723986089229584,0.30983442068099976,0.4438856542110443,0.2562315762042999
suggest,0.3917602300643921,0.29067739844322205,0.4350675344467163,0.3247435986995697,0.4803828001022339,0.1280921995639801,0.24501153826713562,0.35433441400527954,0.20355559885501862,0.3196043372154236,0.28071948885917664,0.17751513421535492,0.45217156410217285,0.1590120792388916,0.32043296098709106,0.39672672748565674
that,0.557814359664917,0.47518548369407654,0.6049469113349915,0.38222694396972656,1.0,0.18518216907978058,0.2977227568626404,0.4500710964202881,0.27188003063201904,0.43556153774261475,0.41498205065727234,0.37496164441108704,0.6371707320213318,0.26342931389808655,0.5921133160591125,0.32716336846351624
marco,0.10388790816068649,0.20108899474143982,0.15612007677555084,0.17119117081165314,0.19538237154483795,0.46034806966781616,0.159156933426857,0.2002996802330017,0.23763126134872437,0.1409050077199936,0.13104216754436493,0.12466078251600266,0.1415155977010727,0.1728692203760147,0.12664061784744263,0.14696723222732544
polo,0.09564533829689026,0.16635368764400482,0.16345125436782837,0.1392848640680313,0.18518216907978058,1.0,0.18743374943733215,0.12700994312763214,0.29174625873565674,0.09415878355503082,0.14895640313625336,0.12944376468658447,0.17068372666835785,0.19458919763565063,0.16067248582839966,0.10919596254825592
acquired,0.11872366070747375,0.13529880344867706,0.17087902128696442,0.16710829734802246,0.1898336112499237,0.06854850798845291,0.1460862159729004,0.07650098204612732,0.12614955008029938,0.12191231548786163,0.20385384559631348,0.2711716294288635,0.11736699193716049,0.17336449027061462,0.1931348592042923,0.09366346150636673
much,0.46556615829467773,0.37947356700897217,0.498896986246109,0.15804944932460785,0.4869440197944641,0.0852123573422432,0.3039725720882416,0.42681634426116943,0.20538796484470367,0.3649810552597046,0.2671096920967102,0.24959969520568848,0.5486170649528503,0.154470756649971,0.48116767406463623,0.23442231118679047
of,0.2480744868516922,0.2513895630836487,0.4300730526447296,0.21128375828266144,0.41498205065727234,0.14895640313625336,0.2055458277463913,0.40939709544181824,0.27699828147888184,0.31208282709121704,1.0,0.3646814823150635,0.3496170938014984,0.33447524905204773,0.38761502504348755,0.1826142966747284
his,0.24614305794239044,0.3546801507472992,0.3033970892429352,0.23724572360515594,0.3173833191394806,0.20779156684875488,0.37750664353370667,0.24169853329658508,0.12265565246343613,0.2698245346546173,0.38364991545677185,0.3107621967792511,0.22116266191005707,0.31309908628463745,0.2876833975315094,0.18075084686279297
knowledge,0.3632954955101013,0.25804615020751953,0.30266010761260986,0.2543344795703888,0.3797176480293274,0.08716093003749847,0.3774885833263397,0.2963382303714752,0.20307902991771698,0.18093478679656982,0.25563913583755493,0.22963100671768188,0.34354838728904724,0.19475769996643066,0.19049939513206482,0.2853184640407562
through,0.2704794108867645,0.14190755784511566,0.2702731192111969,0.1496865451335907,0.3152649402618408,0.17583437263965607,0.21749088168144226,0.29083409905433655,0.13262441754341125,0.26457729935646057,0.3647414743900299,0.3433202803134918,0.18719170987606049,0.16480793058872223,0.3374522924423218,0.16913433372974396
contact,0.3153916299343109,0.20494778454303741,0.315207302570343,0.22280658781528473,0.3364052176475525,0.1670268476009369,0.22319941222667694,0.2195882350206375,0.16683946549892426,0.18114490807056427,0.18051373958587646,0.24179251492023468,0.218844473361969,0.25679993629455566,0.28045332431793213,0.2231319397687912
with,0.3525622487068176,0.25472134351730347,0.3924338221549988,0.16926856338977814,0.4154358208179474,0.14900948107242584,0.216949924826622,0.3347385823726654,0.19833041727542877,0.3479769229888916,0.41827285289764404,0.39731505513191223,0.2950410544872284,0.25821706652641296,0.3369046747684479,0.2433311939239502
persian,0.1275230050086975,0.12805257737636566,0.18291544914245605,0.1208457425236702,0.2087990790605545,0.20689672231674194,0.16470129787921906,0.17901381850242615,0.2570165693759918,0.16881349682807922,0.20058591663837433,0.14144404232501984,0.15991556644439697,0.13343097269535065,0.18017497658729553,0.11708208173513412
traders,0.22421614825725555,0.1945924609899521,0.2737079858779907,0.15738283097743988,0.23709404468536377,0.22435767948627472,0.28229326009750366,0.1840704381465912,0.23226891458034515,0.15990100800991058,0.16380983591079712,0.211083322763443,0.24479791522026062,0.24062283337116241,0.2098066210746765,0.12585791945457458
since,0.2347431182861328,0.27613121271133423,0.2670990228652954,0.18703784048557281,0.3873181641101837,0.19013242423534393,0.2167632132768631,0.2784513235092163,0.2622133791446686,0.20721487700939178,0.35513219237327576,0.32704517245292664,0.3799954354763031,0.15846091508865356,0.39943817257881165,0.2876587212085724
many,0.4425291419029236,0.375588983297348,0.7976660132408142,0.15997670590877533,0.5391656160354614,0.1772492229938507,0.3435223698616028,0.3800397515296936,0.30871403217315674,0.32293373346328735,0.37253960967063904,0.3409687578678131,0.3707897365093231,0.3222692012786865,0.39615920186042786,0.2124512493610382
of,0.2480744868516922,0.2513895630836487,0.4300730526447296,0.21128375828266144,0.41498205065727234,0.14895640313625336,0.2055458277463913,0.40939709544181824,0.27699828147888184,0.31208282709121704,1.0,0.3646814823150635,0.3496170938014984,0.33447524905204773,0.38761502504348755,0.1826142966747284
the,0.33890387415885925,0.34736719727516174,0.4566698372364044,0.26095888018608093,0.5473989248275757,0.2024979293346405,0.2019677460193634,0.37995871901512146,0.3110525608062744,0.3940567970275879,0.733189046382904,0.4408751428127289,0.39964747428894043,0.3008267879486084,0.6251175999641418,0.22068053483963013
places,0.25238463282585144,0.19631847739219666,0.46219924092292786,0.13429078459739685,0.3330172598361969,0.17843620479106903,0.20090585947036743,0.2536402940750122,0.25219398736953735,0.2513791024684906,0.26612308621406555,0.19229061901569366,0.23834389448165894,0.3805094361305237,0.32211053371429443,0.17623652517795563
he,0.2594625651836395,0.3292143940925598,0.2902601659297943,0.22870098054409027,0.36068853735923767,0.23825089633464813,0.3828228712081909,0.2518255114555359,0.1920345574617386,0.2544998526573181,0.38706058263778687,0.2485479861497879,0.2729218900203705,0.334164023399353,0.36018872261047363,0.2089974731206894
named,0.155859112739563,0.1507878601551056,0.1815692037343979,0.15091577172279358,0.2836160957813263,0.17190350592136383,0.1433781385421753,0.18947507441043854,0.12238974869251251,0.13473926484584808,0.2820465862751007,0.30212631821632385,0.22207622230052948,0.2781149744987488,0.27125322818756104,0.1297498345375061
were,0.2082374095916748,0.4162326455116272,0.4592604339122772,0.21805527806282043,0.35517072677612305,0.1884768158197403,0.268500953912735,0.29814305901527405,0.2312094271183014,0.24335987865924835,0.34038281440734863,0.4406847059726715,0.28602907061576843,0.24091839790344238,0.25487732887268066,0.17890112102031708
in,0.2601168751716614,0.2593238651752472,0.4010399878025055,0.1799444556236267,0.435920387506485,0.2033374309539795,0.22734703123569489,0.39797019958496094,0.267821341753006,0.28091272711753845,0.5696388483047485,0.370934396982193,0.3058476448059082,0.27832597494125366,0.5130809545516968,0.20430970191955566
persian,0.1275230050086975,0.12805257737636566,0.18291544914245605,0.1208457425236702,0.2087990790605545,0.20689672231674194,0.16470129787921906,0.17901381850242615,0.2570165693759918,0.16881349682807922,0.20058591663837433,0.14144404232501984,0.15991556644439697,0.13343097269535065,0.18017497658729553,0.11708208173513412
.,0.3287222981452942,0.35288307070732117,0.40663889050483704,0.22936463356018066,0.4460422694683075,0.24272365868091583,0.2711547017097473,0.42038556933403015,0.2979343831539154,0.3707379400730133,0.5352458953857422,0.3936232924461365,0.31523430347442627,0.3103084862232208,0.5593622326850891,0.4130953550338745
