,what,does,the,water,flow,of,the,rhine,merge,with,after,flowing,through,merwede,?
two,0.23363454639911652,0.2100418359041214,0.43858039379119873,0.20420964062213898,0.17720970511436462,0.37726253271102905,0.43858039379119873,0.18329967558383942,0.22320173680782318,0.4333336651325226,0.3276641070842743,0.19774635136127472,0.24710188806056976,0.18877437710762024,0.19645625352859497
thirds,0.24749456346035004,0.24664737284183502,0.39219605922698975,0.29542580246925354,0.18945473432540894,0.3725324273109436,0.39219605922698975,0.2155713587999344,0.18231040239334106,0.3351401686668396,0.19301335513591766,0.20607835054397583,0.2649146020412445,0.13210943341255188,0.10387840867042542
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.2741255462169647,0.2407451719045639,1.0,0.733189046382904,0.2548927664756775,0.19220814108848572,0.41827285289764404,0.3867455720901489,0.28941717743873596,0.3647414743900299,0.17477388679981232,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,1.0,0.297396719455719,0.314039409160614,0.733189046382904,1.0,0.30735138058662415,0.26616451144218445,0.4223487675189972,0.4565047025680542,0.36287641525268555,0.44071322679519653,0.20795460045337677,0.22068053483963013
water,0.17456887662410736,0.29202038049697876,0.297396719455719,0.9999998807907104,0.4377398192882538,0.2741255462169647,0.297396719455719,0.18943050503730774,0.12199771404266357,0.20542247593402863,0.20308595895767212,0.4966275990009308,0.3048591613769531,0.18003514409065247,0.14731885492801666
flow,0.1798735409975052,0.21734505891799927,0.314039409160614,0.4377398192882538,0.9999999403953552,0.2407451719045639,0.314039409160614,0.20253489911556244,0.2528975307941437,0.08951380848884583,0.13554908335208893,0.7547113299369812,0.3991040587425232,0.14393994212150574,0.10458291321992874
volume,0.18066860735416412,0.1341913491487503,0.2396446168422699,0.3109224736690521,0.3078576624393463,0.27775493264198303,0.2396446168422699,0.05451172590255737,0.10144762694835663,0.20581743121147156,0.08941508829593658,0.22251863777637482,0.19678735733032227,0.08092711865901947,0.1651400327682495
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.2741255462169647,0.2407451719045639,1.0,0.733189046382904,0.2548927664756775,0.19220814108848572,0.41827285289764404,0.3867455720901489,0.28941717743873596,0.3647414743900299,0.17477388679981232,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,1.0,0.297396719455719,0.314039409160614,0.733189046382904,1.0,0.30735138058662415,0.26616451144218445,0.4223487675189972,0.4565047025680542,0.36287641525268555,0.44071322679519653,0.20795460045337677,0.22068053483963013
rhine,0.16475653648376465,0.13532963395118713,0.30735138058662415,0.18943050503730774,0.20253489911556244,0.2548927664756775,0.30735138058662415,1.0,0.18752039968967438,0.18184249103069305,0.19789908826351166,0.24390889704227448,0.23343999683856964,0.4772508442401886,0.13754533231258392
flows,0.14294633269309998,0.23165354132652283,0.32405155897140503,0.39950031042099,0.6895013451576233,0.25574392080307007,0.32405155897140503,0.2871347963809967,0.2625400722026825,0.12737701833248138,0.16856206953525543,0.7701930403709412,0.4745402932167053,0.2738785445690155,0.11636040359735489
farther,0.2859934866428375,0.19565676152706146,0.34515607357025146,0.2721925675868988,0.20744821429252625,0.23227694630622864,0.34515607357025146,0.3008689880371094,0.17590215802192688,0.16223013401031494,0.18191102147102356,0.28638607263565063,0.33552083373069763,0.20963303744792938,0.08294608443975449
west,0.1946573108434677,0.14011532068252563,0.32918402552604675,0.18919230997562408,0.19337786734104156,0.2891985774040222,0.32918402552604675,0.3360097110271454,0.153669074177742,0.16849102079868317,0.19950814545154572,0.2851856052875519,0.24971719086170197,0.30407851934432983,0.12088293582201004
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.26706066727638245,0.23027558624744415,0.4946078956127167,0.4933079481124878,0.167837992310524,0.24273967742919922,0.4120737314224243,0.38860568404197693,0.27067941427230835,0.3060276508331299,0.2469249665737152,0.31091248989105225
through,0.23167094588279724,0.21495459973812103,0.44071322679519653,0.3048591613769531,0.3991040587425232,0.3647414743900299,0.44071322679519653,0.23343999683856964,0.20057141780853271,0.26801666617393494,0.3430999219417572,0.4528810977935791,1.0,0.11561420559883118,0.16913433372974396
the,0.42745697498321533,0.35928019881248474,1.0,0.297396719455719,0.314039409160614,0.733189046382904,1.0,0.30735138058662415,0.26616451144218445,0.4223487675189972,0.4565047025680542,0.36287641525268555,0.44071322679519653,0.20795460045337677,0.22068053483963013
waal,0.18199798464775085,0.11804382503032684,0.14903073012828827,0.2104029655456543,0.22669056057929993,0.18245531618595123,0.14903073012828827,0.3682439625263214,0.0806756466627121,0.19556142389774323,0.1427304744720459,0.1919907033443451,0.12586866319179535,0.44391798973083496,0.11904393881559372
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.3054247498512268,0.2773895561695099,0.5116966962814331,0.5171257257461548,0.22029656171798706,0.18629194796085358,0.5477725267410278,0.3765919506549835,0.28540873527526855,0.3666759729385376,0.1710251420736313,0.20544172823429108
then,0.4072686731815338,0.2951544523239136,0.4297412931919098,0.2063850462436676,0.22673380374908447,0.2937326431274414,0.4297412931919098,0.18961727619171143,0.26715409755706787,0.37121716141700745,0.4163074791431427,0.29894426465034485,0.38063952326774597,0.17068137228488922,0.2884598970413208
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.26706066727638245,0.23027558624744415,0.4946078956127167,0.4933079481124878,0.167837992310524,0.24273967742919922,0.4120737314224243,0.38860568404197693,0.27067941427230835,0.3060276508331299,0.2469249665737152,0.31091248989105225
via,0.16736915707588196,0.11708846688270569,0.23979412019252777,0.18568088114261627,0.2357010841369629,0.1293322592973709,0.23979412019252777,0.10537445545196533,0.18321865797042847,0.15864962339401245,0.18010306358337402,0.23324841260910034,0.397591233253479,0.11266195774078369,0.19443516433238983
the,0.42745697498321533,0.35928019881248474,1.0,0.297396719455719,0.314039409160614,0.733189046382904,1.0,0.30735138058662415,0.26616451144218445,0.4223487675189972,0.4565047025680542,0.36287641525268555,0.44071322679519653,0.20795460045337677,0.22068053483963013
merwede,0.07321726530790329,0.12159192562103271,0.20795460045337677,0.18003514409065247,0.14393994212150574,0.17477388679981232,0.20795460045337677,0.4772508442401886,0.27561014890670776,0.1157672330737114,0.22265873849391937,0.23161223530769348,0.11561420559883118,1.0,0.13861164450645447
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.3054247498512268,0.2773895561695099,0.5116966962814331,0.5171257257461548,0.22029656171798706,0.18629194796085358,0.5477725267410278,0.3765919506549835,0.28540873527526855,0.3666759729385376,0.1710251420736313,0.20544172823429108
nieuwe,0.10837244242429733,0.06883466988801956,0.18349426984786987,0.2358778417110443,0.18525925278663635,0.18736444413661957,0.18349426984786987,0.37413492798805237,0.08599171042442322,0.10663828253746033,0.19755145907402039,0.19652870297431946,0.14919812977313995,0.5984100103378296,0.10812246054410934
