,what,german,general,and,fighter,pilot,was,of,huguenot,ancestry,?
several,0.22446060180664062,0.18778099119663239,0.2017451822757721,0.4663935899734497,0.13569189608097076,0.14910267293453217,0.25396689772605896,0.3271615505218506,0.21934939920902252,0.1295182853937149,0.15595775842666626
prominent,0.11211586743593216,0.17716890573501587,0.20776838064193726,0.32993122935295105,0.1343798190355301,0.11103365570306778,0.24801866710186005,0.2952583432197571,0.23323705792427063,0.2686363756656647,0.12940338253974915
german,0.1960553526878357,1.0000001192092896,0.15973380208015442,0.25850871205329895,0.24667474627494812,0.22994345426559448,0.26016926765441895,0.2122138887643814,0.4002198278903961,0.19170105457305908,0.13978645205497742
military,0.18809624016284943,0.20391970872879028,0.34393709897994995,0.2530125379562378,0.3274487853050232,0.2699272930622101,0.24704936146736145,0.27347031235694885,0.2661987245082855,0.1683533489704132,0.1890317052602768
",",0.3087472915649414,0.2478695809841156,0.3022127151489258,0.6633074283599854,0.22662852704524994,0.2157025933265686,0.45456063747406006,0.4946078956127167,0.24752236902713776,0.3105199337005615,0.31091248989105225
cultural,0.18198847770690918,0.1277027577161789,0.14543792605400085,0.28489047288894653,0.16963282227516174,0.11277701705694199,0.18866337835788727,0.29898300766944885,0.24884133040905,0.263959139585495,0.09798457473516464
",",0.3087472915649414,0.2478695809841156,0.3022127151489258,0.6633074283599854,0.22662852704524994,0.2157025933265686,0.45456063747406006,0.4946078956127167,0.24752236902713776,0.3105199337005615,0.31091248989105225
and,0.31309178471565247,0.25850871205329895,0.25860127806663513,1.0,0.2588737905025482,0.22935014963150024,0.3740963041782379,0.5116966962814331,0.2762077748775482,0.22378498315811157,0.20544172823429108
political,0.21846716105937958,0.2321714460849762,0.267457515001297,0.33013346791267395,0.14813439548015594,0.11614688485860825,0.24282537400722504,0.27319738268852234,0.2882961332798004,0.21811461448669434,0.17130474746227264
figures,0.20573294162750244,0.11640391498804092,0.20265653729438782,0.30489253997802734,0.18396525084972382,0.11584450304508209,0.22765325009822845,0.2761554718017578,0.16669946908950806,0.21193355321884155,0.15584851801395416
were,0.22298263013362885,0.21041691303253174,0.16518442332744598,0.42175528407096863,0.17963503301143646,0.1526351273059845,0.590133786201477,0.34038281440734863,0.23719102144241333,0.18894383311271667,0.17890112102031708
ethnic,0.23053161799907684,0.20248658955097198,0.12365277111530304,0.19576342403888702,0.1942307949066162,0.05570545792579651,0.14180785417556763,0.2623131573200226,0.27523258328437805,0.39356863498687744,0.1578492373228073
huguenot,0.1912020891904831,0.4002198278903961,0.22763143479824066,0.2762077748775482,0.19047825038433075,0.19780828058719635,0.24281072616577148,0.29061198234558105,1.0000001192092896,0.33969786763191223,0.1359742432832718
",",0.3087472915649414,0.2478695809841156,0.3022127151489258,0.6633074283599854,0.22662852704524994,0.2157025933265686,0.45456063747406006,0.4946078956127167,0.24752236902713776,0.3105199337005615,0.31091248989105225
including,0.18328791856765747,0.1577586680650711,0.18835937976837158,0.5144438743591309,0.18246112763881683,0.14762768149375916,0.21884717047214508,0.44195112586021423,0.21996931731700897,0.1838582158088684,0.1633303165435791
poet,0.10796449333429337,0.21876780688762665,0.17695382237434387,0.23370899260044098,0.23547513782978058,0.1735936850309372,0.2649230360984802,0.1686325967311859,0.24914252758026123,0.20574285089969635,0.16892145574092865
theodor,0.20522762835025787,0.36107319593429565,0.15147744119167328,0.22593072056770325,0.13519413769245148,0.1610712707042694,0.2549738585948944,0.19856882095336914,0.3121385872364044,0.13707762956619263,0.1830647885799408
fontane,0.1356104016304016,0.32927024364471436,0.09581036865711212,0.1885157972574234,0.1628594994544983,0.11376353353261948,0.2187095433473587,0.17786750197410583,0.3371119201183319,0.1711703985929489,0.08063802123069763
",",0.3087472915649414,0.2478695809841156,0.3022127151489258,0.6633074283599854,0.22662852704524994,0.2157025933265686,0.45456063747406006,0.4946078956127167,0.24752236902713776,0.3105199337005615,0.31091248989105225
general,0.24928055703639984,0.15973380208015442,1.0000001192092896,0.25860127806663513,0.16122494637966156,0.24460673332214355,0.2445744127035141,0.28352999687194824,0.22763143479824066,0.13405121862888336,0.1972234547138214
hermann,0.1317908614873886,0.5723806619644165,0.14308276772499084,0.2066231518983841,0.16362614929676056,0.2164899855852127,0.2255205363035202,0.18181072175502777,0.30885201692581177,0.15749412775039673,0.12588001787662506
von,0.18003655970096588,0.5505782961845398,0.2149355411529541,0.2179601788520813,0.11556251347064972,0.22948983311653137,0.2042967826128006,0.19899946451187134,0.3540573716163635,0.11437691748142242,0.13907472789287567
françois,0.1766790747642517,0.282809853553772,0.15160533785820007,0.21098116040229797,0.1289617419242859,0.133721724152565,0.25358033180236816,0.19206100702285767,0.4642702043056488,0.1213608980178833,0.16150183975696564
",",0.3087472915649414,0.2478695809841156,0.3022127151489258,0.6633074283599854,0.22662852704524994,0.2157025933265686,0.45456063747406006,0.4946078956127167,0.24752236902713776,0.3105199337005615,0.31091248989105225
the,0.42745697498321533,0.256483793258667,0.28634732961654663,0.5171257257461548,0.22349224984645844,0.17881006002426147,0.48711544275283813,0.733189046382904,0.29557526111602783,0.22235198318958282,0.22068053483963013
hero,0.19322191178798676,0.1460985392332077,0.19298657774925232,0.18470527231693268,0.33481863141059875,0.1823519468307495,0.2788515090942383,0.20685459673404694,0.18050360679626465,0.18402506411075592,0.141077920794487
of,0.33290785551071167,0.2122138887643814,0.28352999687194824,0.5116966962814331,0.16858099400997162,0.11964807659387589,0.4069072902202606,1.0,0.29061198234558105,0.22947031259536743,0.1826142966747284
the,0.42745697498321533,0.256483793258667,0.28634732961654663,0.5171257257461548,0.22349224984645844,0.17881006002426147,0.48711544275283813,0.733189046382904,0.29557526111602783,0.22235198318958282,0.22068053483963013
first,0.28086137771606445,0.20368412137031555,0.23021191358566284,0.3167642652988434,0.22751663625240326,0.27490973472595215,0.5022147297859192,0.3536086082458496,0.18566305935382843,0.24581322073936462,0.18701928853988647
world,0.21669597923755646,0.2502993047237396,0.1344487965106964,0.3246132433414459,0.24440886080265045,0.16063052415847778,0.3097524344921112,0.2828933000564575,0.1958485245704651,0.12636803090572357,0.17579582333564758
