,what,were,the,papal,legate,'s,orders,from,the,pope,?
cajetan,0.15989385545253754,0.17146164178848267,0.303215354681015,0.33898741006851196,0.2921559512615204,-0.008229550905525684,0.2234605997800827,0.24494147300720215,0.303215354681015,0.39678096771240234,0.2069098949432373
's,0.02692362666130066,0.007088581565767527,-0.01540423184633255,-0.07494872063398361,-0.03656037524342537,0.9999999403953552,-0.09433139115571976,-0.01936490088701248,-0.01540423184633255,-0.04202478379011154,-0.023395681753754616
original,0.24651947617530823,0.27702075242996216,0.4037000238895416,0.15953563153743744,0.19123400747776031,0.0564689077436924,0.0802621841430664,0.233787402510643,0.4037000238895416,0.08039065450429916,0.17256900668144226
instructions,0.4071044623851776,0.19224371016025543,0.2672581672668457,0.1693020910024643,0.18469198048114777,0.01835118792951107,0.290998637676239,0.18661057949066162,0.2672581672668457,0.14655405282974243,0.28471189737319946
had,0.23849567770957947,0.6150832772254944,0.3875846862792969,0.23528972268104553,0.24126890301704407,-0.004401352722197771,0.2999027669429779,0.3075238764286041,0.3875846862792969,0.19380679726600647,0.20728366076946259
been,0.2567804455757141,0.5062422156333923,0.3563927710056305,0.20348937809467316,0.13713549077510834,-0.10734795778989792,0.20423680543899536,0.27624839544296265,0.3563927710056305,0.1970645785331726,0.24354910850524902
to,0.455847829580307,0.31913647055625916,0.535392165184021,0.2142687439918518,0.21034613251686096,0.03782717138528824,0.27432385087013245,0.4069952368736267,0.535392165184021,0.25680112838745117,0.29463258385658264
arrest,0.19790410995483398,0.1853131204843521,0.20406219363212585,0.26955556869506836,0.22592414915561676,-0.04917949065566063,0.3177392780780792,0.24351193010807037,0.20406219363212585,0.2545798122882843,0.1830197125673294
luther,0.2134782373905182,0.18652333319187164,0.1759674996137619,0.23832891881465912,0.2665371894836426,-0.009990512393414974,0.20351934432983398,0.10716932266950607,0.1759674996137619,0.27229586243629456,0.1732746809720993
if,0.5277165174484253,0.1688997447490692,0.33724796772003174,0.15264540910720825,0.15601354837417603,-0.0015437148977071047,0.15058445930480957,0.23692595958709717,0.33724796772003174,0.15694928169250488,0.4441644251346588
he,0.3114890456199646,0.31267037987709045,0.4571082592010498,0.2557644546031952,0.24614885449409485,0.024063590914011,0.16933953762054443,0.3314535319805145,0.4571082592010498,0.25602394342422485,0.2089974731206894
failed,0.26093074679374695,0.3086169362068176,0.32787200808525085,0.1772756427526474,0.349506139755249,-0.03288644924759865,0.2403724640607834,0.2147185057401657,0.32787200808525085,0.13522744178771973,0.16487033665180206
to,0.455847829580307,0.31913647055625916,0.535392165184021,0.2142687439918518,0.21034613251686096,0.03782717138528824,0.27432385087013245,0.4069952368736267,0.535392165184021,0.25680112838745117,0.29463258385658264
recant,0.2936279773712158,0.23386013507843018,0.28605735301971436,0.4264659583568573,0.4209502339363098,-0.04960950091481209,0.19801835715770721,0.1850786656141281,0.28605735301971436,0.44584712386131287,0.2123151570558548
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.20856137573719025,0.23089487850666046,-0.0016132977325469255,0.24715667963027954,0.39760664105415344,0.4933079481124878,0.21447758376598358,0.31091248989105225
but,0.5029441118240356,0.38291117548942566,0.4859698414802551,0.23194491863250732,0.22836466133594513,0.04136733338236809,0.22285044193267822,0.3133932948112488,0.4859698414802551,0.21356859803199768,0.27921953797340393
the,0.42745697498321533,0.3906462490558624,1.0,0.24918924272060394,0.2300969660282135,-0.01540423184633255,0.26927345991134644,0.40150508284568787,1.0,0.2285010814666748,0.22068053483963013
legate,0.1374686360359192,0.20263122022151947,0.2300969660282135,0.4037315845489502,1.0,-0.03656037524342537,0.20782476663589478,0.25454026460647583,0.2300969660282135,0.35022032260894775,0.15272599458694458
desisted,0.1775306761264801,0.34831503033638,0.2755174934864044,0.11054190248250961,0.22657494246959686,0.06241384521126747,0.24650759994983673,0.1743256002664566,0.2755174934864044,0.10249526798725128,0.08438091725111008
from,0.2737620174884796,0.29991888999938965,0.40150508284568787,0.1533939242362976,0.25454026460647583,-0.01936490088701248,0.197062686085701,1.0,0.40150508284568787,0.14484038949012756,0.19969791173934937
doing,0.5205235481262207,0.2004420906305313,0.29305580258369446,0.13914711773395538,0.11064270883798599,-0.003558715106919408,0.25479263067245483,0.22320200502872467,0.29305580258369446,0.1972915232181549,0.4119948446750641
so,0.539469838142395,0.3436952531337738,0.4296516180038452,0.16569682955741882,0.15664272010326385,0.04364320635795593,0.26460152864456177,0.2813224494457245,0.4296516180038452,0.21484266221523285,0.43163934350013733
.,0.3567904531955719,0.3378238379955292,0.5934505462646484,0.20504938066005707,0.2721084952354431,-0.003708066651597619,0.2030671089887619,0.41536515951156616,0.5934505462646484,0.20701080560684204,0.4130953550338745
