,which,direction,did,romans,use,to,drift,through,the,rhine,?
the,0.6521818041801453,0.28851455450057983,0.34736719727516174,0.2908686399459839,0.34342584013938904,0.535392165184021,0.34215953946113586,0.44071322679519653,1.0,0.30735138058662415,0.22068053483963013
germanic,0.26425912976264954,0.15066194534301758,0.2060786336660385,0.55640709400177,0.2147340625524521,0.2573712468147278,0.21138840913772583,0.19289006292819977,0.3006645441055298,0.49177953600883484,0.18380945920944214
populations,0.2758159041404724,0.11427440494298935,0.10798442363739014,0.1670996993780136,0.20887500047683716,0.21785755455493927,0.2943267822265625,0.1889207512140274,0.2796059846878052,0.11252149939537048,0.17519071698188782
of,0.5011631846427917,0.18922415375709534,0.2513895630836487,0.2405557483434677,0.2750902473926544,0.41548454761505127,0.28527894616127014,0.3647414743900299,0.733189046382904,0.2548927664756775,0.1826142966747284
these,0.5959210991859436,0.17604775726795197,0.38755595684051514,0.2390459030866623,0.43580424785614014,0.46852558851242065,0.21106061339378357,0.31776371598243713,0.49086877703666687,0.12676183879375458,0.2571668326854706
lands,0.20246481895446777,0.08841829001903534,0.16305740177631378,0.27448010444641113,0.170279860496521,0.285159707069397,0.18430504202842712,0.16627433896064758,0.3190511167049408,0.2691037952899933,0.10082722455263138
seem,0.33174797892570496,0.1609896868467331,0.39250612258911133,0.17823047935962677,0.3866804838180542,0.42832475900650024,0.1881164014339447,0.18704897165298462,0.2749357521533966,0.17712825536727905,0.42079484462738037
in,0.4840516746044159,0.17485231161117554,0.2593238651752472,0.29633307456970215,0.2715643048286438,0.45010748505592346,0.2739628851413727,0.38533157110214233,0.6662389636039734,0.24648422002792358,0.20430970191955566
roman,0.2057887464761734,0.10010304301977158,0.1483525037765503,0.6931719779968262,0.17430752515792847,0.24710409343242645,0.10912706702947617,0.12537987530231476,0.2862859070301056,0.32421013712882996,0.1663191318511963
times,0.29070794582366943,0.17575359344482422,0.23068773746490479,0.22039809823036194,0.20556782186031342,0.32875269651412964,0.08717504143714905,0.2250504344701767,0.29093852639198303,0.13167041540145874,0.18880689144134521
to,0.5345056653022766,0.32930055260658264,0.4452643394470215,0.290703147649765,0.47261837124824524,1.0,0.252255380153656,0.4062686562538147,0.535392165184021,0.1736302673816681,0.29463258385658264
have,0.49652695655822754,0.17844794690608978,0.3783526122570038,0.250576913356781,0.4805850088596344,0.4544740617275238,0.16048727929592133,0.2991202771663666,0.40389683842658997,0.10870055109262466,0.32991164922714233
been,0.36993977427482605,0.12465643882751465,0.2835664749145508,0.2592589557170868,0.27338850498199463,0.34945759177207947,0.12253587692975998,0.25531598925590515,0.3563927710056305,0.17140072584152222,0.24354910850524902
scanty,0.29493167996406555,0.15406551957130432,0.1740947663784027,0.1484755128622055,0.22580574452877045,0.22849245369434357,0.23050889372825623,0.17378175258636475,0.2509179413318634,0.18915505707263947,0.16573785245418549
",",0.3658004403114319,0.23287029564380646,0.3015086054801941,0.2246275097131729,0.3276674151420593,0.44245919585227966,0.2428497076034546,0.3060276508331299,0.4933079481124878,0.167837992310524,0.31091248989105225
and,0.506277859210968,0.2529398798942566,0.34479495882987976,0.2658332884311676,0.34145063161849976,0.48971283435821533,0.2553916275501251,0.3666759729385376,0.5171257257461548,0.22029656171798706,0.20544172823429108
roman,0.2057887464761734,0.10010304301977158,0.1483525037765503,0.6931719779968262,0.17430752515792847,0.24710409343242645,0.10912706702947617,0.12537987530231476,0.2862859070301056,0.32421013712882996,0.1663191318511963
subjects,0.29370996356010437,0.14981362223625183,0.2734087407588959,0.1874302327632904,0.2963443994522095,0.3006519377231598,0.21269533038139343,0.209355428814888,0.22999566793441772,0.19561165571212769,0.26547127962112427
from,0.38755592703819275,0.19012711942195892,0.20248863101005554,0.19691167771816254,0.28012022376060486,0.4069952368736267,0.2291092723608017,0.4291878044605255,0.40150508284568787,0.2181936800479889,0.19969791173934937
the,0.6521818041801453,0.28851455450057983,0.34736719727516174,0.2908686399459839,0.34342584013938904,0.535392165184021,0.34215953946113586,0.44071322679519653,1.0,0.30735138058662415,0.22068053483963013
modern,0.3329094350337982,0.13913945853710175,0.21376098692417145,0.2818260192871094,0.3562934696674347,0.193939670920372,0.14555872976779938,0.16752590239048004,0.3283970355987549,0.15564224123954773,0.12475407868623734
alsace-lorraine,0.23635613918304443,0.13786135613918304,0.1521037220954895,0.28468263149261475,0.15793950855731964,0.18795618414878845,0.12031817436218262,0.12864479422569275,0.2978031039237976,0.45018407702445984,0.2272186130285263
had,0.3188965916633606,0.14310456812381744,0.540525496006012,0.255327433347702,0.22564378380775452,0.37984350323677063,0.15411920845508575,0.24049615859985352,0.3875846862792969,0.17234164476394653,0.20728366076946259
drifted,0.30358684062957764,0.2681404948234558,0.23038963973522186,0.1707221418619156,0.13701081275939941,0.26736193895339966,0.7303059697151184,0.2617148756980896,0.3186756670475006,0.23554231226444244,0.15110652148723602
across,0.3903377950191498,0.26800477504730225,0.165368914604187,0.18860982358455658,0.1891752928495407,0.36818596720695496,0.3388186991214752,0.4781998097896576,0.3816230297088623,0.22327139973640442,0.17034576833248138
the,0.6521818041801453,0.28851455450057983,0.34736719727516174,0.2908686399459839,0.34342584013938904,0.535392165184021,0.34215953946113586,0.44071322679519653,1.0,0.30735138058662415,0.22068053483963013
river,0.25416892766952515,0.15936163067817688,0.15783563256263733,0.23815034329891205,0.07573416084051132,0.13636653125286102,0.19141042232513428,0.27566906809806824,0.2894456386566162,0.3672541379928589,0.15390869975090027
eastwards,0.3040221333503723,0.41823428869247437,0.14141525328159332,0.2575133442878723,0.14368441700935364,0.3190372586250305,0.4174309968948364,0.4628421664237976,0.35049715638160706,0.3056655526161194,0.12373298406600952
.,0.45942068099975586,0.23911777138710022,0.35288307070732117,0.23923294246196747,0.3711656630039215,0.4645031690597534,0.24393774569034576,0.3174465596675873,0.5934505462646484,0.2089352011680603,0.4130953550338745
