,what,did,the,analysis,from,the,sediment,deposits,indicate,?
analyses,0.2285933792591095,0.11311940848827362,0.23002441227436066,0.7486752867698669,0.13907985389232635,0.23002441227436066,0.2895522713661194,0.3389583230018616,0.3376387357711792,0.17589309811592102
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.24679350852966309,0.4249346852302551,0.733189046382904,0.2534373998641968,0.3096405267715454,0.25098979473114014,0.1826142966747284
sediment,0.19542910158634186,0.030932806432247162,0.2451712042093277,0.28368645906448364,0.1958288848400116,0.2451712042093277,1.0000001192092896,0.6731237173080444,0.2668394148349762,0.14870919287204742
deposits,0.17664960026741028,0.1024630069732666,0.27324897050857544,0.3035726547241211,0.24245448410511017,0.27324897050857544,0.6731237173080444,1.0,0.2521418631076813,0.1225230023264885
from,0.2737620174884796,0.20248863101005554,0.40150508284568787,0.17278055846691132,1.0,0.40150508284568787,0.1958288848400116,0.24245448410511017,0.2311631739139557,0.19969791173934937
amazon,0.16355936229228973,0.15553738176822662,0.260541707277298,0.1441737711429596,0.08236479759216309,0.260541707277298,0.24430792033672333,0.20045168697834015,0.1705303192138672,0.18144656717777252
basin,0.1565224826335907,0.13325946033000946,0.24553915858268738,0.20970140397548676,0.19501222670078278,0.24553915858268738,0.4551045596599579,0.38898733258247375,0.17946135997772217,0.14685653150081635
paleolakes,0.2805918753147125,0.18925048410892487,0.2863076329231262,0.2398308515548706,0.2197895348072052,0.2863076329231262,0.4915825426578522,0.44648265838623047,0.237465500831604,0.18062393367290497
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.23574496805667877,0.3601827025413513,0.5171257257461548,0.23996920883655548,0.2642618715763092,0.22519426047801971,0.20544172823429108
from,0.2737620174884796,0.20248863101005554,0.40150508284568787,0.17278055846691132,1.0,0.40150508284568787,0.1958288848400116,0.24245448410511017,0.2311631739139557,0.19969791173934937
the,0.42745697498321533,0.34736719727516174,1.0,0.24241644144058228,0.40150508284568787,1.0,0.2451712042093277,0.27324897050857544,0.2430160641670227,0.22068053483963013
amazon,0.16355936229228973,0.15553738176822662,0.260541707277298,0.1441737711429596,0.08236479759216309,0.260541707277298,0.24430792033672333,0.20045168697834015,0.1705303192138672,0.18144656717777252
fan,0.10274515300989151,0.181161567568779,0.163461834192276,0.055139556527137756,0.10844606906175613,0.163461834192276,0.1154395341873169,0.09262554347515106,0.1737973392009735,0.15863578021526337
indicate,0.24538113176822662,0.19002793729305267,0.2430160641670227,0.33947136998176575,0.2311631739139557,0.2430160641670227,0.2668394148349762,0.2521418631076813,1.0,0.23544088006019592
that,0.6297725439071655,0.47518548369407654,0.5473989248275757,0.34139660000801086,0.3477667272090912,0.5473989248275757,0.2510903477668762,0.24707520008087158,0.37408319115638733,0.32716336846351624
rainfall,0.1762358695268631,0.11819510161876678,0.24584579467773438,0.1216387003660202,0.20882150530815125,0.24584579467773438,0.34905368089675903,0.2702668607234955,0.14118735492229462,0.17489276826381683
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.19403725862503052,0.4274188280105591,0.6662389636039734,0.2096979320049286,0.23073440790176392,0.21759656071662903,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,1.0,0.24241644144058228,0.40150508284568787,1.0,0.2451712042093277,0.27324897050857544,0.2430160641670227,0.22068053483963013
basin,0.1565224826335907,0.13325946033000946,0.24553915858268738,0.20970140397548676,0.19501222670078278,0.24553915858268738,0.4551045596599579,0.38898733258247375,0.17946135997772217,0.14685653150081635
during,0.24137552082538605,0.30679523944854736,0.4838213622570038,0.21707969903945923,0.3186885714530945,0.4838213622570038,0.172119602560997,0.21584175527095795,0.1516575962305069,0.1325719803571701
the,0.42745697498321533,0.34736719727516174,1.0,0.24241644144058228,0.40150508284568787,1.0,0.2451712042093277,0.27324897050857544,0.2430160641670227,0.22068053483963013
lgm,0.2686269283294678,0.20857731997966766,0.2530740201473236,0.2119397073984146,0.2992756962776184,0.2530740201473236,0.17243385314941406,0.1274036318063736,0.17574737966060638,0.27672693133354187
was,0.22111038863658905,0.41399896144866943,0.48711544275283813,0.19466719031333923,0.31171464920043945,0.48711544275283813,0.08942241966724396,0.15093159675598145,0.1569703370332718,0.18412111699581146
lower,0.20079238712787628,0.1054062619805336,0.3463275134563446,0.1288977861404419,0.2286408692598343,0.3463275134563446,0.25735899806022644,0.2944270372390747,0.3281666934490204,0.08471795171499252
than,0.29388150572776794,0.24820660054683685,0.3227543234825134,0.21363689005374908,0.2633618414402008,0.3227543234825134,0.20123828947544098,0.219482421875,0.3471142053604126,0.24917294085025787
for,0.3017193675041199,0.318512886762619,0.4739971458911896,0.25886523723602295,0.314039945602417,0.4739971458911896,0.15481148660182953,0.2171056568622589,0.27113986015319824,0.264628142118454
the,0.42745697498321533,0.34736719727516174,1.0,0.24241644144058228,0.40150508284568787,1.0,0.2451712042093277,0.27324897050857544,0.2430160641670227,0.22068053483963013
present,0.30940163135528564,0.1261267513036728,0.2829846143722534,0.2079116851091385,0.20334279537200928,0.2829846143722534,0.2144290655851364,0.22155247628688812,0.2600472867488861,0.21759982407093048
