,where,is,the,most,successful,agricultural,prodcution,regions,?
tea,0.19728270173072815,0.15645386278629303,0.206143319606781,0.1170271635055542,0.050246089696884155,0.24782569706439972,0.1653733253479004,0.17418329417705536,0.18135163187980652
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.28826844692230225,0.31311511993408203,0.27983227372169495,0.26776278018951416,0.31091248989105225
coffee,0.20414116978645325,0.20989219844341278,0.20381483435630798,0.18723559379577637,0.10588538646697998,0.3420908749103546,0.1319614052772522,0.15889766812324524,0.1695348024368286
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.28826844692230225,0.31311511993408203,0.27983227372169495,0.26776278018951416,0.31091248989105225
sisal,0.17539279162883759,0.22336159646511078,0.24630670249462128,0.199686199426651,0.16065022349357605,0.3435547947883606,0.3013949394226074,0.15918244421482086,0.15308451652526855
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.28826844692230225,0.31311511993408203,0.27983227372169495,0.26776278018951416,0.31091248989105225
pyrethrum,0.256272554397583,0.32292482256889343,0.3662496507167816,0.21731701493263245,0.1513516902923584,0.21016009151935577,0.4280302822589874,0.2679351270198822,0.2123098075389862
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.28826844692230225,0.31311511993408203,0.27983227372169495,0.26776278018951416,0.31091248989105225
corn,0.1618378609418869,0.18285128474235535,0.22435466945171356,0.2131575495004654,0.044487930834293365,0.40045347809791565,0.2260141223669052,0.2090347707271576,0.13911280035972595
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.28826844692230225,0.31311511993408203,0.27983227372169495,0.26776278018951416,0.31091248989105225
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.4309377074241638,0.2795376479625702,0.3097107410430908,0.2116992473602295,0.30318012833595276,0.20544172823429108
wheat,0.20195229351520538,0.18289156258106232,0.24601414799690247,0.18222910165786743,0.11576348543167114,0.46941477060317993,0.2365182638168335,0.23430563509464264,0.1310781091451645
are,0.32389864325523376,0.5330929756164551,0.40399202704429626,0.48698675632476807,0.18366068601608276,0.2234691083431244,0.17182926833629608,0.3568890690803528,0.24591213464736938
grown,0.20716668665409088,0.23424078524112701,0.27443811297416687,0.2589341998100281,0.14720124006271362,0.46340516209602356,0.13416855037212372,0.288015753030777,0.10581663250923157
in,0.5344807505607605,0.5394441485404968,0.6662389636039734,0.41416558623313904,0.2864660918712616,0.2751860022544861,0.23751318454742432,0.3232547640800476,0.20430970191955566
the,0.5003893971443176,0.5823672413825989,1.0,0.47635307908058167,0.31354787945747375,0.2716485559940338,0.2704809308052063,0.36158451437950134,0.22068053483963013
fertile,0.24644865095615387,0.25815796852111816,0.27471983432769775,0.21527229249477386,0.16008907556533813,0.502618134021759,0.1968175172805786,0.2771646976470947,0.13105744123458862
highlands,0.24558570981025696,0.2603209316730499,0.28319621086120605,0.2264741212129593,0.12395770102739334,0.3808896243572235,0.1994391530752182,0.3631027340888977,0.07737036049365997
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.28826844692230225,0.31311511993408203,0.27983227372169495,0.26776278018951416,0.31091248989105225
one,0.3907615840435028,0.4544198513031006,0.5514441132545471,0.5404669642448425,0.32754239439964294,0.14666850864887238,0.2290579229593277,0.2787635922431946,0.2673267424106598
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.4178851246833801,0.2304827868938446,0.3318701386451721,0.26739299297332764,0.3694140613079071,0.1826142966747284
the,0.5003893971443176,0.5823672413825989,1.0,0.47635307908058167,0.31354787945747375,0.2716485559940338,0.2704809308052063,0.36158451437950134,0.22068053483963013
most,0.3678402900695801,0.41165053844451904,0.47635307908058167,1.0,0.38893797993659973,0.1969577521085739,0.22248795628547668,0.22717580199241638,0.2107497900724411
successful,0.1425083875656128,0.24266567826271057,0.31354787945747375,0.38893797993659973,1.0,0.12458401918411255,0.21212854981422424,0.08335978537797928,0.1132197454571724
agricultural,0.23564749956130981,0.20706014335155487,0.2716485559940338,0.1969577521085739,0.12458401918411255,1.0000001192092896,0.21921595931053162,0.2968222200870514,0.0713675245642662
production,0.20912449061870575,0.19756923615932465,0.2657334506511688,0.21468879282474518,0.2158578783273697,0.3729345202445984,0.4304298758506775,0.1705402433872223,0.19318072497844696
regions,0.25949499011039734,0.28507089614868164,0.36158451437950134,0.22717580199241638,0.08335978537797928,0.2968222200870514,0.18509544432163239,1.0,0.11608363687992096
in,0.5344807505607605,0.5394441485404968,0.6662389636039734,0.41416558623313904,0.2864660918712616,0.2751860022544861,0.23751318454742432,0.3232547640800476,0.20430970191955566
africa,0.23793575167655945,0.18992355465888977,0.2903064787387848,0.24133837223052979,0.2019449770450592,0.19085581600666046,0.21505054831504822,0.3029687702655792,0.12926554679870605
.,0.41390106081962585,0.4569662809371948,0.5934505462646484,0.35404038429260254,0.361310213804245,0.26339057087898254,0.21502739191055298,0.25618889927864075,0.4130953550338745
