,what,is,the,yuan,dynasty,'s,official,name,?
the,0.42745697498321533,0.5823672413825989,1.0,0.2548272907733917,0.26267939805984497,-0.01540423184633255,0.3133983910083771,0.3171212375164032,0.22068053483963013
yuan,0.13503028452396393,0.1437031477689743,0.2548272907733917,1.0,0.49336904287338257,0.01965653896331787,0.09966789931058884,0.06442316621541977,0.12871281802654266
dynasty,0.17240095138549805,0.16410371661186218,0.26267939805984497,0.49336904287338257,1.0,-0.03789631649851799,0.12904107570648193,0.217737078666687,0.15884074568748474
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.18021149933338165,0.15119072794914246,0.0012731997994706035,0.20883582532405853,0.2706909477710724,0.40561532974243164
chinese,0.11643128097057343,0.1841094046831131,0.2785343527793884,0.5665212273597717,0.39861640334129333,0.01673142798244953,0.13652202486991882,0.14820076525211334,0.20843194425106049
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,-0.000654889561701566,-0.028215795755386353,0.07621461898088455,-0.031326934695243835,-0.0774015560746193,-0.07156077772378922
元朝,-0.0009572158451192081,-0.0954107791185379,-0.03571220859885216,0.029995527118444443,0.015147162601351738,-0.06370716542005539,-0.07059828191995621,-0.0481889471411705,0.08522719144821167
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,-0.06296640634536743,-0.01120092160999775,0.006909397430717945,0.0691026821732521,0.01776505447924137,0.10349778085947037
pinyin,0.14042533934116364,0.2858012616634369,0.22656001150608063,0.4228459298610687,0.2617582380771637,-0.005547389388084412,0.19821223616600037,0.246196448802948,0.22529643774032593
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,-0.000654889561701566,-0.028215795755386353,0.07621461898088455,-0.031326934695243835,-0.0774015560746193,-0.07156077772378922
yuán,0.22776071727275848,0.20495593547821045,0.26569807529449463,0.41060131788253784,0.2954367697238922,-0.04541701450943947,0.20057334005832672,0.17869900166988373,0.20375649631023407
cháo,0.2856947183609009,0.24609099328517914,0.360204815864563,0.38290393352508545,0.30799683928489685,-0.028306415304541588,0.2566055655479431,0.26269111037254333,0.28107210993766785
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.17912885546684265,0.17090870440006256,0.021107977256178856,0.2148369550704956,0.2638341188430786,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.20958951115608215,0.1976536363363266,-0.0016132977325469255,0.2088543325662613,0.28145334124565125,0.31091248989105225
officially,0.17107035219669342,0.2830421030521393,0.36343514919281006,0.14713934063911438,0.2019241899251938,-0.010966640897095203,0.5938388705253601,0.25676780939102173,0.15603435039520264
the,0.42745697498321533,0.5823672413825989,1.0,0.2548272907733917,0.26267939805984497,-0.01540423184633255,0.3133983910083771,0.3171212375164032,0.22068053483963013
great,0.2562883198261261,0.1345067322254181,0.2822027802467346,0.1734679937362671,0.18592259287834167,-0.014279589988291264,0.13382959365844727,0.16152743995189667,0.13135133683681488
yuan,0.13503028452396393,0.1437031477689743,0.2548272907733917,1.0,0.49336904287338257,0.01965653896331787,0.09966789931058884,0.06442316621541977,0.12871281802654266
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.18021149933338165,0.15119072794914246,0.0012731997994706035,0.20883582532405853,0.2706909477710724,0.40561532974243164
chinese,0.11643128097057343,0.1841094046831131,0.2785343527793884,0.5665212273597717,0.39861640334129333,0.01673142798244953,0.13652202486991882,0.14820076525211334,0.20843194425106049
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,-0.000654889561701566,-0.028215795755386353,0.07621461898088455,-0.031326934695243835,-0.0774015560746193,-0.07156077772378922
大元,-0.16293780505657196,0.06849493831396103,0.04971197620034218,-0.07206033915281296,0.0016417810693383217,0.052669819444417953,0.177241712808609,0.08906573802232742,-0.10699106752872467
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,-0.06296640634536743,-0.01120092160999775,0.006909397430717945,0.0691026821732521,0.01776505447924137,0.10349778085947037
pinyin,0.14042533934116364,0.2858012616634369,0.22656001150608063,0.4228459298610687,0.2617582380771637,-0.005547389388084412,0.19821223616600037,0.246196448802948,0.22529643774032593
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,-0.000654889561701566,-0.028215795755386353,0.07621461898088455,-0.031326934695243835,-0.0774015560746193,-0.07156077772378922
dà,0.3177097737789154,0.313559353351593,0.3587157726287842,0.5081632733345032,0.4466659128665924,-0.01378333754837513,0.22510524094104767,0.3051213324069977,0.29450011253356934
yuán,0.22776071727275848,0.20495593547821045,0.26569807529449463,0.41060131788253784,0.2954367697238922,-0.04541701450943947,0.20057334005832672,0.17869900166988373,0.20375649631023407
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,-0.06296640634536743,-0.01120092160999775,0.006909397430717945,0.0691026821732521,0.01776505447924137,0.10349778085947037
mongolian,0.15557456016540527,0.20271806418895721,0.2657795250415802,0.4689459800720215,0.40221554040908813,-0.009959477931261063,0.19561073184013367,0.19098106026649475,0.13122369349002838
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,-0.000654889561701566,-0.028215795755386353,0.07621461898088455,-0.031326934695243835,-0.0774015560746193,-0.07156077772378922
yehe,0.2937893867492676,0.2502078115940094,0.25372564792633057,0.34168779850006104,0.36516037583351135,0.016227614134550095,0.17857913672924042,0.1885867863893509,0.26387616991996765
yuan,0.13503028452396393,0.1437031477689743,0.2548272907733917,1.0,0.49336904287338257,0.01965653896331787,0.09966789931058884,0.06442316621541977,0.12871281802654266
ulus,0.08866755664348602,0.0991961807012558,0.09236661344766617,0.21019956469535828,0.23556432127952576,0.08442496508359909,0.11746887862682343,0.12858891487121582,0.04654638096690178
[,0.010752761736512184,-0.06921151280403137,0.07130392640829086,0.03372069075703621,0.014077010564506054,0.01083834283053875,0.08642163127660751,-0.009093504399061203,0.011015460826456547
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.18084076046943665,0.14993494749069214,0.04866964742541313,0.19875815510749817,0.26421117782592773,0.23916715383529663
],-0.03775298595428467,-0.02998926118016243,-0.04779602214694023,0.01258974801748991,0.026215163990855217,-0.10493394732475281,-0.08379895240068436,-0.02270379662513733,-0.0022520492784678936
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.17912885546684265,0.17090870440006256,0.021107977256178856,0.2148369550704956,0.2638341188430786,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.20958951115608215,0.1976536363363266,-0.0016132977325469255,0.2088543325662613,0.28145334124565125,0.31091248989105225
was,0.22111038863658905,0.5810302495956421,0.48711544275283813,0.19482262432575226,0.24324211478233337,0.008974763564765453,0.24680811166763306,0.2646567225456238,0.18412111699581146
the,0.42745697498321533,0.5823672413825989,1.0,0.2548272907733917,0.26267939805984497,-0.01540423184633255,0.3133983910083771,0.3171212375164032,0.22068053483963013
empire,0.21723191440105438,0.18343110382556915,0.32532164454460144,0.2975424826145172,0.43554046750068665,-0.011798231862485409,0.17899750173091888,0.12178066372871399,0.14909450709819794
