,abc,created,what,company,as,a,syndication,distributor,in,response,to,the,fcc,'s,fin-syn,rules,?
when,0.13294127583503723,0.2840147316455841,0.4700249433517456,0.2219121903181076,0.4437963366508484,0.44397395849227905,0.2195785790681839,0.13028587400913239,0.4431333839893341,0.35236990451812744,0.5423505902290344,0.5091903209686279,0.21491053700447083,-0.03368149697780609,0.2185383290052414,0.26242417097091675,0.22841128706932068
the,0.2068762183189392,0.3539263904094696,0.42745697498321533,0.26591673493385315,0.48381632566452026,0.5829201340675354,0.3215782940387726,0.2787216901779175,0.6662389636039734,0.28909924626350403,0.535392165184021,1.0,0.24932202696800232,-0.01540423184633255,0.29437750577926636,0.27022838592529297,0.22068053483963013
fcc,0.27474352717399597,0.18139462172985077,0.2598995566368103,0.3467300236225128,0.1788918375968933,0.1445450782775879,0.3618549108505249,0.2993960976600647,0.134840726852417,0.22391557693481445,0.24543172121047974,0.24932202696800232,1.0000001192092896,0.05599381774663925,0.14592427015304565,0.2813902497291565,0.1708466112613678
imposed,0.12980790436267853,0.29196786880493164,0.26510581374168396,0.11650955677032471,0.23983134329319,0.1787574738264084,0.18713828921318054,0.19679409265518188,0.14908424019813538,0.31252890825271606,0.2800833284854889,0.21278446912765503,0.27653515338897705,0.019862473011016846,0.08816023170948029,0.34264495968818665,0.1671440154314041
its,0.19045390188694,0.28512200713157654,0.30393704771995544,0.258992999792099,0.31874480843544006,0.4424409866333008,0.3354385793209076,0.26123225688934326,0.3793783485889435,0.23372220993041992,0.3691340684890747,0.559237003326416,0.2045624554157257,0.03202139586210251,0.20102690160274506,0.1380762904882431,0.15103481709957123
fin-syn,0.19901220500469208,0.07937552779912949,0.2615797519683838,0.1369357705116272,0.2620183229446411,0.25442230701446533,0.28800782561302185,0.17346975207328796,0.2833006978034973,0.09303632378578186,0.2623939514160156,0.29437750577926636,0.14592427015304565,0.004001874476671219,1.0,0.19728192687034607,0.17477187514305115
rules,0.23219576478004456,0.1961984485387802,0.3341682255268097,0.1189793199300766,0.27106308937072754,0.20817093551158905,0.19882169365882874,0.08942798525094986,0.2252369076013565,0.23227635025978088,0.24270765483379364,0.27022838592529297,0.2813902497291565,-0.025976654142141342,0.19728192687034607,0.9999998807907104,0.22111085057258606
in,0.1697147786617279,0.2843434810638428,0.30808621644973755,0.22141718864440918,0.3887844979763031,0.539380669593811,0.2597505450248718,0.23480980098247528,1.0,0.20744606852531433,0.45010748505592346,0.6662389636039734,0.134840726852417,-0.037580832839012146,0.2833006978034973,0.2252369076013565,0.20430970191955566
1970,-0.1339404284954071,-0.027827387675642967,-0.04533620923757553,-0.010521110147237778,0.012811446562409401,-0.04693519324064255,-0.014938516542315483,-0.07352513819932938,0.052265819162130356,0.005498616024851799,-0.011698837392032146,0.013761552982032299,-0.09442636370658875,-0.05503448471426964,0.1398485153913498,-0.057279206812381744,-0.007446378003805876
",",0.2097204476594925,0.2755771577358246,0.3087472915649414,0.2697763442993164,0.48816442489624023,0.427140474319458,0.23775799572467804,0.21995069086551666,0.5201468467712402,0.24039098620414734,0.44245919585227966,0.4933079481124878,0.12939687073230743,-0.0016132977325469255,0.37732380628585815,0.23899291455745697,0.31091248989105225
abc,1.0000001192092896,0.1528254598379135,0.1317344456911087,0.16210390627384186,0.2286096066236496,0.21331243216991425,0.45915043354034424,0.3331788182258606,0.1697147786617279,0.11737979203462601,0.1762417107820511,0.2068762183189392,0.27474352717399597,0.06670809537172318,0.19901220500469208,0.23219576478004456,0.19065172970294952
proactively,0.1351330429315567,0.20638702809810638,0.34039947390556335,0.1867891103029251,0.34627997875213623,0.27338579297065735,0.27182143926620483,0.19881118834018707,0.2301160842180252,0.28295013308525085,0.3895576298236847,0.2832735776901245,0.2967003881931305,-0.05859347805380821,0.27413734793663025,0.271117240190506,0.3056120276451111
created,0.1528254598379135,1.0,0.20714101195335388,0.19954951107501984,0.25030744075775146,0.30777761340141296,0.28217679262161255,0.20338480174541473,0.2843434810638428,0.17326374351978302,0.2592601478099823,0.3539263904094696,0.18139462172985077,-0.015766004100441933,0.07937552779912949,0.1961984485387802,0.21177415549755096
two,0.15247683227062225,0.2050572633743286,0.23363454639911652,0.15919356048107147,0.3029302954673767,0.3289857804775238,0.2537441551685333,0.15460029244422913,0.36463531851768494,0.17834842205047607,0.3343428373336792,0.43858039379119873,0.157162144780159,0.038143858313560486,0.253379762172699,0.18738038837909698,0.19645625352859497
companies,0.11513935029506683,0.19696950912475586,0.20801754295825958,0.7287532687187195,0.17324307560920715,0.24875247478485107,0.2427302747964859,0.32840266823768616,0.2321794629096985,0.10905969887971878,0.2619103491306305,0.26917189359664917,0.3950343728065491,0.09301820397377014,0.1086663007736206,0.19127653539180756,0.14365637302398682
:,-0.06154730170965195,-0.073984295129776,-0.12022944539785385,-0.048184167593717575,-0.11037297546863556,-0.0007584693375974894,-0.031548354774713516,-0.07849544286727905,0.020521078258752823,-0.1470160186290741,-0.09243495017290115,-0.03403344005346298,-0.017438188195228577,0.07621461898088455,0.1043076291680336,0.0058811078779399395,-0.07156077772378922
worldvision,0.24140769243240356,0.31883764266967773,0.38756924867630005,0.341966450214386,0.2761478126049042,0.2624681890010834,0.32854869961738586,0.2747942805290222,0.2846352458000183,0.284350723028183,0.3156436085700989,0.32249608635902405,0.3270834684371948,0.09773097932338715,0.2762855589389801,0.3269195854663849,0.2783151865005493
enterprises,0.256512314081192,0.15955503284931183,0.18048794567584991,0.4172589182853699,0.23613716661930084,0.20164160430431366,0.33073341846466064,0.4066917896270752,0.2199290692806244,0.15033425390720367,0.1885053962469101,0.24683015048503876,0.2991580665111542,0.06606440991163254,0.20666447281837463,0.1516776978969574,0.0898420661687851
as,0.2286096066236496,0.25030744075775146,0.31749409437179565,0.18860384821891785,1.0,0.39550232887268066,0.23399227857589722,0.2193697839975357,0.3887844979763031,0.21680697798728943,0.42092081904411316,0.48381632566452026,0.1788918375968933,-0.05775856226682663,0.2620183229446411,0.27106308937072754,0.27043893933296204
a,0.21331243216991425,0.30777761340141296,0.3320399522781372,0.22037413716316223,0.39550232887268066,1.0,0.2800314724445343,0.21892869472503662,0.539380669593811,0.25924429297447205,0.45503583550453186,0.5829201340675354,0.1445450782775879,0.04866964742541313,0.25442230701446533,0.20817093551158905,0.23916715383529663
syndication,0.45915043354034424,0.28217679262161255,0.21420249342918396,0.2802751064300537,0.23399227857589722,0.2800314724445343,0.9999998807907104,0.3921720087528229,0.2597505450248718,0.23208974301815033,0.2022804468870163,0.3215782940387726,0.3618549108505249,-0.05644906312227249,0.28800782561302185,0.19882169365882874,0.1681542545557022
distributor,0.3331788182258606,0.20338480174541473,0.14553557336330414,0.389996737241745,0.2193697839975357,0.21892869472503662,0.3921720087528229,1.0000001192092896,0.23480980098247528,0.11579466611146927,0.19497139751911163,0.2787216901779175,0.2993960976600647,0.00849168561398983,0.17346975207328796,0.08942798525094986,0.12788096070289612
",",0.2097204476594925,0.2755771577358246,0.3087472915649414,0.2697763442993164,0.48816442489624023,0.427140474319458,0.23775799572467804,0.21995069086551666,0.5201468467712402,0.24039098620414734,0.44245919585227966,0.4933079481124878,0.12939687073230743,-0.0016132977325469255,0.37732380628585815,0.23899291455745697,0.31091248989105225
and,0.16453155875205994,0.2873832881450653,0.31309178471565247,0.23788511753082275,0.49487000703811646,0.3739250600337982,0.2538338601589203,0.24282535910606384,0.4954058527946472,0.21754570305347443,0.48971283435821533,0.5171257257461548,0.22326773405075073,0.06895173341035843,0.3147778809070587,0.24352850019931793,0.20544172823429108
abc,1.0000001192092896,0.1528254598379135,0.1317344456911087,0.16210390627384186,0.2286096066236496,0.21331243216991425,0.45915043354034424,0.3331788182258606,0.1697147786617279,0.11737979203462601,0.1762417107820511,0.2068762183189392,0.27474352717399597,0.06670809537172318,0.19901220500469208,0.23219576478004456,0.19065172970294952
circle,0.0819765031337738,0.050113506615161896,0.13595280051231384,0.1248573362827301,0.2017572969198227,0.18641255795955658,0.1075168028473854,0.1899547129869461,0.17189548909664154,-0.023816606029868126,0.15941110253334045,0.22970527410507202,0.12322652339935303,-0.051524288952350616,0.21361906826496124,0.06277316063642502,0.08528484404087067
films,0.2945549488067627,0.1843363344669342,0.19852851331233978,0.24672406911849976,0.26995572447776794,0.17895959317684174,0.3469754159450531,0.4317229986190796,0.19618625938892365,0.07449463754892349,0.1500503271818161,0.23072484135627747,0.23381762206554413,0.029887473210692406,0.19251829385757446,0.12301718443632126,0.20618696510791779
as,0.2286096066236496,0.25030744075775146,0.31749409437179565,0.18860384821891785,1.0,0.39550232887268066,0.23399227857589722,0.2193697839975357,0.3887844979763031,0.21680697798728943,0.42092081904411316,0.48381632566452026,0.1788918375968933,-0.05775856226682663,0.2620183229446411,0.27106308937072754,0.27043893933296204
a,0.21331243216991425,0.30777761340141296,0.3320399522781372,0.22037413716316223,0.39550232887268066,1.0,0.2800314724445343,0.21892869472503662,0.539380669593811,0.25924429297447205,0.45503583550453186,0.5829201340675354,0.1445450782775879,0.04866964742541313,0.25442230701446533,0.20817093551158905,0.23916715383529663
production,0.23261262476444244,0.22392182052135468,0.16636081039905548,0.3937291204929352,0.24125908315181732,0.19671310484409332,0.34263870120048523,0.4284624755382538,0.22079120576381683,0.2093132585287094,0.2144220918416977,0.2657334506511688,0.20286551117897034,0.01652577519416809,0.20979349315166473,0.15071885287761688,0.19318072497844696
