,what,was,brisbane,'s,job,?
in,0.30808621644973755,0.45514053106307983,0.21772481501102448,-0.037580832839012146,0.2114088088274002,0.20430970191955566
an,0.2821882665157318,0.3694365322589874,0.17747601866722107,0.025255560874938965,0.16033436357975006,0.19793890416622162
interview,0.17965836822986603,0.2137478142976761,0.1862129271030426,-0.04646043851971626,0.18504101037979126,0.21284115314483643
with,0.2464839518070221,0.27411898970603943,0.22171349823474884,-0.04624466598033905,0.17762644588947296,0.2433311939239502
newspaper,0.19692619144916534,0.24013884365558624,0.25014829635620117,0.03663679212331772,0.1970178633928299,0.12645277380943298
editor,0.24203328788280487,0.22844251990318298,0.12486205995082855,-0.023252412676811218,0.3233463764190674,0.29182010889053345
arthur,0.16599613428115845,0.24087782204151154,0.2512998878955841,-0.0647493228316307,0.11759080737829208,0.16990946233272552
brisbane,0.19486942887306213,0.2961682677268982,1.0000001192092896,0.03549477085471153,0.22008703649044037,0.14379973709583282
",",0.3087472915649414,0.45456063747406006,0.2424088418483734,-0.0016132977325469255,0.27190712094306946,0.31091248989105225
tesla,0.23221199214458466,0.16455206274986267,0.12811625003814697,0.06449045985937119,0.18396559357643127,0.10250775516033173
said,0.3951668441295624,0.43711766600608826,0.17510466277599335,0.02159760519862175,0.315498948097229,0.28991883993148804
that,0.6297725439071655,0.33670201897621155,0.1619345247745514,0.04397977516055107,0.2914779484272003,0.32716336846351624
he,0.3114890456199646,0.5410010814666748,0.236759215593338,0.024063590914011,0.4020252227783203,0.2089974731206894
did,0.4259131848812103,0.41399896144866943,0.16708995401859283,0.05069678649306297,0.3175053298473358,0.3023456633090973
not,0.5449194312095642,0.2888734042644501,0.1525929868221283,0.002583299996331334,0.30981776118278503,0.41942933201789856
believe,0.46656209230422974,0.20507054030895233,0.12581297755241394,0.00462753139436245,0.24830427765846252,0.3329349160194397
in,0.30808621644973755,0.45514053106307983,0.21772481501102448,-0.037580832839012146,0.2114088088274002,0.20430970191955566
telepathy,0.3576809763908386,0.14805640280246735,0.17460882663726807,0.06033829227089882,0.2364737093448639,0.18247246742248535
",",0.3087472915649414,0.45456063747406006,0.2424088418483734,-0.0016132977325469255,0.27190712094306946,0.31091248989105225
stating,0.40046313405036926,0.2489188015460968,0.1139829233288765,-0.03526957333087921,0.24495244026184082,0.2760101556777954
",",0.3087472915649414,0.45456063747406006,0.2424088418483734,-0.0016132977325469255,0.27190712094306946,0.31091248989105225
``,0.008517155423760414,-0.012679691426455975,-0.09582149982452393,-0.03416389226913452,0.04926939308643341,0.0685480609536171
suppose,0.5301951169967651,0.25081342458724976,0.1535988599061966,0.08398185670375824,0.2573225200176239,0.45123589038848877
i,0.4411132335662842,0.23566235601902008,0.12764368951320648,0.09143294394016266,0.2768504023551941,0.4695145785808563
made,0.23419176042079926,0.3433256447315216,0.15956750512123108,0.08483956009149551,0.20123796164989471,0.17218779027462006
up,0.28591108322143555,0.24070115387439728,0.2177933007478714,-0.08862818777561188,0.2601930797100067,0.1819818764925003
my,0.3588488698005676,0.21379706263542175,0.17632576823234558,0.11324785649776459,0.2191842794418335,0.4195883572101593
mind,0.305233895778656,0.18094420433044434,0.1220422312617302,0.007844338193535805,0.1784708946943283,0.22109316289424896
to,0.455847829580307,0.3636345863342285,0.21206435561180115,0.03782717138528824,0.2869062125682831,0.29463258385658264
murder,0.24129441380500793,0.21312938630580902,0.1476527601480484,0.028475608676671982,0.23571808636188507,0.1855451613664627
you,0.5529524087905884,0.1816527545452118,0.21652458608150482,0.03899187967181206,0.2725968062877655,0.5839095711708069
",",0.3087472915649414,0.45456063747406006,0.2424088418483734,-0.0016132977325469255,0.27190712094306946,0.31091248989105225
'',0.08143015950918198,0.04456103965640068,-0.015882033854722977,-0.04859459400177002,-0.032283492386341095,0.018684765323996544
he,0.3114890456199646,0.5410010814666748,0.236759215593338,0.024063590914011,0.4020252227783203,0.2089974731206894
said,0.3951668441295624,0.43711766600608826,0.17510466277599335,0.02159760519862175,0.315498948097229,0.28991883993148804
",",0.3087472915649414,0.45456063747406006,0.2424088418483734,-0.0016132977325469255,0.27190712094306946,0.31091248989105225
``,0.008517155423760414,-0.012679691426455975,-0.09582149982452393,-0.03416389226913452,0.04926939308643341,0.0685480609536171
in,0.30808621644973755,0.45514053106307983,0.21772481501102448,-0.037580832839012146,0.2114088088274002,0.20430970191955566
a,0.3320399522781372,0.4508470594882965,0.1730038970708847,0.04866964742541313,0.2834402620792389,0.23916715383529663
second,0.19948028028011322,0.3858029544353485,0.20657016336917877,-0.060212843120098114,0.12038618326187134,0.17239587008953094
you,0.5529524087905884,0.1816527545452118,0.21652458608150482,0.03899187967181206,0.2725968062877655,0.5839095711708069
would,0.45766422152519226,0.41663143038749695,0.18084001541137695,0.036968596279621124,0.319030225276947,0.37178951501846313
know,0.6545611619949341,0.2576726973056793,0.15490704774856567,0.004634003154933453,0.31109118461608887,0.5287392735481262
it,0.45803478360176086,0.4577186405658722,0.1916716992855072,0.06608816236257553,0.23606760799884796,0.25732165575027466
.,0.3567904531955719,0.40146201848983765,0.2761043608188629,-0.003708066651597619,0.2807863652706146,0.4130953550338745
