,what,techniques,did,chinese,medicine,include,?
chinese,0.11643128097057343,0.23709900677204132,0.19065357744693756,1.0000001192092896,0.19321709871292114,0.1362915337085724,0.20843194425106049
medical,0.2389855533838272,0.2465844452381134,0.17372813820838928,0.1692662537097931,0.5872411727905273,0.22015908360481262,0.13234087824821472
techniques,0.19165433943271637,1.0000001192092896,0.21477444469928741,0.23709900677204132,0.2178850919008255,0.22298744320869446,0.1533757448196411
such,0.23989605903625488,0.3200916051864624,0.24497397243976593,0.18698301911354065,0.21701680123806,0.5556662082672119,0.17851735651493073
as,0.31749409437179565,0.2551710307598114,0.3596470057964325,0.2490641176700592,0.16645358502864838,0.3469957113265991,0.27043893933296204
acupuncture,0.3178814947605133,0.3865255117416382,0.25445589423179626,0.15180911123752594,0.4859086573123932,0.27026671171188354,0.20532308518886566
",",0.3087472915649414,0.1846524029970169,0.3015086054801941,0.2697280943393707,0.2526143491268158,0.35606324672698975,0.31091248989105225
moxibustion,0.3212200403213501,0.328561395406723,0.20463848114013672,0.12888316810131073,0.29976797103881836,0.20304779708385468,0.27655646204948425
",",0.3087472915649414,0.1846524029970169,0.3015086054801941,0.2697280943393707,0.2526143491268158,0.35606324672698975,0.31091248989105225
pulse,0.26401105523109436,0.17744651436805725,0.10366901755332947,0.1406789869070053,0.15287518501281738,0.10193098336458206,0.17910215258598328
diagnosis,0.3015728294849396,0.25150585174560547,0.1897091567516327,0.04127157852053642,0.39686334133148193,0.17000353336334229,0.24244338274002075
",",0.3087472915649414,0.1846524029970169,0.3015086054801941,0.2697280943393707,0.2526143491268158,0.35606324672698975,0.31091248989105225
and,0.31309178471565247,0.2132204920053482,0.34479495882987976,0.25892454385757446,0.1892286092042923,0.3915219306945801,0.20544172823429108
various,0.26045072078704834,0.32212546467781067,0.19538888335227966,0.2408176213502884,0.1698080599308014,0.4390878677368164,0.12823495268821716
herbal,0.20492467284202576,0.2732996642589569,0.1613520234823227,0.28078195452690125,0.36785420775413513,0.20944242179393768,0.0938911959528923
drugs,0.27091342210769653,0.3065449595451355,0.22819869220256805,0.10957726836204529,0.4200054109096527,0.21421873569488525,0.15436270833015442
and,0.31309178471565247,0.2132204920053482,0.34479495882987976,0.25892454385757446,0.1892286092042923,0.3915219306945801,0.20544172823429108
elixirs,0.27444177865982056,0.3298870325088501,0.28298741579055786,0.15641337633132935,0.2855432331562042,0.20013831555843353,0.26783037185668945
were,0.22298263013362885,0.19044029712677002,0.4162326455116272,0.22925853729248047,0.10519751161336899,0.3062470853328705,0.17890112102031708
transmitted,0.1978447586297989,0.19749759137630463,0.14472626149654388,0.16065777838230133,0.19605320692062378,0.1823314130306244,0.15801244974136353
westward,0.2100256085395813,0.13706952333450317,0.1801518350839615,0.1418771892786026,0.051494307816028595,0.16588985919952393,0.12436557561159134
to,0.455847829580307,0.2575913667678833,0.4452643394470215,0.17416036128997803,0.1913563460111618,0.1820748895406723,0.29463258385658264
the,0.42745697498321533,0.18448615074157715,0.34736719727516174,0.2785343527793884,0.19564834237098694,0.2951717972755432,0.22068053483963013
middle,0.18312302231788635,0.0887199193239212,0.17732174694538116,0.15823128819465637,0.1309860497713089,0.1619127243757248,0.13139553368091583
east,0.19840149581432343,0.13756141066551208,0.17160435020923615,0.18530331552028656,0.13864417374134064,0.11422424763441086,0.10070597380399704
and,0.31309178471565247,0.2132204920053482,0.34479495882987976,0.25892454385757446,0.1892286092042923,0.3915219306945801,0.20544172823429108
the,0.42745697498321533,0.18448615074157715,0.34736719727516174,0.2785343527793884,0.19564834237098694,0.2951717972755432,0.22068053483963013
rest,0.35225364565849304,0.10355343669652939,0.2655303180217743,0.1494915634393692,0.15822720527648926,0.14536376297473907,0.1725541204214096
of,0.33290785551071167,0.2114233523607254,0.2513895630836487,0.24275560677051544,0.20997224748134613,0.37431180477142334,0.1826142966747284
the,0.42745697498321533,0.18448615074157715,0.34736719727516174,0.2785343527793884,0.19564834237098694,0.2951717972755432,0.22068053483963013
empire,0.21723191440105438,0.11295294016599655,0.18850058317184448,0.19877436757087708,0.13606911897659302,0.13017040491104126,0.14909450709819794
.,0.3567904531955719,0.15641993284225464,0.35288307070732117,0.25441038608551025,0.242958664894104,0.21809983253479004,0.4130953550338745
