,$,500,million,was,supplied,for,the,capital,city,-,abc,merger,by,what,investor,?
the,0.23367542028427124,-0.031206801533699036,0.277012437582016,0.48711544275283813,0.3064648509025574,0.4739971458911896,1.0,0.3049491047859192,0.35769423842430115,0.3207225501537323,0.2068762183189392,0.2557354271411896,0.4408751428127289,0.42745697498321533,0.17317354679107666,0.22068053483963013
remaining,0.20931537449359894,-0.11797943711280823,0.1899334043264389,0.27740269899368286,0.36125892400741577,0.27834343910217285,0.45105910301208496,0.17537635564804077,0.20348912477493286,0.18370890617370605,0.10117755085229874,0.16739054024219513,0.23750489950180054,0.21802754700183868,0.16884848475456238,0.16961920261383057
$,1.0000001192092896,0.0023261220194399357,0.5994373559951782,0.23838669061660767,0.16136695444583893,0.22711659967899323,0.23367542028427124,0.11455018073320389,0.18137891590595245,0.12436302751302719,0.2139672338962555,0.13011173903942108,0.18890754878520966,0.24858909845352173,0.3229263424873352,0.2786129117012024
500,0.0023261220194399357,1.0,-0.03380591794848442,-0.08772836625576019,-0.0888252779841423,-0.03065328672528267,-0.031206801533699036,-0.04178975522518158,-0.019542809575796127,0.0034704694990068674,-0.04337446019053459,-0.05832555517554283,-0.07726287841796875,-0.08255331963300705,-0.06498143821954727,0.05473969131708145
million,0.5994373559951782,-0.03380591794848442,0.9999999403953552,0.24203833937644958,0.08428528159856796,0.18660776317119598,0.277012437582016,0.11816825717687607,0.1873769909143448,0.14974138140678406,0.19051116704940796,0.11996101588010788,0.20025373995304108,0.22197039425373077,0.20874588191509247,0.23092924058437347
was,0.23838669061660767,-0.08772836625576019,0.24203833937644958,1.0000001192092896,0.18652108311653137,0.3863949179649353,0.48711544275283813,0.21907466650009155,0.3188765048980713,0.21728090941905975,0.21565799415111542,0.23289446532726288,0.4752357602119446,0.22111038863658905,0.22138582170009613,0.18412111699581146
loaned,0.34398722648620605,-0.07880989462137222,0.28372395038604736,0.28604239225387573,0.3197609782218933,0.2948019802570343,0.2851851284503937,0.22608682513237,0.237555131316185,0.18655283749103546,0.13710899651050568,0.2579786777496338,0.14480608701705933,0.08715605735778809,0.2990773022174835,0.16581490635871887
by,0.18890754878520966,-0.07726287841796875,0.20025373995304108,0.4752357602119446,0.275903582572937,0.3248702883720398,0.4408751428127289,0.1853148639202118,0.21020644903182983,0.23845064640045166,0.17600902915000916,0.11816614121198654,1.0000001192092896,0.2455483376979828,0.08541921526193619,0.17966607213020325
warren,0.23007585108280182,0.17464274168014526,0.16737549006938934,0.23244623839855194,0.03454800322651863,0.244706928730011,0.1549694687128067,0.02919234335422516,0.13289353251457214,0.16220587491989136,0.17396536469459534,0.1346261203289032,0.1716909557580948,0.1355184018611908,0.24124887585639954,0.20726396143436432
buffett,0.2692415416240692,0.052572622895240784,0.1527196764945984,0.26725417375564575,0.17251046001911163,0.24330846965312958,0.2551972270011902,0.12889748811721802,0.19216108322143555,0.12223589420318604,0.24390971660614014,0.20474722981452942,0.15914121270179749,0.14485128223896027,0.3400866985321045,0.18548765778541565
",",0.21166811883449554,0.057333316653966904,0.24451690912246704,0.45456063747406006,0.2048300951719284,0.4464869201183319,0.4933079481124878,0.28033894300460815,0.35839709639549255,0.42609795928001404,0.2097204476594925,0.25569602847099304,0.3680937886238098,0.3087472915649414,0.2447531372308731,0.31091248989105225
who,0.14688296616077423,-0.0594085194170475,0.20240086317062378,0.3318818509578705,0.11514713615179062,0.37110671401023865,0.3733934462070465,0.15628641843795776,0.21073515713214874,0.1926705688238144,0.14673753082752228,0.1228785514831543,0.39727845788002014,0.40942975878715515,0.22501710057258606,0.26220351457595825
promised,0.2653919756412506,-0.10499598830938339,0.2498900443315506,0.32441285252571106,0.28017836809158325,0.26468536257743835,0.2738664150238037,0.1308656483888626,0.17099149525165558,0.1794748306274414,0.13483373820781708,0.1171925738453865,0.24925200641155243,0.24721461534500122,0.2820988893508911,0.22630755603313446
that,0.21570275723934174,-0.1201392188668251,0.2637370228767395,0.33670201897621155,0.3196466565132141,0.4137635827064514,0.5473989248275757,0.13548922538757324,0.183757483959198,0.14568695425987244,0.17440107464790344,0.156309574842453,0.37496164441108704,0.6297725439071655,0.2138773500919342,0.32716336846351624
his,0.15203753113746643,-0.09653513878583908,0.12795327603816986,0.4405253231525421,0.19210420548915863,0.39312878251075745,0.4394008219242096,0.12485896795988083,0.1923673152923584,0.18877656757831573,0.18588677048683167,0.08358728140592575,0.3107621967792511,0.26976513862609863,0.21675661206245422,0.18075084686279297
company,0.2666790187358856,-0.06647547334432602,0.16746322810649872,0.2293137013912201,0.22867855429649353,0.25874319672584534,0.26591673493385315,0.1646019071340561,0.25891005992889404,0.17030496895313263,0.16210390627384186,0.3440839648246765,0.22328482568264008,0.2333769053220749,0.35503605008125305,0.12195809185504913
berkshire,0.17460310459136963,0.14496278762817383,0.10379327833652496,0.1854880303144455,0.16199487447738647,0.15945087373256683,0.1839325875043869,0.052497997879981995,0.21323786675930023,0.13028877973556519,0.11309251189231873,0.14318017661571503,0.16647513210773468,0.20424595475196838,0.15708261728286743,0.09628937393426895
hathaway,0.2390437126159668,0.10946504771709442,0.1384921818971634,0.2731074094772339,0.11083555966615677,0.24515381455421448,0.26220932602882385,0.10563017427921295,0.22157637774944305,0.2608543634414673,0.284829318523407,0.18001367151737213,0.24933086335659027,0.1425189971923828,0.31143537163734436,0.1116688922047615
would,0.25027239322662354,-0.13744641840457916,0.1940377950668335,0.41663143038749695,0.2606870234012604,0.39877474308013916,0.4133751392364502,0.1413153111934662,0.1441507637500763,0.1800602525472641,0.13780725002288818,0.23162338137626648,0.28394925594329834,0.45766422152519226,0.22511093318462372,0.37178951501846313
purchase,0.3222631514072418,-0.032281771302223206,0.2357744723558426,0.20900961756706238,0.3296346664428711,0.2267349809408188,0.242343470454216,0.1728711724281311,0.1632237434387207,0.08954361081123352,0.2114780843257904,0.23014897108078003,0.20879317820072174,0.1781352013349533,0.4627639353275299,0.07106894254684448
$,1.0000001192092896,0.0023261220194399357,0.5994373559951782,0.23838669061660767,0.16136695444583893,0.22711659967899323,0.23367542028427124,0.11455018073320389,0.18137891590595245,0.12436302751302719,0.2139672338962555,0.13011173903942108,0.18890754878520966,0.24858909845352173,0.3229263424873352,0.2786129117012024
3,0.015516778454184532,0.07421895861625671,-0.04258190095424652,0.06170157715678215,0.016944454982876778,0.04892069101333618,0.06283142417669296,-0.0026186800096184015,-0.03916012495756149,0.07308957725763321,0.01292551588267088,0.02079179510474205,0.07774321734905243,0.04473085701465607,0.08510927110910416,0.005975271109491587
million,0.5994373559951782,-0.03380591794848442,0.9999999403953552,0.24203833937644958,0.08428528159856796,0.18660776317119598,0.277012437582016,0.11816825717687607,0.1873769909143448,0.14974138140678406,0.19051116704940796,0.11996101588010788,0.20025373995304108,0.22197039425373077,0.20874588191509247,0.23092924058437347
in,0.21616753935813904,-0.01686781458556652,0.2596224844455719,0.45514053106307983,0.19743295013904572,0.4322226941585541,0.6662389636039734,0.3233928978443146,0.3911624252796173,0.2593633532524109,0.1697147786617279,0.22860760986804962,0.370934396982193,0.30808621644973755,0.18909695744514465,0.20430970191955566
shares,0.22043167054653168,-0.01599644310772419,0.22753514349460602,0.19934453070163727,0.11374453455209732,0.19489184021949768,0.2541813552379608,0.24286465346813202,0.24032893776893616,0.12913011014461517,0.1739792674779892,0.22230201959609985,0.19586780667304993,0.18082836270332336,0.2977081835269928,0.10316289961338043
",",0.21166811883449554,0.057333316653966904,0.24451690912246704,0.45456063747406006,0.2048300951719284,0.4464869201183319,0.4933079481124878,0.28033894300460815,0.35839709639549255,0.42609795928001404,0.2097204476594925,0.25569602847099304,0.3680937886238098,0.3087472915649414,0.2447531372308731,0.31091248989105225
