,in,2005,",",what,did,doctor,who,think,the,condition,of,his,home,planet,was,?
the,0.6662389636039734,0.037273142486810684,0.4933079481124878,0.42745697498321533,0.34736719727516174,0.2820442318916321,0.3733934462070465,0.3102172613143921,1.0,0.27454710006713867,0.733189046382904,0.4394008219242096,0.28978195786476135,0.2470240592956543,0.48711544275283813,0.22068053483963013
2005,0.009931974112987518,1.0,0.11050146818161011,0.0704459398984909,0.11135691404342651,0.07635467499494553,0.18423187732696533,0.07873186469078064,0.037273142486810684,-0.011972465552389622,0.017815761268138885,0.13162729144096375,-0.03612099587917328,-0.06704874336719513,0.11356307566165924,0.10709824413061142
series,0.2914260923862457,0.04714697599411011,0.24060699343681335,0.17328087985515594,0.15581852197647095,0.2712797522544861,0.21484537422657013,0.17879840731620789,0.31376904249191284,0.16839544475078583,0.22268271446228027,0.23445890843868256,0.1752096563577652,0.24119716882705688,0.2261398285627365,0.1709602326154709
reveals,0.16690991818904877,-0.04003972187638283,0.23540371656417847,0.26202458143234253,0.24673624336719513,0.2246624082326889,0.26872968673706055,0.28899136185646057,0.27338823676109314,0.17187628149986267,0.2378508746623993,0.34906280040740967,0.2352588176727295,0.3368799090385437,0.2137613147497177,0.17663708329200745
that,0.435920387506485,0.016139673069119453,0.4137537479400635,0.6297725439071655,0.47518548369407654,0.2390732765197754,0.45444270968437195,0.5798900723457336,0.5473989248275757,0.3550138473510742,0.41498205065727234,0.3173833191394806,0.20047733187675476,0.2861461639404297,0.33670201897621155,0.32716336846351624
the,0.6662389636039734,0.037273142486810684,0.4933079481124878,0.42745697498321533,0.34736719727516174,0.2820442318916321,0.3733934462070465,0.3102172613143921,1.0,0.27454710006713867,0.733189046382904,0.4394008219242096,0.28978195786476135,0.2470240592956543,0.48711544275283813,0.22068053483963013
ninth,0.26812660694122314,0.0931866243481636,0.23629407584667206,0.11706084758043289,0.13845622539520264,0.23350876569747925,0.19596943259239197,0.14271527528762817,0.3694124221801758,0.13710783421993256,0.28438499569892883,0.19733624160289764,0.17953188717365265,0.24854689836502075,0.34046924114227295,0.05752093717455864
doctor,0.25567495822906494,0.07635467499494553,0.20407600700855255,0.20870667695999146,0.18673314154148102,0.9999999403953552,0.3504868149757385,0.17535878717899323,0.2820442318916321,0.3013114035129547,0.16895952820777893,0.2365143597126007,0.18142426013946533,0.27168989181518555,0.19672659039497375,0.1462511420249939
thought,0.24524326622486115,0.09587517380714417,0.2965437173843384,0.4469435214996338,0.482954740524292,0.18040107190608978,0.38083821535110474,0.5792897343635559,0.3509289622306824,0.2866358160972595,0.34673458337783813,0.2999570071697235,0.16627277433872223,0.2621672749519348,0.42560186982154846,0.2600135803222656
he,0.41690486669540405,0.09278839826583862,0.40251094102859497,0.3114890456199646,0.3292143940925598,0.3197924494743347,0.5500732064247131,0.26572662591934204,0.4571082592010498,0.2180401086807251,0.38706058263778687,0.7171558737754822,0.3083851933479309,0.1917896419763565,0.5410010814666748,0.2089974731206894
was,0.45514053106307983,0.11356307566165924,0.45456063747406006,0.22111038863658905,0.41399896144866943,0.19672659039497375,0.3318818509578705,0.245719313621521,0.48711544275283813,0.20449285209178925,0.4069072902202606,0.4405253231525421,0.25139835476875305,0.19662094116210938,1.0000001192092896,0.18412111699581146
the,0.6662389636039734,0.037273142486810684,0.4933079481124878,0.42745697498321533,0.34736719727516174,0.2820442318916321,0.3733934462070465,0.3102172613143921,1.0,0.27454710006713867,0.733189046382904,0.4394008219242096,0.28978195786476135,0.2470240592956543,0.48711544275283813,0.22068053483963013
last,0.30714505910873413,0.18568339943885803,0.29026782512664795,0.23175878822803497,0.30895525217056274,0.14827261865139008,0.30598369240760803,0.23974749445915222,0.3698786795139313,0.13631775975227356,0.3052992522716522,0.2789236307144165,0.21705904603004456,0.15971092879772186,0.32424551248550415,0.22371746599674225
surviving,0.2495180368423462,0.11344677954912186,0.203841432929039,0.16434775292873383,0.24156388640403748,0.06254127621650696,0.30349957942962646,0.15847192704677582,0.3328552544116974,0.15568076074123383,0.3663707971572876,0.3227090537548065,0.18773382902145386,0.15452535450458527,0.2745644152164459,0.1395692080259323
time,0.3431483507156372,0.08463583141565323,0.3029961884021759,0.36319252848625183,0.3567926585674286,0.22827142477035522,0.36634087562561035,0.3759745955467224,0.43061500787734985,0.2740715742111206,0.35127586126327515,0.3553589880466461,0.21888896822929382,0.24481181800365448,0.3641340136528015,0.27391523122787476
lord,0.18930333852767944,0.04257338494062424,0.23110952973365784,0.15077504515647888,0.16158217191696167,0.18648956716060638,0.25294241309165955,0.12817122042179108,0.2489406019449234,0.1258876472711563,0.20127125084400177,0.250871479511261,0.2286594808101654,0.2053258866071701,0.19920654594898224,0.09544310718774796
",",0.5201468467712402,0.11050146818161011,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.20407600700855255,0.3365725874900818,0.3095206320285797,0.4933079481124878,0.16265787184238434,0.4946078956127167,0.3378419280052185,0.2790627181529999,0.19326971471309662,0.45456063747406006,0.31091248989105225
and,0.4954058527946472,0.05766887590289116,0.6633074283599854,0.31309178471565247,0.34479495882987976,0.21673844754695892,0.41279885172843933,0.30740439891815186,0.5171257257461548,0.21314062178134918,0.5116966962814331,0.4234102666378021,0.24667192995548248,0.21885086596012115,0.3740963041782379,0.20544172823429108
that,0.435920387506485,0.016139673069119453,0.4137537479400635,0.6297725439071655,0.47518548369407654,0.2390732765197754,0.45444270968437195,0.5798900723457336,0.5473989248275757,0.3550138473510742,0.41498205065727234,0.3173833191394806,0.20047733187675476,0.2861461639404297,0.33670201897621155,0.32716336846351624
his,0.3598145842552185,0.13162729144096375,0.3378419280052185,0.26976513862609863,0.3546801507472992,0.2365143597126007,0.44966956973075867,0.24885986745357513,0.4394008219242096,0.22835838794708252,0.38364991545677185,0.9999998807907104,0.3141528069972992,0.19637727737426758,0.4405253231525421,0.18075084686279297
home,0.30467477440834045,-0.03612099587917328,0.2790627181529999,0.1608789712190628,0.17098017036914825,0.18142426013946533,0.2542758285999298,0.13583071529865265,0.28978195786476135,0.13832606375217438,0.24402645230293274,0.3141528069972992,1.0,0.16302496194839478,0.25139835476875305,0.0757145956158638
planet,0.18041402101516724,-0.06704874336719513,0.19326971471309662,0.2183026820421219,0.14096175134181976,0.27168989181518555,0.21450060606002808,0.23400452733039856,0.2470240592956543,0.15974873304367065,0.19911958277225494,0.19637727737426758,0.16302496194839478,1.0,0.19662094116210938,0.16979767382144928
had,0.385026752948761,0.05815717950463295,0.35487717390060425,0.23849567770957947,0.540525496006012,0.19423192739486694,0.36173108220100403,0.29853296279907227,0.3875846862792969,0.2512795031070709,0.37755560874938965,0.4401516616344452,0.24833010137081146,0.14167848229408264,0.5927209258079529,0.20728366076946259
been,0.3515113592147827,0.01425363402813673,0.34873589873313904,0.2567804455757141,0.2835664749145508,0.12184444069862366,0.3295723795890808,0.34138622879981995,0.3563927710056305,0.2556931972503662,0.31685134768486023,0.2785126268863678,0.21229980885982513,0.21452316641807556,0.518218457698822,0.24354910850524902
destroyed,0.3248254656791687,0.07065145671367645,0.26472628116607666,0.19114850461483002,0.24185357987880707,0.137233704328537,0.198551207780838,0.1696193963289261,0.3403017520904541,0.1936590075492859,0.27498680353164673,0.21838152408599854,0.23901236057281494,0.2345275729894638,0.3184264302253723,0.10318030416965485
;,0.092739537358284,-0.057350389659404755,0.04938793554902077,0.10986888408660889,0.10727239400148392,0.03465403988957405,0.007937713526189327,0.08704597502946854,0.09152708947658539,-0.02007007971405983,0.054534342139959335,0.07100893557071686,0.08472496271133423,0.11179349571466446,0.0754367932677269,0.10349778085947037
in,1.0,0.009931974112987518,0.5201468467712402,0.30808621644973755,0.2593238651752472,0.25567495822906494,0.2792111933231354,0.23837615549564362,0.6662389636039734,0.2555321156978607,0.5696388483047485,0.3598145842552185,0.30467477440834045,0.18041402101516724,0.45514053106307983,0.20430970191955566
``,0.04765888676047325,0.1478952169418335,0.09681109338998795,0.008517155423760414,-0.029888948425650597,0.03718610852956772,0.02397952415049076,0.021398255601525307,0.029072100296616554,0.10017472505569458,0.06780257821083069,0.008275155909359455,-0.08306030929088593,-0.05784473568201065,-0.012679691426455975,0.0685480609536171
the,0.6662389636039734,0.037273142486810684,0.4933079481124878,0.42745697498321533,0.34736719727516174,0.2820442318916321,0.3733934462070465,0.3102172613143921,1.0,0.27454710006713867,0.733189046382904,0.4394008219242096,0.28978195786476135,0.2470240592956543,0.48711544275283813,0.22068053483963013
empty,0.1864481121301651,-0.0765322670340538,0.1626930832862854,0.17476437985897064,0.10144145041704178,0.105336993932724,0.10688566416501999,0.20603051781654358,0.2499721348285675,0.19135881960391998,0.1882307082414627,0.1135498583316803,0.19987261295318604,0.16517768800258636,0.056500524282455444,0.17362195253372192
child,0.19259177148342133,0.04611414670944214,0.24469749629497528,0.21805857121944427,0.193410724401474,0.2421807199716568,0.29989326000213623,0.23033900558948517,0.19800683856010437,0.272625595331192,0.17253053188323975,0.286359965801239,0.14109396934509277,0.12084223330020905,0.2058766484260559,0.1979578584432602
'',0.07432962208986282,0.0050271013751626015,-0.037358131259679794,0.08143015950918198,0.01978493109345436,0.06782495975494385,0.024401003494858742,0.03370605781674385,0.041273195296525955,0.031067166477441788,0.13035868108272552,0.016508836299180984,-0.02645508386194706,0.0014417761703953147,0.04456103965640068,0.018684765323996544
(,0.3087427020072937,0.11327322572469711,0.6363511681556702,0.2411840260028839,0.18979617953300476,0.1570640504360199,0.2443375140428543,0.21604181826114655,0.33289089798927307,0.16016486287117004,0.35032153129577637,0.16098198294639587,0.1432328224182129,0.19198273122310638,0.2980341613292694,0.40561532974243164
2005,0.009931974112987518,1.0,0.11050146818161011,0.0704459398984909,0.11135691404342651,0.07635467499494553,0.18423187732696533,0.07873186469078064,0.037273142486810684,-0.011972465552389622,0.017815761268138885,0.13162729144096375,-0.03612099587917328,-0.06704874336719513,0.11356307566165924,0.10709824413061142
),0.3326910734176636,0.12896914780139923,0.63033527135849,0.26259949803352356,0.18584993481636047,0.1509941965341568,0.2457384318113327,0.2265138179063797,0.3456730246543884,0.15360169112682343,0.3680361211299896,0.18606403470039368,0.14981858432292938,0.1813979595899582,0.3267642855644226,0.42300865054130554
",",0.5201468467712402,0.11050146818161011,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.20407600700855255,0.3365725874900818,0.3095206320285797,0.4933079481124878,0.16265787184238434,0.4946078956127167,0.3378419280052185,0.2790627181529999,0.19326971471309662,0.45456063747406006,0.31091248989105225
dr.,0.19832119345664978,0.0695723444223404,0.20306150615215302,0.18971610069274902,0.20467492938041687,0.2076587826013565,0.20237460732460022,0.14932280778884888,0.22598165273666382,0.18390397727489471,0.1309068351984024,0.2006620466709137,0.0843556597828865,0.10514450818300247,0.205568328499794,0.14418397843837738
