,what,is,unusual,about,c4,plants,',chloroplasts,?
chloroplasts,0.2524593770503998,0.22550933063030243,0.20549547672271729,0.15753485262393951,-0.08176001161336899,0.5701043605804443,0.0804409459233284,0.9999999403953552,0.13049766421318054
in,0.30808621644973755,0.5394441485404968,0.2632738947868347,0.39797019958496094,0.024609647691249847,0.2697395086288452,0.4158826768398285,0.21141497790813446,0.20430970191955566
c4,-0.036017969250679016,-0.01748819462954998,0.06793448328971863,0.05400453507900238,1.0000001192092896,0.001893245498649776,-0.08327551186084747,-0.08176001161336899,-0.1533951610326767
plants,0.25144460797309875,0.2423158437013626,0.2185664027929306,0.24194830656051636,0.001893245498649776,1.0,0.14714787900447845,0.5701043605804443,0.1473488062620163
are,0.29724663496017456,0.5330929756164551,0.2840610146522522,0.36165615916252136,-0.02044953592121601,0.35990846157073975,0.24618251621723175,0.3103833794593811,0.24591213464736938
notable,0.31026893854141235,0.20672309398651123,0.278973251581192,0.2546437978744507,0.08341624587774277,0.13268740475177765,0.29527005553245544,0.20388861000537872,0.31928157806396484
as,0.31749409437179565,0.43216490745544434,0.2680685818195343,0.2989700436592102,0.010681964457035065,0.23448950052261353,0.41391023993492126,0.22593098878860474,0.27043893933296204
they,0.4431931674480438,0.330102801322937,0.30730512738227844,0.34267860651016235,-0.0705324113368988,0.3542126417160034,0.27022266387939453,0.37369829416275024,0.2753053903579712
exhibit,0.19258087873458862,0.16169965267181396,0.22371378540992737,0.21356895565986633,0.1014673113822937,0.2242705523967743,0.13812607526779175,0.18031789362430573,0.1524401158094406
a,0.3320399522781372,0.658733606338501,0.3179739713668823,0.34171196818351746,-0.016002146527171135,0.21329157054424286,0.48837921023368835,0.24622295796871185,0.23916715383529663
distinct,0.2610252797603607,0.23772971332073212,0.3189755380153656,0.23261038959026337,0.0029754198621958494,0.3233974575996399,0.16139255464076996,0.3480173647403717,0.09523114562034607
chloroplast,0.23505516350269318,0.20798198878765106,0.17375926673412323,0.1271195411682129,-0.10036639869213104,0.5447878837585449,0.09217314422130585,0.9777651429176331,0.12532055377960205
dimorphism,0.24971282482147217,0.271081805229187,0.38173556327819824,0.23347324132919312,-0.1257772594690323,0.39460915327072144,0.1708214432001114,0.445576936006546,0.17612099647521973
.,0.3567904531955719,0.4569662809371948,0.24780268967151642,0.42038556933403015,0.06704835593700409,0.2542511522769928,0.4806240200996399,0.23868323862552643,0.4130953550338745
