,what,public,policy,school,found,it,'s,home,in,the,building,that,ludwig,mies,van,der,rohe,designed,?
in,0.30808621644973755,0.29074716567993164,0.1459147185087204,0.26157811284065247,0.39141854643821716,0.5130809545516968,-0.037580832839012146,0.30467477440834045,1.0,0.6662389636039734,0.3256937265396118,0.435920387506485,0.15832993388175964,0.1671799272298813,0.19506873190402985,0.2422194629907608,0.2705681324005127,0.22657902538776398,0.20430970191955566
1955,-0.15976770222187042,-0.13285775482654572,-0.2792682349681854,-0.042714327573776245,-0.07246378064155579,-0.09327726811170578,-0.023720623925328255,-0.046006787568330765,-0.04996999725699425,-0.003337662434205413,-0.06047677993774414,-0.0806722640991211,-0.04534212872385979,-0.05203543230891228,-0.10035957396030426,-0.10700928419828415,-0.10107424855232239,-0.061140451580286026,-0.2837269604206085
",",0.3087472915649414,0.2588968276977539,0.2903050184249878,0.27141863107681274,0.27385151386260986,0.48329564929008484,-0.0016132977325469255,0.2790627181529999,0.5201468467712402,0.4933079481124878,0.2374238669872284,0.4137537479400635,0.20980343222618103,0.24068666994571686,0.19418825209140778,0.18798865377902985,0.2924548387527466,0.201692596077919,0.31091248989105225
eero,0.1903311163187027,0.2765192985534668,0.1395217329263687,0.23642246425151825,0.03846708685159683,0.13353845477104187,-0.05893286317586899,0.16568107903003693,0.20905645191669464,0.17110349237918854,0.27300044894218445,0.2019801139831543,0.2472260445356369,0.3459368050098419,0.2588546872138977,0.1985245645046234,0.39578112959861755,0.3507545590400696,0.1973666101694107
saarinen,0.11407828330993652,0.18746903538703918,0.1739264577627182,0.1736777275800705,0.020836418494582176,0.1314733326435089,0.005520803853869438,0.19064557552337646,0.21851274371147156,0.15091808140277863,0.31301429867744446,0.14579178392887115,0.361976683139801,0.3859148621559143,0.24047762155532837,0.2571495771408081,0.4558511972427368,0.3224387466907501,0.10681578516960144
was,0.22111038863658905,0.2513592839241028,0.1882478892803192,0.25740107893943787,0.18447895348072052,0.4577186405658722,0.008974763564765453,0.25139835476875305,0.45514053106307983,0.48711544275283813,0.237406387925148,0.33670201897621155,0.26121020317077637,0.22654947638511658,0.20371906459331512,0.18196885287761688,0.29310598969459534,0.28384989500045776,0.18412111699581146
contracted,0.18012547492980957,0.20382466912269592,0.21822699904441833,0.1275106519460678,0.15451298654079437,0.1263594925403595,-0.10307696461677551,0.1826411634683609,0.20521874725818634,0.21790656447410583,0.16711242496967316,0.2774903476238251,0.15808653831481934,0.0826774388551712,0.16552360355854034,0.08209454268217087,0.173104926943779,0.2298135757446289,0.09855229407548904
to,0.455847829580307,0.2672370672225952,0.26804789900779724,0.24496325850486755,0.25225648283958435,0.513711154460907,0.03782717138528824,0.31056779623031616,0.45010748505592346,0.535392165184021,0.2658686637878418,0.5436353087425232,0.12950320541858673,0.16469794511795044,0.198682501912117,0.13559113442897797,0.18179921805858612,0.3077097535133362,0.29463258385658264
develop,0.20962175726890564,0.14509570598602295,0.1548139601945877,0.22320914268493652,0.2157905548810959,0.261136919260025,-0.01876107230782509,0.15373145043849945,0.22882415354251862,0.26276466250419617,0.20474570989608765,0.3281192481517792,0.05030378699302673,0.1777486652135849,0.06231852248311043,0.07470907270908356,0.1652175486087799,0.26543331146240234,0.15784582495689392
a,0.3320399522781372,0.19607044756412506,0.17720282077789307,0.2245093584060669,0.2869448959827423,0.5452592968940735,0.04866964742541313,0.26260659098625183,0.539380669593811,0.5829201340675354,0.2576078176498413,0.47537946701049805,0.15033851563930511,0.09036523848772049,0.17539796233177185,0.1786900907754898,0.2247045487165451,0.28430381417274475,0.23916715383529663
second,0.19948028028011322,0.1907309889793396,0.15323105454444885,0.13953709602355957,0.10245475172996521,0.2881217300891876,-0.060212843120098114,0.18149694800376892,0.34510284662246704,0.4620301127433777,0.14338581264019012,0.25411489605903625,0.15338921546936035,0.10670414566993713,0.15990214049816132,0.060824938118457794,0.15094111859798431,0.09117142856121063,0.17239587008953094
master,0.16430073976516724,0.18256542086601257,0.1288215070962906,0.22931089997291565,0.07573222368955612,0.1479784995317459,0.025999123230576515,0.11992582678794861,0.17882928252220154,0.19769129157066345,0.14778856933116913,0.20576514303684235,0.1870448887348175,0.2885304391384125,0.20073175430297852,0.18529333174228668,0.3085090219974518,0.20148219168186188,0.11915034055709839
plan,0.2947953939437866,0.20117710530757904,0.3727579414844513,0.19924437999725342,0.10389229655265808,0.22425691783428192,0.014385199174284935,0.15893779695034027,0.23924663662910461,0.2852855324745178,0.32571539282798767,0.3379872739315033,0.13319413363933563,0.27553707361221313,0.14201654493808746,0.2129771113395691,0.28469595313072205,0.34844958782196045,0.1961054503917694
",",0.3087472915649414,0.2588968276977539,0.2903050184249878,0.27141863107681274,0.27385151386260986,0.48329564929008484,-0.0016132977325469255,0.2790627181529999,0.5201468467712402,0.4933079481124878,0.2374238669872284,0.4137537479400635,0.20980343222618103,0.24068666994571686,0.19418825209140778,0.18798865377902985,0.2924548387527466,0.201692596077919,0.31091248989105225
which,0.5261979103088379,0.2544276714324951,0.22344686090946198,0.19108018279075623,0.25134438276290894,0.616637647151947,0.03856118768453598,0.223346546292305,0.4840516746044159,0.6521818041801453,0.3029557466506958,0.6894589066505432,0.11653880029916763,0.08461111783981323,0.12843205034732819,0.18769915401935577,0.16463038325309753,0.3073212206363678,0.25814583897590637
led,0.12112844735383987,0.17358890175819397,0.1997755616903305,0.14996910095214844,0.1646340936422348,0.09852217882871628,-0.01628696173429489,0.1680571287870407,0.2990247309207916,0.3267505168914795,0.1760225147008896,0.20931211113929749,0.14990325272083282,0.15546037256717682,0.15177258849143982,0.09509532153606415,0.18294435739517212,0.15929670631885529,0.09273858368396759
to,0.455847829580307,0.2672370672225952,0.26804789900779724,0.24496325850486755,0.25225648283958435,0.513711154460907,0.03782717138528824,0.31056779623031616,0.45010748505592346,0.535392165184021,0.2658686637878418,0.5436353087425232,0.12950320541858673,0.16469794511795044,0.198682501912117,0.13559113442897797,0.18179921805858612,0.3077097535133362,0.29463258385658264
the,0.42745697498321533,0.22857438027858734,0.2358427494764328,0.22953221201896667,0.3452354073524475,0.6251175999641418,-0.01540423184633255,0.28978195786476135,0.6662389636039734,1.0,0.3159640431404114,0.5473989248275757,0.19800813496112823,0.16879943013191223,0.13541297614574432,0.1982923448085785,0.2448209971189499,0.2559613883495331,0.22068053483963013
construction,0.20329850912094116,0.21433334052562714,0.20199857652187347,0.1909552961587906,0.16697601974010468,0.22723008692264557,0.04049986973404884,0.15905281901359558,0.3031303882598877,0.2671978175640106,0.5609999895095825,0.2251325249671936,0.18564344942569733,0.24304726719856262,0.14388054609298706,0.1437983363866806,0.3852512240409851,0.41108012199401855,0.13494056463241577
of,0.33290785551071167,0.2391265481710434,0.24393197894096375,0.2391800880432129,0.2982911467552185,0.38761502504348755,-0.03817026689648628,0.24402645230293274,0.5696388483047485,0.733189046382904,0.26200541853904724,0.41498205065727234,0.2215314656496048,0.1523175835609436,0.16833904385566711,0.2241462916135788,0.2815839648246765,0.2000347077846527,0.1826142966747284
buildings,0.17147983610630035,0.304764986038208,0.18669158220291138,0.18937307596206665,0.17896568775177002,0.2711029052734375,0.036561012268066406,0.19490750133991241,0.3479180932044983,0.25566717982292175,0.765990138053894,0.22388790547847748,0.16974377632141113,0.347622811794281,0.10992013663053513,0.12567460536956787,0.36603355407714844,0.4442058503627777,0.11192528158426285
both,0.3361809551715851,0.20886676013469696,0.1819610744714737,0.158969908952713,0.21142873167991638,0.37194210290908813,0.03109198436141014,0.17594528198242188,0.3960166871547699,0.4931981563568115,0.1964489221572876,0.4532228112220764,0.07902411371469498,0.18858025968074799,0.07230278849601746,0.12618686258792877,0.18712802231311798,0.24562154710292816,0.19455738365650177
north,0.18673177063465118,0.16149644553661346,0.14585208892822266,0.1908665895462036,0.23833990097045898,0.33463054895401,0.06196961551904678,0.2224818617105484,0.39050599932670593,0.36298373341560364,0.20425012707710266,0.17482423782348633,0.1534828245639801,0.21659506857395172,0.14900706708431244,0.13791951537132263,0.2778438925743103,0.16862216591835022,0.11829731613397598
and,0.31309178471565247,0.3227643668651581,0.2148873209953308,0.2752758264541626,0.27978911995887756,0.40957894921302795,0.06895173341035843,0.24667192995548248,0.4954058527946472,0.5171257257461548,0.2593274712562561,0.4731321930885315,0.2491340935230255,0.23311036825180054,0.19961349666118622,0.19133098423480988,0.2746376097202301,0.2359010875225067,0.20544172823429108
south,0.15388517081737518,0.21266449987888336,0.1980399340391159,0.19953042268753052,0.18532994389533997,0.28465771675109863,0.06268392503261566,0.20966632664203644,0.33642083406448364,0.3129390776157379,0.18026494979858398,0.1571199595928192,0.09484700113534927,0.1968861073255539,0.13979318737983704,0.16783589124679565,0.26713836193084717,0.11456955969333649,0.12336621433496475
of,0.33290785551071167,0.2391265481710434,0.24393197894096375,0.2391800880432129,0.2982911467552185,0.38761502504348755,-0.03817026689648628,0.24402645230293274,0.5696388483047485,0.733189046382904,0.26200541853904724,0.41498205065727234,0.2215314656496048,0.1523175835609436,0.16833904385566711,0.2241462916135788,0.2815839648246765,0.2000347077846527,0.1826142966747284
the,0.42745697498321533,0.22857438027858734,0.2358427494764328,0.22953221201896667,0.3452354073524475,0.6251175999641418,-0.01540423184633255,0.28978195786476135,0.6662389636039734,1.0,0.3159640431404114,0.5473989248275757,0.19800813496112823,0.16879943013191223,0.13541297614574432,0.1982923448085785,0.2448209971189499,0.2559613883495331,0.22068053483963013
midway,0.18602164089679718,0.14360493421554565,0.1545090526342392,0.20369404554367065,0.09609995037317276,0.2694209814071655,0.05582626163959503,0.21769022941589355,0.2069953978061676,0.2696748971939087,0.21892136335372925,0.18603231012821198,0.09142419695854187,0.1792893409729004,0.13648267090320587,0.0925731435418129,0.14941222965717316,0.19349487125873566,0.15556642413139343
",",0.3087472915649414,0.2588968276977539,0.2903050184249878,0.27141863107681274,0.27385151386260986,0.48329564929008484,-0.0016132977325469255,0.2790627181529999,0.5201468467712402,0.4933079481124878,0.2374238669872284,0.4137537479400635,0.20980343222618103,0.24068666994571686,0.19418825209140778,0.18798865377902985,0.2924548387527466,0.201692596077919,0.31091248989105225
including,0.18328791856765747,0.20826534926891327,0.11879761517047882,0.20512917637825012,0.25688686966896057,0.21794912219047546,0.0074059427715837955,0.2574320137500763,0.35857823491096497,0.3738902807235718,0.18312621116638184,0.31577053666114807,0.14772695302963257,0.18223391473293304,0.1363905519247055,0.14250744879245758,0.18104664981365204,0.22490769624710083,0.1633303165435791
the,0.42745697498321533,0.22857438027858734,0.2358427494764328,0.22953221201896667,0.3452354073524475,0.6251175999641418,-0.01540423184633255,0.28978195786476135,0.6662389636039734,1.0,0.3159640431404114,0.5473989248275757,0.19800813496112823,0.16879943013191223,0.13541297614574432,0.1982923448085785,0.2448209971189499,0.2559613883495331,0.22068053483963013
laird,0.15961171686649323,0.20990027487277985,0.15320836007595062,0.24426022171974182,0.21652308106422424,0.1405034065246582,0.08731386065483093,0.2790311574935913,0.2238273173570633,0.22446510195732117,0.16273346543312073,0.1561880111694336,0.2539437413215637,0.17946501076221466,0.22711211442947388,0.1560710370540619,0.3055349290370941,0.17546893656253815,0.22185152769088745
bell,0.11654898524284363,0.14131180942058563,0.08731279522180557,0.07536525279283524,0.15661251544952393,0.20777900516986847,0.04601301625370979,0.1659064143896103,0.22285841405391693,0.21121244132518768,0.23638340830802917,0.20703229308128357,0.2455468326807022,0.15459036827087402,0.16674156486988068,0.044589314609766006,0.2048470824956894,0.2361326515674591,0.08332687616348267
law,0.2145031988620758,0.26381510496139526,0.3526727557182312,0.30009910464286804,0.10367042571306229,0.18657292425632477,-0.06109188124537468,0.11790746450424194,0.24850773811340332,0.24548950791358948,0.16544188559055328,0.23277728259563446,0.21274855732917786,0.17259255051612854,0.12141809612512589,0.11137861013412476,0.21101006865501404,0.14599180221557617,0.1528988480567932
quadrangle,0.11878612637519836,0.19010886549949646,0.11152829974889755,0.30238446593284607,0.12521564960479736,0.16519229114055634,-0.05594707652926445,0.18200555443763733,0.24092085659503937,0.2833738923072815,0.2854490876197815,0.16768144071102142,0.11073613166809082,0.22199049592018127,0.17183268070220947,0.14260300993919373,0.3005388677120209,0.20358404517173767,0.09862545877695084
(,0.2411840260028839,0.1609111875295639,0.25026944279670715,0.16600246727466583,0.1583331823348999,0.2745298147201538,0.0012731997994706035,0.1432328224182129,0.3087427020072937,0.33289089798927307,0.17772680521011353,0.2264307141304016,0.18230842053890228,0.1606616973876953,0.17418938875198364,0.17010712623596191,0.2479124516248703,0.1161717101931572,0.40561532974243164
a,0.3320399522781372,0.19607044756412506,0.17720282077789307,0.2245093584060669,0.2869448959827423,0.5452592968940735,0.04866964742541313,0.26260659098625183,0.539380669593811,0.5829201340675354,0.2576078176498413,0.47537946701049805,0.15033851563930511,0.09036523848772049,0.17539796233177185,0.1786900907754898,0.2247045487165451,0.28430381417274475,0.23916715383529663
complex,0.2605343163013458,0.14760197699069977,0.18440499901771545,0.12768304347991943,0.20267677307128906,0.30943289399147034,-0.03034111298620701,0.15565936267375946,0.26918336749076843,0.25326284766197205,0.33437579870224,0.2922951579093933,0.07465846091508865,0.09565412253141403,0.06194939836859703,0.11907855421304703,0.1698860079050064,0.22183150053024292,0.17752902209758759
designed,0.15902110934257507,0.15738923847675323,0.16460542380809784,0.1465057134628296,0.1575714349746704,0.3057002127170563,0.026795532554388046,0.1671946942806244,0.22657902538776398,0.2559613883495331,0.43736663460731506,0.270294189453125,0.16412270069122314,0.27974000573158264,0.12053734064102173,0.07754956185817719,0.3166027367115021,1.0,0.11213942617177963
by,0.2455483376979828,0.23323717713356018,0.13463684916496277,0.1477794349193573,0.17248263955116272,0.40926623344421387,-0.010884488001465797,0.16632650792598724,0.370934396982193,0.4408751428127289,0.20441755652427673,0.37496164441108704,0.25224435329437256,0.18418452143669128,0.2223927229642868,0.19053760170936584,0.1962203085422516,0.29250532388687134,0.17966607213020325
saarinen,0.11407828330993652,0.18746903538703918,0.1739264577627182,0.1736777275800705,0.020836418494582176,0.1314733326435089,0.005520803853869438,0.19064557552337646,0.21851274371147156,0.15091808140277863,0.31301429867744446,0.14579178392887115,0.361976683139801,0.3859148621559143,0.24047762155532837,0.2571495771408081,0.4558511972427368,0.3224387466907501,0.10681578516960144
),0.26259949803352356,0.15635275840759277,0.22539465129375458,0.18641386926174164,0.16750772297382355,0.28560304641723633,0.021107977256178856,0.14981858432292938,0.3326910734176636,0.3456730246543884,0.1678667515516281,0.23478686809539795,0.1989355981349945,0.15960125625133514,0.17505459487438202,0.18061619997024536,0.25828486680984497,0.08523888885974884,0.42300865054130554
