,what,monarchy,did,western,troops,protect,?
but,0.5029441118240356,0.26557332277297974,0.49033689498901367,0.22466258704662323,0.21406905353069305,0.2617540955543518,0.27921953797340393
when,0.4700249433517456,0.22725696861743927,0.3228907287120819,0.2197389006614685,0.22471703588962555,0.26846450567245483,0.22841128706932068
saddam,0.23443278670310974,0.3225134611129761,0.2779383063316345,0.13244055211544037,0.3794577419757843,0.2100154459476471,0.22430098056793213
",",0.3087472915649414,0.20187759399414062,0.3015086054801941,0.27542921900749207,0.23846548795700073,0.22548046708106995,0.31091248989105225
secularist,0.24204152822494507,0.36364221572875977,0.24693730473518372,0.21969673037528992,0.2198123037815094,0.12571249902248383,0.16021908819675446
and,0.31309178471565247,0.23150132596492767,0.34479495882987976,0.27210789918899536,0.23100681602954865,0.283433735370636,0.20544172823429108
ba'athist,0.16029052436351776,0.25860217213630676,0.11610124260187149,0.21270476281642914,0.1644444763660431,0.12376050651073456,0.17197555303573608
dictator,0.2191758155822754,0.435952365398407,0.20167408883571625,0.1445675790309906,0.31400540471076965,0.16350863873958588,0.15283194184303284
of,0.33290785551071167,0.3121633231639862,0.2513895630836487,0.32974064350128174,0.23602326214313507,0.19880573451519012,0.1826142966747284
neighboring,0.19534336030483246,0.19127000868320465,0.1133442223072052,0.28534412384033203,0.3122045695781708,0.21412311494350433,0.05513705313205719
iraq,0.19968436658382416,0.22669583559036255,0.17306172847747803,0.25439727306365967,0.34968385100364685,0.17728488147258759,0.13788843154907227
",",0.3087472915649414,0.20187759399414062,0.3015086054801941,0.27542921900749207,0.23846548795700073,0.22548046708106995,0.31091248989105225
attacked,0.1623094528913498,0.16335433721542358,0.2515815198421478,0.1214401125907898,0.4761466681957245,0.3141312301158905,0.08601678907871246
saudi,0.2167188823223114,0.28356894850730896,0.12426625192165375,0.22369764745235443,0.15343829989433289,0.2018309384584427,0.1627861112356186
arabia,0.21449115872383118,0.26775968074798584,0.10498837381601334,0.24737878143787384,0.15980349481105804,0.13018223643302917,0.14747555553913116
(,0.2411840260028839,0.19145673513412476,0.18979617953300476,0.20023441314697266,0.15045426785945892,0.14339612424373627,0.40561532974243164
his,0.26976513862609863,0.23715685307979584,0.3546801507472992,0.17305071651935577,0.27462512254714966,0.17706423997879028,0.18075084686279297
enemy,0.19785766303539276,0.16468104720115662,0.15368838608264923,0.10602809488773346,0.4636269211769104,0.27719563245773315,0.09557300060987473
in,0.30808621644973755,0.199490025639534,0.2593238651752472,0.35160520672798157,0.25826749205589294,0.17026682198047638,0.20430970191955566
the,0.42745697498321533,0.28540515899658203,0.34736719727516174,0.37920868396759033,0.3229958415031433,0.2559677064418793,0.22068053483963013
war,0.22516006231307983,0.3165017068386078,0.27422013878822327,0.23575052618980408,0.4551744759082794,0.1770797073841095,0.15510529279708862
),0.26259949803352356,0.21683315932750702,0.18584993481636047,0.17901712656021118,0.14455367624759674,0.14743132889270782,0.42300865054130554
",",0.3087472915649414,0.20187759399414062,0.3015086054801941,0.27542921900749207,0.23846548795700073,0.22548046708106995,0.31091248989105225
western,0.2454150915145874,0.2075471132993698,0.15773870050907135,1.0000001192092896,0.2566976845264435,0.011459648609161377,0.17439141869544983
troops,0.18311697244644165,0.2859678864479065,0.2146090567111969,0.2566976845264435,1.0000001192092896,0.1962869018316269,0.14329779148101807
came,0.2728535234928131,0.2126827836036682,0.4016856253147125,0.21799838542938232,0.2202620655298233,0.11951005458831787,0.1739392727613449
to,0.455847829580307,0.22476732730865479,0.4452643394470215,0.18838192522525787,0.23654340207576752,0.3276433050632477,0.29463258385658264
protect,0.25314101576805115,0.17214344441890717,0.18316055834293365,0.011459648609161377,0.1962869018316269,1.0000001192092896,0.20180222392082214
the,0.42745697498321533,0.28540515899658203,0.34736719727516174,0.37920868396759033,0.3229958415031433,0.2559677064418793,0.22068053483963013
saudi,0.2167188823223114,0.28356894850730896,0.12426625192165375,0.22369764745235443,0.15343829989433289,0.2018309384584427,0.1627861112356186
monarchy,0.24695433676242828,1.0,0.21432536840438843,0.2075471132993698,0.2859678864479065,0.17214344441890717,0.22125276923179626
.,0.3567904531955719,0.25682517886161804,0.35288307070732117,0.2816847264766693,0.19217929244041443,0.2567919194698334,0.4130953550338745
