,how,many,visitors,did,the,britain,can,make,it,exhibition,attract,?
before,0.33293965458869934,0.2728588581085205,0.1784369945526123,0.33642593026161194,0.45900648832321167,0.1954609602689743,0.2522135078907013,0.29871129989624023,0.34684064984321594,0.1768713742494583,0.12982024252414703,0.2507109045982361
the,0.33890387415885925,0.4335206151008606,0.24606233835220337,0.34736719727516174,1.0,0.29784059524536133,0.312528520822525,0.3146495521068573,0.6251175999641418,0.22614671289920807,0.2244306355714798,0.22068053483963013
return,0.16757382452487946,0.11205824464559555,0.14270906150341034,0.21141748130321503,0.2543797492980957,0.15697674453258514,0.1282280534505844,0.218449205160141,0.16362150013446808,0.07289552688598633,0.16313353180885315,0.14655634760856628
of,0.2480744868516922,0.37253960967063904,0.206437349319458,0.2513895630836487,0.733189046382904,0.28899943828582764,0.2603091299533844,0.2912110388278961,0.38761502504348755,0.20735959708690643,0.22641630470752716,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.24606233835220337,0.34736719727516174,1.0,0.29784059524536133,0.312528520822525,0.3146495521068573,0.6251175999641418,0.22614671289920807,0.2244306355714798,0.22068053483963013
collections,0.1600850522518158,0.3478132486343384,0.31555256247520447,0.15909697115421295,0.27174001932144165,0.19876505434513092,0.21467486023902893,0.1942114233970642,0.20551146566867828,0.43345150351524353,0.1744861602783203,0.1873358190059662
after,0.23871733248233795,0.2586410939693451,0.17284052073955536,0.30330467224121094,0.4565047025680542,0.2650264799594879,0.21645446121692657,0.24345865845680237,0.36872005462646484,0.19270963966846466,0.1149226725101471,0.16608688235282898
the,0.33890387415885925,0.4335206151008606,0.24606233835220337,0.34736719727516174,1.0,0.29784059524536133,0.312528520822525,0.3146495521068573,0.6251175999641418,0.22614671289920807,0.2244306355714798,0.22068053483963013
war,0.22947508096694946,0.28938722610473633,0.1575852334499359,0.27422013878822327,0.366199791431427,0.33082640171051025,0.1800038367509842,0.17233385145664215,0.28139346837997437,0.20559482276439667,0.1133883073925972,0.15510529279708862
",",0.22659391164779663,0.40610817074775696,0.22423015534877777,0.3015086054801941,0.4933079481124878,0.26227492094039917,0.3139454126358032,0.324553906917572,0.48329564929008484,0.16028228402137756,0.1846245676279068,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.24606233835220337,0.34736719727516174,1.0,0.29784059524536133,0.312528520822525,0.3146495521068573,0.6251175999641418,0.22614671289920807,0.2244306355714798,0.22068053483963013
britain,0.21808192133903503,0.31913602352142334,0.21006768941879272,0.23567047715187073,0.29784059524536133,1.0000001192092896,0.17672592401504517,0.20652365684509277,0.24028480052947998,0.2268972396850586,0.11908335983753204,0.1268460750579834
can,0.49246567487716675,0.4275496006011963,0.19183498620986938,0.32383522391319275,0.312528520822525,0.17672592401504517,1.0,0.4845520555973053,0.3819273114204407,0.1121729388833046,0.2508437931537628,0.3226337134838104
make,0.44417309761047363,0.40827780961990356,0.16879761219024658,0.3602050840854645,0.3146495521068573,0.20652365684509277,0.4845520555973053,1.0000001192092896,0.40787607431411743,0.16665147244930267,0.3302105963230133,0.28314751386642456
it,0.36714982986450195,0.39615920186042786,0.26550620794296265,0.2993364930152893,0.6251175999641418,0.24028480052947998,0.3819273114204407,0.40787607431411743,0.9999999403953552,0.16556185483932495,0.2555001378059387,0.25732165575027466
exhibition,0.1519046574831009,0.2550511956214905,0.3101731836795807,0.17549628019332886,0.22614671289920807,0.2268972396850586,0.1121729388833046,0.16665147244930267,0.16556185483932495,1.0000001192092896,0.28788962960243225,0.11494685709476471
was,0.16678167879581451,0.260356068611145,0.1626231074333191,0.41399896144866943,0.48711544275283813,0.27792006731033325,0.23099195957183838,0.20205417275428772,0.4577186405658722,0.24921445548534393,0.10214730352163315,0.18412111699581146
held,0.06776752322912216,0.20985887944698334,0.26726171374320984,0.18607917428016663,0.32185450196266174,0.17216524481773376,0.08135905116796494,0.1771305799484253,0.23581157624721527,0.35178548097610474,0.20657090842723846,0.14103956520557404
between,0.2747800648212433,0.29423660039901733,0.19452857971191406,0.16542956233024597,0.39067012071609497,0.23831592500209808,0.23827335238456726,0.22978706657886505,0.311247855424881,0.22757358849048615,0.24657471477985382,0.12887074053287506
september,0.16430224478244781,0.12516498565673828,0.15185381472110748,0.2693498432636261,0.2516939043998718,0.16691195964813232,0.10241233557462692,0.08535762131214142,0.2714177966117859,0.17164497077465057,0.07181446254253387,0.2665146589279175
and,0.33647966384887695,0.5296266674995422,0.21110031008720398,0.34479495882987976,0.5171257257461548,0.3187123239040375,0.3675691485404968,0.4160483181476593,0.40957894921302795,0.17623993754386902,0.26427873969078064,0.20544172823429108
november,0.1539812684059143,0.14424832165241241,0.13203318417072296,0.27178457379341125,0.25734350085258484,0.15715177357196808,0.10962043702602386,0.12204090505838394,0.25826218724250793,0.19116291403770447,0.14451898634433746,0.3159552216529846
1946,0.09524103254079819,0.17570863664150238,0.10054171085357666,0.09752313047647476,0.10058440268039703,0.1760820746421814,-0.0014469779562205076,0.0820959061384201,0.04651753231883049,0.11818164587020874,0.019790643826127052,-0.07362531870603561
",",0.22659391164779663,0.40610817074775696,0.22423015534877777,0.3015086054801941,0.4933079481124878,0.26227492094039917,0.3139454126358032,0.324553906917572,0.48329564929008484,0.16028228402137756,0.1846245676279068,0.31091248989105225
attracting,0.22658084332942963,0.361002653837204,0.42910483479499817,0.15046921372413635,0.2592545449733734,0.14109279215335846,0.2932966649532318,0.3184075653553009,0.28654763102531433,0.28865334391593933,0.8150904178619385,0.10183928906917572
nearly,0.23273618519306183,0.4278171956539154,0.2291572391986847,0.2667127847671509,0.3409946858882904,0.2348460555076599,0.2406940758228302,0.2667495012283325,0.36425790190696716,0.22533152997493744,0.2139933556318283,0.11670064926147461
a,0.29312583804130554,0.2872205972671509,0.19078414142131805,0.2552328109741211,0.5829201340675354,0.18575294315814972,0.3915780484676361,0.34303420782089233,0.5452592968940735,0.18410839140415192,0.21770675480365753,0.23916715383529663
million,0.21114659309387207,0.3520967364311218,0.3382646143436432,0.1815238744020462,0.277012437582016,0.20850154757499695,0.1659025400876999,0.16034354269504547,0.27422818541526794,0.134216770529747,0.22851453721523285,0.23092924058437347
and,0.33647966384887695,0.5296266674995422,0.21110031008720398,0.34479495882987976,0.5171257257461548,0.3187123239040375,0.3675691485404968,0.4160483181476593,0.40957894921302795,0.17623993754386902,0.26427873969078064,0.20544172823429108
a,0.29312583804130554,0.2872205972671509,0.19078414142131805,0.2552328109741211,0.5829201340675354,0.18575294315814972,0.3915780484676361,0.34303420782089233,0.5452592968940735,0.18410839140415192,0.21770675480365753,0.23916715383529663
half,0.19052551686763763,0.2529585361480713,0.12379823625087738,0.12883292138576508,0.3189295828342438,0.11555098742246628,0.14452819526195526,0.230149507522583,0.2682355046272278,0.1683887392282486,0.10282628238201141,0.07471233606338501
visitors,0.23758764564990997,0.2947549819946289,1.0,0.17347455024719238,0.24606233835220337,0.21006768941879272,0.19183498620986938,0.16879761219024658,0.26550620794296265,0.3101731836795807,0.40690308809280396,0.15025043487548828
.,0.3287222981452942,0.3974229395389557,0.199121356010437,0.35288307070732117,0.5934505462646484,0.25750598311424255,0.35783761739730835,0.3547073304653168,0.5593622326850891,0.16661708056926727,0.17662270367145538,0.4130953550338745
