,what,us,war,caused,a,high,amount,of,civil,disobedience,?
during,0.24137552082538605,0.14974015951156616,0.4802435040473938,0.29632696509361267,0.30341604351997375,0.16778922080993652,0.2597809433937073,0.3869180977344513,0.2953299880027771,0.3262510895729065,0.1325719803571701
the,0.42745697498321533,0.25727739930152893,0.366199791431427,0.24990202486515045,0.5829201340675354,0.28034812211990356,0.3336862325668335,0.733189046382904,0.2477465271949768,0.30963727831840515,0.22068053483963013
vietnam,0.14459924399852753,0.27358511090278625,0.43565934896469116,0.18384727835655212,0.19540195167064667,0.10305430740118027,0.13069729506969452,0.2007518708705902,0.29972904920578003,0.28162887692451477,0.20465075969696045
war,0.22516006231307983,0.24439692497253418,1.0000001192092896,0.2001103162765503,0.2368277609348297,0.17565183341503143,0.14800617098808289,0.31680163741111755,0.5418448448181152,0.41392964124679565,0.15510529279708862
",",0.3087472915649414,0.3120202422142029,0.2671184241771698,0.2600580155849457,0.427140474319458,0.27938312292099,0.21125462651252747,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31091248989105225
courts,0.22651629149913788,0.19976341724395752,0.19782868027687073,0.13737280666828156,0.23228667676448822,0.20446781814098358,0.13652494549751282,0.24972429871559143,0.24920950829982758,0.3557440936565399,0.17759139835834503
typically,0.2460547685623169,0.13547810912132263,0.17416632175445557,0.16624823212623596,0.37909039855003357,0.23874197900295258,0.3879109025001526,0.28964799642562866,0.14147883653640747,0.20047374069690704,0.14485043287277222
refused,0.19773393869400024,0.14596335589885712,0.2861495316028595,0.2433689683675766,0.2156425416469574,0.12014370411634445,0.12842047214508057,0.21729640662670135,0.23475630581378937,0.43099918961524963,0.14580921828746796
to,0.455847829580307,0.2928973436355591,0.2610234022140503,0.2414499819278717,0.45503583550453186,0.28947713971138,0.309798926115036,0.41548454761505127,0.2019355595111847,0.30665844678878784,0.29463258385658264
excuse,0.40102261304855347,0.23404444754123688,0.28229984641075134,0.25373443961143494,0.22242003679275513,0.12886875867843628,0.21836122870445251,0.22762887179851532,0.19087190926074982,0.41853204369544983,0.3171733617782593
the,0.42745697498321533,0.25727739930152893,0.366199791431427,0.24990202486515045,0.5829201340675354,0.28034812211990356,0.3336862325668335,0.733189046382904,0.2477465271949768,0.30963727831840515,0.22068053483963013
perpetrators,0.24682383239269257,0.24246999621391296,0.24058599770069122,0.260103702545166,0.1355111002922058,0.15668602287769318,0.11698560416698456,0.19281317293643951,0.1896670162677765,0.39782676100730896,0.23294362425804138
of,0.33290785551071167,0.23568789660930634,0.31680163741111755,0.29665443301200867,0.5052502155303955,0.2803038954734802,0.2541177570819855,1.0,0.24698495864868164,0.31932318210601807,0.1826142966747284
illegal,0.21956031024456024,0.18543589115142822,0.219582661986351,0.25760698318481445,0.20074772834777832,0.1370418816804886,0.26101210713386536,0.19375135004520416,0.17244401574134827,0.35090160369873047,0.1562941074371338
protests,0.15672723948955536,0.1566564440727234,0.31800058484077454,0.21267211437225342,0.21581970155239105,0.21401318907737732,0.16697464883327484,0.24181179702281952,0.31896910071372986,0.4980515241622925,0.18455082178115845
from,0.2737620174884796,0.24183706939220428,0.1811102032661438,0.29811105132102966,0.322764128446579,0.193696990609169,0.26152533292770386,0.4249346852302551,0.11420916765928268,0.1641564965248108,0.19969791173934937
punishment,0.31300443410873413,0.14288465678691864,0.2611706852912903,0.17750045657157898,0.1934642344713211,0.1449405997991562,0.20223867893218994,0.2056395560503006,0.1772332489490509,0.4131534993648529,0.23842233419418335
on,0.34226128458976746,0.2646999955177307,0.23017507791519165,0.25160422921180725,0.3848365545272827,0.20843200385570526,0.2525322437286377,0.3966929316520691,0.17390455305576324,0.2194652408361435,0.2714994251728058
the,0.42745697498321533,0.25727739930152893,0.366199791431427,0.24990202486515045,0.5829201340675354,0.28034812211990356,0.3336862325668335,0.733189046382904,0.2477465271949768,0.30963727831840515,0.22068053483963013
basis,0.27055948972702026,0.17773154377937317,0.1326378434896469,0.14911888539791107,0.3051576614379883,0.0910254642367363,0.27827462553977966,0.282950758934021,0.11215545982122421,0.2776012420654297,0.14255106449127197
of,0.33290785551071167,0.23568789660930634,0.31680163741111755,0.29665443301200867,0.5052502155303955,0.2803038954734802,0.2541177570819855,1.0,0.24698495864868164,0.31932318210601807,0.1826142966747284
their,0.35142919421195984,0.18662944436073303,0.2163475602865219,0.21389970183372498,0.29698723554611206,0.21960610151290894,0.2843136191368103,0.4329940676689148,0.18000862002372742,0.31147265434265137,0.1898253709077835
challenging,0.32512375712394714,0.18986305594444275,0.16177131235599518,0.2136010080575943,0.2879202663898468,0.20385758578777313,0.18909281492233276,0.24682258069515228,0.18742939829826355,0.3316774368286133,0.18364869058132172
the,0.42745697498321533,0.25727739930152893,0.366199791431427,0.24990202486515045,0.5829201340675354,0.28034812211990356,0.3336862325668335,0.733189046382904,0.2477465271949768,0.30963727831840515,0.22068053483963013
legality,0.2420046627521515,0.1526518166065216,0.19519852101802826,0.17073270678520203,0.17664657533168793,0.11347313225269318,0.2787127196788788,0.27878040075302124,0.29454362392425537,0.41499781608581543,0.23973114788532257
of,0.33290785551071167,0.23568789660930634,0.31680163741111755,0.29665443301200867,0.5052502155303955,0.2803038954734802,0.2541177570819855,1.0,0.24698495864868164,0.31932318210601807,0.1826142966747284
