,what,is,one,problem,with,internet,pharmacies,?
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,0.20464475452899933,0.41827285289764404,0.16397756338119507,0.21392159163951874,0.1826142966747284
particular,0.4548671245574951,0.3500361442565918,0.4187047481536865,0.3296976685523987,0.34431731700897217,0.25340116024017334,0.2269873023033142,0.2741454839706421
concern,0.3580206632614136,0.2359357625246048,0.31159234046936035,0.4810889661312103,0.23099270462989807,0.19505368173122406,0.14759524166584015,0.3455961048603058
with,0.2464839518070221,0.3250955045223236,0.3855307400226593,0.2717578709125519,0.9999999403953552,0.20489077270030975,0.21608836948871613,0.2433311939239502
internet,0.1770392656326294,0.19803281128406525,0.2532317042350769,0.2798067331314087,0.20489077270030975,1.0,0.18337510526180267,0.23314887285232544
pharmacies,0.21324466168880463,0.1820123940706253,0.24642056226730347,0.2931576371192932,0.21608836948871613,0.18337510526180267,1.0000001192092896,0.13542459905147552
is,0.28837618231773376,1.0,0.4544198513031006,0.23238427937030792,0.3250955045223236,0.19803281128406525,0.1820123940706253,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.24928659200668335,0.4223487675189972,0.2156122475862503,0.2211688905954361,0.22068053483963013
ease,0.2721507251262665,0.17015692591667175,0.18293450772762299,0.3519738018512726,0.2803575396537781,0.19798120856285095,0.2179054170846939,0.23475857079029083
with,0.2464839518070221,0.3250955045223236,0.3855307400226593,0.2717578709125519,0.9999999403953552,0.20489077270030975,0.21608836948871613,0.2433311939239502
which,0.5261979103088379,0.4457404911518097,0.510688066482544,0.309948593378067,0.46403205394744873,0.23977413773536682,0.25592634081840515,0.25814583897590637
people,0.32444337010383606,0.34254953265190125,0.2841606140136719,0.214010089635849,0.20958639681339264,0.1982455551624298,0.29084059596061707,0.23739641904830933
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.23938199877738953,0.4120737314224243,0.17182038724422455,0.2212837040424347,0.31091248989105225
youth,0.1100270077586174,0.15418380498886108,0.2408965826034546,0.14487393200397491,0.2341127246618271,0.2163376808166504,0.14753851294517517,0.18005552887916565
in,0.30808621644973755,0.5394441485404968,0.4129433035850525,0.16969570517539978,0.4080928862094879,0.15279750525951385,0.23778970539569855,0.20430970191955566
particular,0.4548671245574951,0.3500361442565918,0.4187047481536865,0.3296976685523987,0.34431731700897217,0.25340116024017334,0.2269873023033142,0.2741454839706421
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.23938199877738953,0.4120737314224243,0.17182038724422455,0.2212837040424347,0.31091248989105225
can,0.34502777457237244,0.44256699085235596,0.34032124280929565,0.36370179057121277,0.3572797477245331,0.2342119812965393,0.30782270431518555,0.3226337134838104
obtain,0.18337780237197876,0.18897517025470734,0.1855572760105133,0.28781819343566895,0.21885082125663757,0.11327409744262695,0.2699712812900543,0.15655191242694855
controlled,0.24713590741157532,0.20672085881233215,0.24408406019210815,0.22156347334384918,0.2416837215423584,0.1706157922744751,0.29108384251594543,0.1105743944644928
substances,0.2663726210594177,0.25203269720077515,0.22721493244171143,0.2851896286010742,0.2563740015029907,0.13813786208629608,0.4238418638706207,0.19339443743228912
(,0.2411840260028839,0.35393038392066956,0.2922096848487854,0.1944350153207779,0.29503780603408813,0.1616535186767578,0.15712280571460724,0.40561532974243164
e.g.,0.04733210429549217,0.11002284288406372,0.03922732546925545,0.03857601433992386,-0.03885526582598686,-0.005284491926431656,-0.05734404921531677,0.018727071583271027
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.23938199877738953,0.4120737314224243,0.17182038724422455,0.2212837040424347,0.31091248989105225
vicodin,0.2787590026855469,0.3130640685558319,0.30241304636001587,0.2607068121433258,0.2419034093618393,0.28659772872924805,0.21067620813846588,0.33109164237976074
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.23938199877738953,0.4120737314224243,0.17182038724422455,0.2212837040424347,0.31091248989105225
generically,0.2632104754447937,0.35298898816108704,0.3541437089443207,0.2570476830005646,0.32346752285957336,0.12907825410366058,0.3073248267173767,0.163223534822464
known,0.20381177961826324,0.41921812295913696,0.33883556723594666,0.1978386789560318,0.23440474271774292,0.1980641484260559,0.157361701130867,0.18314571678638458
as,0.31749409437179565,0.43216490745544434,0.3954789340496063,0.2586832344532013,0.40387406945228577,0.2209978699684143,0.2112244963645935,0.27043893933296204
hydrocodone,0.18807236850261688,0.21885043382644653,0.24353276193141937,0.3139754831790924,0.19078238308429718,0.17846107482910156,0.39024561643600464,0.20192618668079376
),0.26259949803352356,0.37732169032096863,0.31658053398132324,0.20261481404304504,0.3069596290588379,0.1702778935432434,0.14906425774097443,0.42300865054130554
via,0.16736915707588196,0.18325740098953247,0.16430068016052246,0.18778081238269806,0.15864962339401245,0.27209484577178955,0.18939529359340668,0.19443516433238983
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.24928659200668335,0.4223487675189972,0.2156122475862503,0.2211688905954361,0.22068053483963013
internet,0.1770392656326294,0.19803281128406525,0.2532317042350769,0.2798067331314087,0.20489077270030975,1.0,0.18337510526180267,0.23314887285232544
