,what,can,it,sometimes,take,up,to,14,years,to,get,permission,to,build,on,?
reasons,0.3640104830265045,0.32952752709388733,0.29208120703697205,0.279323011636734,0.2589835524559021,0.26368215680122375,0.32146772742271423,-0.04525502398610115,0.2425234317779541,0.32146772742271423,0.2883138060569763,0.33651843667030334,0.32146772742271423,0.21852311491966248,0.24593403935432434,0.248102068901062
for,0.3017193675041199,0.35690054297447205,0.32171204686164856,0.28293126821517944,0.33445194363594055,0.342966228723526,0.4451248347759247,-0.055861979722976685,0.2878222167491913,0.4451248347759247,0.342695415019989,0.27796608209609985,0.4451248347759247,0.24264922738075256,0.36199691891670227,0.264628142118454
extra-legal,0.30746737122535706,0.3275756537914276,0.2584887742996216,0.2772359549999237,0.30656787753105164,0.22125452756881714,0.3401152491569519,0.09055125713348389,0.22536948323249817,0.3401152491569519,0.327348530292511,0.35251569747924805,0.3401152491569519,0.17703156173229218,0.32723480463027954,0.2470943182706833
ownership,0.2581227421760559,0.21059231460094452,0.27627888321876526,0.11328575760126114,0.23670978844165802,0.21557874977588654,0.2847251296043396,0.04711807519197464,0.2159581035375595,0.2847251296043396,0.22047464549541473,0.2930354177951813,0.2847251296043396,0.2510008215904236,0.2279193252325058,0.19719240069389343
include,0.1535889357328415,0.2617928385734558,0.1939142346382141,0.3103804886341095,0.23090678453445435,0.18248935043811798,0.1820748895406723,0.05056754872202873,0.11468563973903656,0.1820748895406723,0.2575351595878601,0.1054130271077156,0.1820748895406723,0.16519609093666077,0.2332274466753006,0.14925788342952728
excessive,0.29446548223495483,0.3473753333091736,0.21051177382469177,0.3043859601020813,0.27931755781173706,0.20699694752693176,0.28889620304107666,0.06548821181058884,0.18389517068862915,0.28889620304107666,0.28024688363075256,0.26344454288482666,0.28889620304107666,0.14038461446762085,0.1725468784570694,0.24501025676727295
bureaucratic,0.36574700474739075,0.3015068471431732,0.29610636830329895,0.216371089220047,0.31535604596138,0.2400769293308258,0.29053381085395813,0.08813396096229553,0.19820697605609894,0.29053381085395813,0.27514687180519104,0.3358607292175293,0.29053381085395813,0.19593201577663422,0.21061573922634125,0.3583265542984009
red,0.16784515976905823,0.18177342414855957,0.21993297338485718,0.12766435742378235,0.14105753600597382,0.16150492429733276,0.19477520883083344,0.10477244853973389,0.18575726449489594,0.19477520883083344,0.20433293282985687,0.09809014201164246,0.19477520883083344,0.1423088014125824,0.22689273953437805,0.1495664119720459
tape,0.18888257443904877,0.23007361590862274,0.17847833037376404,0.24560639262199402,0.21192772686481476,0.20231963694095612,0.2686920464038849,0.04905477911233902,0.15214309096336365,0.2686920464038849,0.16309306025505066,0.1798516809940338,0.2686920464038849,0.14392150938510895,0.16172082722187042,0.13937829434871674
in,0.30808621644973755,0.26527702808380127,0.5130809545516968,0.31462913751602173,0.21975718438625336,0.3120773434638977,0.45010748505592346,0.07915190607309341,0.33554986119270325,0.45010748505592346,0.24899829924106598,0.15197794139385223,0.45010748505592346,0.26063278317451477,0.46853652596473694,0.20430970191955566
buying,0.3024725317955017,0.25578975677490234,0.241569384932518,0.23921839892864227,0.2633846402168274,0.1975395530462265,0.274881511926651,0.060236524790525436,0.15458521246910095,0.274881511926651,0.26199060678482056,0.26064160466194153,0.274881511926651,0.2751709520816803,0.22647707164287567,0.22927558422088623
property,0.24978817999362946,0.2353399097919464,0.17013771831989288,0.2207241952419281,0.21361728012561798,0.11974146962165833,0.26292115449905396,0.04610505700111389,0.1816275715827942,0.26292115449905396,0.19533342123031616,0.2635100185871124,0.26292115449905396,0.2326377034187317,0.1105850338935852,0.16865147650241852
and,0.31309178471565247,0.3675691485404968,0.40957894921302795,0.35151126980781555,0.296702116727829,0.4032393991947174,0.48971283435821533,0.10622510313987732,0.300204873085022,0.48971283435821533,0.37609121203422546,0.23462046682834625,0.48971283435821533,0.27539998292922974,0.4077630043029785,0.20544172823429108
building,0.23529528081417084,0.19682028889656067,0.2947906255722046,0.14938174188137054,0.16868546605110168,0.20171710848808289,0.2658686637878418,0.00559966778382659,0.1909746676683426,0.2658686637878418,0.20025014877319336,0.12609361112117767,0.2658686637878418,0.5836763381958008,0.24277396500110626,0.13549931347370148
",",0.3087472915649414,0.3139454126358032,0.48329564929008484,0.26600122451782227,0.2881867289543152,0.34193792939186096,0.44245919585227966,0.1548261046409607,0.2589467465877533,0.44245919585227966,0.2926318049430847,0.2866009473800659,0.44245919585227966,0.22204548120498657,0.49057599902153015,0.31091248989105225
in,0.30808621644973755,0.26527702808380127,0.5130809545516968,0.31462913751602173,0.21975718438625336,0.3120773434638977,0.45010748505592346,0.07915190607309341,0.33554986119270325,0.45010748505592346,0.24899829924106598,0.15197794139385223,0.45010748505592346,0.26063278317451477,0.46853652596473694,0.20430970191955566
some,0.4491020441055298,0.5319128632545471,0.4438856542110443,0.5743314027786255,0.33165034651756287,0.336993008852005,0.4636894166469574,0.019444484263658524,0.22341805696487427,0.4636894166469574,0.40573132038116455,0.3017824590206146,0.4636894166469574,0.26343920826911926,0.31474894285202026,0.2562315762042999
countries,0.22319257259368896,0.2783487141132355,0.3387439250946045,0.30010291934013367,0.22537964582443237,0.2009255588054657,0.3111797273159027,-0.030041467398405075,0.24109303951263428,0.3111797273159027,0.2562095820903778,0.21615523099899292,0.3111797273159027,0.09138920158147812,0.2938643991947174,0.15128466486930847
it,0.45803478360176086,0.3819273114204407,0.9999999403953552,0.34049513936042786,0.27032700181007385,0.36426842212677,0.513711154460907,0.03272920846939087,0.21688692271709442,0.513711154460907,0.2993776202201843,0.22635670006275177,0.513711154460907,0.2748400866985321,0.4529881477355957,0.25732165575027466
can,0.34502777457237244,1.0,0.3819273114204407,0.5374409556388855,0.32599925994873047,0.33698323369026184,0.4979398250579834,0.06506890058517456,0.1606326848268509,0.4979398250579834,0.4816424250602722,0.30407455563545227,0.4979398250579834,0.24775812029838562,0.2772369682788849,0.3226337134838104
take,0.3275112509727478,0.32599925994873047,0.27032700181007385,0.25056833028793335,1.0,0.31856170296669006,0.4075521230697632,0.002932763658463955,0.20916500687599182,0.4075521230697632,0.5029985308647156,0.24839356541633606,0.4075521230697632,0.31955620646476746,0.27423644065856934,0.21897350251674652
over,0.28007611632347107,0.3160167336463928,0.3669605255126953,0.2579869329929352,0.37978237867355347,0.37640950083732605,0.38635820150375366,0.027448495849967003,0.3751278817653656,0.38635820150375366,0.23830237984657288,0.22888700664043427,0.38635820150375366,0.22273322939872742,0.39810362458229065,0.25742942094802856
200,-0.2539483904838562,-0.27406924962997437,-0.21685194969177246,-0.19301439821720123,-0.22116869688034058,-0.17081914842128754,-0.3048372268676758,-0.1154220700263977,-0.208002507686615,-0.3048372268676758,-0.22130562365055084,-0.19914263486862183,-0.3048372268676758,-0.23175035417079926,-0.1306719034910202,-0.22913911938667297
steps,0.29850611090660095,0.25183892250061035,0.15071141719818115,0.2357572615146637,0.3170894384384155,0.275892436504364,0.2637169659137726,0.036514829844236374,0.18720883131027222,0.2637169659137726,0.21324224770069122,0.2506391406059265,0.2637169659137726,0.18169984221458435,0.19332624971866608,0.17527498304843903
and,0.31309178471565247,0.3675691485404968,0.40957894921302795,0.35151126980781555,0.296702116727829,0.4032393991947174,0.48971283435821533,0.10622510313987732,0.300204873085022,0.48971283435821533,0.37609121203422546,0.23462046682834625,0.48971283435821533,0.27539998292922974,0.4077630043029785,0.20544172823429108
up,0.28591108322143555,0.33698323369026184,0.36426842212677,0.2720569968223572,0.31856170296669006,1.0000001192092896,0.40375280380249023,0.11166831105947495,0.24200905859470367,0.40375280380249023,0.3791064918041229,0.2209254652261734,0.40375280380249023,0.33570659160614014,0.34194523096084595,0.1819818764925003
to,0.455847829580307,0.4979398250579834,0.513711154460907,0.4055429697036743,0.4075521230697632,0.40375280380249023,1.0,0.005055660381913185,0.23891852796077728,1.0,0.4388369917869568,0.39300405979156494,1.0,0.38783395290374756,0.41031414270401,0.29463258385658264
14,0.050140514969825745,0.06506890058517456,0.03272920846939087,0.05506238713860512,0.002932763658463955,0.11166831105947495,0.005055660381913185,1.0000001192092896,0.02883278764784336,0.005055660381913185,0.09241025149822235,-0.03002043254673481,0.005055660381913185,-0.010409261099994183,0.03868218511343002,0.11697390675544739
years,0.1981470286846161,0.1606326848268509,0.21688692271709442,0.0952422022819519,0.20916500687599182,0.24200905859470367,0.23891852796077728,0.02883278764784336,1.0,0.23891852796077728,0.22717446088790894,0.14978739619255066,0.23891852796077728,0.19276325404644012,0.2152649462223053,0.1914375126361847
to,0.455847829580307,0.4979398250579834,0.513711154460907,0.4055429697036743,0.4075521230697632,0.40375280380249023,1.0,0.005055660381913185,0.23891852796077728,1.0,0.4388369917869568,0.39300405979156494,1.0,0.38783395290374756,0.41031414270401,0.29463258385658264
build,0.27055490016937256,0.24775812029838562,0.2748400866985321,0.16885845363140106,0.31955620646476746,0.33570659160614014,0.38783395290374756,-0.010409261099994183,0.19276325404644012,0.38783395290374756,0.37004825472831726,0.2308475375175476,0.38783395290374756,1.0000001192092896,0.21995799243450165,0.1704305112361908
on,0.34226128458976746,0.2772369682788849,0.4529881477355957,0.20871618390083313,0.27423644065856934,0.34194523096084595,0.41031414270401,0.03868218511343002,0.2152649462223053,0.41031414270401,0.2705233693122864,0.19896149635314941,0.41031414270401,0.21995799243450165,0.9999999403953552,0.2714994251728058
government,0.28074538707733154,0.15589569509029388,0.28037968277931213,0.1938302218914032,0.2059202343225479,0.14314819872379303,0.28343796730041504,0.02504643052816391,0.18268105387687683,0.28343796730041504,0.2104441523551941,0.3208107054233551,0.28343796730041504,0.2655961513519287,0.19216017425060272,0.18851417303085327
land,0.23411516845226288,0.16262724995613098,0.2534204423427582,0.16905100643634796,0.20831574499607086,0.22875653207302094,0.2885280251502991,0.08884315937757492,0.17904962599277496,0.2885280251502991,0.19698511064052582,0.24615755677223206,0.2885280251502991,0.2331458479166031,0.2075873464345932,0.1432059109210968
.,0.3567904531955719,0.35783761739730835,0.5593622326850891,0.24956031143665314,0.3045158088207245,0.351434588432312,0.4645031690597534,0.08621564507484436,0.31919315457344055,0.4645031690597534,0.39392393827438354,0.2709774374961853,0.4645031690597534,0.275961309671402,0.49257001280784607,0.4130953550338745
