,all,italian,chocolate,is,made,from,what,alone,?
all,1.0000001192092896,0.19433675706386566,0.10786039382219315,0.2553904056549072,0.2936793267726898,0.2866387963294983,0.41981086134910583,0.3497307598590851,0.29575422406196594
italian,0.19433675706386566,1.0,0.16987526416778564,0.14402732253074646,0.16403649747371674,0.1760130226612091,0.15137425065040588,0.050824400037527084,0.1156633123755455
chocolate,0.10786039382219315,0.16987526416778564,0.9999999403953552,0.21876147389411926,0.19988563656806946,0.1702040582895279,0.2219485491514206,0.0851266011595726,0.19011875987052917
was,0.23179835081100464,0.27526864409446716,0.18751992285251617,0.5810302495956421,0.3433256447315216,0.31171464920043945,0.22111038863658905,0.17050841450691223,0.18412111699581146
made,0.2936793267726898,0.16403649747371674,0.19988563656806946,0.29543453454971313,1.0,0.23003742098808289,0.23419176042079926,0.1862371414899826,0.17218779027462006
from,0.2866387963294983,0.1760130226612091,0.1702040582895279,0.27355384826660156,0.23003742098808289,1.0,0.2737620174884796,0.20448115468025208,0.19969791173934937
cocoa,0.12266212701797485,0.13824893534183502,0.5541220307350159,0.18732187151908875,0.23335111141204834,0.2175164520740509,0.2297939509153366,0.13882029056549072,0.16501155495643616
butter,0.18150226771831512,0.1656278669834137,0.5296692252159119,0.2137402594089508,0.2790118157863617,0.14880138635635376,0.22732655704021454,0.1939348429441452,0.16145694255828857
alone,0.3497307598590851,0.050824400037527084,0.0851266011595726,0.224456325173378,0.1862371414899826,0.20448115468025208,0.3431425094604492,1.0,0.25589054822921753
",",0.425624817609787,0.2153971791267395,0.22830575704574585,0.4691906273365021,0.32507219910621643,0.39760664105415344,0.3087472915649414,0.2913150191307068,0.31091248989105225
but,0.4908081889152527,0.19094160199165344,0.22575578093528748,0.4106791317462921,0.3279869258403778,0.3133932948112488,0.5029441118240356,0.33608952164649963,0.27921953797340393
british,0.13322892785072327,0.3092099130153656,0.20106221735477448,0.19484983384609222,0.17587663233280182,0.21991202235221863,0.19255435466766357,0.09741539508104324,0.09711728990077972
",",0.425624817609787,0.2153971791267395,0.22830575704574585,0.4691906273365021,0.32507219910621643,0.39760664105415344,0.3087472915649414,0.2913150191307068,0.31091248989105225
danish,0.11420968174934387,0.2676726281642914,0.12678754329681396,0.11343691498041153,0.04701643064618111,0.22758015990257263,0.09652101993560791,0.09122868627309799,0.09872670471668243
and,0.4542157053947449,0.25177788734436035,0.24626024067401886,0.3859752118587494,0.34954607486724854,0.3601827025413513,0.31309178471565247,0.2519807815551758,0.20544172823429108
irish,0.16689559817314148,0.31451380252838135,0.09750810265541077,0.15748897194862366,0.10341611504554749,0.19540151953697205,0.12490905076265335,0.18320491909980774,0.09232300519943237
manufacturers,0.23373915255069733,0.1590115875005722,0.2989595830440521,0.2070271521806717,0.2957814037799835,0.1601133793592453,0.1941482275724411,0.13626758754253387,0.15427739918231964
used,0.2536942958831787,0.11254885047674179,0.14931800961494446,0.3288823366165161,0.3574022352695465,0.25821518898010254,0.27546408772468567,0.20110374689102173,0.22430120408535004
other,0.5273400545120239,0.14456960558891296,0.20632389187812805,0.25895947217941284,0.2986699640750885,0.30141791701316833,0.341873437166214,0.27571743726730347,0.24682199954986572
vegetable,0.17849212884902954,0.10216399282217026,0.3566262423992157,0.24241885542869568,0.25197508931159973,0.20689179003238678,0.22037869691848755,0.17515532672405243,0.1478549838066101
fats,0.22310838103294373,0.12536922097206116,0.37357649207115173,0.2100929617881775,0.18887485563755035,0.2028157263994217,0.21993222832679749,0.15842631459236145,0.18616339564323425
.,0.43406882882118225,0.21152353286743164,0.2088869959115982,0.4569662809371948,0.4032190144062042,0.41536515951156616,0.3567904531955719,0.27440783381462097,0.4130953550338745
