,how,many,plant,species,are,estimated,to,be,in,the,amazon,region,?
to,0.44169697165489197,0.40243685245513916,0.20493197441101074,0.2193736732006073,0.3504326641559601,0.2046545445919037,1.0,0.4972836375236511,0.45010748505592346,0.535392165184021,0.17033490538597107,0.24118299782276154,0.29463258385658264
date,0.16644634306430817,0.10952645540237427,0.18280020356178284,0.13960672914981842,0.1222395971417427,0.20471909642219543,0.2530132532119751,0.26916593313217163,0.21362407505512238,0.25333094596862793,0.08962918072938919,0.11499998718500137,0.2698357403278351
",",0.22659391164779663,0.40610817074775696,0.25194862484931946,0.2223871648311615,0.4062570035457611,0.2654368579387665,0.44245919585227966,0.39254459738731384,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2119160145521164,0.31091248989105225
at,0.2154216170310974,0.2716965675354004,0.21092824637889862,0.15864497423171997,0.2074895054101944,0.2611149847507477,0.36524343490600586,0.30379733443260193,0.4374977946281433,0.457212895154953,0.1615314781665802,0.15165263414382935,0.21978627145290375
least,0.2839330732822418,0.36189308762550354,0.15465186536312103,0.2839786112308502,0.3839871287345886,0.3998478055000305,0.35133054852485657,0.3761572241783142,0.3232700824737549,0.3428877890110016,0.1569196581840515,0.14811986684799194,0.28866854310035706
"40,000",0.08398868143558502,0.0646485835313797,0.014732708223164082,0.01231361459940672,0.051849786192178726,0.021359624341130257,0.1346094012260437,0.13895855844020844,0.24079853296279907,0.21362866461277008,0.02237701416015625,0.049880482256412506,0.262452632188797
plant,0.24431802332401276,0.2707696259021759,1.0,0.47544243931770325,0.26068687438964844,0.22000274062156677,0.20493197441101074,0.2607407569885254,0.2597269117832184,0.28395459055900574,0.24274323880672455,0.1843220591545105,0.16613075137138367
species,0.20142129063606262,0.25436872243881226,0.47544243931770325,0.9999999403953552,0.3297041952610016,0.2682102918624878,0.2193736732006073,0.25450053811073303,0.2179255336523056,0.2522439956665039,0.2994495630264282,0.22915275394916534,0.1957087516784668
",",0.22659391164779663,0.40610817074775696,0.25194862484931946,0.2223871648311615,0.4062570035457611,0.2654368579387665,0.44245919585227966,0.39254459738731384,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2119160145521164,0.31091248989105225
"2,200",0.14244776964187622,0.22842593491077423,0.2732763886451721,0.3219307065010071,0.09972347319126129,0.12043914943933487,0.05508497357368469,0.05520423874258995,0.12239512801170349,0.06788789480924606,0.0866977870464325,0.059764962643384933,0.013263288885354996
fishes,0.23515382409095764,0.29536959528923035,0.29944470524787903,0.43634048104286194,0.369890034198761,0.25551310181617737,0.25165802240371704,0.22580082714557648,0.23867948353290558,0.29045408964157104,0.2869487404823303,0.1997777372598648,0.2000686526298523
",",0.22659391164779663,0.40610817074775696,0.25194862484931946,0.2223871648311615,0.4062570035457611,0.2654368579387665,0.44245919585227966,0.39254459738731384,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2119160145521164,0.31091248989105225
"1,294",0.23196715116500854,0.09071139991283417,0.1510734111070633,0.15981349349021912,0.1259944885969162,0.0800342932343483,0.20018452405929565,0.1023787409067154,0.074866384267807,0.12081556022167206,0.17932309210300446,0.05296318233013153,0.16479575634002686
birds,0.21416977047920227,0.26239219307899475,0.2512369453907013,0.5187767744064331,0.3183206617832184,0.16209237277507782,0.2304396629333496,0.20672756433486938,0.2125139683485031,0.24023959040641785,0.2305370569229126,0.12036339193582535,0.13677363097667694
",",0.22659391164779663,0.40610817074775696,0.25194862484931946,0.2223871648311615,0.4062570035457611,0.2654368579387665,0.44245919585227966,0.39254459738731384,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2119160145521164,0.31091248989105225
427,-0.08305586874485016,-0.1524236649274826,-0.21177545189857483,-0.2062026560306549,-0.1334611475467682,-0.23434005677700043,-0.20278634130954742,-0.09400436282157898,-0.20808935165405273,-0.2638601064682007,-0.22957828640937805,-0.28849080204963684,-0.06483101099729538
mammals,0.18897929787635803,0.2083161473274231,0.24327407777309418,0.5211568474769592,0.29493120312690735,0.15093809366226196,0.22175012528896332,0.1748683899641037,0.21902817487716675,0.27272844314575195,0.23476628959178925,0.20167268812656403,0.14248336851596832
",",0.22659391164779663,0.40610817074775696,0.25194862484931946,0.2223871648311615,0.4062570035457611,0.2654368579387665,0.44245919585227966,0.39254459738731384,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2119160145521164,0.31091248989105225
428,-0.14090731739997864,-0.09239741414785385,-0.1429089456796646,-0.15817634761333466,-0.049963563680648804,-0.22207112610340118,-0.24617676436901093,-0.13103263080120087,-0.19688504934310913,-0.23876549303531647,-0.2332145869731903,-0.23863668739795685,-0.14439550042152405
amphibians,0.16425742208957672,0.23087944090366364,0.29599836468696594,0.5769056677818298,0.287113219499588,0.24580557644367218,0.21085457503795624,0.19727706909179688,0.25579649209976196,0.2568071782588959,0.25585466623306274,0.14864400029182434,0.19058775901794434
",",0.22659391164779663,0.40610817074775696,0.25194862484931946,0.2223871648311615,0.4062570035457611,0.2654368579387665,0.44245919585227966,0.39254459738731384,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2119160145521164,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2409428209066391,0.23547904193401337,0.48576638102531433,0.211697056889534,0.48971283435821533,0.41766801476478577,0.4954058527946472,0.5171257257461548,0.23464977741241455,0.2372262328863144,0.20544172823429108
378,-0.01812516152858734,0.025058982893824577,-0.015577737241983414,-0.04614562541246414,-0.03768603876233101,0.13064156472682953,-0.01318979449570179,-0.005191338248550892,-0.032691046595573425,-0.023481857031583786,-0.0049358149990439415,0.03461135923862457,0.046226855367422104
reptiles,0.14172667264938354,0.21379581093788147,0.27071094512939453,0.5270869135856628,0.26991575956344604,0.224263533949852,0.19389158487319946,0.1896192729473114,0.24236735701560974,0.24662268161773682,0.2511642575263977,0.16418497264385223,0.17827048897743225
have,0.4370637536048889,0.5841760635375977,0.23837271332740784,0.3239450752735138,0.6577680706977844,0.2658007740974426,0.4544740617275238,0.5760743618011475,0.36843645572662354,0.40389683842658997,0.20372521877288818,0.191070094704628,0.32991164922714233
been,0.26456597447395325,0.4963826537132263,0.22371040284633636,0.2805362343788147,0.4703826308250427,0.292883962392807,0.34945759177207947,0.5304332375526428,0.3515113592147827,0.3563927710056305,0.13283225893974304,0.19947682321071625,0.24354910850524902
scientifically,0.31736499071121216,0.3429009020328522,0.30941811203956604,0.36014577746391296,0.3837060034275055,0.23153385519981384,0.37593191862106323,0.3666716516017914,0.21876095235347748,0.33359766006469727,0.1422608494758606,0.20358127355575562,0.1720270961523056
classified,0.18867139518260956,0.23633348941802979,0.24351932108402252,0.33646976947784424,0.3116118311882019,0.29786112904548645,0.17334192991256714,0.28940680623054504,0.19124440848827362,0.24516408145427704,0.15618684887886047,0.16584740579128265,0.1583244353532791
in,0.2601168751716614,0.41474202275276184,0.2597269117832184,0.2179255336523056,0.3841303884983063,0.2508986294269562,0.45010748505592346,0.3481820821762085,1.0,0.6662389636039734,0.12227833271026611,0.3524819314479828,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.28395459055900574,0.2522439956665039,0.40399202704429626,0.29184040427207947,0.535392165184021,0.4248143136501312,0.6662389636039734,1.0,0.260541707277298,0.35020557045936584,0.22068053483963013
region,0.15155482292175293,0.17234529554843903,0.1843220591545105,0.22915275394916534,0.20011243224143982,0.2569565176963806,0.24118299782276154,0.18035776913166046,0.3524819314479828,0.35020557045936584,0.18148772418498993,1.0,0.13441751897335052
.,0.3287222981452942,0.3974229395389557,0.25658002495765686,0.25772613286972046,0.3452940285205841,0.23778799176216125,0.4645031690597534,0.4383580684661865,0.5591574311256409,0.5934505462646484,0.262887567281723,0.2506107687950134,0.4130953550338745
,how,many,plant,species,are,estimated,to,be,in,the,amazon,region,?
