,what,aaron,sorkin,created,show,did,abc,debut,in,1998,?
in,0.30808621644973755,0.16958625614643097,0.262752503156662,0.2843434810638428,0.27595704793930054,0.2593238651752472,0.1697147786617279,0.23145294189453125,1.0,-0.07160314172506332,0.20430970191955566
1998,0.10774625837802887,-0.007489858195185661,0.029865730553865433,0.03219357132911682,-0.1095944195985794,0.1446981579065323,-0.07656101137399673,-0.01439916342496872,-0.07160314172506332,0.9999999403953552,0.11714459210634232
",",0.3087472915649414,0.20254378020763397,0.30361461639404297,0.2755771577358246,0.31928569078445435,0.3015086054801941,0.2097204476594925,0.2218245416879654,0.5201468467712402,0.02818203717470169,0.31091248989105225
abc,0.1317344456911087,0.2633361518383026,0.2883908748626709,0.1528254598379135,0.4449407458305359,0.13353709876537323,1.0000001192092896,0.15660154819488525,0.1697147786617279,-0.07656101137399673,0.19065172970294952
premiered,0.14397189021110535,0.1404954493045807,0.34792661666870117,0.23159824311733246,0.4357163608074188,0.16398946940898895,0.40666091442108154,0.3753074109554291,0.2717820405960083,-0.12304449826478958,0.21595802903175354
the,0.42745697498321533,0.201257586479187,0.25171589851379395,0.3539263904094696,0.319829523563385,0.34736719727516174,0.2068762183189392,0.2226441204547882,0.6662389636039734,-0.047468025237321854,0.22068053483963013
aaron,0.20156994462013245,0.9999999403953552,0.38586798310279846,0.09906189143657684,0.11360006779432297,0.2287089228630066,0.2633361518383026,0.11653191596269608,0.16958625614643097,-0.007489858195185661,0.13720838725566864
sorkin-created,0.3578021824359894,0.2496713101863861,0.6669474840164185,0.7047853469848633,0.34355953335762024,0.3224232494831085,0.25152361392974854,0.3005611300468445,0.34903261065483093,0.025333242490887642,0.33649393916130066
sitcom,0.17149718105793,0.17351558804512024,0.3475300669670105,0.18352110683918,0.4648750424385071,0.11541804671287537,0.48908531665802,0.21721835434436798,0.21119031310081482,-0.11667682975530624,0.20043785870075226
sports,0.13245077431201935,0.12234735488891602,0.15227055549621582,0.16660957038402557,0.18342740833759308,0.12759751081466675,0.20410163700580597,0.1811121106147766,0.27591386437416077,-0.006016071420162916,0.04557104781270027
night,0.20251014828681946,0.22971193492412567,0.24766266345977783,0.09676024317741394,0.24048173427581787,0.22770699858665466,0.21145369112491608,0.20778384804725647,0.24847309291362762,-0.09982248395681381,0.13794848322868347
",",0.3087472915649414,0.20254378020763397,0.30361461639404297,0.2755771577358246,0.31928569078445435,0.3015086054801941,0.2097204476594925,0.2218245416879654,0.5201468467712402,0.02818203717470169,0.31091248989105225
centering,0.2905201017856598,0.106980100274086,0.1454308032989502,0.25363314151763916,0.20341269671916962,0.1882690042257309,0.1141958013176918,0.05674426257610321,0.3109627366065979,-0.025671634823083878,0.1926351934671402
on,0.34226128458976746,0.1696627140045166,0.2536638677120209,0.20446635782718658,0.3708709180355072,0.2670976221561432,0.2862928807735443,0.26024293899536133,0.46853652596473694,-0.03349076956510544,0.2714994251728058
the,0.42745697498321533,0.201257586479187,0.25171589851379395,0.3539263904094696,0.319829523563385,0.34736719727516174,0.2068762183189392,0.2226441204547882,0.6662389636039734,-0.047468025237321854,0.22068053483963013
travails,0.2622360289096832,0.17985354363918304,0.2498433142900467,0.19278143346309662,0.1152663454413414,0.13224893808364868,0.14174813032150269,0.17567577958106995,0.23066498339176178,0.09179937094449997,0.20701245963573456
of,0.33290785551071167,0.10001035034656525,0.17071716487407684,0.32043445110321045,0.21383242309093475,0.2513895630836487,0.14607268571853638,0.12960465252399445,0.5696388483047485,-0.06454750150442123,0.1826142966747284
