,what,team,was,the,afc,champion,?
the,0.42745697498321533,0.22564226388931274,0.48711544275283813,1.0,0.25863510370254517,0.23575055599212646,0.22068053483963013
american,0.1909721940755844,0.11424583196640015,0.31632548570632935,0.24562937021255493,0.18992678821086884,0.25027644634246826,0.18877598643302917
football,0.21136903762817383,0.5201307535171509,0.23601193726062775,0.18794101476669312,0.5084695816040039,0.2796700894832611,0.14957410097122192
conference,0.15329721570014954,0.27145183086395264,0.1537582278251648,0.25393402576446533,0.3807511031627655,0.3205444812774658,0.11172781884670258
(,0.2411840260028839,0.1808312088251114,0.2980341613292694,0.33289089798927307,0.27387434244155884,0.22500678896903992,0.40561532974243164
afc,0.1550256609916687,0.40331706404685974,0.1794671267271042,0.25863510370254517,1.0,0.40495696663856506,0.2026895433664322
),0.26259949803352356,0.18319997191429138,0.3267642855644226,0.3456730246543884,0.25836482644081116,0.2248101383447647,0.42300865054130554
champion,0.11434172838926315,0.41956013441085815,0.24402377009391785,0.23575055599212646,0.40495696663856506,1.0,0.14080514013767242
denver,0.1275133192539215,0.18347741663455963,0.2766761779785156,0.2052404284477234,0.27175816893577576,0.23367992043495178,0.1520889848470688
broncos,0.1787765771150589,0.32797038555145264,0.23574475944042206,0.25985947251319885,0.4436691403388977,0.3800205886363983,0.18377114832401276
defeated,0.13652801513671875,0.2748386263847351,0.30834874510765076,0.2833898365497589,0.241952583193779,0.40539517998695374,0.1413237303495407
the,0.42745697498321533,0.22564226388931274,0.48711544275283813,1.0,0.25863510370254517,0.23575055599212646,0.22068053483963013
national,0.16882304847240448,0.379366934299469,0.2433898150920868,0.32739606499671936,0.20656158030033112,0.21387942135334015,0.15643028914928436
football,0.21136903762817383,0.5201307535171509,0.23601193726062775,0.18794101476669312,0.5084695816040039,0.2796700894832611,0.14957410097122192
conference,0.15329721570014954,0.27145183086395264,0.1537582278251648,0.25393402576446533,0.3807511031627655,0.3205444812774658,0.11172781884670258
(,0.2411840260028839,0.1808312088251114,0.2980341613292694,0.33289089798927307,0.27387434244155884,0.22500678896903992,0.40561532974243164
nfc,0.19796092808246613,0.4356997609138489,0.18001268804073334,0.2545439600944519,0.6895114183425903,0.4626014828681946,0.15073348581790924
),0.26259949803352356,0.18319997191429138,0.3267642855644226,0.3456730246543884,0.25836482644081116,0.2248101383447647,0.42300865054130554
champion,0.11434172838926315,0.41956013441085815,0.24402377009391785,0.23575055599212646,0.40495696663856506,1.0,0.14080514013767242
carolina,0.1956660896539688,0.14482109248638153,0.26687008142471313,0.24749229848384857,0.21097522974014282,0.19541074335575104,0.11847445368766785
panthers,0.17002959549427032,0.333659291267395,0.2605615258216858,0.2602776288986206,0.33692118525505066,0.3607466220855713,0.16608978807926178
24–10,0.05741516873240471,-0.03587226942181587,0.1353306919336319,0.1489364504814148,0.12495440989732742,0.03502567857503891,0.06738992035388947
to,0.455847829580307,0.23889471590518951,0.3636345863342285,0.535392165184021,0.18302594125270844,0.19018547236919403,0.29463258385658264
earn,0.16168662905693054,0.22281768918037415,0.1809355765581131,0.21796688437461853,0.19533829391002655,0.2631213963031769,0.20429526269435883
their,0.35142919421195984,0.20038257539272308,0.2396296262741089,0.516537070274353,0.13482747972011566,0.11434942483901978,0.1898253709077835
third,0.2033906877040863,0.2141726166009903,0.3460187017917633,0.4229298532009125,0.20008410513401031,0.2266414761543274,0.15394791960716248
super,0.13651713728904724,0.23339706659317017,0.21420986950397491,0.21959073841571808,0.37206512689590454,0.3463263213634491,0.166326642036438
bowl,0.15942467749118805,0.20460736751556396,0.21915455162525177,0.21576224267482758,0.41199249029159546,0.34389644861221313,0.21118052303791046
title,0.205022931098938,0.1845584511756897,0.19408874213695526,0.27465343475341797,0.2193080484867096,0.30565062165260315,0.34551161527633667
.,0.3567904531955719,0.26467522978782654,0.40146201848983765,0.5934505462646484,0.28921979665756226,0.21011604368686676,0.4130953550338745
