,what,year,did,bskyb,and,microsoft,announce,their,settlement,?
on,0.34226128458976746,0.27628999948501587,0.2670976221561432,0.13935911655426025,0.4077630043029785,0.2161397784948349,0.24828478693962097,0.3598666191101074,0.18260528147220612,0.2714994251728058
31,0.04987277463078499,-0.002989972708746791,-0.021883003413677216,-0.033628858625888824,0.06756792217493057,-0.057517487555742264,-0.08572345972061157,0.09865700453519821,0.07702223211526871,-0.017570214346051216
july,0.22688010334968567,0.3052220940589905,0.25485745072364807,0.2468380630016327,0.258785605430603,0.17744021117687225,0.24159255623817444,0.1001487746834755,0.15439783036708832,0.2897891402244568
2013,-0.3886653184890747,-0.13568183779716492,-0.264662504196167,0.01714523509144783,-0.31428804993629456,-0.17236509919166565,-0.1020713746547699,-0.35880333185195923,-0.16703931987285614,-0.2969330847263336
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2852807641029358,0.6633074283599854,0.21971753239631653,0.19437241554260254,0.3045167922973633,0.25103551149368286,0.31091248989105225
bskyb,0.17457032203674316,0.22740191221237183,0.15346096456050873,1.0000001192092896,0.2175528109073639,0.25881391763687134,0.13137052953243256,0.12142784148454666,0.21347057819366455,0.2979319989681244
and,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.2175528109073639,1.0,0.19601449370384216,0.14379966259002686,0.45114588737487793,0.24081379175186157,0.20544172823429108
microsoft,0.22177881002426147,0.11227080971002579,0.18161994218826294,0.25881391763687134,0.19601449370384216,1.0,0.26290273666381836,0.21764613687992096,0.14342980086803436,0.23943206667900085
announced,0.09249057620763779,0.24623410403728485,0.2690480351448059,0.15416163206100464,0.16773687303066254,0.32179123163223267,0.8293300867080688,0.17570553719997406,0.14311975240707397,0.17416009306907654
their,0.35142919421195984,0.20591455698013306,0.38078752160072327,0.12142784148454666,0.45114588737487793,0.21764613687992096,0.17905806005001068,1.0,0.14252592623233795,0.1898253709077835
settlement,0.2558431327342987,0.1440867930650711,0.11278556287288666,0.21347057819366455,0.24081379175186157,0.14342980086803436,0.13672198355197906,0.14252592623233795,1.0,0.12535437941551208
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2852807641029358,0.6633074283599854,0.21971753239631653,0.19437241554260254,0.3045167922973633,0.25103551149368286,0.31091248989105225
in,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.22606848180294037,0.4954058527946472,0.15674716234207153,0.20262889564037323,0.34976133704185486,0.26083990931510925,0.20430970191955566
which,0.5261979103088379,0.242343008518219,0.2750149369239807,0.17957738041877747,0.506277859210968,0.2638348937034607,0.17700378596782684,0.4582767188549042,0.21023687720298767,0.25814583897590637
microsoft,0.22177881002426147,0.11227080971002579,0.18161994218826294,0.25881391763687134,0.19601449370384216,1.0,0.26290273666381836,0.21764613687992096,0.14342980086803436,0.23943206667900085
will,0.3510494530200958,0.26286253333091736,0.40638336539268494,0.1873122751712799,0.35983073711395264,0.27241331338882446,0.31653934717178345,0.35694247484207153,0.10224459320306778,0.35046905279159546
not,0.5449194312095642,0.23447993397712708,0.6481515765190125,0.1742992103099823,0.39099299907684326,0.22115878760814667,0.25021615624427795,0.4368778169155121,0.1601492166519165,0.41942933201789856
appeal,0.2697356641292572,0.19269819557666779,0.1984085738658905,0.1495613306760788,0.19482845067977905,0.18883681297302246,0.1803569793701172,0.20359082520008087,0.19783492386341095,0.18189522624015808
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.20915858447551727,0.5171257257461548,0.23993754386901855,0.2190934419631958,0.516537070274353,0.2599570155143738,0.22068053483963013
ruling,0.2606501579284668,0.15617363154888153,0.2595258057117462,0.2177588939666748,0.22433462738990784,0.1259530931711197,0.18895819783210754,0.2500053644180298,0.2473021298646927,0.18874719738960266
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2852807641029358,0.6633074283599854,0.21971753239631653,0.19437241554260254,0.3045167922973633,0.25103551149368286,0.31091248989105225
and,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.2175528109073639,1.0,0.19601449370384216,0.14379966259002686,0.45114588737487793,0.24081379175186157,0.20544172823429108
will,0.3510494530200958,0.26286253333091736,0.40638336539268494,0.1873122751712799,0.35983073711395264,0.27241331338882446,0.31653934717178345,0.35694247484207153,0.10224459320306778,0.35046905279159546
rename,0.27435487508773804,0.15642952919006348,0.20676442980766296,0.28451353311538696,0.1618354618549347,0.17845949530601501,0.27068305015563965,0.15711572766304016,0.18774615228176117,0.3277662694454193
its,0.30393704771995544,0.15338382124900818,0.19922670722007751,0.16232934594154358,0.3841775357723236,0.22355249524116516,0.1663920134305954,0.5367968082427979,0.24901998043060303,0.15103481709957123
skydrive,0.31293633580207825,0.2551881968975067,0.2873649299144745,0.36756592988967896,0.33194881677627563,0.3869832456111908,0.2551376223564148,0.30998313426971436,0.22055257856845856,0.27291637659072876
cloud,0.19904540479183197,0.12207344174385071,0.16585728526115417,0.18393026292324066,0.18035925924777985,0.26994484663009644,0.22111068665981293,0.13258804380893707,0.13044755160808563,0.15055954456329346
storage,0.18395499885082245,0.07734797894954681,0.11799188703298569,0.17178493738174438,0.20862485468387604,0.2639945149421692,0.1184726431965828,0.2219608873128891,0.20447613298892975,0.15578968822956085
service,0.16857224702835083,0.17187200486660004,0.14130860567092896,0.1887708604335785,0.24532052874565125,0.2855581045150757,0.1825212985277176,0.1622014343738556,0.16059130430221558,0.1676298975944519
after,0.21973377466201782,0.336445689201355,0.30330467224121094,0.1792294830083847,0.3765919506549835,0.12495473772287369,0.31999605894088745,0.30973172187805176,0.22212712466716766,0.16608688235282898
an,0.2821882665157318,0.17045794427394867,0.22598257660865784,0.1599401980638504,0.2838519215583801,0.24197964370250702,0.1258845031261444,0.19624626636505127,0.18905887007713318,0.19793890416622162
unspecified,0.2660098373889923,0.20075638592243195,0.20824775099754333,0.30728578567504883,0.23165374994277954,0.23445308208465576,0.10844730585813522,0.20685550570487976,0.17922036349773407,0.21719498932361603
``,0.008517155423760414,0.050706423819065094,-0.029888948425650597,0.11686824262142181,0.036644238978624344,-0.011674009263515472,-0.03200799226760864,0.05465886741876602,0.034819770604372025,0.0685480609536171
reasonable,0.40443673729896545,0.22712288796901703,0.32633766531944275,0.14883001148700714,0.27430808544158936,0.2646312117576599,0.15552838146686554,0.28018122911453247,0.17979015409946442,0.3725526034832001
period,0.24507179856300354,0.3050437867641449,0.1760309934616089,0.20648594200611115,0.23878438770771027,0.10089991986751556,0.11937666684389114,0.18538865447044373,0.2682126760482788,0.18706195056438446
of,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.16413870453834534,0.5116966962814331,0.19447508454322815,0.23663374781608582,0.4329940676689148,0.25982165336608887,0.1826142966747284
time,0.36319252848625183,0.41097521781921387,0.3567926585674286,0.1919824481010437,0.3025408685207367,0.11595312505960464,0.20928308367729187,0.32461634278297424,0.1523313671350479,0.27391523122787476
to,0.455847829580307,0.23523004353046417,0.4452643394470215,0.16040074825286865,0.48971283435821533,0.20925520360469818,0.2422245293855667,0.44619059562683105,0.2762512266635895,0.29463258385658264
allow,0.2883041203022003,0.13385070860385895,0.4132640063762665,0.17629468441009521,0.3380379378795624,0.23508864641189575,0.29837560653686523,0.3747715651988983,0.14650218188762665,0.2042745053768158
for,0.3017193675041199,0.29294124245643616,0.318512886762619,0.16577120125293732,0.5064792633056641,0.24335741996765137,0.25365424156188965,0.3406745493412018,0.199878990650177,0.264628142118454
an,0.2821882665157318,0.17045794427394867,0.22598257660865784,0.1599401980638504,0.2838519215583801,0.24197964370250702,0.1258845031261444,0.19624626636505127,0.18905887007713318,0.19793890416622162
orderly,0.2525652050971985,0.1279897540807724,0.27756670117378235,0.0503525473177433,0.30310118198394775,0.211168572306633,0.19405785202980042,0.2787182331085205,0.18929944932460785,0.14610685408115387
transition,0.26982825994491577,0.11803660541772842,0.15600939095020294,0.1714194267988205,0.23884165287017822,0.21487943828105927,0.2456628978252411,0.19719883799552917,0.22621148824691772,0.15479432046413422
to,0.455847829580307,0.23523004353046417,0.4452643394470215,0.16040074825286865,0.48971283435821533,0.20925520360469818,0.2422245293855667,0.44619059562683105,0.2762512266635895,0.29463258385658264
a,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.21951700747013092,0.3739250600337982,0.21736402809619904,0.1447197049856186,0.29698723554611206,0.24842394888401031,0.23916715383529663
new,0.2130378633737564,0.25045546889305115,0.227974995970726,0.16534830629825592,0.31402453780174255,0.21616002917289734,0.27034738659858704,0.25697171688079834,0.18585512042045593,0.14782847464084625
brand,0.18316686153411865,0.19546636939048767,0.12158948928117752,0.18695755302906036,0.2041386067867279,0.21800723671913147,0.24190562963485718,0.2283676415681839,0.16988703608512878,0.14453907310962677
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2852807641029358,0.6633074283599854,0.21971753239631653,0.19437241554260254,0.3045167922973633,0.25103551149368286,0.31091248989105225
'',0.08143015950918198,-0.01924106478691101,0.01978493109345436,0.0074076480232179165,0.021612688899040222,-0.012790479697287083,-0.033036138862371445,0.011550518684089184,-0.03120473399758339,0.018684765323996544
plus,0.1906411051750183,0.11795192956924438,0.17571574449539185,0.1279330998659134,0.2607387602329254,0.20818853378295898,0.10494842380285263,0.17866691946983337,0.01892903260886669,0.143734410405159
``,0.008517155423760414,0.050706423819065094,-0.029888948425650597,0.11686824262142181,0.036644238978624344,-0.011674009263515472,-0.03200799226760864,0.05465886741876602,0.034819770604372025,0.0685480609536171
financial,0.1900392472743988,0.17739994823932648,0.2442471981048584,0.22103151679039001,0.26681631803512573,0.2919043302536011,0.19679853320121765,0.2539990544319153,0.2328975945711136,0.06444920599460602
and,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.2175528109073639,1.0,0.19601449370384216,0.14379966259002686,0.45114588737487793,0.24081379175186157,0.20544172823429108
other,0.341873437166214,0.20244070887565613,0.31707024574279785,0.16284629702568054,0.5504306554794312,0.2585800588130951,0.11416389048099518,0.456295371055603,0.15999440848827362,0.24682199954986572
terms,0.23885610699653625,0.2070634365081787,0.19385001063346863,0.13694269955158234,0.26477551460266113,0.18847472965717316,0.11353693902492523,0.18252816796302795,0.10875009000301361,0.23466452956199646
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2852807641029358,0.6633074283599854,0.21971753239631653,0.19437241554260254,0.3045167922973633,0.25103551149368286,0.31091248989105225
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.20915858447551727,0.5171257257461548,0.23993754386901855,0.2190934419631958,0.516537070274353,0.2599570155143738,0.22068053483963013
details,0.3390152156352997,0.21378354728221893,0.25880736112594604,0.20051994919776917,0.2754189074039459,0.2655572295188904,0.19074346125125885,0.2642374634742737,0.1360970288515091,0.2643139362335205
of,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.16413870453834534,0.5116966962814331,0.19447508454322815,0.23663374781608582,0.4329940676689148,0.25982165336608887,0.1826142966747284
which,0.5261979103088379,0.242343008518219,0.2750149369239807,0.17957738041877747,0.506277859210968,0.2638348937034607,0.17700378596782684,0.4582767188549042,0.21023687720298767,0.25814583897590637
are,0.29724663496017456,0.1750577986240387,0.2159031480550766,0.14710520207881927,0.48576638102531433,0.14765620231628418,0.09967958927154541,0.46887820959091187,0.1494164913892746,0.24591213464736938
confidential,0.21973590552806854,0.11003472656011581,0.2109430730342865,0.17406189441680908,0.28329479694366455,0.23908226191997528,0.2605848014354706,0.2332264482975006,0.12222013622522354,0.21575473248958588
'',0.08143015950918198,-0.01924106478691101,0.01978493109345436,0.0074076480232179165,0.021612688899040222,-0.012790479697287083,-0.033036138862371445,0.011550518684089184,-0.03120473399758339,0.018684765323996544
.,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.2844841778278351,0.588965117931366,0.23290912806987762,0.16922476887702942,0.34427863359451294,0.233600914478302,0.4130953550338745
