,what,does,immunodeficiency,cause,?
immunodeficiency,0.21925358474254608,0.2663459777832031,1.0000001192092896,0.47107523679733276,0.21612292528152466
occurs,0.18880343437194824,0.22991113364696503,0.3560836613178253,0.3930743634700775,0.15104985237121582
when,0.4700249433517456,0.3380102217197418,0.2870454788208008,0.36268818378448486,0.22841128706932068
the,0.42745697498321533,0.35928019881248474,0.2426232546567917,0.2551237642765045,0.22068053483963013
immune,0.2410416603088379,0.22944720089435577,0.7258189916610718,0.31569650769233704,0.16080476343631744
system,0.23557309806346893,0.2021704614162445,0.3595936596393585,0.2261597067117691,0.15556083619594574
is,0.28837618231773376,0.4403602182865143,0.25795841217041016,0.218277707695961,0.22961433231830597
less,0.31119704246520996,0.33181050419807434,0.33082878589630127,0.3253045976161957,0.22418740391731262
active,0.2610722482204437,0.19193916022777557,0.2768459916114807,0.1425050050020218,0.20374006032943726
than,0.29388150572776794,0.32178643345832825,0.24738198518753052,0.26915109157562256,0.24917294085025787
normal,0.32813265919685364,0.4030308723449707,0.31013959646224976,0.2969750463962555,0.19617988169193268
",",0.3087472915649414,0.28617382049560547,0.26120924949645996,0.2546827793121338,0.31091248989105225
resulting,0.17960047721862793,0.23127596080303192,0.32418322563171387,0.4749574661254883,0.10813049972057343
in,0.30808621644973755,0.214483380317688,0.19726061820983887,0.24822883307933807,0.20430970191955566
recurring,0.20485198497772217,0.17042160034179688,0.25722652673721313,0.3345748484134674,0.18640388548374176
and,0.31309178471565247,0.3461615741252899,0.2479945421218872,0.2858448028564453,0.20544172823429108
life-threatening,0.35136550664901733,0.35830312967300415,0.4624336361885071,0.48752957582473755,0.2533680498600006
infections,0.19013865292072296,0.21957433223724365,0.6607382297515869,0.4642490744590759,0.19163957238197327
.,0.3567904531955719,0.3022993505001068,0.2702282965183258,0.267557293176651,0.4130953550338745
,what,does,immunodeficiency,cause,?
in,0.30808621644973755,0.214483380317688,0.19726061820983887,0.24822883307933807,0.20430970191955566
humans,0.28355827927589417,0.2946871519088745,0.4795324206352234,0.3564580976963043,0.20141740143299103
",",0.3087472915649414,0.28617382049560547,0.26120924949645996,0.2546827793121338,0.31091248989105225
immunodeficiency,0.21925358474254608,0.2663459777832031,1.0000001192092896,0.47107523679733276,0.21612292528152466
can,0.34502777457237244,0.5156301856040955,0.37856993079185486,0.4492664635181427,0.3226337134838104
either,0.3851809501647949,0.4258146584033966,0.2983189821243286,0.3333691358566284,0.31498292088508606
be,0.3929833769798279,0.28696945309638977,0.33430126309394836,0.36928489804267883,0.3324260413646698
the,0.42745697498321533,0.35928019881248474,0.2426232546567917,0.2551237642765045,0.22068053483963013
result,0.19945499300956726,0.18998359143733978,0.3186388313770294,0.46635282039642334,0.17218433320522308
of,0.33290785551071167,0.3119818866252899,0.23626220226287842,0.25979894399642944,0.1826142966747284
a,0.3320399522781372,0.38201746344566345,0.24228139221668243,0.2715701162815094,0.23916715383529663
genetic,0.22305285930633545,0.24959036707878113,0.5418540835380554,0.34160321950912476,0.17993050813674927
disease,0.2391042411327362,0.15054139494895935,0.5341197848320007,0.38188058137893677,0.16159942746162415
such,0.23989605903625488,0.2787191867828369,0.3154376447200775,0.27554231882095337,0.17851735651493073
as,0.31749409437179565,0.31202155351638794,0.2549865245819092,0.22159208357334137,0.27043893933296204
severe,0.19308151304721832,0.2368909865617752,0.4066406786441803,0.4943832755088806,0.19589418172836304
combined,0.21267308294773102,0.15144607424736023,0.17058245837688446,0.2318161278963089,0.17985320091247559
immunodeficiency,0.21925358474254608,0.2663459777832031,1.0000001192092896,0.47107523679733276,0.21612292528152466
",",0.3087472915649414,0.28617382049560547,0.26120924949645996,0.2546827793121338,0.31091248989105225
acquired,0.15010768175125122,0.08292895555496216,0.34603774547576904,0.1540212780237198,0.09366346150636673
conditions,0.27960067987442017,0.26986852288246155,0.40038982033729553,0.3390747308731079,0.17021824419498444
such,0.23989605903625488,0.2787191867828369,0.3154376447200775,0.27554231882095337,0.17851735651493073
as,0.31749409437179565,0.31202155351638794,0.2549865245819092,0.22159208357334137,0.27043893933296204
hiv/aids,0.21726994216442108,0.21318304538726807,0.5600234866142273,0.34772324562072754,0.18364624679088593
",",0.3087472915649414,0.28617382049560547,0.26120924949645996,0.2546827793121338,0.31091248989105225
or,0.33867141604423523,0.4248845875263214,0.3766428530216217,0.4080146849155426,0.32389625906944275
the,0.42745697498321533,0.35928019881248474,0.2426232546567917,0.2551237642765045,0.22068053483963013
use,0.3453877568244934,0.39963871240615845,0.29325684905052185,0.385466605424881,0.32795652747154236
of,0.33290785551071167,0.3119818866252899,0.23626220226287842,0.25979894399642944,0.1826142966747284
immunosuppressive,0.3023419678211212,0.23658500611782074,0.7046578526496887,0.42714372277259827,0.25029832124710083
medication,0.28847256302833557,0.29941079020500183,0.6037232279777527,0.47317683696746826,0.2275196760892868
.,0.3567904531955719,0.3022993505001068,0.2702282965183258,0.267557293176651,0.4130953550338745
